PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
16760,"Hampus Lindholm",3500,D,BOS,OTT,8402700,659813,2,2,,0.0696,0.3248,1.406,1.4742,0,0,0,0,0.019,0.0605,0.3944,0.0795,6.97,1.99,5.62,8.08,1,1.15,14.16,0,,16760,0.782,5.03,22.1,160,2153,31037,1
17172,"Mark Stone",6100,W,VGK,EDM,8402760,556369,3,1,,0.3193,0.5344,2.2663,0.648,0,0,0,0,0.0926,0.1695,0.8537,0.2621,10.31,1.69,8.18,11.89,2,1.84,20.78,0,,17172,0.645,7.42,18.2,185,180961,31019,0
31746,"Radek Faksa",2500,C,DAL,TOR,8402660,659857,4,,,0.0755,0.1175,0.7612,0.503,0,0,0,0,0,0,0.193,0,3.23,1.29,4.47,6.32,3,0,8.95,0,,31746,1.151,2.76,11.3,181,1954,30523,1
17211,"Marcus Foligno",2600,W,MIN,COL,8402620,522049,4,,,0.1203,0.1335,0.8671,0.6904,0,0,0,0,0,0,0.2538,0,4.17,1.6,5.01,7.06,4,0,10.58,0,,17211,2.701,4.16,12.6,178,1938,30272,1
34547,"Nick Jensen",2500,D,OTT,BOS,8402700,733469,2,,,0.0249,0.1637,0.6565,1.106,0,0,0,0,0,0,0.1886,0,3.91,1.56,4.71,6.72,5,0,9.94,0,,34547,0.773,2.95,14.8,163,2050,30618,0
821533,"Riley Stillman",2500,D,EDM,VGK,8402760,920436,3,,,0.0217,0.161,0.7661,1.1796,0,0,0,0,0,0,0.1827,0,4.17,1.67,4.74,6.74,6,0,10.24,0,,821533,1.554,3.5,15,177,1953,82240,1
893763,"Will Borgen",2500,D,NYR,NSH,8402670,878229,2,,,0.0547,0.2045,1.1455,1.4955,0,0,0,0,0,0,0.2592,0,5.89,2.36,5.06,7.2,7,0.65,12.37,0,,893763,1.9,4.74,18.4,157,2059,83676,0
36584,"Clayton Keller",7400,W,UTA,WPG,8402800,920216,1,1,,0.3367,0.5526,2.5876,0.411,0,0,0,0,0.098,0.2016,0.8893,0.2996,10.78,1.46,8.76,12.65,8,1.7,21.99,0,,36584,0.339,7.55,19.5,183,2005,32089,1
2075138,"Nico Sturm",2500,C,MIN,COL,8402620,1163937,4,,,0.0918,0.1024,0.8932,0.5419,0,0,0,0,0,0,0.1942,0,3.56,1.42,4.99,7.03,9,0,9.95,0,,2075138,1.143,2.97,11,178,1938,87741,1
35829,"Logan Stanley",2600,D,WPG,UTA,8402800,920227,3,,,0.0337,0.1674,0.8401,1.2861,0,0,0,0,0,0,0.2011,0,4.62,1.78,4.84,6.84,10,0,10.82,0,,35829,1.376,3.69,14.1,169,53599,82920,0
