PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
8998236,"Tyrese Proctor",,,CLE,NYK,156896,1403594,,2,0.6,0.31,0.11,0.09,0.07,0.07,0.03,0.71,0.91,1.02,0.1,0.42,0.27,0.12,0.26,0.11,0.08,0.53,0.21,1.37,1.37,1.36,0.52,2.45,0,0,0,0.45,0.98,1.36,1.81,2.49,2.8,4.31,0.04%,131,127,THURS,245535,17,8998236,
37884,"Thomas Bryant",,,CLE,NYK,156896,896601,,2,0.72,0.56,0.08,0.08,0.09,0.03,0.05,0.8,1.28,1.36,0.08,0.64,0.33,0.18,0.24,0.16,0.13,0.57,0.26,1.66,1.66,1.7,1.09,2.38,0,0,0,1.09,1.43,1.7,1.97,2.43,2.58,3.46,0.33%,131,127,THURS,38313,18,37884,
13315,"Klay Thompson",,,DAL,GSW,156898,457611,,20,10.71,2.1,0.93,2.35,0.83,0.47,0.18,11.64,12.81,13.74,0.65,3.03,3.47,1.42,6.18,0.97,0.83,9.65,3.77,15.75,15.75,16.79,8.89,26.53,0,0,10.19,11.75,11.75,11.75,11.75,11.75,11.75,11.75,0.00%,140,150,THURS,12329,21,13315,
13895,"Anthony Davis",,,DAL,GSW,156898,603096,,33,25.12,12.8,2.91,0.9,2.34,1.5,1.32,28.03,37.92,40.83,2.82,15.71,15.08,8.03,3.07,8.17,6.36,18.15,8.93,50.97,50.97,51.66,42.46,61.44,10.74,10.74,26.92,42.31,47.97,51.66,55.6,61.75,64.21,74.54,21.23%,140,150,THURS,12369,23,13895,
18947,"D'Angelo Russell",,,DAL,GSW,156898,844038,,6,2.28,0.67,0.97,0.38,0.4,0.22,0.01,3.25,2.95,3.92,0.23,1.64,0.94,0.4,1.09,0.45,0.35,2.03,0.78,4.83,4.83,5.02,2.28,8.4,0,0,0,2.21,3.61,5.02,6.43,8.43,9.44,13.45,0.31%,140,150,THURS,12060,26,18947,
1115204,"Daniel Gafford",,,DAL,GSW,156898,1061647,,16,5.14,4.54,0.67,0,0.91,0.84,1.06,5.81,9.68,10.35,1.9,5.21,3.07,2,0,1.6,1.15,3.07,2,16.38,16.38,15.17,10.39,20.45,0.14,0.14,1.21,10.28,12.97,15.17,17.13,20.31,21.78,28.14,0.35%,140,150,THURS,71699,27,1115204,
1115314,"PJ Washington",,,DAL,GSW,156898,1067857,Q,32,13.92,7.39,1.86,1.46,2.53,1.29,1.6,15.78,21.31,23.17,2.89,9.25,7.93,3.58,4.28,3.41,2.38,12.21,5.04,31.72,31.72,31.49,23.72,40.07,2.19,2.19,9.93,23.71,28.02,31.49,34.96,40.23,42.65,52.21,0.00%,140,150,THURS,69997,28,1115314,
2484012,"Naji Marshall",,,DAL,GSW,156898,1060704,,30.5,11.56,4.91,3.5,0.97,1.44,1.08,0.09,15.06,16.47,19.97,1.17,8.41,5.98,3.25,3.08,2.67,2.15,9.06,4.22,24.77,24.77,25.09,18.57,32.7,1.11,1.11,8.04,18.23,22.25,25.09,28.17,32.66,34.56,43.55,3.63%,140,150,THURS,70165,30,2484012,
3267960,"Brandon Williams",,,DAL,GSW,156898,1134688,,20,8.98,1.97,3.74,0.62,1.7,0.89,0.16,12.72,10.95,14.69,1.05,5.71,5.24,2.25,2.46,3.26,2.63,7.7,2.87,18.4,18.4,18.63,13.25,24.6,1.17,1.17,3.38,13.25,16.15,18.63,20.91,24.63,26.29,33.54,4.75%,140,150,THURS,87233,31,3267960,
3587932,"Jaden Hardy",,,DAL,GSW,156898,1357748,,1,0.44,0.12,0.06,0.07,0.05,0.01,0,0.5,0.56,0.62,0.01,0.18,0.2,0.08,0.19,0.07,0.06,0.39,0.15,0.65,0.65,0.71,0.22,1.35,0,0,0,0.21,0.46,0.71,0.92,1.34,1.5,2.3,4.12%,140,150,THURS,194859,32,3587932,
3588176,"Max Christie",,,DAL,GSW,156898,1340703,,23,6.63,2.25,1.14,1.15,0.7,0.44,0.24,7.77,8.88,10.02,0.68,3.39,2.28,1.04,2.84,1.33,1.11,5.12,2.19,12.38,12.38,12.74,7.75,18.75,0,0,0.21,7.84,10.29,12.74,14.95,18.62,20.33,27.93,0.00%,140,150,THURS,179747,33,3588176,
8985575,"Cooper Flagg",,,DAL,GSW,156898,1519128,,34.5,17.55,7.78,3.54,1.1,2.41,0.99,0.55,21.09,25.33,28.87,1.54,11.32,12.25,5.55,3.18,4.02,3.16,15.43,6.65,34.41,34.41,35.39,27.38,44.52,1.66,1.66,9.74,27.03,31.7,35.39,38.58,44.24,46.7,57.02,8.00%,140,150,THURS,458047,35,8985575,
9147605,"Ryan Nembhard",,,DAL,GSW,156898,1323621,,24,7.78,2.23,5.77,0.84,1.47,0.94,0.03,13.55,10.01,15.78,0.97,8,4.6,1.97,2.42,1.68,1.33,7.02,2.81,20.55,20.55,20.89,14.65,27.93,2.42,2.42,7.39,14.67,18.15,20.89,23.63,28.1,29.84,39.05,4.60%,140,150,THURS,179441,37,9147605,
13301,"Jonas Valanciunas",,,DEN,MIN,156900,599780,,14.5,9.67,4.22,1.03,0.18,1.29,0.29,0.42,10.7,13.89,14.92,0.71,5.25,6.27,3.63,0.69,2.3,1.85,6.96,3.81,17.12,17.12,17.36,11.95,23.48,0.94,0.94,7.9,11.82,14.84,17.36,19.37,23.4,24.91,32.2,0.28%,145,146,THURS,12323,41,13301,
16879,"Tim Hardaway Jr.",,,DEN,MIN,156900,551771,,31,13.44,2.62,1.33,2.69,0.5,0.78,0.03,14.77,16.06,17.39,0.81,3.95,3.91,1.69,7.13,2.31,1.99,11.04,4.38,20.51,20.51,21.43,14.32,29.67,0.75,0.75,17.85,14.03,18.11,21.43,24.49,29.59,31.63,41.33,0.44%,145,146,THURS,12479,42,16879,
31812,"Nikola Jokic",,,DEN,MIN,156900,830650,,35,28.9,11.1,8.97,2.16,3.31,1.28,0.64,37.87,40,48.97,1.92,20.07,13.93,8.02,5.27,7.78,6.36,19.2,10.18,58.13,58.13,61.07,50.07,72.87,2.6,2.6,15.8,50.01,56.04,61.07,65.85,72.63,75.65,87.96,5.93%,145,146,THURS,12576,44,31812,
35211,"Jamal Murray",,,DEN,MIN,156900,891352,,35,24.81,3.59,5.48,2.92,2.21,1.02,0.28,30.29,28.4,33.88,1.3,9.07,12.13,5.97,7.01,4.67,4.1,19.14,8.89,39.03,39.03,40.56,31.11,50.41,1.91,1.91,9.87,30.99,36.28,40.56,44.34,50.39,53.16,64.74,2.92%,145,146,THURS,28062,45,35211,
408913,"Bruce Brown",,,DEN,MIN,156900,941834,,27,8.8,4.6,2.11,0.61,0.89,1.09,0.33,10.91,13.4,15.51,1.42,6.71,5.55,2.66,1.91,2.02,1.65,7.46,3.27,20.86,20.86,20.43,14.43,27.04,0.54,0.54,8.7,14.28,17.72,20.43,22.89,27.08,28.55,36.68,0.25%,145,146,THURS,75331,46,408913,
2439457,"Zeke Nnaji",,,DEN,MIN,156900,1193676,,8,1.6,0.96,0.35,0.11,0.2,0.17,0.16,1.95,2.56,2.91,0.33,1.31,0.93,0.44,0.41,0.6,0.39,1.34,0.55,4.07,4.07,3.94,1.34,7.52,0,0,0,1.41,2.81,3.94,5.35,7.6,8.72,12.95,0.20%,145,146,THURS,92620,48,2439457,
3588036,"Peyton Watson",,,DEN,MIN,156900,1326502,,30,13.42,4.87,1.2,1.28,1.37,1.4,0.58,14.62,18.29,19.49,1.98,6.07,7.22,3.53,3.65,3.66,2.51,10.87,4.81,25.63,25.63,25.25,18.18,32.96,1.16,1.16,13.21,18.11,22.19,25.25,28.4,33.16,35.2,44.89,0.33%,145,146,THURS,180124,49,3588036,
4878294,"Jalen Pickett",,,DEN,MIN,156900,1136567,,16,5.01,2.25,1.86,1.05,0.74,0.25,0.04,6.87,7.26,9.12,0.29,4.11,1.99,0.82,2.79,0.25,0.2,4.78,1.87,10.63,10.63,11.35,6.4,16.98,0,0,0.65,6.19,9.03,11.35,13.41,16.77,18.31,25.8,0.27%,145,146,THURS,87084,51,4878294,
4878295,"Julian Strawther",,,DEN,MIN,156900,1241584,,12,4.87,1.41,0.51,0.83,0.41,0.06,0.14,5.38,6.28,6.79,0.2,1.92,2.06,0.82,2.58,0.98,0.76,4.64,1.65,7.52,7.52,8.01,3.91,13.25,0,0,0.05,3.74,6.14,8.01,9.88,13.35,14.69,20.56,0.04%,145,146,THURS,149531,52,4878295,
4878296,"Hunter Tyson",,,DEN,MIN,156900,1132015,,4,1.79,1.03,0.19,0.32,0.06,0.08,0,1.98,2.82,3.01,0.08,1.22,0.71,0.25,1.1,0.42,0.34,1.81,0.57,3.49,3.49,3.65,1.09,7.23,0,0,0,1.12,2.25,3.65,5.05,7.3,8.42,13.2,0.04%,145,146,THURS,89546,53,4878296,
6863241,"Spencer Jones",,,DEN,MIN,156900,1176586,,27.5,8.98,3.68,1.49,1.36,0.93,0.56,0.42,10.47,12.66,14.15,0.98,5.17,4.11,1.8,3.95,1.76,1.3,8.06,3.16,17.64,17.64,17.99,12.05,24.99,0.16,0.16,6.09,11.91,15.46,17.99,20.78,25.08,26.63,34.21,0.27%,145,146,THURS,89746,55,6863241,
1079,"Stephen Curry",,,GSW,DAL,156898,338365,,33.5,28.37,5.1,4.54,5.26,2.96,1.23,0.27,32.91,33.47,38.01,1.5,9.64,8.34,3.81,13.24,5.38,4.96,21.58,9.07,42.84,42.84,45.79,35.13,57.03,0,0,21.32,35.03,41.04,45.79,50.29,57.05,59.55,72.56,0%,150,140,THURS,12231,61,1079,
13327,"Jimmy Butler",,,GSW,DAL,156898,458730,,33.5,22.53,5.33,4.56,0.9,1.26,1.15,0.2,27.09,27.86,32.42,1.35,9.89,10.5,5.36,2.33,10.79,9.09,12.83,6.26,38.56,38.56,38.63,30.21,47.68,0,0,11.76,29.99,34.82,38.63,42.19,47.53,50.32,60.74,0%,150,140,THURS,12346,62,13327,
13976,"Draymond Green",,,GSW,DAL,156898,468895,,28,9.65,7.81,4.16,1.37,2.12,1.11,0.86,13.81,17.46,21.62,1.97,11.97,4.8,2.04,4.22,2.16,1.45,9.02,3.41,29.05,29.05,29.4,22.25,38.16,0,0,16.97,22.05,26.22,29.4,32.83,38.22,40.67,50.47,0%,150,140,THURS,12401,63,13976,
35206,"Buddy Hield",,,GSW,DAL,156898,697086,,3,1.27,0.68,0.17,0.29,0.22,0.07,0.01,1.44,1.95,2.12,0.08,0.85,0.38,0.16,0.8,0.1,0.09,1.18,0.45,2.36,2.36,2.57,0.94,5.24,0,0,0,0,0,2.57,4.11,7.2,9.77,16.96,0%,150,140,THURS,27988,64,35206,
3005536,"Moses Moody",,,GSW,DAL,156898,1231366,,24,9.7,3.14,1.97,1.7,0.66,0.68,0.35,11.67,12.84,14.81,1.03,5.11,3.47,1.49,4.57,1.99,1.61,8.04,3.19,18.85,18.85,19.16,12.98,26.52,0,0,7.3,12.77,16.09,19.16,21.97,26.57,28.36,37.05,0%,150,140,THURS,149270,65,3005536,
3588138,"Gui Santos",,,GSW,DAL,156898,1391940,,6,1.9,1.54,0.48,0.3,0.39,0.38,0.01,2.38,3.44,3.92,0.39,2.02,0.69,0.32,0.9,0.47,0.35,1.59,0.62,5.25,5.25,5.28,2.6,8.68,0,0,0,2.54,4.11,5.28,6.45,8.6,9.58,13.49,0%,150,140,THURS,195274,67,3588138,
4878333,"Trayce Jackson-Davis",,,GSW,DAL,156898,1187569,,2,0.71,0.68,0.22,0,0.07,0.06,0.06,0.93,1.39,1.61,0.12,0.9,0.46,0.3,0,0.21,0.12,0.46,0.3,2.15,2.15,2.1,1.37,2.89,0,0,0,1.34,1.76,2.1,2.39,2.9,3.11,4.03,0%,150,140,THURS,91712,68,4878333,
4878334,"Brandin Podziemski",,,GSW,DAL,156898,1324108,,28,12.27,4.42,3.59,1.89,1.64,1.01,0.09,15.86,16.69,20.28,1.1,8.01,5.87,2.64,5,1.83,1.31,10.87,4.53,24.62,24.62,25.52,18.02,33.43,0,0,12.19,17.94,22.24,25.52,28.8,33.61,35.88,44.22,0%,150,140,THURS,179628,69,4878334,
6412896,"Quinten Post",,,GSW,DAL,156898,1193672,,24,8.96,7.5,1.47,1.48,1.2,0.47,0.49,10.43,16.46,17.93,0.96,8.97,2.35,1.32,4.77,2.87,1.89,7.12,2.8,21.85,21.85,22.74,16.34,30.13,0,0,10.2,16.14,20.05,22.74,25.67,30.32,32.28,41.57,0%,150,140,THURS,92403,70,6412896,
8998311,"Will Richard",,,GSW,DAL,156898,1323578,,4,1.32,0.56,0.23,0.2,0.15,0.14,0.03,1.55,1.88,2.11,0.17,0.79,0.6,0.26,0.58,0.25,0.21,1.18,0.46,2.7,2.7,2.73,1.4,4.47,0,0,0,1.37,2.09,2.73,3.4,4.55,5,7.1,0%,150,140,THURS,180292,73,8998311,
1499,"Al Horford",,,GSW,DAL,156898,280587,,18,6.53,4.2,1.71,1.44,0.7,0.88,0.96,8.24,10.73,12.44,1.84,5.91,2.13,0.89,3.87,0.5,0.45,6,2.33,18.96,18.96,18.5,9.9,29.12,0,0,13.73,12.95,12.95,12.95,12.95,12.95,12.95,12.95,0%,150,140,THURS,12158,74,1499,
36041,"Gary Payton II",,,GSW,DAL,156898,846407,,8,2.53,2.16,1.12,0.24,0.51,0.29,0.08,3.65,4.69,5.81,0.37,3.28,1.55,0.83,0.75,0.25,0.16,2.3,1.07,7.4,7.4,7.52,3.95,11.96,0,0,0,3.89,5.7,7.52,9.08,11.93,12.97,18.15,0%,150,140,THURS,31188,76,36041,
409081,"De'Anthony Melton",,,GSW,DAL,156898,946801,,16,6.79,1.43,2.03,1.16,0.8,1.02,0.29,8.82,8.22,10.25,1.31,3.46,2.69,0.94,4.29,1.73,1.41,6.98,2.1,14.68,14.68,14.42,8.87,20.69,0,0,2.05,8.85,11.89,14.42,16.7,21,22.77,29.85,0%,150,140,THURS,75321,77,409081,
3888921,"Pat Spencer",,,GSW,DAL,156898,1176145,,12,5.59,1.8,1.47,0.73,0.79,0.37,0.06,7.06,7.39,8.86,0.43,3.27,2.79,1.21,2.11,1.2,0.98,4.9,1.94,10.46,10.46,10.88,5.45,17.51,0,0,0.17,5.26,8.42,10.88,13.69,17.55,19.65,26.67,0%,150,140,THURS,90408,79,3888921,
1348,"Kevin Durant",,,HOU,LAL,156899,329525,,34,23.7,4.53,3.78,2.18,2.95,0.53,0.69,27.48,28.23,32.01,1.22,8.31,11.52,6.04,5.2,5.87,5.06,16.72,8.22,35.52,35.52,37.1,28.17,46.38,0,0,4.04,28.01,33.06,37.1,40.63,46.44,48.71,59.31,0.00%,141,152,THURS,12157,83,1348,
16848,"Steven Adams",,,HOU,LAL,156899,679478,,18,4.83,6.13,1.04,0,0.8,0.44,0.38,5.87,10.96,12,0.82,7.17,3.3,1.63,0,2.71,1.58,3.3,1.63,15.41,15.41,15.3,10.58,20.82,0,0,0.86,10.29,13.19,15.3,17.41,20.84,22.42,28.76,0.00%,141,152,THURS,12478,84,16848,
18610,"Clint Capela",,,HOU,LAL,156899,830647,,5,1.94,1.61,0.24,0,0.18,0.25,0.1,2.18,3.55,3.79,0.35,1.85,1.51,0.82,0,0.5,0.3,1.51,0.82,5.1,5.1,4.92,2.11,8.36,0,0,0,2.19,3.55,4.92,6.01,8.2,9.02,13.39,0.00%,141,152,THURS,12572,85,18610,
408932,"Aaron Holiday",,,HOU,LAL,156899,884087,,10,3.97,0.92,0.51,0.78,0.52,0.13,0.04,4.48,4.89,5.4,0.17,1.43,1.27,0.57,1.91,0.58,0.5,3.18,1.35,5.83,5.83,6.36,2.49,10.81,0,0,0,2.49,4.7,6.36,8.3,11.61,13,19.36,0.00%,141,152,THURS,75332,88,408932,
409174,"Josh Okogie",,,HOU,LAL,156899,941460,,20.5,5.17,2.83,1,0.68,0.57,0.92,0.3,6.17,8,9,1.22,3.83,2.05,0.93,1.83,1.77,1.28,3.88,1.61,13.16,13.16,12.7,7.87,18.33,0,0,0.13,7.94,10.58,12.7,15.08,18.79,20.37,26.99,0.00%,141,152,THURS,75296,89,409174,
2448431,"Jae'Sean Tate",,,HOU,LAL,156899,844040,,6.5,1.63,0.91,0.5,0.14,0.16,0.15,0.06,2.13,2.54,3.04,0.21,1.41,0.94,0.48,0.43,0.35,0.26,1.37,0.62,3.94,3.94,3.93,1.38,7.36,0,0,0,1.4,2.81,3.93,5.33,7.3,8.42,12.91,0.00%,141,152,THURS,70482,90,2448431,
3006967,"Alperen Sengun",,,HOU,LAL,156899,1323508,,34,22.55,7.88,5.67,0.74,3.06,1.69,0.76,28.22,30.43,36.1,2.45,13.55,14.72,7.49,2.59,7.56,5.34,17.31,8.23,44.8,44.8,44.96,35.98,55.34,0,0,8.09,35.81,40.71,44.96,49.21,55.39,58.23,69.57,0.00%,141,152,THURS,165221,92,3006967,
3587947,"Jabari Smith",,,HOU,LAL,156899,1342755,,33,15.44,5.73,1.82,2.27,1.63,0.53,0.37,17.26,21.17,22.99,0.9,7.55,6.71,3,6.19,3.28,2.64,12.9,5.27,26.12,26.12,27.49,19.94,36.49,0,0,7.33,19.9,24.09,27.49,31.16,36.65,38.49,49.48,0.00%,141,152,THURS,180850,94,3587947,
3587949,"Tari Eason",,,HOU,LAL,156899,1235198,,18,8.04,3.86,1.38,1.18,1.01,0.72,0.34,9.42,11.9,13.28,1.06,5.24,3.66,1.8,2.98,1.24,0.88,6.64,2.98,16.91,16.91,17.14,11.04,24.06,0,0,2.01,10.91,14.28,17.14,19.74,24.15,25.71,33.76,0.00%,141,152,THURS,148583,95,3587949,
4874279,"Amen Thompson",,,HOU,LAL,156899,1429337,,35,16.94,6.13,4.9,0.33,2.22,1.49,0.43,21.84,23.07,27.97,1.92,11.03,11.28,6.1,1.56,5.15,3.73,12.84,6.43,35.19,35.19,34.95,26.9,44.05,0,0,4.49,26.92,31.33,34.95,38.57,44.27,46.6,56.44,0.00%,141,152,THURS,266069,96,4874279,
6412914,"Reed Sheppard",,,HOU,LAL,156899,1465031,,26,11.56,2.35,3.23,2.44,1.41,1.17,0.49,14.79,13.91,17.14,1.66,5.58,4.28,1.76,6.13,0.95,0.74,10.41,4.2,22.8,22.8,23.18,15.96,31.43,0,0,8.09,15.79,19.87,23.18,26.24,31.33,33.37,43.3,0.00%,141,152,THURS,288915,97,6412914,
1227,"LeBron James",,,LAL,HOU,156899,214152,,36,21.99,4.95,6,1.85,2.27,1.1,0.72,27.99,26.94,32.94,1.82,10.95,12.07,6.11,5.06,5.69,4.22,17.13,7.96,40.12,40.12,40.67,31.45,50.75,12.74,12.74,5.05,31.37,36.68,40.67,44.66,51.04,53.43,64.86,11.24%,152,141,THURS,12624,101,1227,
18567,"Marcus Smart",,,LAL,HOU,156899,697132,,28,8.46,2.47,2.27,1.44,1.14,0.94,0.4,10.73,10.93,13.2,1.34,4.74,2.9,1.17,4.38,2.19,1.82,7.28,2.61,17.71,17.71,17.78,11.69,24.66,1.8,1.8,0.77,11.61,15.06,17.78,20.5,24.69,26.67,34.08,1.11%,152,141,THURS,12548,102,18567,
37845,"Maxi Kleber",,,LAL,HOU,156899,1072048,,2,0.32,0.23,0.08,0.05,0.06,0.05,0.05,0.4,0.55,0.63,0.1,0.31,0.13,0.05,0.16,0.09,0.07,0.29,0.1,0.96,0.96,0.92,0.14,1.95,0,0,0,0,0.58,0.92,1.27,2.07,2.3,4.03,0.09%,152,141,THURS,38337,103,37845,
408971,"Luka Doncic",,,LAL,HOU,156899,1121277,,36,29.28,6.92,6.69,3.46,3.21,1.45,0.39,35.97,36.2,42.89,1.84,13.61,11.64,5.34,9.84,10.3,8.23,21.48,8.8,49.93,49.93,52.06,41.67,63.54,0,0,4.59,41.44,47.4,52.06,56.72,63.97,66.82,80.03,0.00%,152,141,THURS,75290,104,408971,
409024,"Jarred Vanderbilt",,,LAL,HOU,156899,1067852,,10,2.07,2.3,0.66,0.15,0.42,0.39,0.14,2.73,4.37,5.03,0.53,2.96,1.31,0.6,0.49,0.66,0.44,1.8,0.75,6.99,6.99,6.86,4.39,9.57,0.3,0.3,0,4.27,5.7,6.86,7.9,9.47,10.23,13.46,0.23%,152,141,THURS,69989,105,409024,
409301,"Deandre Ayton",,,LAL,HOU,156899,1061507,,29,10.52,8.23,0.66,0.05,1.13,1.42,0.82,11.18,18.75,19.41,2.24,8.89,7.52,4.82,0.25,1.06,0.74,7.77,4.87,26.98,26.98,25.95,19.3,33.74,0.78,0.78,0.75,19.21,22.71,25.95,28.69,33.69,35.46,44.16,0.46%,152,141,THURS,75293,106,409301,
1115368,"Rui Hachimura",,,LAL,HOU,156899,955893,Q,30,9.44,3.15,0.56,1.27,0.47,0.41,0.28,10,12.59,13.15,0.69,3.71,4.44,2.3,2.94,1.39,1.05,7.38,3.57,15.66,15.66,16.05,9.26,22.79,0,0,0.92,11.24,11.24,11.24,11.24,11.24,11.24,11.24,0.00%,152,141,THURS,72577,108,1115368,
1115443,"Jaxson Hayes",,,LAL,HOU,156899,1140887,Q,10,3.02,1.91,0.26,0.01,0.29,0.19,0.34,3.28,4.93,5.19,0.53,2.17,1.62,1.21,0.06,0.9,0.58,1.68,1.22,7,7,6.72,2.93,11.39,0,0,0,2.83,4.95,6.72,8.84,11.67,13.09,18.75,0.04%,152,141,THURS,71368,109,1115443,
3012783,"Austin Reaves",,,LAL,HOU,156899,953291,,35,21.01,3.8,4.28,2.69,2.39,0.61,0.33,25.29,24.81,29.09,0.94,8.08,7.71,3.78,7.31,6.18,5.38,15.02,6.47,32.42,32.42,34.23,25.54,44.15,4.81,4.81,1.28,25.48,30.37,34.23,38.09,44.27,46.58,57.65,1.25%,152,141,THURS,91245,110,3012783,
3587973,"Jake LaRavia",,,LAL,HOU,156899,1175125,,21,5.54,3.08,1.38,0.73,0.72,1.23,0.41,6.92,8.62,10,1.64,4.46,2.42,1.04,2.03,1.75,1.27,4.45,1.77,15.51,15.51,14.75,9.69,20.57,0.92,0.92,0.02,9.59,12.54,14.75,17.21,20.9,22.62,29.25,0.27%,152,141,THURS,89808,111,3587973,
4878217,"Nick Smith",,,LAL,HOU,156899,1401374,,1,0.37,0.05,0.07,0.07,0.04,0.06,0,0.44,0.42,0.49,0.06,0.12,0.17,0.07,0.18,0.03,0.02,0.35,0.14,0.68,0.68,0.67,0.22,1.24,0,0,0,0.2,0.47,0.67,0.87,1.21,1.37,1.94,0.04%,152,141,THURS,244998,112,4878217,
6412975,"Dalton Knecht",,,LAL,HOU,156899,1324634,,1,0.32,0.11,0.02,0.06,0.01,0,0.02,0.34,0.43,0.45,0.02,0.13,0.11,0.05,0.17,0.04,0.03,0.28,0.11,0.53,0.53,0.55,0.09,1.12,0,0,0,0,0.28,0.55,0.73,1.1,1.28,2.11,0.11%,152,141,THURS,179854,114,6412975,
