PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
409154,"Michael Porter Jr.",,,BKN,DEN,157458,1061724,-,34,24.19,8.1,3.26,3.79,2.26,1.06,0.15,27.45,32.29,35.55,1.21,11.36,10,5.01,9.54,3.48,2.8,19.54,8.8,40.17,40.17,42.83,33.02,53.53,0,0,0,33,38.42,42.83,46.99,53.84,56.29,67.79,0.00%,126,145,SUN,75295,1,409154,
1115590,"Terance Mann",,,BKN,DEN,157458,879504,-,25,6.74,3.11,4.18,0.83,0.89,0.71,0.6,10.92,9.85,14.03,1.31,7.29,3.42,1.63,2.34,1.2,0.99,5.76,2.46,19.78,19.78,19.49,13.55,26.05,0,0,0,13.47,16.84,19.49,21.9,25.75,27.67,34.89,0.00%,126,145,SUN,74628,4,1115590,
3005094,"Day'Ron Sharpe",,,BKN,DEN,157458,1243725,-,25,10.36,10.14,3.18,0.23,1.89,1.36,0.59,13.54,20.5,23.68,1.95,13.32,6.7,3.8,0.9,3.13,2.05,7.6,4.03,31.26,31.26,31.58,24.43,39.06,0,0,0,24.24,28.24,31.58,34.69,39.14,40.92,49.15,0.00%,126,145,SUN,148967,5,3005094,
3005097,"Cam Thomas",,,BKN,DEN,157458,1232020,,25,18.73,1.98,2.8,1.97,1.77,0.25,0.05,21.53,20.71,23.51,0.3,4.78,9.47,4.12,5.4,5.27,4.57,14.87,6.09,24.44,24.44,26.11,18.09,35.11,0,0,0,17.8,22.55,26.11,29.67,35.31,37.38,47.18,0.00%,126,145,SUN,149404,6,3005097,
3005396,"Ziaire Williams",,,BKN,DEN,157458,1231313,,22,6.89,2.91,1.03,1.16,0.88,1.29,0.81,7.92,9.8,10.83,2.1,3.94,2.52,1.02,3.64,1.66,1.39,6.16,2.18,17.35,17.35,16.41,10.49,23.08,0,0,0,10.59,14.03,16.41,19.32,23.29,25.14,32.56,0.00%,126,145,SUN,149033,7,3005396,
4878197,"Noah Clowney",,,BKN,DEN,157458,1401380,,28,13.39,4.54,2.49,2.39,1.78,0.79,0.96,15.88,17.93,20.42,1.75,7.03,4.07,1.56,7.25,3.91,3.11,11.32,3.95,26.04,26.04,26.63,19.06,35.01,0,0,0,18.91,23.15,26.63,29.87,34.84,36.83,46.79,0.00%,126,145,SUN,244975,12,4878197,
8985497,"Drake Powell",,,BKN,DEN,157458,1542179,,17,4.74,1.93,0.91,0.72,0.54,0.46,0.26,5.65,6.67,7.58,0.72,2.84,2.18,0.95,2.09,0.91,0.67,4.27,1.67,10.04,10.04,10.05,5.49,15.64,0,0,0,5.43,7.88,10.05,12.22,15.48,16.84,23.9,0.00%,126,145,SUN,503267,16,8985497,
8985498,"Egor Demin",,,BKN,DEN,157458,1523978,,28,11.71,3.6,4.22,1.97,1.7,0.87,0.15,15.93,15.31,19.53,1.02,7.82,4.64,1.99,5.66,2.31,1.82,10.3,3.96,23.72,23.72,24.73,17.54,32.89,0,0,0,17.41,21.45,24.73,27.76,33.06,35.08,44.67,0.00%,126,145,SUN,455367,17,8985498,
8985499,"Danny Wolf",,,BKN,DEN,157458,1415928,,18,6.75,4.3,2.28,0.77,0.75,0.41,0.29,9.03,11.05,13.33,0.7,6.58,3.62,1.64,2.23,1.5,1.18,5.85,2.41,16.68,16.68,16.96,11.63,23.14,0,0,0,11.47,14.72,16.96,19.45,23.2,24.94,32.17,0.00%,126,145,SUN,247158,18,8985499,
8998170,"Nolan Traore",,,BKN,DEN,157458,1590550,,18,5.39,1.81,2.68,0.7,0.73,0.52,0.16,8.07,7.2,9.88,0.68,4.49,2.68,1.16,2.02,1.16,0.96,4.7,1.86,12.89,12.89,13.02,7.89,18.86,0,0,0,7.91,10.72,13.02,15.32,18.89,20.42,27.32,0.00%,126,145,SUN,622357,20,8998170,
37794,"Jarrett Allen",,,CLE,DET,157456,956574,Q,26,14.06,8.2,1.7,0.01,2.11,1.26,0.9,15.76,22.26,23.96,2.16,9.9,8.43,5.42,0.12,4.25,3.19,8.55,5.43,30.82,30.82,30.42,23.2,38.44,0,0,0,23.01,27.35,30.42,33.49,38.34,40.39,49.85,0.00%,131,132,SUN,38286,23,37794,
37875,"Donovan Mitchell",,,CLE,DET,157456,879707,,33.5,26,4.43,4.96,3.54,2.91,2.14,0.45,30.96,30.43,35.39,2.59,9.39,10.37,4.89,9.42,6.73,5.58,19.79,8.43,43.62,43.62,44.53,34.65,55.27,0,0,0,34.61,40.2,44.53,48.86,55.47,58.02,71.5,0.00%,131,132,SUN,38278,24,37875,
37885,"Lonzo Ball",,,CLE,DET,157456,946714,,11,2.05,1.74,1.63,0.52,0.52,0.72,0.1,3.68,3.79,5.42,0.82,3.37,0.41,0.13,1.71,0.27,0.21,2.12,0.65,8.52,8.52,8.31,4.42,13.25,0,0,0,4.29,6.43,8.31,10.19,13.4,14.74,20.64,0.00%,131,132,SUN,38269,25,37885,
1115224,"Darius Garland",,,CLE,DET,157456,1134262,,32,17.7,2.6,5.99,2.52,3.07,0.87,0.08,23.69,20.3,26.29,0.95,8.59,7.88,3.58,6.61,3.39,2.97,14.49,6.1,29.59,29.59,31.69,23.24,41.64,0,0,0,23.07,27.89,31.69,35.24,41.58,44.37,55.01,0.00%,131,132,SUN,86449,26,1115224,
1115296,"De'Andre Hunter",,,CLE,DET,157456,942857,,23.5,12.2,3.57,1.11,1.69,1.14,0.72,0.25,13.31,15.77,16.88,0.97,4.68,4.82,2.08,4.59,3.49,2.97,9.41,3.77,19.92,19.92,20.54,13.92,28.33,0,0,0,13.69,17.53,20.54,23.55,28.21,30.13,39.71,0.00%,131,132,SUN,70224,27,1115296,
1144092,"Dean Wade",,,CLE,DET,157456,880677,Q,22.5,5.72,4.37,1.33,1.47,0.2,0.72,0.15,7.05,10.09,11.42,0.87,5.7,0.98,0.41,4.15,0.7,0.48,5.13,1.88,15.37,15.37,15.55,10.03,22.54,0,0,0,10.02,13.18,15.55,18.19,22.67,24.51,32.42,0.00%,131,132,SUN,72850,28,1144092,
2439420,"Sam Merrill",,,CLE,DET,157456,953106,Q,22,9.92,2.12,1.82,2.81,0.67,0.72,0.12,11.74,12.04,13.86,0.84,3.94,1,0.43,7.04,0.7,0.63,8.04,3.24,17.04,17.04,18.05,11.29,26.01,0,0,0,11.09,15.21,18.05,21.4,26.3,28.11,37.13,0.00%,131,132,SUN,72801,30,2439420,
3005190,"Evan Mobley",,,CLE,DET,157456,1231862,,31,16.53,8.71,3.05,1.09,2,0.86,2.32,19.58,25.24,28.29,3.18,11.76,9.13,4.93,3.04,4.96,3.39,12.17,6.02,39.1,39.1,38.3,29.8,47.62,0,0,0,29.54,34.55,38.3,41.8,47.56,49.56,60.33,0.00%,131,132,SUN,149666,31,3005190,
4934240,"Craig Porter",,,CLE,DET,157456,1236197,,12,2.68,2.42,1.72,0.25,0.5,0.66,0.39,4.4,5.1,6.82,1.05,4.14,1.63,0.8,0.62,0.49,0.34,2.25,1.05,10.81,10.81,10.26,5.99,15.23,0,0,0,5.9,8.21,10.26,12.06,15.13,16.42,22.32,0.00%,131,132,SUN,180209,34,4934240,
6412819,"Jaylon Tyson",,,CLE,DET,157456,1342747,,23.5,11.9,4.82,1.93,1.73,1.47,0.87,0.37,13.83,16.72,18.65,1.24,6.75,5.04,2.25,5.03,2.8,2.2,10.07,3.98,22.83,22.83,23.44,16.34,31.44,0,0,0,16.23,20.35,23.44,26.79,31.68,33.49,42.76,0.00%,131,132,SUN,180082,35,6412819,
7796671,"Nae'Qwan Tomlin",,,CLE,DET,157456,1403628,,1,0.37,0.15,0.03,0.03,0.01,0.06,0.07,0.4,0.52,0.55,0.13,0.18,0.23,0.1,0.12,0.11,0.08,0.35,0.13,0.98,0.98,0.87,0.16,1.72,0,0,0,0.37,0.62,0.87,1.12,1.49,1.59,1.66,0.00%,131,132,SUN,245036,36,7796671,
8998236,"Tyrese Proctor",,,CLE,DET,157456,1403594,,1,0.31,0.15,0.05,0.05,0.04,0.04,0.02,0.36,0.46,0.51,0.06,0.2,0.14,0.06,0.15,0.06,0.04,0.29,0.11,0.71,0.71,0.7,0.11,1.4,0,0,0,0.3,0.5,0.7,0.9,1.2,1.28,1.33,0.00%,131,132,SUN,245535,38,8998236,
37884,"Thomas Bryant",,,CLE,DET,157456,896601,,1,0.44,0.29,0.04,0.05,0.06,0.01,0.04,0.48,0.73,0.77,0.05,0.33,0.2,0.11,0.15,0.1,0.08,0.35,0.16,0.94,0.94,0.96,0.25,1.92,0,0,0,0.41,0.69,0.96,1.23,1.65,1.75,1.83,0.00%,131,132,SUN,38313,39,37884,
