PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,OWNERSHIP
2862126,"Kyle Pitts",,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,6.63,4.37,45.5,0.39,11.31,11.27,9.08,45.5,0.39,0,0,45.5,0.39,0,4.92,20.81,5.14,24.02,1.76,3.37%,MAIN,1123026,54917,11,2862126,
3491690,"Teagan Quitoriano",,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.16,0.1,1.05,0.01,0.26,0.26,0.21,1.05,0.01,0,0,1.05,0.01,0,0,0.52,0,0.88,0,0.00%,MAIN,1128538,63778,12,3491690,
36842,"Zane Gonzalez",,K,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0,0,0,0,8.47,8.47,8.47,0,0,0,0,0,0,7.5,3.62,14.87,,,0,0.00%,MAIN,732774,33774,13,36842,
18433,"New Orleans Saints",,DST,NOS,ATL,147585,,0,0,0,0,0,0,0,0,0,0,0,0,5.17,5.17,5.17,0,0,0,0,0,0,0,0.69,11.45,4.64,32.72,1.2,1.27%,MAIN,350,8482,14,18433,
35493,"Jacoby Brissett",,QB,ARI,LAR,147586,,36.4,23.03,246.01,1.24,0.53,3.37,10.96,0.08,0,0,0,0,16.39,16.36,16.36,256.97,1.32,256.97,1.32,10.96,0.08,0,10.42,24.5,3.26,39.32,3.68,2.69%,MAIN,607047,26395,15,35493,
2861839,"Michael Carter",,RB,ARI,LAR,147586,,0,0,0,0,0,11.1,44.45,0.29,4.06,2.87,21.81,0.08,11.71,11.67,10.23,66.26,0.37,44.45,0.29,66.26,0.37,0,6.49,19.26,2.92,33,2.43,2.18%,MAIN,976329,162975,16,2861839,
4715680,"Emari Demercado",,RB,ARI,LAR,147586,,0,0,0,0,0,5.11,21.17,0.13,2.96,2.01,17.66,0.06,7.01,6.99,5.98,38.83,0.19,21.17,0.13,38.83,0.19,0,3.13,13.7,0.74,14.54,0.4,0.14%,MAIN,1116817,92713,17,4715680,
8268732,"Corey Kiner",,RB,ARI,LAR,147586,,0,0,0,0,0,2.49,9.83,0.06,0.14,0.09,0.77,0,1.49,1.48,1.43,10.6,0.06,9.83,0.06,10.6,0.06,0,0.03,4.1,0,0.3,0.01,0.00%,MAIN,1286050,169851,18,8268732,
4687487,"Michael Wilson",,WR,ARI,LAR,147586,,0,0,0,0,0,0.02,0.09,0,10.23,6.26,76.89,0.41,17.04,17,13.87,76.98,0.41,0.09,0,76.98,0.41,0,9.63,29.05,15.58,46.1,19.8,20.16%,MAIN,1123529,42545,19,4687487,
4687678,"Jalen Brooks",,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,2.07,1.08,13.81,0.08,2.93,2.93,2.39,13.81,0.08,0,0,13.81,0.08,0,0,7.94,0,6.18,0.18,0.04%,MAIN,1223301,171671,20,4687678,
6227657,"Xavier Weaver",,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,3.22,1.82,19.48,0.13,4.54,4.53,3.62,19.48,0.13,0,0,19.48,0.13,0,0.59,10.8,0.2,9.82,0.45,0.19%,MAIN,1180538,128333,21,6227657,
6227658,"Tejhaun Palmer",,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0.39,0.23,2.78,0.02,0.63,0.63,0.51,2.78,0.02,0,0,2.78,0.02,0,0,1.26,0,0.68,0.04,0.01%,MAIN,1315586,167416,22,6227658,
1001771,"Steven Sims",,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0.4,0.25,2.2,0.02,0.59,0.59,0.46,2.2,0.02,0,0,2.2,0.02,0,0,1.18,0,0.68,0.05,0.01%,MAIN,877596,68246,23,1001771,
1844275,"Josiah Deguara",,TE,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0.19,0.14,1.27,0.01,0.33,0.32,0.25,1.27,0.01,0,0,1.27,0.01,0,0,0.66,0,0.88,0.01,0.00%,MAIN,866149,45301,24,1844275,
3492164,"Trey McBride",,TE,ARI,LAR,147586,,0,0,0,0,0,0,0,0,10.36,7.17,77.53,0.38,17.96,17.89,14.3,77.53,0.38,0,0,77.53,0.38,0,10.26,30.82,21.32,42.74,17.15,17.91%,MAIN,1108161,41195,25,3492164,
4687953,"Elijah Higgins",,TE,ARI,LAR,147586,,0,0,0,0,0,0,0,0,2.38,1.89,17.3,0.07,4.02,4.01,3.06,17.3,0.07,0,0,17.3,0.07,0,0.31,9.37,0.86,12.2,0.47,0.20%,MAIN,1161853,132184,26,4687953,
4688002,"Chad Ryland",,K,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0,0,0,0,7.33,7.33,7.33,0,0,0,0,0,0,6.47,2.65,13.62,,,0,0.00%,MAIN,1108545,48407,27,4688002,
18442,"Los Angeles Rams",,DST,LAR,ARI,147586,,0,0,0,0,0,0,0,0,0,0,0,0,8.92,8.92,8.92,0,0,0,0,0,0,0,3.7,15.9,7.52,41.38,5.3,10.62%,MAIN,343,8491,28,18442,
328097,"Lamar Jackson",,QB,BAL,PIT,147583,,26.3,17.2,204.85,1.43,0.53,4.87,22.62,0.23,0,0,0,0,17.19,17.15,17.15,227.47,1.66,227.47,1.66,22.62,0.23,0,10.78,25.6,,,0,0.00%,SNF,877745,62084,29,328097,
35530,"Derrick Henry",,RB,BAL,PIT,147583,,0,0,0,0,0,19.88,91.35,0.79,1.07,0.82,6.41,0.03,17.12,17.03,16.62,97.76,0.82,91.35,0.79,97.76,0.82,0,8.53,26.98,,,0,0.00%,SNF,732145,26360,30,35530,
4744211,"Keaton Mitchell",,RB,BAL,PIT,147583,,0,0,0,0,0,4.59,22.31,0.09,1.59,1.14,10.13,0.07,5.33,5.3,4.73,32.44,0.16,22.31,0.09,32.44,0.16,0,1.93,12.29,,,0,0.00%,SNF,1222789,140482,31,4744211,
6227728,"Rasheen Ali",,RB,BAL,PIT,147583,,0,0,0,0,0,0.72,2.96,0.02,2.68,1.76,14.64,0.08,4.11,4.1,3.22,17.6,0.1,2.96,0.02,17.6,0.1,0,0.35,10.41,,,0,0.00%,SNF,1229133,148325,32,6227728,
16563,"DeAndre Hopkins",,WR,BAL,PIT,147583,,0,0,0,0,0,0,0,0,2.41,1.46,19.18,0.18,4.46,4.45,3.72,19.18,0.18,0,0,19.18,0.18,0,0,12.27,,,0,0.00%,SNF,560241,3873,33,16563,
2861518,"Tylan Wallace",,WR,BAL,PIT,147583,,0,0,0,0,0,0,0,0,0.64,0.41,5.54,0.03,1.14,1.14,0.93,5.54,0.03,0,0,5.54,0.03,0,0.46,1.82,,,0,0,SNF,1062546,46520,34,2861518,41
4687538,"Zay Flowers",,WR,BAL,PIT,147583,,0,0,0,0,0,0.52,2.82,0.02,7.13,4.73,61.88,0.4,14.2,14.18,11.81,64.7,0.42,2.82,0.02,64.7,0.42,0,7.14,25.23,,,0,0.00%,SNF,1177053,136555,35,4687538,
6227729,"Devontez Walker",,WR,BAL,PIT,147583,,0,0,0,0,0,0,0,0,1.28,0.8,10.39,0.07,2.25,2.25,1.85,10.39,0.07,0,0,10.39,0.07,0,0,4.5,,,0,0.00%,SNF,1277914,140381,36,6227729,
8228348,"LaJohntay Wester",,WR,BAL,PIT,147583,,0,0,0,0,0,0,0,0,0.05,0.03,0.38,0,0.07,0.07,0.05,0.38,0,0,0,0.38,0,0,0.03,0.11,,,0,0,SNF,1231033,136011,37,8228348,41
328096,"Mark Andrews",,TE,BAL,PIT,147583,,0,0,0,0,0,1.07,1.2,0.02,4.72,3.16,36.84,0.28,8.78,8.74,7.16,38.04,0.3,1.2,0.02,38.04,0.3,0,3.15,18.21,,,0,0.00%,SNF,820699,40601,38,328096,
3491347,"Charlie Kolar",,TE,BAL,PIT,147583,,0,0,0,0,0,0,0,0,0.85,0.6,7.72,0.05,1.67,1.66,1.36,7.72,0.05,0,0,7.72,0.05,0,0,3.34,,,0,0.00%,SNF,1058648,63283,39,3491347,
3491355,"Isaiah Likely",,TE,BAL,PIT,147583,,0,0,0,0,0,0,0,0,3.88,2.62,30.3,0.23,7.03,7,5.69,30.3,0.23,0,0,30.3,0.23,0,2.3,15.43,,,0,0.00%,SNF,1125111,126944,40,3491355,
8228349,"Tyler Loop",,K,BAL,PIT,147583,,0,0,0,0,0,0,0,0,0,0,0,0,7.85,7.85,7.85,0,0,0,0,0,0,6.95,3.28,14.05,,,0,0.00%,SNF,1239342,147914,41,8228349,
18438,"Pittsburgh Steelers",,DST,PIT,BAL,147583,,0,0,0,0,0,0,0,0,0,0,0,0,5.91,5.91,5.91,0,0,0,0,0,0,0,0.61,12.9,,,0,0.00%,SNF,356,8487,42,18438,
36854,"Mitchell Trubisky",,QB,BUF,NYJ,147581,,23.88,15.2,162.9,1.22,0.52,4.25,8.05,0.27,0,0,0,0,13.44,13.41,13.41,170.95,1.49,170.95,1.49,8.05,0.27,0,7.67,20.79,7,52.68,0.84,0.79%,MAIN,728169,33586,43,36854,
328331,"Josh Allen",,QB,BUF,NYJ,147581,,5.85,3.72,39.91,0.3,0.03,2.12,10.74,0.13,0,0,0,0,4.6,4.58,4.58,50.65,0.43,50.65,0.43,10.74,0.13,0,1.84,7.36,,,0,0,MAIN,868199,58465,44,328331,41
982111,"Ty Johnson",,RB,BUF,NYJ,147581,,0,0,0,0,0,3.86,18.48,0.13,2.42,1.66,15.02,0.11,6.43,6.41,5.58,33.5,0.24,18.48,0.13,33.5,0.24,0,2.46,14.29,0.44,8.64,0.14,0.05%,MAIN,877784,68741,45,982111,
3491576,"James Cook",,RB,BUF,NYJ,147581,,0,0,0,0,0,13.95,73.52,0.59,1.72,1.23,9.8,0.08,14.4,14.34,13.72,83.32,0.67,73.52,0.59,83.32,0.67,0,7.46,24.24,5.88,25.9,2.42,2.39%,MAIN,1131012,58170,46,3491576,
6227753,"Ray Davis",,RB,BUF,NYJ,147581,,0,0,0,0,0,4.69,19.13,0.17,1.98,1.48,13.18,0.09,6.25,6.22,5.48,32.31,0.26,19.13,0.17,32.31,0.26,0,2.23,14.41,0.5,9.1,0.14,0.05%,MAIN,1165229,93411,47,6227753,
2862340,"Josh Palmer",,WR,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,2.98,2,18.76,0.14,4.71,4.69,3.69,18.76,0.14,0,0,18.76,0.14,0,0.85,11.39,0.24,10.18,0.12,0.09%,MAIN,1059612,66181,48,2862340,
3491575,"Khalil Shakir",,WR,BUF,NYJ,147581,,0,0,0,0,0,0.01,0.06,0,3.84,2.74,25.91,0.19,6.5,6.48,5.11,25.97,0.19,0.06,0,25.97,0.19,0,2.3,14.27,3.42,23.3,1.12,0.82%,MAIN,1130603,55222,49,3491575,
6227754,"Keon Coleman",,WR,BUF,NYJ,147581,,0,0,0,0,0,0.4,2.46,0.01,3.84,2.27,23.78,0.19,6.09,6.08,4.94,26.24,0.2,2.46,0.01,26.24,0.2,0,2.05,13.41,,,0,0,MAIN,1322431,170256,50,6227754,41
4744237,"Tyrell Shavers",,WR,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,3.19,2.03,22.08,0.15,5.15,5.14,4.12,22.08,0.15,0,0,22.08,0.15,0,1.21,12.26,0.62,14.06,0.2,0.14%,MAIN,973949,63556,51,4744237,
1844330,"Gabriel Davis",,WR,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,3.24,1.78,23.82,0.16,5.14,5.12,4.23,23.82,0.16,0,0,23.82,0.16,0,0.6,12.88,0.64,11.2,0.1,0.05%,MAIN,976761,43135,52,1844330,
982202,"Dawson Knox",,TE,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,3.29,2.15,21.33,0.21,5.53,5.51,4.43,21.33,0.21,0,0,21.33,0.21,0,0.83,14.35,4.44,17.74,0.77,0.48%,MAIN,884083,61345,53,982202,
4687560,"Dalton Kincaid",,TE,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,1.83,1.26,12.57,0.12,3.23,3.21,2.58,12.57,0.12,0,0,12.57,0.12,0,0,8.88,,,0,0,MAIN,1135513,170729,54,4687560,41
8228372,"Jackson Hawes",,TE,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,1.4,0.97,9.61,0.09,2.46,2.46,1.97,9.61,0.09,0,0,9.61,0.09,0,0,4.92,1.82,14.9,0.27,0.11%,MAIN,1182649,146678,55,8228372,
11559,"Matt Prater",,K,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,0,0,0,0,9.36,9.36,9.36,0,0,0,0,0,0,7.92,4.01,16.32,,,0,0.00%,MAIN,218237,6014,56,11559,
18435,"New York Jets",,DST,NYJ,BUF,147581,,0,0,0,0,0,0,0,0,0,0,0,0,4.66,4.66,4.66,0,0,0,0,0,0,0,0.54,10.39,7.28,46.46,3.63,3.12%,MAIN,352,8484,57,18435,
4687580,"Bryce Young",,QB,CAR,TBB,147580,,33.36,20.43,206.21,1.37,0.67,5.72,19.28,0.11,0,0,0,0,15.75,15.68,15.68,225.49,1.48,225.49,1.48,19.28,0.11,0,9.73,23.53,,,0,0.00%,SAT,n/a,116811,58,4687580,
1844583,"Rico Dowdle",,RB,CAR,TBB,147580,,0,0,0,0,0,11.15,48.37,0.33,3.93,2.74,18.99,0.08,11.95,11.9,10.53,67.36,0.41,48.37,0.33,67.36,0.41,0,6.42,20.54,,,0,0.00%,SAT,n/a,53384,59,1844583,
2862163,"Chuba Hubbard",,RB,CAR,TBB,147580,,0,0,0,0,0,7.87,31.31,0.24,4.33,3.06,20.15,0.09,10.17,10.13,8.6,51.46,0.33,31.31,0.24,51.46,0.33,0,5.26,18.1,,,0,0.00%,SAT,n/a,46456,60,2862163,
8228396,"Trevor Etienne",,RB,CAR,TBB,147580,,0,0,0,0,0,0.34,1.53,0.01,0.04,0.03,0.19,0,0.26,0.26,0.24,1.72,0.01,1.53,0.01,1.72,0.01,0,0,0.52,,,0,0.00%,SAT,n/a,238273,61,8228396,
4716517,"Brycen Tremayne",,WR,CAR,TBB,147580,,0,0,0,0,0,0,0,0,0.8,0.52,5.04,0.03,1.2,1.2,0.94,5.04,0.03,0,0,5.04,0.03,0,0,2.4,,,0,0.00%,SAT,n/a,132163,62,4716517,
6227778,"Jalen Coker",,WR,CAR,TBB,147580,,0,0,0,0,0,0,0,0,5.61,3.63,41.49,0.24,9.32,9.3,7.48,41.49,0.24,0,0,41.49,0.24,0,4.03,17.86,,,0,0.00%,SAT,n/a,134299,63,6227778,
6227782,"Xavier Legette",,WR,CAR,TBB,147580,,0,0,0,0,0,0.08,0.26,0,3.7,2.1,25.06,0.16,5.59,5.58,4.53,25.32,0.16,0.26,0,25.32,0.16,0,1.48,13.27,,,0,0.00%,SAT,n/a,138501,64,6227782,
8216948,"Tetairoa McMillan",,WR,CAR,TBB,147580,,0,0,0,0,0,0,0,0,7.58,4.59,55.34,0.43,12.88,12.85,10.55,55.34,0.43,0,0,55.34,0.43,0,6.17,22.85,,,0,0.00%,SAT,n/a,239536,65,8216948,
8228394,"Jimmy Horn",,WR,CAR,TBB,147580,,0,0,0,0,0,0.62,3.47,0.01,1.92,1.22,11.65,0.08,3.26,3.25,2.64,15.12,0.09,3.47,0.01,15.12,0.09,0,0.12,8.37,,,0,0.00%,SAT,n/a,168229,66,8228394,
2862165,"Tommy Tremble",,TE,CAR,TBB,147580,,0,0,0,0,0,0,0,0,3.29,2.09,18,0.15,4.78,4.76,3.71,18,0.15,0,0,18,0.15,0,0.89,12.06,,,0,0.00%,SAT,n/a,138593,67,2862165,
3491484,"James Mitchell",,TE,CAR,TBB,147580,,0,0,0,0,0,0,0,0,0.17,0.12,1.13,0.01,0.29,0.29,0.23,1.13,0.01,0,0,1.13,0.01,0,0,0.58,,,0,0.00%,SAT,n/a,65553,68,3491484,
8228395,"Mitchell Evans",,TE,CAR,TBB,147580,,0,0,0,0,0,0,0,0,1.98,1.39,12.1,0.09,3.13,3.12,2.42,12.1,0.09,0,0,12.1,0.09,0,0,8.61,,,0,0.00%,SAT,n/a,169321,69,8228395,
8250519,"Ryan Fitzgerald",,K,CAR,TBB,147580,,0,0,0,0,0,0,0,0,0,0,0,0,7.37,7.37,7.37,0,0,0,0,0,0,6.6,2.74,13.21,,,0,0.00%,SAT,n/a,171446,70,8250519,
18443,"Tampa Bay Buccaneers",,DST,TBB,CAR,147580,,0,0,0,0,0,0,0,0,0,0,0,0,6.56,6.56,6.56,0,0,0,0,0,0,0,2.26,12.2,,,0,0.00%,SAT,n/a,8492,71,18443,
6227816,"Caleb Williams",,QB,CHI,DET,147576,,32.05,19.12,231.54,1.85,0.36,4.55,18.52,0.22,0,0,0,0,19.86,19.81,19.81,250.06,2.07,250.06,2.07,18.52,0.22,0,12.27,29.29,9.64,55.58,11.22,13.52%,MAIN,1286445,171060,72,6227816,
982875,"Travis Homer",,RB,CHI,DET,147576,,0,0,0,0,0,0.2,0.94,0.01,0.03,0.02,0.22,0,0.2,0.19,0.18,1.16,0.01,0.94,0.01,1.16,0.01,0,0,0.4,,,0,0.00%,MAIN,922484,52386,73,982875,
1844244,"D'Andre Swift",,RB,CHI,DET,147576,,0,0,0,0,0,12.06,53.79,0.51,2.96,2.09,17.13,0.11,13.03,12.97,11.92,70.92,0.62,53.79,0.51,70.92,0.62,0,6.38,23.1,6.76,35.12,5.43,4.98%,MAIN,1069808,58120,74,1844244,
8228422,"Kyle Monangai",,RB,CHI,DET,147576,,0,0,0,0,0,9.85,43.69,0.42,2.52,1.49,13.7,0.09,10.28,10.22,9.47,57.39,0.51,43.69,0.42,57.39,0.51,0,4.44,19.83,2.86,22.06,1.16,1.61%,MAIN,1250886,136192,75,8228422,
328733,"D.J. Moore",,WR,CHI,DET,147576,,0,0,0,0,0,0.55,2.92,0.03,4.86,2.67,35.34,0.38,9.07,9.06,7.72,38.26,0.41,2.92,0.03,38.26,0.41,0,2.97,19.31,4.92,22.58,3.33,1.51%,MAIN,877790,75269,76,328733,
982543,"Olamide Zaccheaus",,WR,CHI,DET,147576,,0,0,0,0,0,0.28,1.44,0.01,3.41,1.99,23.04,0.23,5.91,5.9,4.9,24.48,0.24,1.44,0.01,24.48,0.24,0,1.34,15.48,2.68,21.66,1.8,0.81%,MAIN,883976,53868,77,982543,
1844099,"Devin Duvernay",,WR,CHI,DET,147576,,0,0,0,0,0,0,0,0,0.2,0.13,1.32,0.01,0.32,0.33,0.26,1.32,0.01,0,0,1.32,0.01,0,0,0.64,0,0.22,0,0.00%,MAIN,920756,51057,78,1844099,
8222949,"Luther Burden",,WR,CHI,DET,147576,,0,0,0,0,0,0,0,0,7,4.65,55.28,0.48,13.6,13.58,11.25,55.28,0.48,0,0,55.28,0.48,0,6.39,25.34,18,48.84,17.93,16.27%,MAIN,1377732,235652,79,8222949,
8268095,"Jahdae Walker",,WR,CHI,DET,147576,,0,0,0,0,0,0,0,0,0.56,0.32,3.69,0.04,0.93,0.92,0.76,3.69,0.04,0,0,3.69,0.04,0,0,1.86,0,0.6,0.05,0.01%,MAIN,1465213,282939,80,8268095,
328366,"Durham Smythe",,TE,CHI,DET,147576,,0,0,0,0,0,0,0,0,0.33,0.22,2.25,0.02,0.56,0.56,0.45,2.25,0.02,0,0,2.25,0.02,0,0,1.12,0,1.56,0.02,0.01%,MAIN,749968,75120,81,328366,
1844217,"Cole Kmet",,TE,CHI,DET,147576,,0,0,0,0,0,0,0,0,3.43,2.21,20.72,0.16,5.23,5.21,4.1,20.72,0.16,0,0,20.72,0.16,0,0.78,13.04,1.54,14.32,0.68,0.31%,MAIN,1066765,53643,82,1844217,
8216973,"Colston Loveland",,TE,CHI,DET,147576,,0,0,0,0,0,0,0,0,6.74,4.59,48.08,0.33,11.44,11.4,9.1,48.08,0.33,0,0,48.08,0.33,0,5.18,21.74,12.44,34.56,7.12,10.22%,MAIN,1378821,238444,83,8216973,
18324,"Cairo Santos",,K,CHI,DET,147576,,0,0,0,0,0,0,0,0,0,0,0,0,9.49,9.49,9.49,0,0,0,0,0,0,8.29,4.2,16.28,,,0,0.00%,MAIN,546669,6543,84,18324,
18424,"Detroit Lions",,DST,DET,CHI,147576,,0,0,0,0,0,0,0,0,0,0,0,0,5.02,5.02,5.02,0,0,0,0,0,0,0,-1.08,12.53,2.86,25.14,0.89,0.48%,MAIN,334,8473,85,18424,
1844126,"Joe Burrow",,QB,CIN,CLE,147587,,33.03,22.38,237.87,2.06,0.62,2.84,7.73,0.08,0,0,0,0,18.83,18.8,18.8,245.6,2.14,245.6,2.14,7.73,0.08,0,11.71,28.09,5.28,40.82,3.93,4.40%,MAIN,878785,64500,86,1844126,
36977,"Samaje Perine",,RB,CIN,CLE,147587,,0,0,0,0,0,5.81,25.26,0.24,1.33,1.04,8.89,0.08,6.35,6.33,5.81,34.15,0.32,25.26,0.24,34.15,0.32,0,2.39,16,0.62,11.4,0.18,0.25%,MAIN,820734,33673,87,36977,
4687629,"Chase Brown",,RB,CIN,CLE,147587,,0,0,0,0,0,14.14,66.4,0.58,3.97,3.05,20.31,0.24,17.25,17.19,15.66,86.71,0.82,66.4,0.58,86.71,0.82,0,9.32,27.1,13.52,46.12,9.66,7.41%,MAIN,1123379,56372,88,4687629,
8228448,"Tahj Brooks",,RB,CIN,CLE,147587,,0,0,0,0,0,2.08,9.08,0.08,0.12,0.08,0.62,0.01,1.58,1.56,1.52,9.7,0.09,9.08,0.08,9.7,0.09,0,0.01,4.35,0,0.88,0,0.00%,MAIN,1228730,139774,89,8228448,
1844128,"Tee Higgins",,WR,CIN,CLE,147587,,0,0,0,0,0,0,0,0,6.17,3.99,50.69,0.35,11.31,11.3,9.3,50.69,0.35,0,0,50.69,0.35,0,5.56,20.58,4.9,25.4,2.59,2.33%,MAIN,978579,50520,90,1844128,
2861551,"Ja'Marr Chase",,WR,CIN,CLE,147587,,0,0,0,0,0,0.35,1.26,0.01,10.46,7.03,84.99,0.6,20.33,20.3,16.78,86.25,0.61,1.26,0.01,86.25,0.61,0,11.57,32.1,20.02,50.56,22.29,19.56%,MAIN,1109979,64586,91,2861551,
4687628,"Andrei Iosivas",,WR,CIN,CLE,147587,,0,0,0,0,0,0.01,0.05,0,2.75,1.67,19.23,0.16,4.55,4.54,3.7,19.28,0.16,0.05,0,19.28,0.16,0,0.76,11.3,0.52,11.38,0.32,0.10%,MAIN,1124851,146589,92,4687628,
4688248,"Mitchell Tinsley",,WR,CIN,CLE,147587,,0,0,0,0,0,0,0,0,0.9,0.41,5.26,0.05,1.23,1.24,1.03,5.26,0.05,0,0,5.26,0.05,0,0,2.46,0,1.74,0.06,0.01%,MAIN,1215305,142727,93,4688248,
8251126,"Ke'Shawn Williams",,WR,CIN,CLE,147587,,0,0,0,0,0,0,0,0,0.11,0.07,0.78,0.01,0.21,0.21,0.17,0.78,0.01,0,0,0.78,0.01,0,0.08,0.34,,,0.03,0.01%,MAIN,1232057,132567,94,8251126,
328364,"Mike Gesicki",,TE,CIN,CLE,147587,,0,0,0,0,0,0,0,0,3.22,2.28,21.25,0.26,5.95,5.92,4.78,21.25,0.26,0,0,21.25,0.26,0,1.83,14.63,3.14,18.5,0.56,0.52%,MAIN,836152,75263,95,328364,
973054,"Noah Fant",,TE,CIN,CLE,147587,,0,0,0,0,0,0,0,0,1.52,1.12,9.9,0.12,2.82,2.81,2.25,9.9,0.12,0,0,9.9,0.12,0,0,7.76,0.64,9.32,0.19,0.07%,MAIN,923911,51175,96,973054,
981992,"Drew Sample",,TE,CIN,CLE,147587,,0,0,0,0,0,0,0,0,1.16,0.9,6.05,0.09,2.04,2.03,1.58,6.05,0.09,0,0,6.05,0.09,0,0,4.08,0.84,11.22,0.17,0.06%,MAIN,837824,49309,97,981992,
328798,"Tanner Hudson",,TE,CIN,CLE,147587,,0,0,0,0,0,0,0,0,1.32,0.97,8.73,0.11,2.49,2.49,2,8.73,0.11,0,0,8.73,0.11,0,0,6.85,0.68,10.02,0.11,0.04%,MAIN,1115394,40467,98,328798,
2861548,"Evan McPherson",,K,CIN,CLE,147587,,0,0,0,0,0,0,0,0,0,0,0,0,8.92,8.92,8.92,0,0,0,0,0,0,7.82,4.04,15.22,,,0,0.00%,MAIN,1122995,54850,99,2861548,
