PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
13563,"Kirk Cousins",5100,QB,ATL,NOS,147585,,31.92,20.41,207.26,1.63,0.69,0.7,1.52,0.04,0,0,0,0,14.71,2.88,32.68,2.09,1.91%,MAIN,403308,2307,1,13563,14.7,14.7,208.78,1.67,208.78,1.67,1.52,0.04,0,8.62,22.71,1.78,
3491931,"Tyler Allgeier",4700,RB,ATL,NOS,147585,,0,0,0,0,0,9.34,39.76,0.38,0.87,0.69,5.18,0.04,7.7,1.64,17.06,0.24,0.14%,MAIN,1131198,125422,2,3491931,7.66,7.31,44.94,0.42,39.76,0.38,44.94,0.42,0,3.23,17.19,1.5,
4687512,"Bijan Robinson",8700,RB,ATL,NOS,147585,,0,0,0,0,0,17.61,85.9,0.66,7.37,5.36,43.07,0.31,25.51,2.93,71.7,57.52,40.72%,MAIN,1228244,123168,3,4687512,25.42,22.74,128.97,0.97,85.9,0.66,128.97,0.97,0,16.1,37.3,40.2,
8261767,"Nate Carter",4000,RB,ATL,NOS,147585,,0,0,0,0,0,0.11,0.53,0,0.04,0.03,0.21,0,0.1,0.03,,0,0.00%,MAIN,1214132,134222,4,8261767,0.11,0.09,0.74,0,0.53,0,0.74,0,0,0,0.2,,
982204,"David Sills",3400,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,2.16,1.25,12.6,0.1,3.1,0.91,6.22,0.02,0.01%,MAIN,866973,65587,5,982204,3.1,2.47,12.6,0.1,0,0,12.6,0.1,0,0,8.53,0.14,
1844218,"Darnell Mooney",3900,WR,ATL,NOS,147585,,0,0,0,0,0,0.01,0.04,0,3.51,2.07,24.75,0.15,5.45,1.4,10.74,0.27,0.20%,MAIN,912027,62802,6,1844218,5.44,4.4,24.79,0.15,0.04,0,24.79,0.15,0,1.48,12.61,0.56,
3491928,"Drake London",6900,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,8.22,5.71,60.35,0.49,14.93,2.16,33.08,6.65,10.00%,MAIN,1178741,140160,7,3491928,14.9,12.04,60.35,0.49,0,0,60.35,0.49,0,7.63,25.69,8.96,
4773069,"Dylan Drummond",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,1.76,1.08,9.5,0.08,2.5,0.83,5.24,0.04,0.01%,MAIN,1108534,48414,8,4773069,2.49,1.95,9.5,0.08,0,0,9.5,0.08,0,0,6.88,0.04,
3515974,"Deven Thompkins",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.07,0.05,0.3,0,0.08,0.03,,0,0.00%,MAIN,1130833,49660,9,3515974,0.08,0.05,0.3,0,0,0,0.3,0,0,0,0.16,,
1849814,"Charlie Woerner",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,1.13,0.75,6.07,0.07,1.77,0.71,4.54,0.02,0.01%,MAIN,922040,58179,10,1849814,1.77,1.39,6.07,0.07,0,0,6.07,0.07,0,0,3.54,0.14,
2862126,"Kyle Pitts",5500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,6.63,4.37,45.26,0.39,11.3,2.05,23.94,1.99,2.23%,MAIN,1123026,54917,11,2862126,11.26,9.07,45.26,0.39,0,0,45.26,0.39,0,4.94,20.78,6.06,
3491690,"Teagan Quitoriano",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.16,0.1,1.05,0.01,0.26,0.1,0.84,0,0.00%,MAIN,1128538,63778,12,3491690,0.26,0.21,1.05,0.01,0,0,1.05,0.01,0,0,0.52,0.02,
36842,"Zane Gonzalez",,K,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0,0,0,0,8.47,21,,0,0.00%,MAIN,732774,33774,13,36842,8.47,8.47,0,0,0,0,0,0,7.5,3.4,14.79,,
18433,"New Orleans Saints",2500,DST,NOS,ATL,147585,,0,0,0,0,0,0,0,0,0,0,0,0,5.18,2.07,32.6,1.59,1.25%,MAIN,350,8482,14,18433,5.18,5.18,0,0,0,0,0,0,0,0.67,10.97,3.76,
