PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
408896,"Collin Sexton",,,CHA,SAS,158758,1061642,,18,10.81,1.63,2.64,0.99,1.63,0.89,0.02,13.45,12.44,15.08,0.91,4.27,5.48,2.64,2.5,2.96,2.56,7.98,3.63,17.83,17.83,18.38,11.19,26.89,0,0,0,12.87,12.87,12.87,12.87,12.87,12.87,12.87,0%,136,144,SAT,75326,23,408896,
409262,"Miles Bridges",,,CHA,SAS,158758,957479,,32,15.08,6.36,3.62,2.01,1.12,0.25,0.67,18.7,21.44,25.06,0.92,9.98,7.01,3.25,5.99,3.03,2.55,13,5.26,29.78,29.78,31.07,20.92,42.71,0,0,0,21.75,21.75,21.75,21.75,21.75,21.75,21.75,0%,136,144,SAT,75304,24,409262,
1115110,"Grant Williams",,,CHA,SAS,158758,949273,,17.5,5.19,3.51,1.24,0.89,0.77,0.54,0.34,6.43,8.7,9.94,0.88,4.75,1.74,0.75,2.75,1.36,1.04,4.49,1.64,13.13,13.13,13.3,7.51,20.36,0,0,0,9.31,9.31,9.31,9.31,9.31,9.31,9.31,0%,136,144,SAT,69933,25,1115110,
2439295,"LaMelo Ball",,,CHA,SAS,158758,1257420,,26.5,17.86,4.16,6.86,2.97,2.61,1.07,0.28,24.72,22.02,28.88,1.35,11.02,7.36,2.96,8.44,3.51,3.04,15.8,5.93,34.58,34.58,36.62,25.08,49.95,0,0,0,25.63,25.63,25.63,25.63,25.63,25.63,25.63,0%,136,144,SAT,161285,27,2439295,
2439366,"Josh Green",,,CHA,SAS,158758,1193670,,14,3.71,1.93,0.86,0.7,0.55,0.39,0.19,4.57,5.64,6.5,0.58,2.79,1.37,0.61,1.77,0.52,0.38,3.14,1.31,8.51,8.51,8.65,3.49,14.79,0,0,0,6.06,6.06,6.06,6.06,6.06,6.06,6.06,0%,136,144,SAT,92617,28,2439366,
3588157,"Moussa Diabate",,,CHA,SAS,158758,1324359,,27.5,9.4,9.97,1.19,0.02,1.14,0.49,1.19,10.59,19.37,20.56,1.68,11.16,5.61,3.59,0.1,3.47,2.19,5.71,3.61,27.05,27.05,26.69,17.07,38.05,0,0,0,18.68,18.68,18.68,18.68,18.68,18.68,18.68,0%,136,144,SAT,179227,30,3588157,
4878218,"Brandon Miller",,,CHA,SAS,158758,1401381,,31,19.24,6.06,3.71,3.08,2.52,1.18,0.45,22.95,25.3,29.01,1.63,9.77,7.94,3.62,8.39,3.21,2.76,16.33,6.7,34.45,34.45,35.99,24.24,49.48,0,0,0,25.19,25.19,25.19,25.19,25.19,25.19,25.19,0%,136,144,SAT,244988,31,4878218,
6412779,"Tidjane Salaun",,,CHA,SAS,158758,1504463,,6,2.01,1.81,0.24,0.34,0.26,0.03,0.06,2.25,3.82,4.06,0.09,2.05,0.74,0.32,0.97,0.49,0.34,1.71,0.66,4.55,4.55,4.9,2.79,7.46,0,0,0,3.43,3.43,3.43,3.43,3.43,3.43,3.43,0%,136,144,SAT,448015,33,6412779,
8985519,"Kon Knueppel",,,CHA,SAS,158758,1519132,,31.5,17.2,5.59,3.12,3.03,2.16,0.76,0.18,20.32,22.79,25.91,0.94,8.71,5.77,2.81,7.06,2.76,2.49,12.83,5.84,29.25,29.25,31.34,23.3,40.26,0,0,0,21.94,21.94,21.94,21.94,21.94,21.94,21.94,0%,136,144,SAT,458104,36,8985519,
8998193,"Ryan Kalkbrenner",,,CHA,SAS,158758,1236052,,18,6.06,4.92,0.79,0,0.72,0.27,0.86,6.85,10.98,11.77,1.13,5.71,3.08,2.38,0,1.94,1.31,3.08,2.38,15.82,15.82,15.38,8.23,24.2,0,0,0,10.77,10.77,10.77,10.77,10.77,10.77,10.77,0%,136,144,SAT,149525,38,8998193,
8998194,"Sion James",,,CHA,SAS,158758,1232338,,18,4.62,2.9,2.01,0.8,0.63,0.2,0.11,6.63,7.52,9.53,0.31,4.91,1.55,0.51,2.3,1.38,1.19,3.85,1.31,11.42,11.42,11.97,6.23,19.06,0,0,0,8.38,8.38,8.38,8.38,8.38,8.38,8.38,0%,136,144,SAT,148709,39,8998194,
408969,"Kevin Huerter",,,CHI,MIA,158705,944785,,24,8.8,3.44,2.87,1.44,0.7,1.11,0.4,11.67,12.24,15.11,1.51,6.31,4.33,1.89,4.32,0.92,0.68,8.65,3.33,21.06,21.06,20.83,13.34,29.72,0,0,0,14.58,14.58,14.58,14.58,14.58,14.58,14.58,0%,130,137,SAT,70259,43,408969,
1115205,"Coby White",,,CHI,MIA,158705,1138387,Q,31.5,22.35,3.99,5.79,3.18,3.23,0.83,0.18,28.14,26.34,32.13,1.01,9.78,8.99,4.02,8.73,5.62,4.77,17.72,7.2,35.62,35.62,38.08,25.72,52.47,0,0,0,26.66,26.66,26.66,26.66,26.66,26.66,26.66,0%,130,137,SAT,86731,45,1115205,
2439190,"Patrick Williams",,,CHI,MIA,158705,1174904,,19,7.28,2.84,1.32,1.31,0.51,0.58,0.24,8.6,10.12,11.44,0.82,4.16,3.17,1.26,3.51,1.14,0.81,6.68,2.57,14.62,14.62,14.86,6.06,26.65,0,0,0,10.4,10.4,10.4,10.4,10.4,10.4,10.4,0%,130,137,SAT,91367,46,2439190,
2439210,"Isaac Okoro",,,CHI,MIA,158705,1193432,,27,7.08,2.96,1.72,1.08,0.4,0.65,0.65,8.8,10.04,11.76,1.3,4.68,3,1.4,2.95,1.44,1.04,5.95,2.48,16.71,16.71,16.3,6.56,24.12,0,0,0,11.41,11.41,11.41,11.41,11.41,11.41,11.41,0%,130,137,SAT,92179,47,2439210,
2439601,"Jalen Smith",,,CHI,MIA,158705,1133792,Q,30,13.87,11.79,1.84,2.01,1.09,0.84,1.13,15.71,25.66,27.5,1.97,13.63,5.76,2.89,5.64,2.77,2.06,11.4,4.9,35.6,35.6,35.93,25.05,48.35,0,0,0,25.15,25.15,25.15,25.15,25.15,25.15,25.15,0%,130,137,SAT,70255,49,2439601,
3005172,"Ayo Dosunmu",,,CHI,MIA,158705,1133782,,28,15.07,3.33,4.66,1.97,1.33,0.85,0.55,19.73,18.4,23.06,1.4,7.99,7.07,3.64,4.81,2.25,1.88,11.88,5.61,28.93,28.93,29.38,19.82,40.49,0,0,0,20.57,20.57,20.57,20.57,20.57,20.57,20.57,0%,130,137,SAT,72047,50,3005172,
3007077,"Josh Giddey",,,CHI,MIA,158705,1323503,Q,30,17.5,8.11,7.23,1.43,2.99,0.88,0.14,24.73,25.61,32.84,1.02,15.34,10.67,4.83,3.94,4.55,3.56,14.61,6.26,38.15,38.15,40.46,29.39,52.94,0,0,0,28.32,28.32,28.32,28.32,28.32,28.32,28.32,0%,130,137,SAT,165223,51,3007077,
3587732,"Dalen Terry",,,CHI,MIA,158705,1239611,,5,1.6,0.68,0.22,0.21,0.18,0.25,0.1,1.82,2.28,2.5,0.35,0.9,0.85,0.37,0.6,0.39,0.25,1.45,0.58,3.62,3.62,3.5,1.39,6.34,0,0,0,2.45,2.45,2.45,2.45,2.45,2.45,2.45,0%,130,137,SAT,149208,52,3587732,
4878238,"Julian Phillips",,,CHI,MIA,158705,1405696,,2,0.45,0.29,0.02,0.07,0.03,0.06,0.02,0.47,0.74,0.76,0.08,0.31,0.18,0.08,0.21,0.1,0.08,0.39,0.15,1.04,1.04,1.02,0.4,1.85,0,0,0,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0%,130,137,SAT,244990,53,4878238,
6412799,"Matas Buzelis",,,CHI,MIA,158705,1501940,,31.5,17.04,6.38,2.99,1.84,1.62,0.53,1.34,20.03,23.42,26.41,1.87,9.37,9.41,4.35,5.06,3.59,2.83,14.47,6.19,33.17,33.17,33.38,22.77,45.52,0,0,0,23.37,23.37,23.37,23.37,23.37,23.37,23.37,0%,130,137,SAT,368367,54,6412799,
9010955,"Lachlan Olbrich",,,CHI,MIA,158705,1415915,,12,4.75,2.82,0.63,0.14,0.57,0.23,0.17,5.38,7.57,8.2,0.4,3.45,3.32,1.87,0.45,1.08,0.6,3.77,2.01,9.71,9.71,9.81,5.25,15.44,0,0,0,6.87,6.87,6.87,6.87,6.87,6.87,6.87,0%,130,137,SAT,246530,59,9010955,
13315,"Klay Thompson",,,DAL,HOU,158762,457611,,21,10.32,1.77,1.42,2.3,0.77,0.27,0.45,11.74,12.09,13.51,0.72,3.19,3.22,1.37,5.93,0.79,0.67,9.15,3.67,15.96,15.96,16.87,8.94,26.66,0,0,0,11.81,11.81,11.81,11.81,11.81,11.81,11.81,0%,140,141,SAT,12329,61,13315,
18566,"Dwight Powell",,,DAL,HOU,158762,552309,,9.5,1.71,2.58,0.54,0.01,0.3,0.25,0.14,2.25,4.29,4.83,0.39,3.12,0.77,0.5,0.03,1.09,0.69,0.8,0.51,6.49,6.49,6.39,3.39,10.1,0,0,0,4.47,4.47,4.47,4.47,4.47,4.47,4.47,0%,140,141,SAT,12550,64,18566,
1115204,"Daniel Gafford",,,DAL,HOU,158762,1061647,,18,7.08,4.89,0.94,0,1.03,0.5,0.71,8.02,11.97,12.91,1.21,5.83,4.12,2.79,0,2.14,1.51,4.12,2.79,16.96,16.96,16.74,8.98,26.31,0,0,0,11.72,11.72,11.72,11.72,11.72,11.72,11.72,0%,140,141,SAT,71699,67,1115204,
1115314,"PJ Washington",,,DAL,HOU,158762,1067857,,26,11.47,6.33,1.77,1.2,1.05,0.84,1.17,13.24,17.8,19.57,2.01,8.1,6.71,2.97,3.63,2.83,1.95,10.34,4.17,26.7,26.7,26.35,16.66,37.75,0,0,0,18.45,18.45,18.45,18.45,18.45,18.45,18.45,0%,140,141,SAT,69997,68,1115314,
1203483,"Caleb Martin",,,DAL,HOU,158762,842969,,25,5.87,3.73,2.58,0.68,0.97,1.01,0.3,8.45,9.6,12.18,1.31,6.31,3.23,1.45,2.03,1.34,0.92,5.26,2.13,17.18,17.18,16.89,8.93,25,0,0,0,11.82,11.82,11.82,11.82,11.82,11.82,11.82,0%,140,141,SAT,73187,69,1203483,
2484012,"Naji Marshall",,,DAL,HOU,158762,1060704,,33,16.82,5.46,3.83,1.28,1.99,1.21,0.13,20.65,22.28,26.11,1.34,9.29,9.2,4.89,4.18,4.01,3.19,13.38,6.17,31.15,31.15,31.78,23.42,41.11,0,0,0,22.25,22.25,22.25,22.25,22.25,22.25,22.25,0%,140,141,SAT,70165,70,2484012,
3267960,"Brandon Williams",,,DAL,HOU,158762,1134688,,23,13.2,2.93,3.5,0.73,2.21,0.91,0.27,16.7,16.13,19.63,1.18,6.43,7.28,3.64,2.84,4.73,3.73,10.12,4.37,23.3,23.3,23.73,16.23,32.39,0,0,0,16.61,16.61,16.61,16.61,16.61,16.61,16.61,0%,140,141,SAT,87233,71,3267960,
3587932,"Jaden Hardy",,,DAL,HOU,158762,1357748,,1,0.5,0.1,0.07,0.08,0.06,0.01,0,0.57,0.6,0.67,0.01,0.17,0.22,0.09,0.21,0.09,0.07,0.43,0.17,0.7,0.7,0.76,0.39,1.22,0,0,0,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0%,140,141,SAT,194859,72,3587932,
3588176,"Max Christie",,,DAL,HOU,158762,1340703,,32,12.99,3.39,2.67,2.27,0.99,0.83,0.27,15.66,16.38,19.05,1.1,6.06,4.43,2.01,5.58,2.54,2.17,10.01,4.28,23.37,23.37,24.07,15.29,34.55,0,0,0,16.85,16.85,16.85,16.85,16.85,16.85,16.85,0%,140,141,SAT,179747,73,3588176,
8985575,"Cooper Flagg",,,DAL,HOU,158762,1519128,,34,19.63,6.5,4.22,1.13,2.12,1.15,0.63,23.85,26.13,30.35,1.78,10.72,12.56,6.11,3.89,5.04,4.04,16.45,7.24,36.98,36.98,37.39,27.8,48.03,0,0,0,26.17,26.17,26.17,26.17,26.17,26.17,26.17,0%,140,141,SAT,458047,75,8985575,
9147605,"Ryan Nembhard",,,DAL,HOU,158762,1323621,,8,3.18,0.73,1.85,0.43,0.51,0.21,0.01,5.03,3.91,5.76,0.22,2.58,2.07,0.87,1.12,0.18,0.14,3.19,1.3,6.98,6.98,7.4,3.84,11.92,0,0,0,5.18,5.18,5.18,5.18,5.18,5.18,5.18,0%,140,141,SAT,179441,77,9147605,
10613000,"Moussa Cisse",,,DAL,HOU,158762,1231606,,9.5,2.64,4.54,0.16,0,0.57,0.21,0.47,2.8,7.18,7.34,0.68,4.7,1.32,0.84,0,2.01,0.97,1.32,0.84,9.8,9.8,9.69,4.33,16.39,0,0,0,6.78,6.78,6.78,6.78,6.78,6.78,6.78,0%,140,141,SAT,148674,81,10613000,
1348,"Kevin Durant",,,HOU,DAL,158762,329525,,36.5,28,5.45,3.93,2.68,2.85,0.7,0.87,31.93,33.45,37.38,1.57,9.38,13.64,7.04,6.54,6.82,5.87,20.18,9.72,42.3,42.3,43.94,32.24,57.09,0,0,0,30.76,30.76,30.76,30.76,30.76,30.76,30.76,0%,141,140,SAT,12157,83,1348,
18610,"Clint Capela",,,HOU,DAL,158762,830647,,12,4.06,5.11,0.5,0,0.32,0.46,0.85,4.56,9.17,9.67,1.31,5.61,3.11,1.74,0,1.03,0.57,3.11,1.74,14.55,14.55,14.03,7.57,21.99,0,0,0,9.82,9.82,9.82,9.82,9.82,9.82,9.82,0%,141,140,SAT,12572,85,18610,
36032,"Dorian Finney-Smith",,,HOU,DAL,158762,606701,,16,3.24,2.14,0.79,0.75,0.28,0.35,0.12,4.03,5.38,6.17,0.47,2.93,0.95,0.36,2.22,0.36,0.26,3.17,1.11,8.12,8.12,8.28,3.36,14.87,0,0,0,5.8,5.8,5.8,5.8,5.8,5.8,5.8,0%,141,140,SAT,28067,87,36032,
409174,"Josh Okogie",,,HOU,DAL,158762,941460,,18,4.08,2.43,0.96,0.58,0.29,0.85,0.28,5.04,6.51,7.47,1.13,3.39,1.67,0.72,1.54,1.33,0.91,3.21,1.3,11.54,11.54,10.99,4.49,19.7,0,0,0,7.69,7.69,7.69,7.69,7.69,7.69,7.69,0%,141,140,SAT,75296,89,409174,
2448431,"Jae'Sean Tate",,,HOU,DAL,158762,844040,,1,0.22,0.21,0.06,0.02,0.02,0.01,0.02,0.28,0.43,0.49,0.03,0.27,0.14,0.06,0.06,0.05,0.04,0.2,0.08,0.63,0.63,0.63,0.25,1.14,0,0,0,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0%,141,140,SAT,70482,90,2448431,
3006967,"Alperen Sengun",,,HOU,DAL,158762,1323508,,33.5,21.92,9.18,5.38,0.7,3.3,1.45,0.73,27.3,31.1,36.48,2.18,14.56,14.5,7.34,2.54,7.5,5.13,17.04,8.04,44.25,44.25,45.46,33.26,58.87,0,0,0,31.82,31.82,31.82,31.82,31.82,31.82,31.82,0%,141,140,SAT,165221,92,3006967,
3587947,"Jabari Smith",,,HOU,DAL,158762,1342755,,35.5,13.28,8.27,1.8,2.03,0.96,0.98,1.09,15.08,21.55,23.35,2.07,10.07,5.95,2.5,5.74,2.8,2.2,11.69,4.53,31.15,31.15,31.26,19.71,44.85,0,0,0,21.88,21.88,21.88,21.88,21.88,21.88,21.88,0%,141,140,SAT,180850,94,3587947,
3587949,"Tari Eason",,,HOU,DAL,158762,1235198,,26,12.82,6.46,1.68,1.98,1.38,1.48,0.75,14.5,19.28,20.96,2.23,8.14,6.06,2.77,4.92,1.91,1.32,10.98,4.75,28.4,28.4,28.31,18.98,39.04,0,0,0,19.82,19.82,19.82,19.82,19.82,19.82,19.82,0%,141,140,SAT,148583,95,3587949,
4874279,"Amen Thompson",,,HOU,DAL,158762,1429337,,38,16.88,7.77,6.45,0.34,2.46,1.69,0.6,23.33,24.65,31.1,2.29,14.22,11.48,5.96,1.6,5.36,3.96,13.08,6.3,40.29,40.29,40.2,27.5,54.87,0,0,0,28.14,28.14,28.14,28.14,28.14,28.14,28.14,0%,141,140,SAT,266069,96,4874279,
6412914,"Reed Sheppard",,,HOU,DAL,158762,1465031,,23.5,11.65,2.22,2.43,2.38,0.95,1.21,0.49,14.08,13.87,16.3,1.7,4.65,4.66,1.85,6.28,1.03,0.8,10.94,4.23,22.11,22.11,22.19,11.5,35.76,0,0,0,15.53,15.53,15.53,15.53,15.53,15.53,15.53,0%,141,140,SAT,288915,97,6412914,
18956,"T.J. McConnell",,,IND,ATL,158759,551787,,18,9.44,1.82,4.33,0.44,1.22,1.16,0.2,13.77,11.26,15.59,1.36,6.15,7.03,3.68,1.23,0.94,0.75,8.26,4.12,20.98,20.98,20.58,12.48,30.18,0,0,0,14.41,14.41,14.41,14.41,14.41,14.41,14.41,0%,133,135,SAT,22393,101,18956,
35186,"Pascal Siakam",,,IND,ATL,158759,853408,,34,24.58,8.12,4.14,1.8,1.96,0.68,0.81,28.72,32.7,36.84,1.49,12.26,14.29,7.18,4.61,6.79,4.83,18.9,8.98,43.04,43.04,44.1,32.74,56.7,0,0,0,30.87,30.87,30.87,30.87,30.87,30.87,30.87,0%,133,135,SAT,27998,102,35186,
2439096,"Aaron Nesmith",,,IND,ATL,158759,1134264,,31,15.34,5.16,2.54,2.61,1.46,0.48,0.63,17.88,20.5,23.04,1.11,7.7,5.78,2.48,6.54,3.05,2.56,12.32,5.09,27.21,27.21,28.44,18.1,40.73,0,0,0,19.91,19.91,19.91,19.91,19.91,19.91,19.91,0%,133,135,SAT,87350,104,2439096,
3005227,"Isaiah Jackson",,,IND,ATL,158759,1245934,,6,2.12,2.48,0.19,0,0.37,0.1,0.44,2.31,4.6,4.79,0.54,2.67,1.34,0.79,0,0.78,0.54,1.34,0.79,6.63,6.63,6.56,3.68,10.12,0,0,0,4.59,4.59,4.59,4.59,4.59,4.59,4.59,0%,133,135,SAT,70338,106,3005227,
3028281,"Jay Huff",,,IND,ATL,158759,942843,,14,4.47,2.58,1.08,0.83,0.39,0.61,1.02,5.55,7.05,8.13,1.63,3.66,1.3,0.68,2.37,0.75,0.61,3.67,1.51,13.69,13.69,12.81,6.86,20.16,0,0,0,8.97,8.97,8.97,8.97,8.97,8.97,8.97,0%,133,135,SAT,70219,107,3028281,
3587792,"Andrew Nembhard",,,IND,ATL,158759,1134158,,33,15.63,4.14,7.64,1.62,2.94,0.75,0.17,23.27,19.77,27.41,0.92,11.78,8.42,3.95,4.53,3.54,2.87,12.95,5.57,31.88,31.88,33.52,24.25,44.02,0,0,0,23.46,23.46,23.46,23.46,23.46,23.46,23.46,0%,133,135,SAT,87352,108,3587792,
3587794,"Bennedict Mathurin",,,IND,ATL,158759,1239596,,28,16.49,5.15,1.77,1.56,2.11,0.76,0.18,18.26,21.64,23.41,0.94,6.92,7.76,3.41,4.41,5.92,4.99,12.17,4.97,26.04,26.04,27.31,18.04,38.02,0,0,0,19.12,19.12,19.12,19.12,19.12,19.12,19.12,0%,133,135,SAT,149200,109,3587794,
4878371,"Jarace Walker",,,IND,ATL,158759,1402709,,28,12.14,4.8,2.37,1.92,1.66,1.8,0.53,14.51,16.94,19.31,2.33,7.17,5.05,2.26,4.96,2.5,1.85,10.01,4.18,26.79,26.79,26.49,16.98,37.7,0,0,0,18.54,18.54,18.54,18.54,18.54,18.54,18.54,0%,133,135,SAT,245149,111,4878371,
4878372,"Ben Sheppard",,,IND,ATL,158759,1175324,,12,3.08,1.07,0.91,0.59,0.34,0.29,0.09,3.99,4.15,5.06,0.38,1.98,1.2,0.49,1.78,0.39,0.32,2.98,1.08,6.53,6.53,6.67,3.48,10.56,0,0,0,4.67,4.67,4.67,4.67,4.67,4.67,4.67,0%,133,135,SAT,90773,112,4878372,
6412936,"Johnny Furphy",,,IND,ATL,158759,1475759,,20,5.7,5.69,1.15,0.85,1.1,0.88,0.42,6.85,11.39,12.54,1.3,6.84,2.59,1.1,2.59,1.54,0.94,5.18,1.95,17.05,17.05,17.03,8.87,27.12,0,0,0,11.92,11.92,11.92,11.92,11.92,11.92,11.92,0%,133,135,SAT,290766,113,6412936,
3080545,"Micah Potter",,,IND,ATL,158759,945061,,16,5.98,3.81,0.91,1.15,0.75,0.38,0.42,6.89,9.79,10.7,0.8,4.72,1.59,0.67,3.36,1.38,1.21,4.95,1.82,13.57,13.57,13.95,7.47,21.95,0,0,0,9.77,9.77,9.77,9.77,9.77,9.77,9.77,0%,133,135,SAT,70478,117,3080545,
16869,"Kentavious Caldwell-Pope",,,MEM,MIN,158761,602730,,17.5,7.01,2.3,2.57,1.24,0.98,0.64,0.12,9.58,9.31,11.88,0.76,4.87,2.64,1.1,3.61,1.22,1.1,6.25,2.34,14.93,14.93,15.39,10.26,21.28,8.37,8.37,2.19,10.33,13.07,15.39,17.71,21.29,22.77,29.52,8.56%,142,146,SAT,12463,118,16869,
409099,"Jaren Jackson",,,MEM,MIN,158761,1078662,,31,22.34,5.78,1.81,2.01,2.7,0.96,1.41,24.15,28.12,29.93,2.37,7.59,11.99,5.68,5.59,6.29,4.93,17.58,7.69,36.4,36.4,36.86,28.4,45.7,18.08,18.08,10.93,28.28,33.15,36.86,40.11,45.67,47.76,58.65,11.65%,142,146,SAT,75291,119,409099,
1158073,"John Konchar",,,MEM,MIN,158761,852907,,19.5,3.95,3.76,1.92,0.7,0.76,1.05,0.46,5.87,7.71,9.63,1.51,5.68,1.52,0.72,2.11,0.53,0.4,3.63,1.42,15.11,15.11,14.52,9.98,19.65,5.88,5.88,0.49,10.01,12.56,14.52,16.48,19.82,21,27.67,4.65%,142,146,SAT,70850,123,1158073,
3005397,"Santi Aldama",,,MEM,MIN,158761,1177024,Q,24,11.6,5.16,2.12,1.56,1.15,0.61,0.28,13.72,16.76,18.88,0.89,7.28,5.89,2.83,4.36,1.85,1.25,10.25,4.39,22.49,22.49,23.39,14.74,33.67,0,0,2.79,16.37,16.37,16.37,16.37,16.37,16.37,16.37,0.00%,142,146,SAT,89028,124,3005397,
3012652,"Jock Landale",,,MEM,MIN,158761,850308,,26,14.68,8.15,1.82,1.12,1.4,0.69,0.54,16.5,22.83,24.65,1.23,9.97,8.45,4.47,2.91,3.39,2.37,11.36,5.59,29.48,29.48,30.52,23.11,38.54,21.67,21.67,15.05,23,27.33,30.52,33.71,38.49,40.77,48.97,25.13%,142,146,SAT,74198,125,3012652,
3587970,"Vince Williams",,,MEM,MIN,158761,1134869,,19.5,6.28,2.93,3.81,1.02,1.63,0.68,0.17,10.09,9.21,13.02,0.85,6.74,2.67,1.02,3.14,1.45,1.18,5.81,2.04,16.43,16.43,17.06,11.76,23.19,2.94,2.94,0.93,11.66,14.68,17.06,19.44,23.32,25.05,31.75,0.74%,142,146,SAT,89766,127,3587970,
4878275,"Olivier-Maxence Prosper",,,MEM,MIN,158761,1232483,,1,0.39,0.21,0.04,0.03,0.04,0.03,0.01,0.43,0.6,0.64,0.04,0.25,0.2,0.09,0.09,0.15,0.12,0.29,0.12,0.78,0.78,0.79,0.47,1.17,0,0,0,0.48,0.67,0.79,0.96,1.19,1.29,1.75,0.05%,142,146,SAT,148847,128,4878275,
