PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
17121,"CJ McCollum",6400,PG/SG,ATL,PHO,158376,522878,-,26,15.85,3.11,2.92,2.26,1.59,0.51,0.54,18.77,18.96,21.88,1.05,6.03,8.01,3.6,5.8,2.43,1.85,13.81,5.86,25.52,25.52,26.56,4.15,2.02%,135,153,FRI,12451,1,17121,18.95,34.84,2.81,2.81,2.6,18.94,23.12,26.56,30,35.17,37.13,46.48,
37814,"Luke Kennard",3700,PG/SG,ATL,PHO,158376,887661,-,17,6.07,1.66,1.37,1.29,0.59,0.6,0.05,7.44,7.73,9.1,0.65,3.03,1.54,0.81,2.87,0.65,0.59,4.41,2.1,11.48,11.48,11.85,3.2,0.36%,135,153,FRI,38279,3,37814,6.67,17.84,0.26,0.26,0.33,6.7,9.79,11.85,14.17,18.03,19.58,27.05,
1115445,"Nickeil Alexander-Walker",7100,SG,ATL,PHO,158376,1067668,-,33.5,18.18,4.08,4.14,2.34,2.34,1.13,0.48,22.32,22.26,26.4,1.61,8.22,9.49,4.15,6.08,3.4,2.87,15.57,6.49,31.78,31.78,32.76,4.61,9.87%,135,153,FRI,69666,4,1115445,24.62,41.89,10.4,10.4,7.01,24.33,28.91,32.76,36.13,41.91,44.08,53.96,
2439277,"Onyeka Okongwu",7200,C,ATL,PHO,158376,1185367,,34,17.4,8.3,3.41,1.45,2.24,1.75,0.66,20.81,25.7,29.11,2.41,11.71,9.51,4.91,4.05,4.2,3.21,13.56,6.36,37.47,37.47,37.89,5.26,19.12%,135,153,FRI,91845,5,2439277,29.32,47.15,18.41,18.41,18.15,29.28,34.2,37.89,41.33,47.24,49.45,59.54,
2439347,"Vit Krejci",4000,SG/SF,ATL,PHO,158376,1257428,,17,6.54,1.59,0.93,1.61,0.48,0.63,0.36,7.47,8.13,9.06,0.99,2.52,1.4,0.6,3.77,0.69,0.51,5.17,2.21,12.33,12.33,12.47,3.12,0.13%,135,153,FRI,161284,6,2439347,6.89,18.78,0.37,0.37,0.35,6.87,9.93,12.47,14.85,18.83,20.61,28.76,
3005263,"Jalen Johnson",10500,PF,ATL,PHO,158376,1230356,,37,24.3,10.35,6.38,1.36,4,1.29,0.59,30.68,34.65,41.03,1.88,16.73,15.89,7.85,3.97,5.91,4.53,19.86,9.21,47.93,47.93,50.34,4.79,9.65%,135,153,FRI,165214,7,3005263,40.43,61.23,12.35,12.35,12.12,40.37,46.27,50.34,54.58,61.31,64.3,75.51,
3005340,"Corey Kispert",3800,SF/PF,ATL,PHO,158376,1077554,,20,9.71,2.46,1.25,1.8,1.09,0.84,0.09,10.96,12.17,13.42,0.93,3.71,3.28,1.52,4.81,1.64,1.28,8.09,3.32,16.24,16.24,16.88,4.44,5.15%,135,153,FRI,72585,8,3005340,10.75,23.96,3.65,3.65,5.39,10.74,14.07,16.88,19.69,24.3,26.09,34.02,
3587993,"Dyson Daniels",6900,PG,ATL,PHO,158376,1357745,,32.5,11.06,6.98,6,0.47,2.13,1.81,0.5,17.06,18.04,24.04,2.31,12.98,8.6,4.27,1.79,1.82,1.1,10.39,4.74,33.24,33.24,32.91,4.77,13.65%,135,153,FRI,195261,11,3587993,25.4,41.58,14.37,14.37,7.6,25.41,29.76,32.91,36.3,41.86,44.04,53.48,
4388493,"Keaton Wallace",3000,PG,ATL,PHO,158376,1063166,,1,0.47,0.12,0.12,0.09,0.08,0.03,0.01,0.59,0.59,0.71,0.04,0.24,0.21,0.09,0.24,0.04,0.03,0.45,0.18,0.83,0.83,0.89,0.3,0.04%,135,153,FRI,245561,12,4388493,0.29,1.78,0,0,0,0.38,0.64,0.89,1.14,1.53,1.62,1.7,
4878163,"Mouhamed Gueye",3600,PF/C,ATL,PHO,158376,1325101,,18.5,4.25,4.54,1.15,0.52,0.54,0.84,0.58,5.4,8.79,9.94,1.42,5.69,2.45,0.97,1.89,1.13,0.74,4.34,1.49,15.14,15.14,14.48,4.02,2.90%,135,153,FRI,180180,13,4878163,9.74,19.84,1.49,1.49,0.87,9.89,12.55,14.48,16.65,20.03,21.48,27.51,
