PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
31729,"Andrew Copp",3900,C,DET,LAK,8405540,744810,2,2,,0.1897,0.3795,1.5879,0.7491,0,0,0,0,0.0276,0.076,0.5692,0.1036,7.29,1.87,6.59,9.57,1,0.46,15.73,3.8,,31729,0.582,5.34,18,172,2075,30594,1,
31730,"Alexander Wennberg",4500,C,SJS,VAN,8405470,741444,2,1,,0.1936,0.4643,1.2082,1.0619,0,0,0,0,0.0533,0.119,0.6579,0.1723,7.7,1.71,6.88,10.09,2,0.57,16.51,4,,31730,0.519,5.63,20.1,184,1950,30199,0,
18501,"Shea Theodore",5200,D,VGK,MTL,8405330,741466,1,2,,0.1121,0.405,1.8023,1.5129,0,0,0,0,0.0163,0.065,0.5171,0.0813,8.49,1.63,6.43,9.25,3,1.83,16.72,1.9,,18501,0.397,5.85,22.2,185,180961,30663,0,
16760,"Hampus Lindholm",3100,D,BOS,NSH,8405390,659813,3,2,,0.0748,0.3314,1.5022,1.554,0,0,0,0,0.0182,0.0826,0.4062,0.1008,7.36,2.37,5.69,8.15,4,1.47,14.64,1.8,,16760,0.707,5.23,21.4,160,2153,31037,1,
17172,"Mark Stone",7800,W,VGK,MTL,8405330,556369,1,1,,0.4148,0.6964,2.0715,0.6602,0,0,0,0,0.1319,0.2572,1.1112,0.3891,11.71,1.5,9.55,13.9,5,1.82,23.93,1.9,,17172,0.636,8.52,19.2,185,180961,31019,0,
31746,"Radek Faksa",2500,C,DAL,STL,8405420,659857,4,,,0.0697,0.1084,0.6947,0.5359,0,0,0,0,0,0,0.1781,0,3.09,1.24,4.44,6.3,6,0,8.77,0.3,,31746,1.143,2.65,11.3,181,1954,30523,0,
17211,"Marcus Foligno",2700,W,MIN,CHI,8405490,522049,3,,,0.1663,0.1726,1.0421,0.5007,0,0,0,0,0,0,0.3389,0,4.72,1.75,5.66,8.02,7,0,11.96,1.4,,17211,2.806,4.63,13,178,1938,30272,1,
6209652,"Jonathan Lekkerimaki",2500,W,VAN,SJS,8405470,1394915,2,1,,0.2089,0.3161,1.6201,0.3254,0,0,0,0,0.0765,0.1415,0.525,0.218,6.48,2.59,6.75,9.69,8,0,15.12,5.9,,6209652,0.916,5.03,13.9,179,2129,204708,1,
36584,"Clayton Keller",7000,W,UTA,FLA,8405380,920216,1,1,,0.3439,0.5967,2.4942,0.4455,0,0,0,0,0.1048,0.2273,0.9406,0.3321,10.98,1.57,8.76,12.65,9,1.9,22.19,2,,36584,0.306,7.71,19.4,183,2005,32089,0,
37698,"Alex DeBrincat",6800,W,DET,LAK,8405540,920337,2,1,,0.4882,0.482,3.3285,0.47,0,0,0,0,0.1459,0.1794,0.9702,0.3253,13.35,1.96,9.89,13.98,10,3.1,26.01,6.1,,37698,0.671,9.15,18.2,172,2075,37837,1,
2075138,"Nico Sturm",2500,C,MIN,CHI,8405490,1163937,4,,,0.109,0.1282,0.9337,0.35,0,0,0,0,0,0,0.2372,0,3.59,1.44,4.96,7.01,11,0,9.94,0.3,,2075138,1.1,3,11,178,1938,87741,1,
35829,"Logan Stanley",2600,D,WPG,NJD,8405370,920227,3,2,,0.0523,0.2431,1.1422,1.5692,0,0,0,0,0.0133,0.0621,0.2954,0.0754,6.16,2.37,5.14,7.28,12,0.83,12.74,1.2,,35829,1.602,4.84,17.5,169,53599,82920,0,
1283987,"Michael Eyssimont",2500,W,BOS,NSH,8405390,920469,3,,,0.1237,0.1296,1.5699,0.3104,0,0,0,0,0,0,0.2533,0,4.67,1.87,5.12,7.13,13,0,11.22,0,,1283987,1.14,3.71,9.9,160,2153,83273,1,40
