PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
13563,"Kirk Cousins",5100,QB,ATL,NOS,147585,,33.16,21.2,215.56,1.64,0.71,0.66,1.43,0.04,0,0,0,0,15.1,2.96,,0,0.00%,SUN,403308,2307,1,13563,15.09,15.09,216.99,1.68,216.99,1.68,1.43,0.04,0,8.74,23.24,,
3491931,"Tyler Allgeier",4700,RB,ATL,NOS,147585,,0,0,0,0,0,9.34,39.8,0.4,0.97,0.76,5.71,0.04,7.94,1.69,,0,0.00%,SUN,1131198,125422,2,3491931,7.9,7.52,45.51,0.44,39.8,0.4,45.51,0.44,0,3.3,17.06,,
4687512,"Bijan Robinson",8700,RB,ATL,NOS,147585,,0,0,0,0,0,16.35,79.84,0.64,8.25,5.98,47.73,0.31,25.76,2.96,,0,0.00%,SUN,1228244,123168,3,4687512,25.67,22.68,127.57,0.95,79.84,0.64,127.57,0.95,0,16.31,37.4,,
8261767,"Nate Carter",4000,RB,ATL,NOS,147585,,0,0,0,0,0,0.11,0.53,0,0.04,0.03,0.2,0,0.1,0.03,,0,0,SUN,1214132,134222,4,8261767,0.11,0.09,0.73,0,0.53,0,0.73,0,0,0,0.2,,42
982204,"David Sills",3400,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,2,1.16,11.56,0.09,2.85,0.84,,0,0.00%,SUN,866973,65587,5,982204,2.84,2.26,11.56,0.09,0,0,11.56,0.09,0,0,7.84,,
1844218,"Darnell Mooney",3900,WR,ATL,NOS,147585,,0,0,0,0,0,0.01,0.04,0,4.23,2.49,29.53,0.19,6.59,1.69,,0,0.00%,SUN,912027,62802,6,1844218,6.58,5.33,29.57,0.19,0.04,0,29.57,0.19,0,2.31,14.39,,
3491928,"Drake London",6900,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,9.02,6.24,65.57,0.53,16.3,2.36,,0,0.00%,SUN,1178741,140160,7,3491928,16.26,13.14,65.57,0.53,0,0,65.57,0.53,0,8.97,27.24,,
4773069,"Dylan Drummond",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.34,0.21,1.82,0.02,0.51,0.17,,0,0.00%,SUN,1108534,48414,8,4773069,0.51,0.4,1.82,0.02,0,0,1.82,0.02,0,0,1.02,,
3515974,"Deven Thompkins",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.09,0.06,0.39,0,0.1,0.03,,0,0.00%,SUN,1130833,49660,9,3515974,0.1,0.07,0.39,0,0,0,0.39,0,0,0,0.2,,
1849814,"Charlie Woerner",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.97,0.64,5.16,0.05,1.45,0.58,,0,0.00%,SUN,922040,58179,10,1849814,1.44,1.12,5.16,0.05,0,0,5.16,0.05,0,0,2.9,,
2862126,"Kyle Pitts",5500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,7.21,4.74,48.73,0.41,12.14,2.21,,0,0.00%,SUN,1123026,54917,11,2862126,12.09,9.72,48.73,0.41,0,0,48.73,0.41,0,5.57,22.73,,
3491690,"Teagan Quitoriano",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.04,0.02,0.26,0,0.05,0.02,,0,0.00%,SUN,1128538,63778,12,3491690,0.05,0.04,0.26,0,0,0,0.26,0,0,0,0.1,,
36842,"Zane Gonzalez",,K,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0,0,0,0,8.1,21,,0,0.00%,SUN,732774,33774,13,36842,8.1,8.1,0,0,0,0,0,0,7.14,3.39,14.3,,
18433,"New Orleans Saints",2500,DST,NOS,ATL,147585,,0,0,0,0,0,0,0,0,0,0,0,0,5.28,2.11,36.4,4.5,4.69%,SUN,350,8482,14,18433,5.28,5.28,0,0,0,0,0,0,0,0.85,11.14,5.94,
35493,"Jacoby Brissett",5600,QB,ARI,LAR,147586,,36.21,22.91,240.68,1.38,0.52,2.98,9.56,0.08,0,0,0,0,16.51,2.95,57.04,6.8,10.99%,SUN,607047,26395,15,35493,16.48,16.48,250.24,1.46,250.24,1.46,9.56,0.08,0,10.27,24.63,9.44,
2861839,"Michael Carter",5100,RB,ARI,LAR,147586,,0,0,0,0,0,11.33,44.77,0.32,2.56,1.83,13.44,0.07,9.99,1.96,30.88,4.96,6.44%,SUN,976329,162975,16,2861839,9.95,9.03,58.21,0.39,44.77,0.32,58.21,0.39,0,5.07,17.65,3.4,
4715680,"Emari Demercado",4600,RB,ARI,LAR,147586,,0,0,0,0,0,6,24.53,0.17,3.02,2.07,17.66,0.08,7.76,1.69,6.64,0.08,0.13%,SUN,1116817,92713,17,4715680,7.74,6.7,42.19,0.25,24.53,0.17,42.19,0.25,0,3.53,15.33,0.3,
8268732,"Corey Kiner",4000,RB,ARI,LAR,147586,,0,0,0,0,0,1.95,7.59,0.05,0.1,0.07,0.54,0,1.17,0.29,2.12,0.07,0.07%,SUN,1286050,169851,18,8268732,1.16,1.12,8.13,0.05,7.59,0.05,8.13,0.05,0,0,3.22,0,
328944,"Trent Sherfield",3000,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0.66,0.38,4.16,0.03,0.97,0.32,,0,0,SUN,835861,40523,19,328944,0.97,0.78,4.16,0.03,0,0,4.16,0.03,0,0,1.94,,42
4687487,"Michael Wilson",6600,WR,ARI,LAR,147586,,0,0,0,0,0,0.02,0.09,0,10.5,6.49,77.14,0.43,17.48,2.65,27.04,5.72,6.60%,SUN,1123529,42545,20,4687487,17.44,14.19,77.23,0.43,0.09,0,77.23,0.43,0,10.07,29.7,7.24,
4687678,"Jalen Brooks",3000,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,2.44,1.28,15.92,0.1,3.47,1.16,0.82,0.08,0.04%,SUN,1223301,171671,21,4687678,3.46,2.82,15.92,0.1,0,0,15.92,0.1,0,0.01,9.45,0,
6227657,"Xavier Weaver",3100,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,3.62,2.06,21.42,0.15,5.09,1.64,9.56,1.02,0.75%,SUN,1180538,128333,22,6227657,5.08,4.05,21.42,0.15,0,0,21.42,0.15,0,1.23,11.53,0.06,
1001771,"Steven Sims",3000,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0.44,0.27,2.37,0.02,0.63,0.21,,0.02,0.01%,SUN,877596,68246,23,1001771,0.63,0.49,2.37,0.02,0,0,2.37,0.02,0,0,1.26,,
1844275,"Josiah Deguara",2500,TE,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0.05,0.04,0.33,0,0.07,0.03,,0,0.00%,SUN,866149,45301,24,1844275,0.07,0.05,0.33,0,0,0,0.33,0,0,0,0.14,,
3492164,"Trey McBride",7500,TE,ARI,LAR,147586,,0,0,0,0,0,0,0,0,10.95,7.66,80.17,0.44,19.13,2.55,58.66,33.2,28.49%,SUN,1108161,41195,25,3492164,19.05,15.22,80.17,0.44,0,0,80.17,0.44,0,11.1,31.79,35.06,
4687953,"Elijah Higgins",2500,TE,ARI,LAR,147586,,0,0,0,0,0,0,0,0,1.86,1.5,13.22,0.06,3.17,1.27,17.08,1.56,0.62%,SUN,1161853,132184,26,4687953,3.15,2.4,13.22,0.06,0,0,13.22,0.06,0,0,8.23,1.5,
4688002,"Chad Ryland",,K,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0,0,0,0,7.97,21,,0,0.00%,SUN,n/a,48407,27,4688002,7.97,7.97,0,0,0,0,0,0,7.09,3.07,14.1,,
18442,"Los Angeles Rams",3600,DST,LAR,ARI,147586,,0,0,0,0,0,0,0,0,0,0,0,0,6.83,1.9,,0,0.00%,SUN,343,8491,28,18442,6.83,6.83,0,0,0,0,0,0,0,2.42,12.43,,
328097,"Lamar Jackson",6600,QB,BAL,PIT,147583,Q,25.73,16.83,200.11,1.39,0.52,4.96,23.06,0.22,0,0,0,0,16.81,2.55,,0,0,SNF,877745,62084,29,328097,16.77,16.77,223.17,1.61,223.17,1.61,23.06,0.22,0,10.25,25,,42
35530,"Derrick Henry",7700,RB,BAL,PIT,147583,,0,0,0,0,0,20.18,92.83,0.76,1.11,0.85,6.7,0.03,17.22,2.24,,0,0.00%,SNF,732145,26360,30,35530,17.14,16.71,99.53,0.79,92.83,0.76,99.53,0.79,0,8.78,27.29,,
4744211,"Keaton Mitchell",4700,RB,BAL,PIT,147583,,0,0,0,0,0,4.66,22.67,0.09,2.11,1.51,13.51,0.07,6.08,1.29,,0,0.00%,SNF,1222789,140482,31,4744211,6.06,5.3,36.18,0.16,22.67,0.09,36.18,0.16,0,2.43,13.01,,
6227728,"Rasheen Ali",4200,RB,BAL,PIT,147583,,0,0,0,0,0,0.82,3.37,0.02,2.78,1.82,15.25,0.07,4.21,1,,0,0.00%,SNF,1229133,148325,32,6227728,4.2,3.29,18.62,0.09,3.37,0.02,18.62,0.09,0,0.7,10.15,,
16563,"DeAndre Hopkins",3000,WR,BAL,PIT,147583,,0,0,0,0,0,0,0,0,1.82,1.1,14.55,0.15,3.45,1.15,,0,0.00%,SNF,560241,3873,33,16563,3.44,2.89,14.55,0.15,0,0,14.55,0.15,0,0,9.49,,
2861521,"Rashod Bateman",3200,WR,BAL,PIT,147583,,0,0,0,0,0,0,0,0,2.12,1.29,17.4,0.11,3.69,1.15,,0,0.00%,SNF,1108208,44328,34,2861521,3.69,3.04,17.4,0.11,0,0,17.4,0.11,0,0,10.15,,
4687538,"Zay Flowers",6200,WR,BAL,PIT,147583,,0,0,0,0,0,0.53,2.87,0.02,7.06,4.68,61.55,0.39,13.98,2.25,,0,0.00%,SNF,1177053,136555,35,4687538,13.95,11.61,64.42,0.41,2.87,0.02,64.42,0.41,0,6.92,24.74,,
