PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,SDK,SFD,REFID,OWNERSHIP
898444,"Jesper Jensen Aabo",,D,DEN,GER,,898444,1,,,0.0353,0.1103,0.8137,0,0,0,0,0,0,0,0.1456,0,2.08,0,7.74,0,,898444,0,1.47,,,,,1,4.42,6.27,55,39
4905072,"Oscar Fisker Molgaard",,C,DEN,GER,,1447488,3,,,0.1214,0.1464,1.2272,0,0,0,0,0,0,0,0.2678,0,3.64,0,10.08,0,,4905072,1.098,3.09,32.7,,,260562,1,5.03,7.06,56,39
1166530,"Matias Lassen",,D,DEN,GER,,1166530,4,,,0.0056,0.0175,0.1294,0,0,0,0,0,0,0,0.0231,0,0.33,0,5.72,0,,1166530,0,0.23,,,,,1,4.21,5.95,57,39
737286,"Markus Lauridsen",,D,DEN,GER,,737286,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,737286,0,0,,,,,1,1.15,1.15,58,39
1166535,"Nick Olesen",,W,DEN,GER,,1166535,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166535,0,0,,,,,1,1.15,1.15,59,39
34617,"Oliver Bjorkstrand",,W,DEN,GER,,743268,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,34617,0,0,,,,30201,1,1.15,1.15,60,39
591992,"Oliver Lauridsen",,D,DEN,GER,,591992,3,,,0.0285,0.0892,0.6581,0,0,0,0,0,0,0,0.1177,0,1.68,0,7.3,0,,591992,0,1.19,,,,,1,4.39,6.24,61,39
1447489,"Anders Koch",,D,DEN,GER,,1447489,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1447489,0,0,,,,,1,1.15,1.15,62,39
676092,"Patrick Russell",,W,DEN,GER,,915358,4,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,676092,0,0,,,,,1,1.15,1.15,63,39
600131,"Nicklas Jensen",,W,DEN,GER,,600131,2,,,0.0966,0.1117,0.8994,0,0,0,0,0,0,0,0.2083,0,2.74,0,9.06,0,,600131,0,1.93,,,,,1,4.94,6.99,64,39
972431,"Alexander True",,C,DEN,GER,,1078266,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,972431,0,0,,,,82529,1,1.15,1.15,65,39
1166537,"Morten Poulsen",,W,DEN,GER,,1166537,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166537,0,0,,,,,1,1.15,1.15,66,39
1385603,"Christian Wejse",,W,DEN,GER,,1385603,4,,,0.064,0.074,0.5956,0,0,0,0,0,0,0,0.138,0,1.81,0,7.22,0,,1385603,0,1.28,,,,,1,4.23,5.97,67,39
1077686,"Mathias Bau",,W,DEN,GER,,1077686,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1077686,0,0,,,,,1,1.15,1.15,68,39
1280148,"Jonas Rondbjerg",,W,DEN,GER,,1057173,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1280148,0,0,11.2,,,91948,1,1.15,1.15,69,39
1057210,"Malte Setkov",,D,DEN,GER,,1057210,2,,,0.0475,0.1487,1.0968,0,0,0,0,0,0,0,0.1962,0,2.81,0,8.57,0,,1057210,0,1.98,,,,,1,4.5,6.33,70,39
1166533,"Nicholas B. Jensen",,D,DEN,GER,,1166533,2,,,0.0285,0.0892,0.6581,0,0,0,0,0,0,0,0.1177,0,1.68,0,7.3,0,,1166533,0,1.19,,,,,1,4.39,6.24,71,39
1166536,"Frederik Storm",,W,DEN,GER,,1166536,4,,,0.064,0.074,0.5956,0,0,0,0,0,0,0,0.138,0,1.81,0,7.22,0,,1166536,0,1.28,,,,,1,4.23,5.97,72,39
1172454,"Frederik Dichow",,G,DEN,GER,,1172454,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1172454,0,0,,,,,1,0.58,0,73,39
1374309,"Mikkel Aagaard",,C,DEN,GER,,1374309,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1374309,0,0,,,,,1,1.15,1.15,74,39
1286327,"Mads Sogaard",,G,DEN,GER,,1172229,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1286327,0,0,,,,92006,1,0.58,0,75,39
16928,"Frederik Andersen",,G,DEN,GER,,556379,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,16928,0,0,,,,30976,1,0.58,0,76,39
34544,"Esa Lindell",4100,D,FIN,SVK,,680652,1,,,0.0431,0.1573,1.0026,0,0,0,0,0,0,0,0.2004,0,2.67,0,8.43,0,,34544,0.917,2.35,19.8,,,30528,1,4.5,6.33,77,39,0.65
14130,"Mikael Granlund",6200,C,FIN,SVK,,550759,1,1,,0.1593,0.3378,1.6425,0,0,0,0,0,0.0478,0.1327,0.4971,0.1805,5.63,0,13.11,0,,14130,0.788,4.43,18.1,,,30288,1,5.84,8.44,78,39,0.91
37747,"Miro Heiskanen",5700,D,FIN,SVK,,1057101,1,1,,0.0998,0.4441,1.9659,0,0,0,0,0,0.0428,0.1761,0.5439,0.2189,6.22,0,14.67,0,,37747,0.716,4.81,22.5,,,82268,1,6.6,9.61,79,39,1.09
37746,"Roope Hintz",6700,C,FIN,SVK,,878170,1,1,,0.2794,0.3502,2.0861,0,0,0,0,0,0.0834,0.1327,0.6296,0.2161,7.53,0,16.95,0,,37746,0.869,5.71,15.2,,,37812,1,7.36,10.46,80,39,1.12
18978,"Mikko Rantanen",8000,W,FIN,SVK,,878041,1,1,,0.3098,0.4571,2.3051,0,0,0,0,0,0.0874,0.1553,0.7669,0.2427,8.78,0.55,18.94,0,,18978,0.675,6.45,17.5,,,30679,1,7.94,11.39,81,39,1.1
16700,"Rasmus Ristolainen",3700,D,FIN,SVK,,741411,2,,,0.0361,0.1337,1.2207,0,0,0,0,0,0,0,0.1698,0,2.83,0,8.65,0,,16700,1.61,2.78,16.7,,,31067,1,4.55,6.38,82,39,0.76
555945,"Niko Mikkola",3100,D,FIN,SVK,,878283,2,,,0.0341,0.1108,0.9265,0,0,0,0,0,0,0,0.1449,0,2.24,0,7.94,0,,555945,1.855,2.5,19,,,82506,1,4.45,6.3,83,39,0.72
35805,"Sebastian Aho",7200,C,FIN,SVK,,878154,2,1,,0.2819,0.378,2.1522,0,0,0,0,0,0.0857,0.1632,0.6599,0.2489,7.82,0,17.54,0,,35805,0.773,5.87,16.8,,,31384,1,7.59,10.87,84,39,1.09
35782,"Artturi Lehkonen",5500,W,FIN,SVK,,743064,2,2,,0.1902,0.1935,1.7185,0,0,0,0,0,0.0197,0.0311,0.3837,0.0508,5.28,0,12.73,0,,35782,0.739,4.03,16.2,,,31453,1,5.82,8.14,85,39,0.96
17427,"Teuvo Teravainen",3000,W,FIN,SVK,,659863,2,2,,0.1237,0.2413,1.2356,0,0,0,0,0,0.0202,0.0545,0.365,0.0747,4.16,0,11.01,0,,17427,0.39,3.18,13.5,,,30644,1,5.35,7.64,86,39,1.39
16719,"Olli Maatta",2600,D,FIN,SVK,,659868,3,,,0.0132,0.0899,0.4481,0,0,0,0,0,0,0,0.1031,0,1.23,0,6.81,0,,16719,0.465,1.12,10.9,,,30432,1,4.36,6.22,87,39,0.47
2296000,"Anton Lundell",4500,C,FIN,SVK,,1248081,3,,,0.1522,0.1881,1.6962,0,0,0,0,0,0,0,0.3403,0,4.89,0,11.73,0,,2296000,1.093,3.91,14.7,,,158644,1,5.34,7.46,88,39,1.09
1283126,"Eetu Luostarinen",3400,W,FIN,SVK,,1057150,3,,,0.1083,0.1785,1.1902,0,0,0,0,0,0,0,0.2868,0,3.63,0,10.26,0,,1283126,1.829,3.47,13.9,,,91962,1,5.18,7.33,89,39,1.07
1144519,"Kaapo Kakko",3500,W,FIN,SVK,,1166551,3,,,0.1115,0.1497,1.1748,0,0,0,0,0,0,0,0.2612,0,3.49,0,9.86,0,,1144519,0.72,2.8,10.8,,,88355,1,4.98,7.02,90,39,1
555781,"Henri Jokiharju",2500,D,FIN,SVK,,1057138,4,,,0.0172,0.078,0.5551,0,0,0,0,0,0,0,0.0952,0,1.37,0,6.78,0,,555781,0.658,1.3,14,,,82822,1,4.23,5.97,91,39,0.55
194540,"Eeli Tolvanen",3900,W,FIN,SVK,,1057139,4,2,,0.1295,0.1348,1.2398,0,0,0,0,0,0.0254,0.0379,0.2643,0.0633,3.67,0,10.11,0,,194540,2.007,3.59,13.1,,,39768,1,5.03,7.06,92,39,0.94
1166546,"Mikko Lehtonen",2500,D,FIN,SVK,,1166546,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166546,0,0,,,,,1,1.15,1.15,93,39,0
18700,"Joel Armia",2500,W,FIN,SVK,,600113,4,2,,0.0978,0.1167,1.1192,0,0,0,0,0,0.0178,0.0284,0.2145,0.0462,3.12,0,9.49,0,,18700,0.898,2.64,14.5,,,30591,1,4.98,7.02,94,39,1.25
17275,"Erik Haula",2800,C,FIN,SVK,,732005,4,,,0.0906,0.1073,1.0234,0,0,0,0,0,0,0,0.1979,0,2.86,0,9.23,0,,17275,1.037,2.51,13.1,,,30583,1,4.98,7.02,95,39,1.02
1283920,"Joel Kiviranta",2500,W,FIN,SVK,,1166552,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1283920,0.136,0.07,12.7,,,92104,1,1.15,1.15,96,39,0
4784123,"Nikolas Matinpalo",2800,D,FIN,SVK,,1447084,3,,,0.0081,0.0358,0.3149,0,0,0,0,0,0,0,0.0439,0,0.72,0,6.11,0,,4784123,0.4,0.71,11.9,,,265876,1,4.21,5.95,97,39,0.26
34482,"Juuse Saros",8000,G,FIN,SVK,,744805,,,C,0,0,0,0,0.3817,24.3292,2.9205,0.061,0,0,0,0,10.79,1.92,21.75,0,,34482,0,8.13,,,,29995,1,8.56,10.74,98,39,1.35
922135,"Kevin Lankinen",8000,G,FIN,SVK,,1117047,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,922135,0,0,,,,81323,1,0.58,0,99,39,0
7005309,"Oliver Kapanen",3700,C,FIN,SVK,,1321692,5,,,0.0198,0.0162,0.1802,0,0,0,0,0,0,0,0.036,0,0.52,0,5.91,0,,7005309,0.067,0.4,12.2,,,165003,1,4.21,5.95,100,39,0.14
1447333,"Jules Boscq",,D,FRA,SUI,,1447333,1,,,0.0334,0.1215,1.0066,0,0,0,0,0,0,0,0.1549,0,2.41,0,8.17,8.33,,1447333,0,1.69,,,,,1,4.5,6.33,101,
917153,"Alexandre Texier",,W,FRA,SUI,,1057153,1,1,,0.2244,0.3598,2.6121,0,0,0,0,0,0.0484,0.0968,0.5842,0.1452,8.07,0.82,17.03,20.67,,917153,1.436,6.19,156.1,,,87772,1,7,9.89,102,
1136940,"Charles Bertrand",,W,FRA,SUI,,1136940,1,1,,0.1239,0.1666,1.507,0,0,0,0,0,0,0,0.2905,0,4.21,0,10.94,0,,1136940,0,2.92,,,,,1,5.26,7.39,103,39
1166439,"Hugo Gallet",,D,FRA,SUI,,1166439,1,1,,0.0418,0.1523,1.2619,0,0,0,0,0,0,0,0.1941,0,3.04,0,8.86,15.67,,1166439,0,2.12,,,,,1,4.55,6.38,104,
1447332,"Justin Addamo",,W,FRA,SUI,,1447332,2,2,,0.0935,0.1257,1.1374,0,0,0,0,0,0,0,0.2192,0,3.15,0,9.52,1,,1447332,0,2.2,,,,,1,4.98,7.02,105,
1510681,"Enzo Cantagallo",,D,FRA,SUI,,1510681,2,,,0.0193,0.0703,0.5829,0,0,0,0,0,0,0,0.0896,0,1.39,0,6.8,0,,1510681,0,0.98,,,,,1,4.23,5.97,106,39
1166450,"Florian Chakiachvili",,D,FRA,SUI,,1166450,2,2,,0.0296,0.1078,0.8929,0,0,0,0,0,0,0,0.1374,0,2.14,0,7.84,0,,1166450,0,1.5,,,,,1,4.45,6.3,107,39
1635448,"Floran Douay",,W,FRA,SUI,,1635448,2,,,0.0694,0.0933,0.8435,0,0,0,0,0,0,0,0.1627,0,2.33,0,8.03,2.33,,1635448,0,1.63,,,,,1,4.45,6.3,108,
1166454,"Sacha Treille",,W,FRA,SUI,,1166454,2,1,,0.1141,0.1534,1.3877,0,0,0,0,0,0,0,0.2675,0,3.87,0,10.31,1,,1166454,0,2.69,,,,,1,5.03,7.06,109,
1385671,"Enzo Guebey",,D,FRA,SUI,,1385671,3,,,0.0297,0.1083,0.8973,0,0,0,0,0,0,0,0.138,0,2.15,0,7.85,3.33,,1385671,0,1.51,,,,,1,4.45,6.3,110,
1166452,"Jordann Perret",,W,FRA,SUI,,1166452,3,2,,0.1019,0.1371,1.24,0,0,0,0,0,0,0,0.239,0,3.45,0,9.89,2,,1166452,0,2.4,,,,,1,5.03,7.06,111,
1385675,"Dylan Fabre",,C,FRA,SUI,,1385675,3,,,0.0845,0.1136,1.0273,0,0,0,0,0,0,0,0.1981,0,2.84,0,9.21,0.33,,1385675,0,1.99,,,,,1,4.98,7.02,112,
1166447,"Pierre Crinon",,D,FRA,SUI,,1166447,3,,,0.0297,0.1083,0.8973,0,0,0,0,0,0,0,0.138,0,2.15,0,7.85,1,,1166447,0,1.51,,,,,1,4.45,6.3,113,
1166453,"Thomas Thiry",,D,FRA,SUI,,1166453,4,,,0.0166,0.0604,0.5008,0,0,0,0,0,0,0,0.077,0,1.2,0,6.61,0.67,,1166453,0,0.84,,,,,1,4.23,5.97,114,
1385673,"Louis Boudon",,C,FRA,SUI,,1385673,4,,,0.0838,0.1127,1.0189,0,0,0,0,0,0,0,0.1965,0,2.82,0,9.19,4,,1385673,0,1.97,,,,,1,4.98,7.02,115,
1166457,"Anthony Rech",,W,FRA,SUI,,1166457,4,2,,0.0895,0.1203,1.0885,0,0,0,0,0,0,0,0.2098,0,3.02,0,9.39,0.33,,1166457,0,2.11,,,,,1,4.98,7.02,116,
1453290,"Antoine Keller",,G,FRA,SUI,,1453290,,,B,0,0,0,0,0.0952,36,4.8702,0.0045,0,0,0,0,13.3,1.28,28.15,21,,1453290,0,7.56,,,,,1,11.6,13.77,117,
