PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
37794,"Jarrett Allen",,,CLE,NYK,156896,956574,-,27,15.69,8.82,2.16,0,1.71,0.8,0.86,17.85,24.51,26.67,1.66,10.98,9.49,6.06,0,4.72,3.56,9.49,6.06,32.78,32.78,33.11,25.58,40.8,11.59,11.59,6.72,25.63,29.94,33.11,36.06,41.05,43.09,51.48,6.93%,131,127,THURS,38286,2,37794,
37875,"Donovan Mitchell",,,CLE,NYK,156896,879707,-,33,30.75,3.92,5.42,4.17,2.84,1.28,0.22,36.17,34.67,40.09,1.5,9.34,12.34,5.77,11.22,8.08,6.71,23.56,9.94,45.24,45.24,47.6,37.83,58.43,18.67,18.67,15.63,37.66,43.21,47.6,51.99,58.46,61,73.02,17.65%,131,127,THURS,38278,3,37875,
1115224,"Darius Garland",,,CLE,NYK,156896,1134262,-,31,20.12,3.38,5.72,2.82,2.39,0.95,0.2,25.84,23.5,29.22,1.15,9.1,9.39,4.07,7.59,4,3.51,16.98,6.89,33.82,33.82,35.61,27.15,45.17,3.22,3.22,5.51,27,31.89,35.61,39.33,45.39,47.71,59.12,1.23%,131,127,THURS,86449,5,1115224,
1115296,"De'Andre Hunter",,,CLE,NYK,156896,942857,,26,12.51,3.55,1.23,1.73,1.02,0.6,0.15,13.74,16.06,17.29,0.75,4.78,4.84,2.15,4.66,3.54,3.01,9.5,3.88,19.85,19.85,20.66,14.54,27.57,0.22,0.22,0.75,14.39,17.64,20.66,23.21,27.62,29.25,37.61,0.09%,131,127,THURS,70224,6,1115296,
1144092,"Dean Wade",,,CLE,NYK,156896,880677,,24,5.28,4.84,1.7,1.37,0.25,0.73,0.45,6.98,10.12,11.82,1.18,6.54,0.89,0.36,3.94,0.66,0.46,4.83,1.73,16.93,16.93,16.81,11.43,23.04,0.42,0.42,1.15,11.28,14.51,16.81,19.11,23.03,24.87,32.47,0.43%,131,127,THURS,72850,7,1144092,
2439420,"Sam Merrill",,,CLE,NYK,156896,953106,,28,11.08,2.81,2.33,3.17,0.75,0.55,0.31,13.41,13.89,16.22,0.86,5.14,1.07,0.45,8.02,0.74,0.68,9.09,3.62,19.78,19.78,21.02,14.09,28.78,2.74,2.74,13.86,14.09,18.17,21.02,24.02,28.87,30.72,40.19,9.88%,131,127,THURS,72801,9,2439420,
4934240,"Craig Porter",,,CLE,NYK,156896,1236197,,18,5.42,3.25,2.89,0.45,0.97,1.03,0.47,8.31,8.67,11.56,1.5,6.14,3.2,1.7,1.11,0.99,0.67,4.31,2.15,17.19,17.19,16.56,11.35,22.2,2.84,2.84,4.97,11.34,14.29,16.56,18.83,22.46,23.82,30.63,3.34%,131,127,THURS,180209,13,4934240,
6412819,"Jaylon Tyson",,,CLE,NYK,156896,1342747,,25,10.34,4.48,2.42,1.51,1.3,0.62,0.32,12.76,14.82,17.24,0.94,6.9,4.39,1.96,4.39,2.42,1.9,8.78,3.47,20.87,20.87,21.58,15.3,28.83,0.16,0.16,0.06,15.08,18.8,21.58,24.36,28.77,30.63,38.29,0.08%,131,127,THURS,180082,14,6412819,
7796671,"Nae'Qwan Tomlin",,,CLE,NYK,156896,1403628,,11,2.72,2.67,0.71,0.21,0.12,0.36,0.25,3.43,5.39,6.1,0.61,3.38,1.66,0.76,0.88,0.81,0.56,2.54,0.97,8.7,8.7,8.39,4.96,12.33,0,0,0,4.76,6.8,8.39,9.75,12.24,13.38,17.69,0.16%,131,127,THURS,245036,15,7796671,
8998236,"Tyrese Proctor",,,CLE,NYK,156896,1403594,,6,1.87,0.86,0.34,0.28,0.21,0.18,0.09,2.21,2.73,3.07,0.27,1.2,0.86,0.37,0.81,0.36,0.27,1.67,0.65,4.01,4.01,4.03,1.37,7.46,0,0,0,1.26,2.77,4.03,5.54,7.56,8.82,13.1,0.04%,131,127,THURS,245535,17,8998236,
37884,"Thomas Bryant",,,CLE,NYK,156896,896601,,11,3.53,3.63,0.46,0.38,0.53,0.19,0.32,3.99,7.16,7.62,0.51,4.09,1.65,0.86,1.16,0.79,0.67,2.81,1.24,9.58,9.58,9.7,5.94,14.19,0,0,0.01,5.87,7.9,9.7,11.28,13.99,15.11,20.53,0.33%,131,127,THURS,38313,18,37884,
13895,"Anthony Davis",,,DAL,GSW,156898,603096,,33.5,26.42,13.65,2.67,0.94,2.44,1.46,1.99,29.09,40.07,42.74,3.45,16.32,15.93,8.47,3.25,8.64,6.65,19.18,9.41,54.72,54.72,54.72,44.96,65.01,10.74,10.74,41,44.91,50.59,54.72,58.85,65.56,68.14,78.72,20.50%,140,150,THURS,12369,23,13895,
18947,"D'Angelo Russell",,,DAL,GSW,156898,844038,,16,6.19,1.71,2.36,1.01,1.15,0.69,0.03,8.55,7.9,10.26,0.72,4.07,2.56,1.1,2.93,1.22,0.97,5.49,2.11,12.79,12.79,13.24,7.91,19.19,0,0,2.29,7.89,10.95,13.24,15.53,19.35,20.62,28.52,0.31%,140,150,THURS,12060,26,18947,
1115204,"Daniel Gafford",,,DAL,GSW,156898,1061647,,17,6.16,4.57,0.87,0,1.08,0.61,1.13,7.03,10.73,11.6,1.74,5.44,3.69,2.4,0,1.9,1.36,3.69,2.4,17.09,17.09,16.12,11.1,21.96,0.14,0.14,2.8,11.08,13.85,16.12,18.39,22.17,23.42,29.72,0.35%,140,150,THURS,71699,27,1115204,
1203483,"Caleb Martin",,,DAL,GSW,156898,842969,,18,2.6,2.31,1.31,0.31,0.4,0.62,0.23,3.91,4.91,6.22,0.85,3.62,1.63,0.6,1.02,0.65,0.47,2.65,0.91,9.49,9.49,9.11,5.15,14.34,0,0,0.09,4.97,7.18,9.11,11.04,14.08,15.46,20.98,0.04%,140,150,THURS,73187,29,1203483,
2484012,"Naji Marshall",,,DAL,GSW,156898,1060704,,33.5,14.67,4.89,2.65,1.22,1.8,1.36,0.15,17.32,19.56,22.21,1.51,7.54,7.57,4.14,3.92,3.39,2.73,11.49,5.36,27.24,27.24,27.51,20.23,35.37,1.11,1.11,16.12,20.12,24.45,27.51,30.82,35.66,37.7,46.87,3.63%,140,150,THURS,70165,30,2484012,
3267960,"Brandon Williams",,,DAL,GSW,156898,1134688,,24.5,9.66,2.58,4.57,0.68,1.71,1.02,0.41,14.23,12.24,16.81,1.43,7.15,5.68,2.44,2.64,3.43,2.76,8.32,3.12,22.19,22.19,22.1,15.71,29.16,1.17,1.17,17.06,15.57,19.09,22.1,24.86,29.38,31.14,39.18,5.56%,140,150,THURS,87233,31,3267960,
3587932,"Jaden Hardy",,,DAL,GSW,156898,1357748,,24.5,10.89,2.53,1.1,1.81,1.55,0.11,0.1,11.99,13.42,14.52,0.21,3.63,4.98,2.03,4.76,1.84,1.41,9.74,3.84,14.66,14.66,16.25,10.15,23.37,0,0,13.64,10.16,13.46,16.25,19.04,23.61,25.14,33.77,4.11%,140,150,THURS,194859,32,3587932,
8985575,"Cooper Flagg",,,DAL,GSW,156898,1519128,,36,21.23,8.53,3.13,1.33,2.72,1.16,0.66,24.36,29.76,32.89,1.82,11.66,14.82,6.72,3.85,4.86,3.82,18.67,8.05,38.9,38.9,39.81,31.2,49.65,1.66,1.66,21.79,30.88,35.98,39.81,43.64,49.76,52.31,61.25,8.49%,140,150,THURS,458047,35,8985575,
9095566,"Miles Kelly",,,DAL,GSW,156898,1324019,,2,0.75,0.25,0.18,0.12,0.11,0.08,0.02,0.93,1,1.18,0.1,0.43,0.37,0.16,0.35,0.07,0.06,0.72,0.28,1.51,1.51,1.54,0.51,3.08,0,0,0,0,0,1.54,2.46,4.31,4.31,8.62,0.04%,140,150,THURS,179596,36,9095566,
9147605,"Ryan Nembhard",,,DAL,GSW,156898,1323621,,27,9.86,2.5,5.67,1.06,1.73,1.18,0.03,15.53,12.36,18.03,1.21,8.17,5.83,2.5,3.05,2.12,1.68,8.88,3.56,23.27,23.27,23.64,16.93,31.12,2.42,2.42,18.5,16.85,20.87,23.64,26.66,31.18,33.2,42.25,6.03%,140,150,THURS,179441,37,9147605,
10613000,"Moussa Cisse",,,DAL,GSW,156898,1231606,,8,1.71,3.61,0.2,0,0.37,0.21,0.53,1.91,5.32,5.52,0.74,3.81,0.95,0.56,0,1.41,0.59,0.95,0.56,8.19,8.19,7.82,4.33,11.91,0,0,0,4.17,6,7.82,9.12,11.73,12.77,17.46,0.30%,140,150,THURS,148674,40,10613000,
13301,"Jonas Valanciunas",,,DEN,MIN,156900,599780,,13.5,9.05,4.06,1.08,0.17,1.13,0.28,0.4,10.13,13.11,14.19,0.68,5.14,5.85,3.39,0.66,2.19,1.76,6.51,3.56,16.45,16.45,16.63,11.41,22.28,0.94,0.94,6.18,11.25,14.18,16.63,18.83,22.25,23.72,30.08,0.53%,145,146,THURS,12323,41,13301,
16879,"Tim Hardaway Jr.",,,DEN,MIN,156900,551771,,25.5,10.87,2.22,1.24,2.16,0.38,0.65,0.03,12.11,13.09,14.33,0.68,3.46,3.22,1.37,5.78,1.91,1.64,9,3.53,17.05,17.05,17.76,11.44,25.13,0.75,0.75,4.32,11.42,14.72,17.76,20.8,25.12,27.15,35.52,0.44%,145,146,THURS,12479,42,16879,
31812,"Nikola Jokic",,,DEN,MIN,156900,830650,,34.5,28.55,11.3,9.91,2.12,3.06,1.28,0.65,38.46,39.85,49.76,1.93,21.21,13.75,7.92,5.21,7.78,6.35,18.96,10.04,59.71,59.71,62.83,51.83,74.41,2.6,2.6,17.23,51.5,58.15,62.83,67.27,74.41,77.37,89.69,3.39%,145,146,THURS,12576,44,31812,
35211,"Jamal Murray",,,DEN,MIN,156900,891352,,34.5,24.44,3.61,6.19,2.88,2.05,1.02,0.28,30.63,28.05,34.24,1.3,9.8,11.92,5.87,6.92,4.64,4.07,18.84,8.75,39.91,39.91,41.4,32.01,51.84,1.91,1.91,12.1,32.02,37.36,41.4,45.44,52,54.53,66.14,1.09%,145,146,THURS,28062,45,35211,
408913,"Bruce Brown",,,DEN,MIN,156900,941834,,25,8.12,4.44,2.19,0.57,0.78,1.03,0.32,10.31,12.56,14.75,1.35,6.63,5.11,2.43,1.79,1.9,1.55,6.9,3,20,20,19.56,13.89,26.06,0.54,0.54,4.31,13.87,16.84,19.56,22.04,26,27.73,35.41,0.25%,145,146,THURS,75331,46,408913,
1115625,"Cameron Johnson",,,DEN,MIN,156900,843005,,34,13.48,4.72,2.7,2.24,0.84,0.63,0.34,16.18,18.2,20.9,0.97,7.42,4.55,2.15,5.57,2.91,2.45,10.12,4.39,25.26,25.26,26.1,18.84,34.09,5.51,5.51,18.28,18.82,23.09,26.1,29.61,34.38,36.64,46.18,8.50%,145,146,THURS,70669,47,1115625,
2439457,"Zeke Nnaji",,,DEN,MIN,156900,1193676,,5,1.02,0.62,0.25,0.07,0.12,0.11,0.1,1.27,1.64,1.89,0.21,0.87,0.58,0.28,0.25,0.38,0.25,0.83,0.35,2.65,2.65,2.57,0.38,5.45,0,0,0,0,1.43,2.57,3.71,5.71,6.28,10.28,0.20%,145,146,THURS,92620,48,2439457,
3588036,"Peyton Watson",,,DEN,MIN,156900,1326502,,28,12.61,4.45,1.26,1.2,1.2,1.33,0.56,13.87,17.06,18.32,1.89,5.71,6.74,3.34,3.39,3.42,2.33,10.13,4.54,24.31,24.31,23.86,17.2,31.16,1.16,1.16,6.37,17.15,20.88,23.86,26.59,31.07,33.3,42.25,0.33%,145,146,THURS,180124,49,3588036,
4878294,"Jalen Pickett",,,DEN,MIN,156900,1136567,,14,4.49,2.03,1.83,0.94,0.61,0.22,0.04,6.32,6.52,8.35,0.26,3.86,1.74,0.73,2.44,0.25,0.21,4.18,1.67,9.84,9.84,10.46,5.83,16.34,0,0,0.16,6.01,8.37,10.46,12.81,16.47,18.04,25.11,0.26%,145,146,THURS,87084,51,4878294,
4878295,"Julian Strawther",,,DEN,MIN,156900,1241584,,2,0.79,0.24,0.1,0.13,0.06,0.01,0.02,0.89,1.03,1.13,0.03,0.34,0.34,0.13,0.42,0.17,0.13,0.76,0.26,1.26,1.26,1.34,0.25,2.65,0,0,0,0,0,1.34,2.01,4.69,4.69,9.38,0.04%,145,146,THURS,149531,52,4878295,
4878296,"Hunter Tyson",,,DEN,MIN,156900,1132015,,1,0.44,0.27,0.05,0.08,0.01,0.02,0,0.49,0.71,0.76,0.02,0.32,0.18,0.06,0.28,0.1,0.09,0.46,0.14,0.89,0.89,0.93,0.21,1.84,0,0,0,0.4,0.66,0.93,1.2,1.59,1.69,1.77,0.04%,145,146,THURS,89546,53,4878296,
6863241,"Spencer Jones",,,DEN,MIN,156900,1176586,,23,7.5,3.02,1.4,1.14,0.73,0.47,0.36,8.9,10.52,11.92,0.83,4.42,3.43,1.5,3.31,1.48,1.1,6.74,2.64,14.98,14.98,15.24,9.78,21.45,0.16,0.16,1.44,9.74,12.74,15.24,17.74,21.49,22.98,30.98,0.27%,145,146,THURS,89746,55,6863241,
1079,"Stephen Curry",,,GSW,DAL,156898,338365,,33.5,29.03,4.29,3.82,5.41,4.22,0.93,0.66,32.85,33.32,37.14,1.59,8.11,8.57,3.92,13.58,5.38,4.96,22.15,9.33,40.46,40.46,44.06,32.07,57.58,0,0,0,30.84,30.84,30.84,30.84,30.84,30.84,30.84,0%,150,140,THURS,12231,61,1079,
13327,"Jimmy Butler",,,GSW,DAL,156898,458730,,33.5,22.73,6.61,4.86,0.93,1.85,1.35,0.15,27.59,29.34,34.2,1.5,11.47,10.76,5.49,2.43,10.64,8.97,13.19,6.42,40.6,40.6,41.01,27.42,56.74,0,0,0,28.71,28.71,28.71,28.71,28.71,28.71,28.71,0%,150,140,THURS,12346,62,13327,
13976,"Draymond Green",,,GSW,DAL,156898,468895,,29,9.54,6.61,4.42,1.37,2.42,1.41,1.22,13.96,16.15,20.57,2.63,11.03,4.77,2.03,4.22,2.07,1.38,8.99,3.4,29.57,29.57,29.35,20.51,39.42,0,0,0,20.55,20.55,20.55,20.55,20.55,20.55,20.55,0%,150,140,THURS,12401,63,13976,
35206,"Buddy Hield",,,GSW,DAL,156898,697086,,4,1.49,0.67,0.31,0.34,0.21,0.17,0.04,1.8,2.16,2.47,0.21,0.98,0.44,0.19,0.93,0.11,0.1,1.37,0.53,3.18,3.18,3.29,1.72,5.23,0,0,0,2.3,2.3,2.3,2.3,2.3,2.3,2.3,0%,150,140,THURS,27988,64,35206,
3005536,"Moses Moody",,,GSW,DAL,156898,1231366,,23,9.03,3.36,1.26,1.59,0.97,0.67,0.4,10.29,12.39,13.65,1.07,4.62,3.25,1.4,4.29,1.8,1.46,7.54,2.99,17.19,17.19,17.57,9.1,28.07,0,0,0,12.3,12.3,12.3,12.3,12.3,12.3,12.3,0%,150,140,THURS,149270,65,3005536,
3007111,"Jonathan Kuminga",,,GSW,DAL,156898,1271708,,4,2.18,1.07,0.43,0.18,0.33,0.03,0.08,2.61,3.25,3.68,0.11,1.5,1.25,0.57,0.54,0.71,0.51,1.79,0.75,4.11,4.11,4.4,2.78,6.3,0,0,0,3.08,3.08,3.08,3.08,3.08,3.08,3.08,0%,150,140,THURS,165213,66,3007111,
3588138,"Gui Santos",,,GSW,DAL,156898,1391940,,6,2.57,1.09,0.51,0.42,0.5,0.11,0.04,3.08,3.66,4.17,0.15,1.6,0.94,0.44,1.26,0.62,0.45,2.2,0.86,4.59,4.59,4.96,2.58,7.9,0,0,0,3.47,3.47,3.47,3.47,3.47,3.47,3.47,0%,150,140,THURS,195274,67,3588138,
4878333,"Trayce Jackson-Davis",,,GSW,DAL,156898,1187569,,12,4.26,3.2,1.24,0,0.41,0.54,0.36,5.5,7.46,8.7,0.9,4.44,2.78,1.79,0,1.2,0.68,2.78,1.79,12.25,12.25,11.82,6.33,18.6,0,0,0,8.27,8.27,8.27,8.27,8.27,8.27,8.27,0%,150,140,THURS,91712,68,4878333,
4878334,"Brandin Podziemski",,,GSW,DAL,156898,1324108,,26,11.64,4.72,3.02,1.8,1.62,1.22,0.07,14.66,16.36,19.38,1.29,7.74,5.57,2.51,4.76,1.69,1.21,10.33,4.31,24.08,24.08,24.82,16.49,34.43,0,0,0,17.37,17.37,17.37,17.37,17.37,17.37,17.37,0%,150,140,THURS,179628,69,4878334,
