PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,SDK,SFD,REFID
1385675,"Dylan Fabre",,C,FRA,CAN,,1385675,2,,,0.0416,0.0547,1.0315,0,0,0,0,0,0,0,0.0963,0,2.19,0,7.76,0,,1385675,0,1.5,,,,,1,4.35,6.06,112
1166447,"Pierre Crinon",,D,FRA,CAN,,1166447,4,,,0.004,0.0141,0.2428,0,0,0,0,0,0,0,0.0181,0,0.47,0,5.86,0,,1166447,0,0.32,,,,,1,4.21,5.95,113
1166453,"Thomas Thiry",,D,FRA,CAN,,1166453,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166453,0,0,,,,,1,1.15,1.15,114
1385673,"Louis Boudon",,C,FRA,CAN,,1385673,1,,,0.0416,0.0547,1.0315,0,0,0,0,0,0,0,0.0963,0,2.19,0,7.76,0,,1385673,0,1.5,,,,,1,4.35,6.06,115
1166457,"Anthony Rech",,W,FRA,CAN,,1166457,3,2,,0.0381,0.05,0.9425,0,0,0,0,0,0,0,0.0881,0,2,0,7.5,0,,1166457,0,1.37,,,,,1,4.3,6.03,116
1453290,"Antoine Keller",,G,FRA,CAN,,1453290,,,B,0,0,0,0,0.4634,37.109,6.8372,0.0001,0,0,0,0,9.33,-2.81,24.33,0,,1453290,0,4.53,,,,,1,11.72,14.18,117
593704,"Stephane Da Costa",,C,FRA,CAN,,593704,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,593704,0,0,,,,,1,1.15,1.15,118
1447334,"Julian Junca",,G,FRA,CAN,,1447334,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1447334,0,0,,,,,1,0.58,0,119
1635446,"Martin Neckar",,G,FRA,CAN,,1635446,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1635446,0,0,,,,,1,0.58,0,120
916470,"Yohann Auvitu",,D,FRA,CAN,,916470,3,,,0.0087,0.031,0.5352,0,0,0,0,0,0,0,0.0397,0,1.03,0,6.44,0,,916470,0,0.71,,,,,1,4.23,5.97,121
1510685,"Aurelien Dair",,C,FRA,CAN,,1510685,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1510685,0,0,,,,,1,1.15,1.15,122
1166444,"Nicolas Ritz",,C,FRA,CAN,,1166444,3,,,0.0341,0.0448,0.8444,0,0,0,0,0,0,0,0.0789,0,1.79,0,7.29,0,,1166444,0,1.23,,,,,1,4.3,6.03,123
18469,"Pierre-Edouard Bellemare",,C,FRA,CAN,,829696,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,18469,0,0,,,,29826,1,1.15,1.15,124
1385677,"Kevin Bozon",,W,FRA,CAN,,1385677,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1385677,0,0,,,,,1,1.15,1.15,125
2296121,"Lukas Reichel",,C,GER,TBD,,1207613,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,2296121,0,0,,,,158662,1,1.15,1.15,126
1166562,"Fabio Wagner",,D,GER,TBD,,1166562,1,,,0.0375,0.1174,0.8661,0,0,0,0,0,0,0,0.1549,0,2.21,0,7.91,0,,1166562,0,1.56,,,,,1,4.45,6.3,127
1283476,"Moritz Seider",,D,GER,TBD,,1166563,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1283476,0,0,,,,92082,1,1.15,1.15,128
555780,"Dominik Kahun",,W,GER,TBD,,1096972,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,555780,0,0,,,,,1,1.15,1.15,129
31846,"Leon Draisaitl",,C,GER,TBD,,831068,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,31846,0,0,,,,30849,1,1.15,1.15,130
2298912,"JJ Peterka",,W,GER,TBD,,1207612,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,2298912,0,0,,,,158555,1,1.15,1.15,131
2295912,"Tim Stuetzle",,C,GER,TBD,,1207614,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,2295912,0,0,,,,158609,1,1.15,1.15,132
10240575,"Wojciech Stachowiak",,W,GER,TBD,,1447405,2,,,0.0977,0.113,0.9096,0,0,0,0,0,0,0,0.2107,0,2.77,0,9.09,0,,10240575,0,1.95,,,,658740,1,4.94,6.99,133
1096961,"Jonas Muller",,D,GER,TBD,,1096961,2,,,0.0296,0.0927,0.6836,0,0,0,0,0,0,0,0.1223,0,1.74,0,7.36,0,,1096961,0,1.23,,,,,1,4.39,6.24,134
1510783,"Lukas Kalble",,D,GER,TBD,,1510783,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1510783,0,0,,,,,1,1.15,1.15,135
1057753,"Leon Gawanke",,D,GER,TBD,,1057753,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1057753,0,0,,,,,1,1.15,1.15,136
1447406,"Parker Tuomie",,W,GER,TBD,,1447406,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1447406,0,0,,,,,1,1.15,1.15,137
10239700,"Josh Samanski",,C,GER,TBD,,1262730,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,10239700,0,0,,,,658733,1,1.15,1.15,138
878356,"Frederik Tiffels",,W,GER,TBD,,878356,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,878356,0,0,,,,,1,1.15,1.15,139
2075138,"Nico Sturm",,C,GER,TBD,,1163937,4,,,0.1017,0.1353,0.9754,0,0,0,0,0,0,0,0.237,0,3.02,0,9.34,0,,2075138,1.321,2.79,20,,,87741,1,4.94,6.99,140
18640,"Tobias Rieder",,W,GER,TBD,,610628,4,,,0.0613,0.0708,0.5704,0,0,0,0,0,0,0,0.1321,0,1.73,0,7.14,0,,18640,0,1.22,,,,,1,4.23,5.97,141
1364046,"Korbinian Geibel",,D,GER,TBD,,1364046,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1364046,0,0,,,,,1,1.15,1.15,142
1385524,"Alexander Ehl",,W,GER,TBD,,1385524,4,,,0.066,0.0763,0.6147,0,0,0,0,0,0,0,0.1423,0,1.87,0,7.28,0,,1385524,0,1.32,,,,,1,4.23,5.97,143
1121640,"Justin Schutz",,W,GER,TBD,,1121640,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1121640,0,0,,,,,1,1.15,1.15,144
789618,"Mathias Niederberger",,G,GER,TBD,,789618,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,789618,0,0,,,,,1,0.58,0,145
1447404,"Maximilian Franzreb",,G,GER,TBD,,1447404,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1447404,0,0,,,,,1,0.58,0,146
1385992,"Kai Wissmann",,D,GER,TBD,,1385992,2,,,0.03,0.0939,0.6924,0,0,0,0,0,0,0,0.1239,0,1.77,0,7.39,0,,1385992,0,1.25,,,,,1,4.39,6.24,147
1166565,"Marc Michaelis",,W,GER,TBD,,1166565,3,,,0.0814,0.0941,0.7579,0,0,0,0,0,0,0,0.1755,0,2.31,0,8.59,0,,1166565,0,1.62,,,,,1,4.91,6.96,148
1096964,"Moritz Muller",,D,GER,TBD,,1096964,4,,,0.0068,0.0214,0.1578,0,0,0,0,0,0,0,0.0282,0,0.4,0,5.79,0,,1096964,0,0.28,,,,,1,4.21,5.95,149
17059,"Philipp Grubauer",,G,GER,TBD,,555124,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,17059,0,0,,,,30350,1,0.58,0,150
736309,"Thomas Larkin",2900,D,ITA,TBD,,736309,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,736309,0,0,,,,,1,1.15,1.15,151,0
1418395,"Cristiano DiGiacinto",3600,W,ITA,TBD,,1418395,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1418395,0,0,,,,,1,1.15,1.15,152,0
595856,"Dustin Gazley",4200,W,ITA,TBD,,595856,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,595856,0,0,,,,,1,1.15,1.15,153,0
1166678,"Alex Trivellato",2800,D,ITA,TBD,,1166678,1,,,0.0266,0.0832,0.6138,0,0,0,0,0,0,0,0.1098,0,1.56,0,7.18,0,,1166678,0,1.11,,,,,1,4.39,6.24,154,0.56
878287,"Matthew Bradley",3500,C,ITA,TBD,,878287,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,878287,0,0,,,,,1,1.15,1.15,155,0
1636177,"Mikael Frycklund",3000,C,ITA,TBD,,1636177,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1636177,0,0,,,,,1,1.15,1.15,156,0
1636178,"Alessandro Segafredo",2800,W,ITA,TBD,,1636178,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1636178,0,0,,,,,1,1.15,1.15,157,0
1285372,"Phil Pietroniro",2700,D,ITA,TBD,,1285372,2,,,0.0266,0.0832,0.6138,0,0,0,0,0,0,0,0.1098,0,1.56,0,7.18,0,,1285372,0,1.11,,,,,1,4.39,6.24,158,0.58
1166679,"Luca Zanatta",3200,D,ITA,TBD,,1166679,2,,,0.0266,0.0832,0.6138,0,0,0,0,0,0,0,0.1098,0,1.56,0,7.18,0,,1166679,0,1.11,,,,,1,4.39,6.24,159,0.49
915724,"Alex Petan",3400,C,ITA,TBD,,915724,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,915724,0,0,,,,,1,1.15,1.15,160,0
1636174,"Gregory Di Tomaso",3500,D,ITA,TBD,,1636174,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1636174,0,0,,,,,1,1.15,1.15,161,0
1635099,"Tommy Purdeller",4600,W,ITA,TBD,,1635099,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1635099,0,0,,,,,1,1.15,1.15,162,0
1285490,"Luca Frigo",2900,W,ITA,TBD,,1285490,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1285490,0,0,,,,,1,1.15,1.15,163,0
1285368,"Daniel Glira",2500,D,ITA,TBD,,1285368,3,,,0.0238,0.0744,0.5487,0,0,0,0,0,0,0,0.0982,0,1.4,0,6.81,0,,1285368,0,0.99,,,,,1,4.23,5.97,164,0.56
1385945,"Daniel Mantenuto",2600,C,ITA,TBD,,1385945,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1385945,0,0,,,,,1,1.15,1.15,165,0
1636175,"Jason Seed",2500,D,ITA,TBD,,1636175,4,,,0.0238,0.0744,0.5487,0,0,0,0,0,0,0,0.0982,0,1.4,0,6.81,0,,1636175,0,0.99,,,,,1,4.23,5.97,166,0.56
1636176,"Tommaso De Luca",2500,C,ITA,TBD,,1636176,2,,,0.0892,0.1031,0.8304,0,0,0,0,0,0,0,0.1923,0,2.53,0,8.81,0,,1636176,0,1.78,,,,,1,4.91,6.96,167,1.01
1636179,"Marco Zanetti",2700,W,ITA,TBD,,1636179,1,,,0.1151,0.1331,1.0713,0,0,0,0,0,0,0,0.2482,0,3.27,0,9.64,0,,1636179,0,2.29,,,,,1,4.98,7.02,168,1.21
1166690,"Diego Kostner",2500,W,ITA,TBD,,1166690,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166690,0,0,,,,,1,1.15,1.15,169,0
1385947,"Dylan Di Perna",2500,D,ITA,TBD,,1385947,4,,,0.0238,0.0744,0.5487,0,0,0,0,0,0,0,0.0982,0,1.4,0,6.81,0,,1385947,0,0.99,,,,,1,4.23,5.97,170,0.56
915728,"Nick Saracino",3300,W,ITA,TBD,,915728,2,,,0.077,0.089,0.7166,0,0,0,0,0,0,0,0.166,0,2.18,0,7.84,0,,915728,0,1.53,,,,,1,4.42,6.27,171,0.66
1166695,"Gianluca Vallini",7000,G,ITA,TBD,,1166695,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1166695,0,0,,,,,1,0.58,0,172,0
1166687,"Giovanni Morini",2600,W,ITA,TBD,,1166687,4,,,0.0724,0.0837,0.6742,0,0,0,0,0,0,0,0.1561,0,2.05,0,7.67,0,,1166687,0,1.44,,,,,1,4.39,6.24,173,0.79
1285378,"Damian Clara",7000,G,ITA,TBD,,1285378,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1285378,0,0,,,,,1,0.58,0,174,0
1285489,"Davide Fadani",7000,G,ITA,TBD,,1285489,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1285489,0,0,,,,,1,0.58,0,175,0
16699,"Zemgus Girgensons",,W,LAT,TBD,,659858,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,16699,0,0,,,,30275,1,1.15,1.15,176
5273642,"Sandis Vilmanis",,W,LAT,TBD,,1395120,1,,,0.162,0.2062,1.4454,0,0,0,0,0,0,0,0.3682,0,4.65,0,12.19,0,,5273642,1.904,4.19,37.9,,,231612,1,5.89,8.35,177
1345115,"Eduards Tralmaks",,W,LAT,TBD,,1345115,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1345115,0,0,,,,,1,1.15,1.15,178
5273644,"Uvis Balinskis",,D,LAT,TBD,,906398,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,5273644,0,0,,,,263498,1,1.15,1.15,179
97295,"Rudolfs Balcers",,W,LAT,TBD,,878308,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,97295,0,0,,,,39342,1,1.15,1.15,180
35769,"Teddy Blueger",,C,LAT,TBD,,660801,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,35769,0,0,,,,32497,1,1.15,1.15,181
1091873,"Rihards Bukarts",,W,LAT,TBD,,1091873,3,,,0.1146,0.1325,1.0664,0,0,0,0,0,0,0,0.2471,0,3.26,0,9.63,0,,1091873,0,2.28,,,,,1,4.98,7.02,182
1166708,"Janis Jaks",,D,LAT,TBD,,1166708,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166708,0,0,,,,,1,1.15,1.15,183
386972,"Kaspars Daugavins",,W,LAT,TBD,,386972,2,,,0.0842,0.0973,0.7832,0,0,0,0,0,0,0,0.1815,0,2.38,0,8.66,0,,386972,0,1.68,,,,,1,4.91,6.96,184
1395075,"Dans Locmelis",,C,LAT,TBD,,1395075,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1395075,0,0,,,,,1,1.15,1.15,185
1238977,"Renars Krastenbergs",,W,LAT,TBD,,1238977,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1238977,0,0,,,,,1,1.15,1.15,186
1136899,"Roberts Mamcics",,D,LAT,TBD,,1136899,3,,,0.0251,0.0785,0.5794,0,0,0,0,0,0,0,0.1036,0,1.48,0,6.89,0,,1136899,0,1.04,,,,,1,4.23,5.97,187
1634825,"Alberts Smits",,D,LAT,TBD,,1634825,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1634825,0,0,,,,,1,1.15,1.15,188
1403693,"Anri Ravinskis",,W,LAT,TBD,,1403693,4,,,0.0673,0.0778,0.6265,0,0,0,0,0,0,0,0.1451,0,1.9,0,7.31,0,,1403693,0,1.34,,,,,1,4.23,5.97,189
878189,"Martins Dzierkals",,W,LAT,TBD,,878189,4,,,0.0673,0.0778,0.6265,0,0,0,0,0,0,0,0.1451,0,1.9,0,7.31,0,,878189,0,1.34,,,,,1,4.23,5.97,190
1072015,"Oskars Batna",,C,LAT,TBD,,1072015,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1072015,0,0,,,,,1,1.15,1.15,191
812950,"Ralfs Freibergs",,D,LAT,TBD,,812950,4,,,0.0068,0.0214,0.1576,0,0,0,0,0,0,0,0.0282,0,0.4,0,5.79,0,,812950,0,0.28,,,,,1,4.21,5.95,192
1345197,"Haralds Egle",,W,LAT,TBD,,1345197,5,,,0.017,0.0197,0.1583,0,0,0,0,0,0,0,0.0367,0,0.48,0,5.87,0,,1345197,0,0.34,,,,,1,4.21,5.95,193
744931,"Kristers Gudlevskis",,G,LAT,TBD,,744931,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,744931,0,0,,,,,1,0.58,0,194
1279401,"Rodrigo Abols",,C,LAT,TBD,,920579,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1279401,0,0,10.3,,,92052,1,1.15,1.15,195
1279875,"Arturs Silovs",,G,LAT,TBD,,1159794,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1279875,0,0,,,,91905,1,0.58,0,196
1139856,"Kristians Rubins",,D,LAT,TBD,,1139856,1,,,0.0347,0.1085,0.8001,0,0,0,0,0,0,0,0.1432,0,2.04,0,7.7,0,,1139856,0,1.44,,,,,1,4.42,6.27,197
880868,"Elvis Merzlikins",,G,LAT,TBD,,831382,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,880868,0,0,,,,87660,1,0.58,0,198
906205,"Roberts Bukarts",,W,LAT,TBD,,906205,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,906205,0,0,,,,,1,1.15,1.15,199
905843,"Oskars Cibulskis",,D,LAT,TBD,,905843,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,905843,0,0,,,,,1,1.15,1.15,200
907606,"Kristaps Roberts Zile",,D,LAT,TBD,,907606,2,,,0.0307,0.0961,0.709,0,0,0,0,0,0,0,0.1268,0,1.81,0,7.43,0,,907606,0,1.28,,,,,1,4.39,6.24,201
1385719,"Andrea Glauser",,D,SUI,CZE,,1385719,1,,,0.0357,0.1261,0.8589,0,0,0,0,0,0,0,0.1618,0,2.23,0,7.93,0,,1385719,0,1.58,,,,,1,4.45,6.3,202
37639,"Nico Hischier",,C,SUI,CZE,,1057099,1,1,,0.3618,0.5302,2.9065,0,0,0,0,0,0.1035,0.1646,0.892,0.2681,10.81,1.64,22.14,0,,37639,0.898,7.78,38.6,,,37901,1,8.85,12.71,203
920580,"Calvin Thurkauf",,C,SUI,CZE,,920580,3,,,0.1134,0.1481,1.1005,0,0,0,0,0,0,0,0.2615,0,3.38,0,9.75,0,,920580,0,2.37,,,,,1,4.98,7.02,204
18784,"Kevin Fiala",,W,SUI,CZE,,831076,3,1,,3.0619,5.1184,28.1697,0,0,0,0,0,0.1001,0.2557,8.1803,0.3558,102.23,86.84,121.25,0,,18784,7.274,70.83,20.9,,,29972,1,14.86,21.29,205
14362,"Roman Josi",,D,SUI,CZE,,547488,1,1,,0.1687,0.5714,2.7403,0,0,0,0,0,0.0894,0.2939,0.7401,0.3833,8.96,1.13,18.64,0,,14362,0.791,6.63,39.7,,,29957,1,7.56,10.92,206
,1,,D,SUI,CZE,,872725,2,2,,0.0337,0.1191,0.8109,0,0,0,0,0,0,0,0.1528,0,2.1,,,0,,,,,,,,,,,,207,"Dean Kukan"
415039,"Philipp Kurashev",,W,SUI,CZE,,1121590,3,2,,0.1596,0.3105,1.5164,0,0,0,0,0,0.0231,0.0531,0.4701,0.0762,5.28,0,12.76,0,,415039,0.809,4.16,28.9,,,75487,1,5.84,8.44,208
2579014,"Pius Suter",,W,SUI,CZE,,1078254,3,,,0.194,0.2335,1.6342,0,0,0,0,0,0,0,0.4275,0,5.38,0,12.92,0,,2579014,0.908,4.19,33.2,,,83293,1,5.89,8.35,209
18983,"Timo Meier",,W,SUI,CZE,,878040,1,1,,0.3868,0.4251,3.7176,0,0,0,0,0,0.1011,0.1363,0.8119,0.2374,12.12,3.32,22.99,0,,18983,2.1,8.91,37.4,,,30999,1,8.49,11.92,210
35820,"Jonas Siegenthaler",,D,SUI,CZE,,878178,2,,,0.0313,0.2044,0.9581,0,0,0,0,0,0,0,0.2357,0,2.74,0,8.9,0,,35820,1.507,2.72,32.8,,,30881,1,4.81,6.94,211
17276,"Nino Niederreiter",,W,SUI,CZE,,550755,2,2,,0.2205,0.2368,1.8595,0,0,0,0,0,0.0343,0.0535,0.4573,0.0878,6.01,0,14.27,0,,17276,1.744,5.05,27.7,,,30295,1,6.45,9.09,212
4200013,"J.J. Moser",,D,SUI,CZE,,1167037,3,,,0.0555,0.2303,1.0278,0,0,0,0,0,0,0,0.2858,0,3.23,0,9.44,0,,4200013,0.823,2.69,37.2,,,165063,1,4.85,6.97,213
1120751,"Michael Fora",,D,SUI,CZE,,1120751,4,,,0.0167,0.059,0.4016,0,0,0,0,0,0,0,0.0757,0,1.04,0,6.43,0,,1120751,0,0.74,,,,,1,4.21,5.95,214
35814,"Denis Malgin",,W,SUI,CZE,,878243,2,1,,0.1406,0.1835,1.364,0,0,0,0,0,0,0,0.3241,0,4.21,0,10.84,0,,35814,0,2.94,,,,31486,1,5.18,7.33,215
742112,"Sven Andrighetto",,W,SUI,CZE,,742112,2,2,,0.1246,0.1626,1.2087,0,0,0,0,0,0,0,0.2872,0,3.72,0,10.35,0,,742112,0,2.61,,,,,1,5.18,7.33,216
920439,"Damien Riat",,W,SUI,CZE,,920439,4,2,,0.0805,0.1051,0.7814,0,0,0,0,0,0,0,0.1856,0,2.39,0,8.67,0,,920439,0,1.68,,,,,1,4.91,6.96,217
681518,"Christoph Bertschy",,C,SUI,CZE,,681518,1,2,,0.1033,0.1349,1.0026,0,0,0,0,0,0,0,0.2382,0,3.07,0,9.44,0,,681518,0,2.16,,,,,1,4.98,7.02,218
870183,"Christian Marti",,D,SUI,CZE,,870183,3,,,0.0167,0.059,0.4016,0,0,0,0,0,0,0,0.0757,0,1.04,0,6.43,0,,870183,0,0.74,,,,,1,4.21,5.95,219
1510905,"Ken Jager",,C,SUI,CZE,,1510905,4,,,0.0782,0.1021,0.7588,0,0,0,0,0,0,0,0.1803,0,2.32,0,7.98,0,,1510905,0,1.64,,,,,1,4.42,6.27,220
1207664,"Sandro Schmid",,C,SUI,CZE,,1207664,4,,,0.0217,0.0283,0.2105,0,0,0,0,0,0,0,0.05,0,0.64,0,6.03,0,,1207664,0,0.45,,,,,1,4.21,5.95,221
732732,"Reto Berra",,G,SUI,CZE,,732732,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,732732,0,0,,,,,1,0.58,0,222
1207586,"Simon Knak",,W,SUI,CZE,,1207586,5,,,0.019,0.0249,0.1848,0,0,0,0,0,0,0,0.0439,0,0.56,0,5.95,0,,1207586,0,0.4,,,,,1,4.21,5.95,223
1097648,"Leonardo Genoni",,G,SUI,CZE,,1097648,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1097648,0,0,,,,,1,0.58,0,224
414519,"Akira Schmid",,G,SUI,CZE,,1121606,,,B,0,0,0,0,0.4545,23.3338,2.5977,0.0832,0,0,0,0,11.43,3.77,20.89,0,,414519,0,8.93,,,,75421,1,7.39,9.58,225
415068,"Tim Berni",,D,SUI,CZE,,1121629,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,415068,0.344,0.17,,,,75494,1,1.15,1.15,226
4200359,"Juraj Slafkovsky",5900,W,SVK,TBD,,1264222,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,4200359,0,0,,,,204713,1,1.15,1.15,227,0
4721423,"Simon Nemec",3400,D,SVK,TBD,,1264202,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,4721423,0,0,,,,204716,1,1.15,1.15,228,0
414966,"Martin Fehervary",4000,D,SVK,TBD,,1121502,1,,,0.0688,0.253,1.1974,0,0,0,0,0,0,0,0.3218,0,3.73,0,10.27,0,,414966,2.219,3.73,37.7,,,75410,1,5.11,7.38,229,0.93
555980,"Adam Ruzicka",3100,C,SVK,TBD,,1057219,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,555980,0,0,,,,83368,1,1.15,1.15,230,0
14239,"Tomas Tatar",3700,W,SVK,TBD,,522267,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,14239,0,0,,,,30813,1,1.15,1.15,231,0
610858,"Martin Gernat",2600,D,SVK,TBD,,610858,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,610858,0,0,,,,,1,1.15,1.15,232,0
1058191,"Libor Hudacek",2600,W,SVK,TBD,,1058191,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1058191,0,0,,,,,1,1.15,1.15,233,0
1137267,"Adam Liska",2700,W,SVK,TBD,,1137267,4,,,0.0867,0.1002,0.8064,0,0,0,0,0,0,0,0.1869,0,2.45,0,8.73,0,,1137267,0,1.73,,,,,1,4.91,6.96,234,0.91
4900970,"Dalibor Dvorsky",3800,C,SVK,TBD,,1364159,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,4900970,0,0,,,,260559,1,1.15,1.15,235,0
35941,"Erik Cernak",3800,D,SVK,TBD,,878164,2,,,0.0373,0.2098,0.9909,0,0,0,0,0,0,0,0.2471,0,2.92,0,9.08,0,,35941,2.278,3.19,31.3,,,40248,1,4.81,6.94,236,0.77
612967,"Peter Ceresnak",2700,D,SVK,TBD,,612967,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,612967,0,0,,,,,1,1.15,1.15,237,0
4579470,"Milos Kelemen",2900,W,SVK,TBD,,1156057,2,,,0.1047,0.1024,1.1713,0,0,0,0,0,0,0,0.2071,0,3.18,0,9.55,0,,4579470,1.313,2.87,,,,247071,1,4.98,7.02,238,1.1
415196,"Martin Pospisil",4200,C,SVK,TBD,,1121575,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,415196,0,0,,,,75454,1,1.15,1.15,239,0
5277877,"Pavol Regenda",4800,W,SVK,TBD,,1372633,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,5277877,0,0,,,,246353,1,1.15,1.15,240,0
,1,2500,D,SVK,TBD,,554493,3,,,0.0269,0.0841,0.6207,0,0,0,0,0,0,0,0.111,0,1.58,,,0,,,,,,,,,,,,241,"Martin Marincin",0.63
1207574,"Oliver Okuliar",3200,W,SVK,TBD,,1207574,3,,,0.0698,0.0807,0.6498,0,0,0,0,0,0,0,0.1505,0,1.98,0,7.6,0,,1207574,0,1.39,,,,,1,4.39,6.24,242,0.62
969180,"Matus Sukel",2700,C,SVK,TBD,,969180,4,,,0.0698,0.0807,0.6498,0,0,0,0,0,0,0,0.1505,0,1.98,0,7.6,0,,969180,0,1.39,,,,,1,4.39,6.24,243,0.73
1139837,"Michal Ivan",2500,D,SVK,TBD,,1139837,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1139837,0,0,,,,,1,1.15,1.15,244,0
1372632,"Samuel Takac",2500,W,SVK,TBD,,1372632,4,,,0.0426,0.0493,0.3967,0,0,0,0,0,0,0,0.0919,0,1.2,0,6.59,0,,1372632,0,0.85,,,,,1,4.21,5.95,245,0.48
