PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
37814,"Luke Kennard",3300,PG/SG,ATL,NYK,157044,887661,-,14,4.34,1.26,1.19,0.93,0.43,0.49,0.01,5.53,5.6,6.79,0.5,2.45,1.14,0.55,2.13,0.49,0.44,3.27,1.48,8.71,8.71,8.95,2.71,0.04%,135,127,SAT,38279,2,37814,4.71,14.22,0,0,0.04,4.6,6.9,8.95,11,14.32,15.6,21.99,
409063,"Trae Young",9000,PG,ATL,NYK,157044,1060978,Q,32,22.19,2.01,8.37,2.63,2.7,0.99,0.35,30.56,24.2,32.57,1.34,10.38,8.87,3.75,7.82,7.95,6.8,16.69,6.38,38.48,38.48,40.39,4.49,1.37%,135,127,SAT,75299,3,409063,30.94,50.69,1.38,1.38,8.41,30.61,36.13,40.39,44.4,50.42,53.18,63.97,
1115445,"Nickeil Alexander-Walker",6700,SG/SF,ATL,NYK,157044,1067668,-,30,15.55,3.03,2.08,2.01,1.6,0.72,0.49,17.63,18.58,20.66,1.21,5.11,8.22,3.61,5.26,2.79,2.32,13.48,5.62,24.34,24.34,25.08,3.74,0.39%,135,127,SAT,69666,4,1115445,17.87,33.49,0.17,0.17,0.77,17.81,21.82,25.08,28.34,33.36,35.36,45.14,
2439277,"Onyeka Okongwu",7500,C,ATL,NYK,157044,1185367,,34,15.97,7.82,3.12,1.28,1.45,1.15,1.29,19.09,23.79,26.91,2.44,10.94,8.75,4.61,3.73,3.85,2.92,12.48,5.89,35.9,35.9,35.6,4.75,1.01%,135,127,SAT,91845,5,2439277,27.06,44.49,1.92,1.92,10.55,26.95,31.64,35.6,39.06,44.5,46.73,56.61,
2439347,"Vit Krejci",3600,SG/SF,ATL,NYK,157044,1257428,,21,7.9,1.99,0.92,1.89,0.65,0.6,0.17,8.82,9.89,10.81,0.77,2.91,1.61,0.82,4.23,0.78,0.57,5.84,2.71,13.33,13.33,13.93,3.87,0.20%,135,127,SAT,161284,6,2439347,8.2,20.57,0.32,0.32,0.59,7.96,11.19,13.93,16.42,20.4,22.14,29.35,
3005263,"Jalen Johnson",9700,PF,ATL,NYK,157044,1230356,,36,24.98,11.02,7.78,1.42,3.12,1.12,0.61,32.76,36,43.78,1.73,18.8,16.26,8.1,4.06,5.79,4.52,20.32,9.52,51.94,51.94,54.31,5.6,30.69%,135,127,SAT,165214,7,3005263,44.24,65.34,35.39,35.39,29.48,44.11,49.98,54.31,58.64,65.53,68.59,80.32,
3587993,"Dyson Daniels",7000,PG/SG,ATL,NYK,157044,1357745,,34,13.57,6.17,4.54,0.6,2.05,1.34,0.35,18.11,19.74,24.28,1.69,10.71,10.89,5.22,2.26,2.21,1.34,13.15,5.82,30.8,30.8,30.91,4.42,0.51%,135,127,SAT,195261,9,3587993,23.3,39.54,0.88,0.88,4.14,23.31,27.62,30.91,34.46,39.78,42.06,51.43,
4388493,"Keaton Wallace",3100,PG,ATL,NYK,157044,1063166,,2,0.81,0.28,0.22,0.13,0.1,0.07,0.02,1.03,1.09,1.31,0.09,0.5,0.32,0.14,0.38,0.17,0.14,0.7,0.27,1.65,1.65,1.69,0.55,0.37%,135,127,SAT,245561,10,4388493,0.55,3.41,0,0,0,0,0,1.69,2.7,4.73,6.08,10.14,
4878163,"Mouhamed Gueye",3200,PF/C,ATL,NYK,157044,1325101,,8,2.85,1.99,0.44,0.26,0.29,0.21,0.27,3.29,4.84,5.28,0.48,2.43,1.64,0.78,0.73,0.66,0.5,2.37,1.04,7.05,7.05,6.94,2.17,0.04%,135,127,SAT,90129,11,4878163,3.53,11.16,0,0,0,3.34,5.14,6.94,8.48,11.05,12.08,17.22,
6412725,"Zaccharie Risacher",4000,SF,ATL,NYK,157044,1432544,,21.5,7.93,3.19,1.41,1.1,0.51,0.74,0.47,9.34,11.12,12.53,1.21,4.6,3.97,1.83,3.22,1.39,0.97,7.19,2.93,16.99,16.99,16.75,4.19,0.34%,135,127,SAT,368366,13,6412725,11.02,23.14,0.43,0.43,1.44,10.92,14.08,16.75,19.18,23.06,24.76,32.29,
8985462,"Asa Newell",3400,PF/C,ATL,NYK,157044,1524332,,7.5,2.95,1.49,0.4,0.33,0.28,0.19,0.14,3.35,4.44,4.84,0.33,1.89,1.58,0.72,0.96,0.65,0.51,2.54,1.05,6.05,6.05,6.1,1.79,0.12%,135,127,SAT,457543,15,8985462,2.85,10.34,0,0,0,2.65,4.51,6.1,7.69,10.34,11.4,16.45,
409154,"Michael Porter Jr.",8500,SF,BKN,MIN,157041,1061724,,32.5,22.44,6.95,2.38,3.54,2.57,0.68,0.25,24.82,29.39,31.77,0.93,9.33,9.34,4.62,9.04,3.21,2.57,18.38,8.16,34.57,34.57,37.28,4.39,0.30%,126,146,SAT,75295,18,409154,28.16,47.48,1.06,1.06,0,27.96,33,37.28,41.06,47.61,50.13,59.95,
1115132,"Nic Claxton",6300,C,BKN,MIN,157041,1061682,,29,13.38,7.48,3.9,0.04,1.62,0.5,1.01,17.28,20.86,24.76,1.51,11.38,9.38,5.5,0.24,3.73,2.24,9.62,5.54,31.12,31.12,31.05,4.93,2.99%,126,146,SAT,71024,20,1115132,23.67,39.02,2.49,2.49,0,23.35,27.57,31.05,34.03,39,40.99,49.68,
1115590,"Terance Mann",4000,SG,BKN,MIN,157041,879504,,21,5.86,2.88,2.9,0.73,0.59,0.67,0.16,8.76,8.74,11.64,0.83,5.78,3.01,1.42,2.03,1.03,0.83,5.04,2.15,15.57,15.57,15.54,3.89,0.22%,126,146,SAT,74628,21,1115590,10.11,21.68,0.13,0.13,0,10.18,13.13,15.54,18.22,21.97,23.58,31.08,
3005094,"Day'Ron Sharpe",3600,C,BKN,MIN,157041,1243725,,18,7.02,5.71,1.68,0.16,1.62,0.95,0.6,8.7,12.73,14.41,1.55,7.39,4.51,2.56,0.59,2.14,1.42,5.1,2.72,19.42,19.42,19.07,5.3,4.52%,126,146,SAT,148967,22,3005094,13.41,25.16,2.77,2.77,0,13.3,16.81,19.07,21.58,25.59,26.87,34.38,
3005097,"Cam Thomas",6900,PG/SG,BKN,MIN,157041,1232020,,21,15.1,1.46,2.03,1.6,1.32,0.32,0.07,17.13,16.56,18.59,0.39,3.49,7.79,3.3,4.41,4.26,3.7,12.2,4.9,19.75,19.75,20.89,3.03,0.04%,126,146,SAT,149404,23,3005097,14.15,29.01,0,0,0,13.74,17.87,20.89,23.91,28.86,30.79,39.58,
3005396,"Ziaire Williams",3100,SG/SF,BKN,MIN,157041,1231313,,18,6.41,1.85,0.58,1.08,0.93,0.66,0.25,6.99,8.26,8.84,0.91,2.43,2.4,0.97,3.4,1.49,1.24,5.8,2.05,11.3,11.3,11.49,3.71,0.09%,126,146,SAT,149033,24,3005396,6.5,17.18,0.22,0.22,0,6.38,9.19,11.49,13.53,17.11,18.64,25.54,
