PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,OWNERSHIP
11613,"Matthew Stafford",,QB,LAR,CHI,158064,,34.25,22.2,269.79,2.06,0.65,1.15,2.13,0.03,0,0,0,0,19.73,19.72,19.72,271.92,2.09,271.92,2.09,2.13,0.03,0,12.17,29,5.94,46.32,11.04,31.21%,MAIN,n/a,6957,1,11613,
3492191,"Kyren Williams",,RB,LAR,CHI,158064,,0,0,0,0,0,13.63,64.14,0.58,2.89,2.08,16.29,0.16,14.8,14.75,13.71,80.43,0.74,64.14,0.58,80.43,0.74,0,7.8,24.69,6.84,35.18,19.04,44.03%,MAIN,n/a,119535,2,3492191,
6228231,"Blake Corum",,RB,LAR,CHI,158064,,0,0,0,0,0,8.94,43.15,0.38,0.89,0.58,4.4,0.05,7.96,7.92,7.63,47.55,0.43,43.15,0.38,47.55,0.43,0,3.76,16.93,1.84,18.68,6.69,20.85%,MAIN,n/a,139489,3,6228231,
3504123,"Ronnie Rivers",,RB,LAR,CHI,158064,,0,0,0,0,0,0.13,0.54,0.01,0.02,0.02,0.12,0,0.14,0.14,0.13,0.66,0.01,0.54,0.01,0.66,0.01,0,0,0.28,,,0.04,0.68%,MAIN,n/a,64709,4,3504123,
18106,"Davante Adams",,WR,LAR,CHI,158064,,0,0,0,0,0,0,0,0,8.8,5.4,69.33,0.46,15.44,15.4,12.7,69.33,0.46,0,0,69.33,0.46,0,7.97,26.57,9.26,32.84,16.06,41.68%,MAIN,n/a,926,5,18106,
4687933,"Puka Nacua",,WR,LAR,CHI,158064,,0,0,0,0,0,1.02,6.14,0.05,10.77,7.5,101.18,0.57,23.56,23.5,19.75,107.32,0.62,6.14,0.05,107.32,0.62,0,13.08,34.99,23.24,58.64,46.26,84.33%,MAIN,n/a,93290,6,4687933,
4716168,"Xavier Smith",,WR,LAR,CHI,158064,,0,0,0,0,0,0,0,0,0.71,0.51,7.33,0.04,1.48,1.48,1.22,7.33,0.04,0,0,7.33,0.04,0,0,2.96,0,2.28,0.26,0.77%,MAIN,n/a,131122,7,4716168,
6228229,"Jordan Whittington",,WR,LAR,CHI,158064,,0,0,0,0,0,0,0,0,0.36,0.26,3.09,0.02,0.69,0.69,0.56,3.09,0.02,0,0,3.09,0.02,0,0,1.38,,,0,0,MAIN,n/a,91547,8,6228229,41
8228750,"Konata Mumpfield",,WR,LAR,CHI,158064,,0,0,0,0,0,0,0,0,0.78,0.43,4.49,0.04,1.12,1.12,0.9,4.49,0.04,0,0,4.49,0.04,0,0,2.24,0,1.48,0.14,0.73%,MAIN,n/a,168149,9,8228750,
35670,"Tyler Higbee",,TE,LAR,CHI,158064,,0,0,0,0,0,0,0,0,3.24,2.17,22.23,0.26,5.95,5.93,4.84,22.23,0.26,0,0,22.23,0.26,0,1.36,15.21,5.8,24.22,8.36,11.97%,MAIN,n/a,10211,10,35670,
1849846,"Colby Parkinson",,TE,LAR,CHI,158064,,0,0,0,0,0,0,0,0,3.61,2.47,25.83,0.29,6.79,6.77,5.53,25.83,0.29,0,0,25.83,0.29,0,1.85,15.98,7.12,24.28,8.13,14.57%,MAIN,n/a,42579,11,1849846,
4687936,"Davis Allen",,TE,LAR,CHI,158064,,0,0,0,0,0,0,0,0,0.93,0.62,5.86,0.07,1.62,1.61,1.3,5.86,0.07,0,0,5.86,0.07,0,0,3.24,0.32,7.9,1.43,0.80%,MAIN,n/a,136894,12,4687936,
8223257,"Terrance Ferguson",,TE,LAR,CHI,158064,,0,0,0,0,0,0,0,0,1.24,0.64,9.91,0.1,2.23,2.22,1.9,9.91,0.1,0,0,9.91,0.1,0,0,4.46,0.26,5.54,0.83,0.74%,MAIN,n/a,170588,13,8223257,
6227784,"Harrison Mevis",,K,LAR,CHI,158064,,0,0,0,0,0,0,0,0,0,0,0,0,8.56,8.56,8.56,0,0,0,0,0,0,7.62,3.77,14.48,,,0,0.00%,MAIN,n/a,137052,14,6227784,
18419,"Chicago Bears",,DST,CHI,LAR,158064,,0,0,0,0,0,0,0,0,0,0,0,0,4.84,4.84,4.84,0,0,0,0,0,0,0,0.27,10.88,5.5,36.5,13.29,17.74%,MAIN,n/a,8468,15,18419,
