PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
982257,"Jarrett Stidham",4500,QB,DEN,NEP,158397,,32.82,19.77,206.37,1.34,0.98,5.38,22.14,0.13,0,0,0,0,15.78,3.51,48.26,23.83,16.83%,MAIN,865868,61644,1,982257,15.73,15.73,228.51,1.47,228.51,1.47,22.14,0.13,0,9.59,23.73,3.02,
4773040,"Jaleel McLaughlin",4400,RB,DEN,NEP,158397,,0,0,0,0,0,6.55,23.19,0.22,0.68,0.51,2.68,0.02,4.52,1.03,7.44,6.33,4.24%,MAIN,1271738,173596,2,4773040,4.5,4.24,25.87,0.24,23.19,0.22,25.87,0.24,0,1.66,12.43,0.62,
3491354,"Tyler Badie",4200,RB,DEN,NEP,158397,,0,0,0,0,0,0.22,0.76,0.01,2.36,1.51,10.76,0.06,3.07,0.73,3.04,2.47,1.75%,MAIN,1124338,50826,3,3491354,3.06,2.3,11.52,0.07,0.76,0.01,11.52,0.07,0,0,8.23,0.08,
8223044,"RJ Harvey",5900,RB,DEN,NEP,158397,,0,0,0,0,0,12.78,52.44,0.42,4.25,2.99,22.3,0.11,13.67,2.32,32.08,33.41,41.35%,MAIN,1172401,132462,4,8223044,13.58,12.08,74.74,0.53,52.44,0.42,74.74,0.53,0,7.15,23.03,4.2,
2874182,"Adam Prentice",,RB,DEN,NEP,158397,,0,0,0,0,0,0.11,0.41,0,0.34,0.21,1.53,0.01,0.46,21,0.06,0.3,0.80%,MAIN,885540,41100,5,2874182,0.46,0.35,1.94,0.01,0.41,0,1.94,0.01,0,0,0.92,0,
328827,"Courtland Sutton",5700,WR,DEN,NEP,158397,,0,0,0,0,0,0,0,0,7.89,4.59,54.67,0.37,12.47,2.19,28.22,23.22,29.81%,MAIN,838878,40663,6,328827,12.44,10.14,54.67,0.37,0,0,54.67,0.37,0,5.92,22.6,6.3,
4687701,"Marvin Mims",4200,WR,DEN,NEP,158397,,0,0,0,0,0,1.71,7.55,0.02,3.91,2.54,28.82,0.18,7.4,1.76,20.3,11.6,15.96%,MAIN,1213799,138890,7,4687701,7.37,6.1,36.37,0.2,7.55,0.02,36.37,0.2,0,2.83,15.27,2.5,
8223043,"Pat Bryant",4400,WR,DEN,NEP,158397,,0,0,0,0,0,0,0,0,5.46,3.3,37,0.26,8.65,1.97,25.56,16.97,19.85%,MAIN,1305866,170072,8,8223043,8.63,6.98,37,0.26,0,0,37,0.26,0,3.58,17.19,5.12,
982599,"Lil'Jordan Humphrey",3400,WR,DEN,NEP,158397,,0,0,0,0,0,0,0,0,1.8,1.11,12.48,0.08,2.83,0.83,5.16,2.02,1.69%,MAIN,920758,51064,9,982599,2.83,2.27,12.48,0.08,0,0,12.48,0.08,0,0,7.78,0.1,
2861841,"Elijah Moore",,WR,DEN,NEP,158397,,0,0,0,0,0,0,0,0,0.06,0.03,0.35,0,0.06,21,,0.11,0.60%,MAIN,1128783,61372,10,2861841,0.07,0.05,0.35,0,0,0,0.35,0,0,0,0.12,,
36968,"Evan Engram",3300,TE,DEN,NEP,158397,,0,0,0,0,0,0,0,0,3.71,2.45,22.69,0.14,5.55,1.68,16.74,11.04,12.05%,MAIN,749185,33338,11,36968,5.53,4.3,22.69,0.14,0,0,22.69,0.14,0,1.56,12.44,2.94,
1844770,"Adam Trautman",2500,TE,DEN,NEP,158397,,0,0,0,0,0,0,0,0,1.44,0.91,8.89,0.06,2.15,0.86,4.88,2.95,1.33%,MAIN,875444,50142,12,1844770,2.15,1.69,8.89,0.06,0,0,8.89,0.06,0,0,4.3,0.2,
4773039,"Nate Adkins",2500,TE,DEN,NEP,158397,,0,0,0,0,0,0,0,0,0.68,0.47,3.66,0.03,1.01,0.4,2.5,1.36,0.59%,MAIN,1132517,147718,13,4773039,1.01,0.77,3.66,0.03,0,0,3.66,0.03,0,0,2.02,0.02,
35411,"Wil Lutz",,K,DEN,NEP,158397,,0,0,0,0,0,0,0,0,0,0,0,0,6.82,21,,0,0.00%,MAIN,700299,26281,14,35411,6.82,6.82,0,0,0,0,0,0,6.12,2.17,13.04,,
18432,"New England Patriots",3500,DST,NEP,DEN,158397,,0,0,0,0,0,0,0,0,0,0,0,0,7.18,2.05,35.14,33.13,27.43%,MAIN,348,8481,15,18432,7.18,7.18,0,0,0,0,0,0,0,2.63,13.46,6,
11613,"Matthew Stafford",6300,QB,LAR,SEA,158398,,34.1,22.08,259.61,1.72,0.68,1.21,1.85,0.02,0,0,0,0,17.64,2.8,42.96,9.07,24.79%,MAIN,323205,6957,16,11613,17.63,17.63,261.46,1.74,261.46,1.74,1.85,0.02,0,10.67,25.79,4.8,
3492191,"Kyren Williams",6500,RB,LAR,SEA,158398,,0,0,0,0,0,15.16,59.08,0.42,2.89,2.1,15.73,0.13,13.04,2.01,28.76,39.21,39.32%,MAIN,1167361,119535,17,3492191,12.98,11.93,74.81,0.55,59.08,0.42,74.81,0.55,0,6.99,22.27,4.36,
6228231,"Blake Corum",5000,RB,LAR,SEA,158398,,0,0,0,0,0,8.45,33.78,0.23,0.88,0.58,4.21,0.04,5.98,1.2,7.92,10.58,9.09%,MAIN,1229540,139489,18,6228231,5.94,5.65,37.99,0.27,33.78,0.23,37.99,0.27,0,2.64,14.09,0.44,
3504123,"Ronnie Rivers",4000,RB,LAR,SEA,158398,,0,0,0,0,0,0.15,0.52,0,0.02,0.02,0.11,0,0.08,0.02,,0.41,0.46%,MAIN,976804,64709,19,3504123,0.08,0.07,0.63,0,0.52,0,0.63,0,0,0,0.16,,
18106,"Davante Adams",6000,WR,LAR,SEA,158398,,0,0,0,0,0,0,0,0,8.3,5.12,63.32,0.37,13.93,2.32,35.5,35.69,35.24%,MAIN,611417,926,20,18106,13.9,11.34,63.32,0.37,0,0,63.32,0.37,0,7.41,24.32,8.24,
4687933,"Puka Nacua",9000,WR,LAR,SEA,158398,,0,0,0,0,0,1.07,5.33,0.04,10.15,7.11,92.34,0.45,21.23,2.36,55.32,68.18,68.14%,MAIN,1162128,93290,21,4687933,21.18,17.62,97.67,0.49,5.33,0.04,97.67,0.49,0,11.7,32.25,21.3,
4716168,"Xavier Smith",3000,WR,LAR,SEA,158398,,0,0,0,0,0,0,0,0,0.67,0.49,6.7,0.03,1.34,0.45,1.92,1.22,0.93%,MAIN,1137635,131122,22,4716168,1.34,1.09,6.7,0.03,0,0,6.7,0.03,0,0,2.68,0.02,
6228229,"Jordan Whittington",3100,WR,LAR,SEA,158398,,0,0,0,0,0,0,0,0,0.94,0.68,7.82,0.04,1.7,0.55,2.12,1.45,0.97%,MAIN,1163273,91547,23,6228229,1.69,1.35,7.82,0.04,0,0,7.82,0.04,0,0,3.4,0.02,
8228750,"Konata Mumpfield",3200,WR,LAR,SEA,158398,,0,0,0,0,0,0,0,0,1.27,0.7,7.08,0.06,1.76,0.55,2.44,1.56,1.17%,MAIN,1289332,168149,24,8228750,1.76,1.41,7.08,0.06,0,0,7.08,0.06,0,0,3.52,0.02,
35670,"Tyler Higbee",3000,TE,LAR,SEA,158398,,0,0,0,0,0,0,0,0,1.79,1.21,11.9,0.12,3.11,1.04,9.48,6.64,3.77%,MAIN,604176,10211,25,35670,3.1,2.49,11.9,0.12,0,0,11.9,0.12,0,0,8.55,0.74,
1849846,"Colby Parkinson",3500,TE,LAR,SEA,158398,,0,0,0,0,0,0,0,0,3.68,2.53,25.5,0.25,6.57,1.88,23,19.76,20.34%,MAIN,1060312,42579,26,1849846,6.55,5.28,25.5,0.25,0,0,25.5,0.25,0,2.14,15.81,5.86,
4687936,"Davis Allen",,TE,LAR,SEA,158398,,0,0,0,0,0,0,0,0,0.57,0.38,3.48,0.04,0.96,21,4.34,2.4,0.89%,MAIN,1161664,136894,27,4687936,0.96,0.77,3.48,0.04,0,0,3.48,0.04,0,0,1.92,0.06,
8223257,"Terrance Ferguson",2700,TE,LAR,SEA,158398,,0,0,0,0,0,0,0,0,2.94,1.87,20.45,0.2,5.1,1.89,19.52,14.5,17.05%,MAIN,1286179,170588,28,8223257,5.09,4.15,20.45,0.2,0,0,20.45,0.2,0,0.25,14.03,2.92,
6227784,"Harrison Mevis",,K,LAR,SEA,158398,,0,0,0,0,0,0,0,0,0,0,0,0,7.98,21,,0,0.00%,MAIN,1213389,137052,29,6227784,7.98,7.98,0,0,0,0,0,0,7.06,3.3,13.97,,
18441,"Seattle Seahawks",3300,DST,SEA,LAR,158398,,0,0,0,0,0,0,0,0,0,0,0,0,5.83,1.77,28.8,21.79,18.94%,MAIN,361,8490,30,18441,5.83,5.83,0,0,0,0,0,0,0,0.89,11.92,4.26,
6228327,"Drake Maye",6000,QB,NEP,DEN,158397,,31.27,20.56,236.57,1.75,0.55,7.8,32.47,0.26,0,0,0,0,21.12,3.52,64.38,53.93,38.32%,MAIN,1286803,167238,31,6228327,21.05,21.05,269.04,2.01,269.04,2.01,32.47,0.26,0,13.88,30.26,13.32,
2861810,"Rhamondre Stevenson",6000,RB,NEP,DEN,158397,,0,0,0,0,0,10.96,51.2,0.42,3.53,2.6,20.09,0.19,13.47,2.25,30.7,33.89,37.47%,MAIN,1174682,93719,32,2861810,13.41,12.11,71.29,0.61,51.2,0.42,71.29,0.61,0,7.18,23.3,3.4,
6228318,"Terrell Jennings",4000,RB,NEP,DEN,158397,,0,0,0,0,0,0.17,0.53,0.01,0.03,0.02,0.16,0,0.15,0.04,,0.44,0.41%,MAIN,1182082,131129,33,6228318,0.15,0.14,0.69,0.01,0.53,0.01,0.69,0.01,0,0,0.3,,
