PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
14120,"Nazem Kadri",6200,C,CGY,MTL,8403800,504258,1,1,,0.3425,0.4867,2.9669,0.3767,0,0,0,0,0.1025,0.1419,0.8292,0.2444,11.16,1.8,8.58,12.23,1,2.27,22.14,11.3,,14120,0.777,7.86,19.3,175,2134,29811,0,
36543,"Rasmus Andersson",5900,D,CGY,MTL,8403800,878174,1,1,,0.1306,0.4329,2.11,2.1351,0,0,0,0,0.0592,0.1345,0.5635,0.1937,10.57,1.79,6.61,9.42,2,3.72,19.03,11.3,,36543,0.644,7.18,24.8,175,2134,30906,0,
35813,"MacKenzie Weegar",5200,D,CGY,MTL,8403800,745370,2,2,,0.1124,0.3934,2.0785,2.0657,0,0,0,0,0.0249,0.0816,0.5058,0.1065,10.05,1.93,6.61,9.42,3,3.2,18.51,9.7,,35813,2.32,7.61,22.7,175,2134,30010,0,
1283633,"Dustin Wolf",7200,G,CGY,MTL,8403800,1172526,,,C,0,0,0,0,0.4444,23.751,3.2897,0.0419,0,0,0,0,9.32,1.29,8.58,10.8,4,0.43,20.3,4,,1283633,0,7.05,,175,2134,92022,0,
16683,"Mikael Backlund",4500,C,CGY,MTL,8403800,392966,3,2,,0.2292,0.3207,2.4509,0.4912,0,0,0,0,0.0317,0.0572,0.5499,0.0889,8.43,1.87,7.02,9.91,5,1.16,17.42,7.7,,16683,0.682,5.99,18.5,175,2134,29880,0,
36283,"Blake Coleman",4200,W,CGY,MTL,8403800,607967,3,2,,0.2393,0.2659,2.1817,0.7058,0,0,0,0,0.022,0.0448,0.5052,0.0668,8.1,1.93,6.74,9.5,6,1.12,16.73,5.7,,36283,1.926,6.38,17.6,175,2134,30084,0,
14274,"Jonathan Huberdeau",3900,W,CGY,MTL,8403800,600077,2,1,,0.2122,0.4646,1.5736,0.5889,0,0,0,0,0.0651,0.1783,0.6768,0.2434,7.68,1.97,7.28,10.63,7,0.14,17,6,,14274,0.664,5.75,17.6,175,2134,30539,0,
4541612,"Matt Coronato",4100,W,CGY,MTL,8403800,1321466,3,1,,0.2662,0.2903,2.0634,0.3565,0,0,0,0,0.0911,0.0996,0.5565,0.1907,7.67,1.87,7.19,10.14,8,0.22,16.87,4,,4541612,0.411,5.48,15.3,175,2134,165045,0,
414517,"Yegor Sharangovich",3600,W,CGY,MTL,8403800,1072797,1,2,,0.2678,0.2473,1.9587,0.4445,0,0,0,0,0.0462,0.0575,0.5151,0.1037,7.43,2.06,7.05,9.89,9,0.13,16.45,5.3,,414517,0.343,5.22,17.1,175,2134,75419,0,
414630,"Joel Farabee",3200,W,CGY,MTL,8403800,1121445,1,,,0.2241,0.2447,1.7228,0.6939,0,0,0,0,0,0,0.4688,0,7.02,2.19,6.5,9.15,10,0.29,15.34,3.3,,414630,0.903,5.19,15.9,175,2134,75354,0,
1144545,"Morgan Frost",3300,C,CGY,MTL,8403800,1057136,2,1,,0.1884,0.3234,1.7317,0.5748,0,0,0,0,0.0657,0.1299,0.5118,0.1956,6.94,2.1,6.38,9.14,11,0.33,15.11,6,,1144545,0.683,5.17,15,175,2134,83279,0,
2296274,"Connor Zary",2800,W,CGY,MTL,8403800,1248091,4,2,,0.1893,0.2656,1.363,0.3569,0,0,0,0,0.0402,0.0727,0.4549,0.1129,5.67,2.03,6.01,8.62,12,0,13.36,3,,2296274,0.57,4.26,13.6,175,2134,158630,0,
415472,"Kevin Bahl",2600,D,CGY,MTL,8403800,1121510,1,,,0.0455,0.2076,0.9217,1.5778,0,0,0,0,0,0,0.2531,0,5.6,2.15,5.11,7.25,13,0.31,12.14,1,,415472,1.662,4.43,21.5,175,2134,75465,0,
2299379,"Yan Kuznetsov",2800,D,CGY,MTL,8403800,1248166,2,,,0.0449,0.1704,0.7832,1.5549,0,0,0,0,0,0,0.2153,0,5.15,1.84,4.9,6.9,14,0.07,11.42,0,,2299379,1.447,4.01,20.2,175,2134,158625,0,40
