PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
893763,"Will Borgen",2200,D,NYR,WSH,8403230,878229,2,,,0.0465,0.1609,1.0527,1.4667,0,0,0,0,0,0,0.2074,0,5.39,2.45,4.88,6.87,1,0.33,11.64,0,,893763,1.868,4.38,18.1,157,2059,83676,0
35939,"Jonny Brodzinski",3000,W,NYR,WSH,8403230,744965,4,,,0.1179,0.1325,1.1801,0.3862,0,0,0,0,0,0,0.2504,0,4.13,1.38,5.05,7.08,2,0,10.59,0,,35939,0.568,3.09,10.2,157,2059,31397,0
17076,"Dylan McIlrath",2000,D,WSH,NYR,8403230,550760,3,,,0.0117,0.1462,0.4509,0.9834,0,0,0,0,0,0,0.1579,0,3.19,1.6,4.52,6.39,3,0,8.98,0,,17076,1.377,2.78,12.1,168,2232,30103,1
1287130,"Brandon Duhaime",2000,W,WSH,NYR,8403230,920429,4,,,0.0953,0.126,0.9699,0.6419,0,0,0,0,0,0,0.2213,0,4,2,5.01,7.06,4,0,10.41,0,,1287130,2.074,3.72,11.6,168,2232,92011,1
2298776,"Will Cuylle",7200,W,NYR,WSH,8403230,1248181,2,2,,0.2405,0.2227,1.8482,0.7806,0,0,0,0,0.0252,0.027,0.4632,0.0522,7.41,1.03,6.52,9.17,5,0.66,15.76,0,,2298776,3.336,6.66,16.5,157,2059,158565,0
37731,"Carson Soucy",2000,D,NYR,WSH,8403230,744948,2,,,0.0527,0.133,0.8924,1.4964,0,0,0,0,0,0,0.1857,0,5.08,2.54,4.68,6.54,6,0.23,11.07,0,,37731,1.517,4,17.2,157,2059,37877,0
2295722,"Alexis Lafreniere",6400,W,NYR,WSH,8403230,1207493,1,1,,0.2822,0.3168,2.1125,0.4786,0,0,0,0,0.0687,0.0907,0.599,0.1594,8.25,1.29,7.38,10.48,7,0.6,17.7,0,,2295722,1.391,6.33,18.8,157,2059,158562,0
34830,"Sam Carrick",2000,C,NYR,WSH,8403230,555803,4,,,0.0849,0.1053,0.9394,0.4719,0,0,0,0,0,0,0.1902,0,3.47,1.74,4.97,7.02,8,0,9.83,0,,34830,1.442,3.06,10.5,157,2059,30262,0
14465,"John Carlson",7600,D,WSH,NYR,8403230,456839,1,2,,0.1039,0.4464,1.6776,1.8088,0,0,0,0,0.0308,0.0934,0.5503,0.1242,9,1.18,6.73,9.77,9,2.03,17.61,0,,14465,0.784,6.35,21.7,168,2232,30360,1
2295723,"Braden Schneider",5600,D,NYR,WSH,8403230,1248088,3,,,0.0545,0.1719,1.0799,1.8335,0,0,0,0,0,0,0.2264,0,6.28,1.12,4.97,6.96,10,1.13,12.64,0,,2295723,1.86,4.86,17.9,157,2059,158563,0
2296056,"Hendrix Lapierre",2000,C,WSH,NYR,8403230,1248089,4,,,0.0708,0.1839,0.7374,0.3919,0,0,0,0,0,0,0.2547,0,3.31,1.66,4.61,6.6,11,0,9.21,0,,2296056,0.618,2.6,9.1,168,2232,158581,1
5274485,"Ethen Frank",5000,W,WSH,NYR,8403230,1418688,4,2,,0.1613,0.2066,1.2342,0.5114,0,0,0,0,0.033,0.047,0.3679,0.08,5.17,1.03,5.86,8.34,12,0,12.67,0,,5274485,0.796,3.98,11.7,168,2232,246121,1
2301907,"Matt Rempe",2000,W,NYR,WSH,8403230,1249721,4,,,0.0697,0.0771,0.6632,0.3043,0,0,0,0,0,0,0.1468,0,2.51,1.26,4.25,5.99,13,0,7.95,0,,2301907,1.994,2.69,8.2,157,2059,158559,0
2299081,"Justin Sourdif",6000,C,WSH,NYR,8403230,1248635,1,2,,0.164,0.3085,1.6274,0.5439,0,0,0,0,0.023,0.0508,0.4725,0.0738,6.42,1.07,6.31,9.08,14,0,14.5,0,,2299081,1.495,5.17,16.8,168,2232,158643,1
4900811,"Gabe Perreault",3400,W,NYR,WSH,8403230,1453015,2,2,,0.1199,0.2276,1.0928,0.6394,0,0,0,0,0.0133,0.0299,0.3475,0.0432,4.91,1.44,5.37,7.67,15,0,11.78,0,,4900811,0.95,3.86,14.7,157,2059,260590,0
18486,"Trevor van Riemsdyk",2800,D,WSH,NYR,8403230,824086,3,,,0.0229,0.1926,0.7122,1.6668,0,0,0,0,0,0,0.2155,0,5.18,1.85,4.9,6.9,16,0.1,11.45,0,,18486,0.373,3.47,16.5,168,2232,30796,1
10162026,"Noah Laba",2400,C,NYR,WSH,8403230,1395068,3,,,0.1144,0.1547,1.0141,0.6613,0,0,0,0,0,0,0.2691,0,4.41,1.84,5.05,7.09,17,0,10.87,0,,10162026,1.147,3.55,12.6,157,2059,231552,0
14266,"Mika Zibanejad",8600,C,NYR,WSH,8403230,600082,1,1,,0.3079,0.4344,2.3426,0.6906,0,0,0,0,0.0961,0.1793,0.7423,0.2754,9.86,1.15,7.73,11,18,1.85,19.75,0,,14266,0.942,7.23,20.2,157,2059,30240,0
1286007,"Matthew Robertson",2000,D,NYR,WSH,8403230,1172241,3,,,0.0339,0.1308,0.8525,1.3733,0,0,0,0,0,0,0.1647,0,4.62,2.31,4.68,6.54,19,0,10.61,0,,1286007,1.317,3.61,15.5,157,2059,91969,0
34512,"Conor Sheary",2600,W,NYR,WSH,8403230,827794,3,2,,0.1415,0.1885,1.3481,0.6385,0,0,0,0,0.0157,0.0245,0.33,0.0402,5.3,2.04,5.25,7.4,20,0,12.02,0,,34512,0.615,3.92,14,157,2059,30183,0
1283266,"Aliaksei Protas",7800,W,WSH,NYR,8403230,1172288,1,,,0.246,0.3542,2.1204,0.6448,0,0,0,0,0,0,0.6002,0,8.41,1.08,6.94,9.85,21,1.22,17.29,0,,1283266,0.588,5.95,17.8,168,2232,91990,1
414966,"Martin Fehervary",4600,D,WSH,NYR,8403230,1121502,1,,,0.0579,0.2249,0.9919,1.9929,0,0,0,0,0,0,0.2828,0,6.76,1.47,5.22,7.37,22,1.35,13.44,0,,414966,2.082,5.27,19.7,168,2232,75410,1
17128,"Tom Wilson",8800,W,WSH,NYR,8403230,659860,2,1,,0.3666,0.4375,2.2571,0.8617,0,0,0,0,0.1021,0.1496,0.8041,0.2517,10.53,1.2,8.2,11.7,23,2.03,21.03,0,,17128,2.815,8.6,19.7,168,2232,30148,1
35966,"Dylan Strome",8000,C,WSH,NYR,8403230,878034,2,1,,0.2827,0.5861,2.0043,0.7208,0,0,0,0,0.0834,0.2042,0.8688,0.2876,9.92,1.24,8.18,11.89,24,1.45,20.39,0,,35966,0.381,7.1,18.1,168,2232,30727,1
4905270,"Ryan Leonard",7400,W,WSH,NYR,8403230,1452999,3,1,,0.232,0.3363,2.3091,0.4469,0,0,0,0,0.0689,0.108,0.5683,0.1769,8.2,1.11,7.02,9.92,25,0.93,17.19,0,,4905270,1.445,6.3,15.2,168,2232,260570,1
1279045,"Igor Shesterkin",10000,G,NYR,WSH,8403230,831472,,,B,0,0,0,0,0.4444,24.8621,3.0066,0.0565,0,0,0,0,11.16,1.12,8.58,10.8,26,2.27,22.14,0,,1279045,0,8.56,,157,2059,91818,0
1144520,"Adam Fox",9000,D,NYR,WSH,8403230,920374,1,1,,0.1008,0.6294,1.8964,1.743,0,0,0,0,0.0457,0.243,0.7302,0.2887,10.22,1.14,7.08,10.39,27,2.89,19.28,0,,1144520,0.672,7.24,23.8,157,2059,88356,0
37749,"Matt Roy",4400,D,WSH,NYR,8403230,878398,2,,,0.0507,0.2456,1.3036,2.2467,0,0,0,0,0,0,0.2963,0,7.75,1.76,5.31,7.44,28,2.25,14.55,0,,37749,1.731,5.7,21.5,168,2232,37874,1
18964,"Anthony Beauvillier",5200,W,WSH,NYR,8403230,878059,3,,,0.1805,0.1948,1.8333,0.5209,0,0,0,0,0,0,0.3753,0,6.28,1.21,5.85,8.18,29,0.22,13.77,0,,18964,1.414,4.92,14,168,2232,30114,1
34624,"Nic Dowd",3800,C,WSH,NYR,8403230,824599,3,,,0.1427,0.1866,0.9952,0.9634,0,0,0,0,0,0,0.3293,0,5.31,1.4,5.19,7.36,30,0,11.95,0,,34624,1.642,4.38,15.4,168,2232,31140,1
34735,"Charlie Lindgren",10400,G,WSH,NYR,8403230,913798,,,C,0,0,0,0,0.5833,22.759,2.6428,0.0812,0,0,0,0,11.37,1.09,7.43,9.73,31,3.67,20.88,0,,34735,0,9.23,,168,2232,31147,1
555678,"Taylor Raddysh",3200,W,NYR,WSH,8403230,920366,3,2,,0.1171,0.1521,1.1078,0.4061,0,0,0,0,0.0155,0.0238,0.2692,0.0393,4.14,1.29,5.01,7.05,32,0,10.55,0,,555678,0.807,3.25,12.4,157,2059,82940,0
17132,"Alex Ovechkin",9800,W,WSH,NYR,8403230,268143,1,1,,0.4087,0.4273,3.0628,0.2714,0,0,0,0,0.1592,0.1961,0.836,0.3553,11.46,1.17,8.91,12.59,33,2.23,22.86,0,,17132,1.746,8.55,17.6,168,2232,30151,1
17392,"Vincent Trocheck",8200,C,NYR,WSH,8403230,607956,2,1,,0.2678,0.4398,2.2284,0.9801,0,0,0,0,0.0767,0.1081,0.7076,0.1848,9.82,1.2,7.68,10.97,34,1.86,19.65,0,,17392,2.517,7.93,21.4,157,2059,29999,0
35963,"Jakob Chychrun",9400,D,WSH,NYR,8403230,920225,2,1,,0.2282,0.4774,3.2221,1.6564,0,0,0,0,0.1012,0.162,0.7056,0.2632,12.88,1.37,7.97,11.22,35,4.62,23.08,0,,35963,1.069,8.82,23.9,168,2232,31414,1
1283248,"Connor McMichael",7000,W,WSH,NYR,8403230,1172207,2,2,,0.2285,0.3021,1.822,0.4993,0,0,0,0,0.0345,0.0612,0.5306,0.0957,7.21,1.03,6.82,9.75,36,0.14,15.94,0,,1283248,0.582,5.24,16.4,168,2232,91981,1
31678,"Artemi Panarin",10200,W,NYR,WSH,8403230,870153,1,1,,0.4209,0.6002,2.9098,0.2377,0,0,0,0,0.1138,0.2079,1.0211,0.3217,12.18,1.19,9.38,13.45,37,2.46,24.19,0,,31678,0.352,8.41,20,157,2059,31095,0
942344,"Vladislav Gavrikov",6600,D,NYR,WSH,8403230,878338,1,2,,0.0836,0.241,1.4198,1.8432,0,0,0,0,0.0135,0.0207,0.3246,0.0342,7.42,1.12,5.68,7.98,38,1.54,14.69,0,,942344,0.82,5.16,23.6,157,2059,87788,0
31730,"Alexander Wennberg",3500,C,SJS,MIN,8403240,741444,2,1,,0.1876,0.4308,1.2989,1.0421,0,0,0,0,0.0469,0.1123,0.6184,0.1592,7.58,2.17,6.59,9.59,39,0.75,16.02,0,,31730,0.593,5.57,20.9,184,1950,30199,1
17172,"Mark Stone",6200,W,VGK,NSH,8403190,556369,2,1,,0.3862,0.7215,2.2462,0.6422,0,0,0,0,0.1262,0.2564,1.1077,0.3826,11.88,1.92,9.03,13.19,40,2.52,23.44,0,,17172,0.654,8.61,18.5,185,180961,31019,1
17211,"Marcus Foligno",2500,W,MIN,SJS,8403240,522049,4,,,0.155,0.1698,0.9446,0.6397,0,0,0,0,0,0,0.3248,0,4.69,1.88,5.16,7.33,41,0,11.29,0,,17211,2.643,4.52,12.6,178,1938,30272,0
2075138,"Nico Sturm",2500,C,MIN,SJS,8403240,1163937,4,,,0.1169,0.1261,0.94,0.4861,0,0,0,0,0,0,0.243,0,3.88,1.55,4.97,7.02,42,0,10.24,0,,2075138,1.045,3.15,10.7,178,1938,87741,0
4200188,"Nick Blankenburg",2900,D,NSH,VGK,8403190,1382727,3,2,,0.0744,0.2299,1.2487,1.2374,0,0,0,0,0.023,0.0389,0.3043,0.0619,5.83,2.01,5.11,7.24,43,0.54,12.37,0,,4200188,1.011,4.39,17.9,173,1959,184512,0
5274308,"Max Crozier",2700,D,TBL,ANA,8403270,1172319,3,,,0.056,0.226,1.5032,1.2907,0,0,0,0,0,0,0.282,0,6.16,2.28,5.18,7.29,44,0.79,12.79,0,,5274308,1.46,4.76,17.2,167,2218,262433,0
16699,"Zemgus Girgensons",2500,W,TBL,ANA,8403270,659858,3,,,0.134,0.1245,1.3023,0.7017,0,0,0,0,0,0,0.2585,0,4.94,1.98,5.1,7.13,45,0,11.47,0,,16699,2.399,4.51,14.3,167,2218,30275,0
31745,"Vincent Hinostroza",2500,W,MIN,SJS,8403240,681550,3,,,0.1085,0.181,1.026,0.3483,0,0,0,0,0,0,0.2895,0,3.99,1.6,5.15,7.31,46,0,10.58,0,,31745,0.819,3.16,10.8,178,1938,30786,0
5721344,"Cutter Gauthier",7200,W,ANA,TBL,8403270,1394905,1,2,,0.3538,0.3565,3.0189,0.5125,0,0,0,0,0.066,0.0658,0.7103,0.1318,10.88,1.51,8.16,11.45,47,2.43,21.32,0,,5721344,0.924,7.61,16.1,180,1997,204709,1
18560,"Barclay Goodrow",2500,W,SJS,MIN,8403240,790352,4,,,0.0884,0.1121,0.7937,0.6713,0,0,0,0,0,0,0.2005,0,3.65,1.46,4.98,7.03,48,0,10.02,0,,18560,1.532,3.21,11.5,184,1950,30687,1
31684,"Ben Hutton",3400,D,VGK,NSH,8403190,681485,2,,,0.0641,0.1768,1.541,1.4,0,0,0,0,0,0,0.2409,0,6.25,1.84,5.01,6.97,49,1.06,12.66,0,,31684,0.864,4.46,16.3,185,180961,30700,1
5245899,"Reid Schaefer",2500,W,NSH,VGK,8403190,1394928,4,,,0.1209,0.1221,0.961,0.642,0,0,0,0,0,0,0.243,0,4.18,1.67,5.01,7.06,50,0,10.59,0,,5245899,1.49,3.56,10.9,173,1959,204721,0
36587,"Tyson Jost",2500,W,NSH,VGK,8403190,920219,3,,,0.0965,0.1593,1.1057,0.4564,0,0,0,0,0,0,0.2558,0,4.08,1.63,5.01,7.05,51,0,10.49,0,,36587,1.113,3.33,12.2,173,1959,32100,0
14204,"Alex Killorn",2600,W,ANA,TBL,8403270,651621,4,,,0.1713,0.1952,1.2392,0.3531,0,0,0,0,0,0,0.3665,0,4.95,1.9,5.69,8.04,52,0,12.23,0,,14204,0.848,3.82,13.7,180,1997,30512,1
6422693,"Igor Chernyshov",4000,W,SJS,MIN,8403240,1428062,1,2,,0.2785,0.3027,2.1789,0.4465,0,0,0,0,0.0439,0.0537,0.5812,0.0976,8.2,2.05,7.38,10.48,53,0.55,17.65,0,,6422693,1.073,6.09,15.9,184,1950,449712,1
14207,"Steven Stamkos",4600,W,NSH,VGK,8403190,456624,1,1,,0.3429,0.35,2.1487,0.5338,0,0,0,0,0.0958,0.108,0.6929,0.2038,9.12,1.98,7.95,11.28,54,0.88,19.3,0,,14207,0.871,6.68,16.8,173,1959,30516,0
