PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
409154,"Michael Porter Jr.",,,BKN,HOU,157274,1061724,Q,33,22.85,6.61,2.62,3.61,1.99,0.86,0.28,25.47,29.46,32.08,1.14,9.23,9.38,4.69,9.06,3.3,2.64,18.44,8.3,36.14,36.14,38.24,28.88,48.32,0,0,0,28.68,34.11,38.24,42.37,48.32,50.9,62.27,0%,126,141,THURS,75295,1,409154,
1115132,"Nic Claxton",,,BKN,HOU,157274,1061682,-,31,13.88,7.32,4.27,0.04,1.75,0.75,1.18,18.15,21.2,25.47,1.93,11.59,9.51,5.72,0.24,3.84,2.3,9.75,5.76,33.11,33.11,32.58,24.95,40.74,0,0,0,24.88,29.25,32.58,35.91,41.05,43.1,52.08,0%,126,141,THURS,71024,3,1115132,
1115590,"Terance Mann",,,BKN,HOU,157274,879504,Q,30.5,8.81,3.64,3.81,1.08,0.93,1.52,0.07,12.62,12.45,16.26,1.59,7.45,4.51,2.14,3.06,1.57,1.29,7.57,3.22,22.73,22.73,22.33,15.84,29.76,0,0,0,15.76,19.44,22.33,25.22,29.95,32.05,40.98,0%,126,141,THURS,74628,4,1115590,
3005094,"Day'Ron Sharpe",,,BKN,HOU,157274,1243725,,18,6.69,5.46,1.67,0.15,1.63,1.1,0.65,8.36,12.15,13.82,1.75,7.13,4.23,2.44,0.58,2.05,1.35,4.81,2.59,19.37,19.37,18.79,13.03,25.07,0,0,0,13.05,16.18,18.79,21.14,25.05,26.62,34.71,0%,126,141,THURS,148967,5,3005094,
3005097,"Cam Thomas",,,BKN,HOU,157274,1232020,,23,16.84,1.49,2.02,1.77,1.53,0.5,0.08,18.86,18.33,20.35,0.58,3.51,8.58,3.69,4.88,4.76,4.16,13.46,5.46,21.87,21.87,23.01,16.15,30.88,0,0,0,16.11,19.94,23.01,26.33,30.94,32.73,42.44,0%,126,141,THURS,149404,6,3005097,
3005396,"Ziaire Williams",,,BKN,HOU,157274,1231313,,2,0.68,0.19,0.06,0.11,0.1,0.1,0.03,0.74,0.87,0.93,0.13,0.25,0.25,0.1,0.35,0.16,0.13,0.6,0.21,1.29,1.29,1.27,0.24,2.51,0,0,0,0,0,1.27,1.91,4.45,4.45,8.58,0%,126,141,THURS,149033,7,3005396,
3587834,"Tyrese Martin",,,BKN,HOU,157274,1134107,,5.5,1.97,0.73,0.54,0.39,0.28,0.31,0.01,2.51,2.7,3.24,0.32,1.27,0.77,0.31,1.15,0.25,0.19,1.92,0.7,4.34,4.34,4.39,1.61,8.47,0,0,0,1.42,2.83,4.39,5.95,8.5,9.63,15.58,0%,126,141,THURS,89873,9,3587834,
4878197,"Noah Clowney",,,BKN,HOU,157274,1401380,,30,12.44,3.95,1.89,2.25,1.92,0.88,0.79,14.33,16.39,18.28,1.67,5.84,3.64,1.44,6.65,3.46,2.81,10.29,3.69,23.11,23.11,23.72,16.27,31.68,0,0,0,16.24,20.63,23.72,26.81,31.97,33.78,42.54,0%,126,141,THURS,244975,12,4878197,
4878198,"Jalen Wilson",,,BKN,HOU,157274,1174884,,3,1,0.16,0.09,0.17,0.06,0.06,0,1.09,1.16,1.25,0.06,0.25,0.38,0.15,0.5,0.26,0.21,0.88,0.32,1.45,1.45,1.51,0.42,2.87,0,0,0,0,0,1.51,3.02,5.29,6.04,10.57,0%,126,141,THURS,90541,13,4878198,
8985497,"Drake Powell",,,BKN,HOU,157274,1542179,,20,5.72,2.18,1.92,0.87,0.8,0.89,0.45,7.64,7.9,9.82,1.34,4.1,2.63,1.15,2.53,1.09,0.81,5.16,2.02,14.44,14.44,14.04,8.86,20.24,0,0,0,8.84,11.7,14.04,16.64,20.28,21.84,28.86,0%,126,141,THURS,503267,16,8985497,
8985499,"Danny Wolf",,,BKN,HOU,157274,1415928,,20,7.91,4.12,1.73,0.9,1.14,0.72,0.18,9.64,12.03,13.76,0.9,5.85,4.24,1.92,2.61,1.76,1.38,6.85,2.82,17.01,17.01,17.34,11.53,23.9,0,0,0,11.47,14.67,17.34,20.01,24.01,25.88,34.15,0%,126,141,THURS,247158,18,8985499,
8998170,"Nolan Traore",,,BKN,HOU,157274,1590550,,24,6.89,2.14,2.93,0.89,1.32,0.88,0.13,9.82,9.03,11.96,1.01,5.07,3.42,1.49,2.57,1.48,1.23,5.99,2.38,15.56,15.56,15.77,10.04,22.21,0,0,0,9.99,13.14,15.77,18.4,22.34,24.18,32.07,0%,126,141,THURS,622357,20,8998170,
