PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
31729,"Andrew Copp",3600,C,DET,BOS,8404340,744810,2,2,,0.1569,0.2939,1.3029,0.6912,0,0,0,0,0.0245,0.0566,0.4508,0.0811,6,1.67,5.6,8.03,1,0.2,13.17,0,,31729,0.519,4.41,16.1,172,2075,30594,0
31746,"Radek Faksa",2500,C,DAL,ANA,8404430,659857,4,,,0.0727,0.111,0.7151,0.6611,0,0,0,0,0,0,0.1837,0,3.37,1.35,4.49,6.35,2,0,9.12,0,,31746,1.117,2.81,11.3,181,1954,30523,0
18467,"Anthony Duclair",2900,W,NYI,WPG,8404350,743259,1,2,,0.1905,0.2415,1.3975,0.5132,0,0,0,0,0.0228,0.0424,0.432,0.0652,5.87,2.02,5.86,8.34,3,0,13.37,0,,18467,0.572,4.34,15,156,2135,30344,0
34547,"Nick Jensen",2500,D,OTT,VAN,8404320,733469,2,,,0.0297,0.2046,0.711,1.0666,0,0,0,0,0,0,0.2343,0,4.17,1.67,4.93,7.07,4,0,10.48,0,,34547,0.813,3.18,15.2,163,2050,30618,1
36584,"Clayton Keller",7500,W,UTA,TOR,8404400,920216,1,1,,0.381,0.6394,2.914,0.3665,0,0,0,0,0.113,0.1992,1.0204,0.3122,12.24,1.63,8.86,12.72,5,3.06,23.58,0,,36584,0.329,8.44,19.4,183,2005,32089,1
37698,"Alex DeBrincat",7400,W,DET,BOS,8404340,920337,2,1,,0.4418,0.4528,2.9943,0.4389,0,0,0,0,0.1374,0.1659,0.8946,0.3033,12.05,1.63,9.13,12.99,6,2.59,23.74,0,,37698,0.619,8.36,17.4,172,2075,37837,0
35829,"Logan Stanley",2500,D,WPG,NYI,8404350,920227,3,,,0.0371,0.1894,0.9161,1.1577,0,0,0,0,0,0,0.2265,0,4.64,1.86,4.78,6.77,7,0,10.76,0,,35829,1.473,3.79,14.6,169,53599,82920,1
1283987,"Michael Eyssimont",2500,W,BOS,DET,8404340,920469,3,2,,0.1525,0.1815,1.8827,0.2888,0,0,0,0,0.0226,0.0408,0.334,0.0634,5.68,2.27,5.36,7.48,8,0.13,12.54,0,,1283987,1.213,4.45,11.5,160,2153,83273,1
4200188,"Nick Blankenburg",2700,D,NSH,EDM,8404370,1382727,3,2,,0.0917,0.2787,1.3746,1.1044,0,0,0,0,0.0332,0.0559,0.3704,0.0891,6.19,2.29,5.67,8.11,9,0.32,13.45,0,,4200188,1.03,4.7,18,173,1959,184512,1
5274308,"Max Crozier",2800,D,TBL,PIT,8404310,1172319,3,,,0.0489,0.2018,1.3401,1.2554,0,0,0,0,0,0,0.2507,0,5.65,2.02,5.11,7.24,10,0.36,12.19,0,,5274308,1.333,4.36,16,167,2218,262433,0
18484,"Adam Lowry",2700,C,WPG,NYI,8404350,607959,3,,,0.1559,0.2164,1.303,0.7232,0,0,0,0,0,0,0.3723,0,5.64,2.09,5.41,7.7,11,0.04,12.56,0,,18484,1.983,4.82,15.2,169,53599,30843,1
14246,"Casey Cizikas",2800,C,NYI,WPG,8404350,521884,4,,,0.1014,0.1117,0.9006,0.6514,0,0,0,0,0,0,0.2131,0,3.89,1.39,5.01,7.06,12,0,10.3,0,,14246,1.787,3.5,11.3,156,2135,30928,0
37907,"Connor Clifton",2500,D,PIT,TBL,8404310,744943,3,,,0.0368,0.1693,0.9556,1.5925,0,0,0,0,0,0,0.2061,0,5.41,2.16,4.93,6.93,13,0.3,11.72,0,,37907,3.179,5.04,15.9,159,1927,82491,1
16699,"Zemgus Girgensons",2500,W,TBL,PIT,8404310,659858,3,,,0.1407,0.1269,1.3773,0.7698,0,0,0,0,0,0,0.2676,0,5.25,2.1,5.1,7.13,14,0,11.78,0,,16699,2.652,4.82,15.6,167,2218,30275,0
34585,"Mike Matheson",3900,D,MTL,WSH,8404330,659869,1,,,0.0864,0.2493,1.4376,2.2598,0,0,0,0,0,0,0.3357,0,8.35,2.14,5.79,8.09,15,2.35,15.76,0,,34585,0.905,5.67,24.3,162,2017,30000,0
35776,"Danton Heinen",2500,W,CBJ,CGY,8404260,831469,4,,,0.1184,0.1987,0.9833,0.5052,0,0,0,0,0,0,0.3171,0,4.36,1.74,5.14,7.31,16,0,10.94,0,,35776,0.941,3.46,11,171,2023,31458,1
