PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
17172,"Mark Stone",14700,W,VGK,STL,8403440,556369,1,1,,0.3747,0.6739,2.23,0.585,0,0,0,0,0.1002,0.1973,1.0486,0.2975,11.39,0.77,9.02,13.18,1,2.05,22.94,0,,17172,0.673,8.24,18.7,185,180961,31019,0
31684,"Ben Hutton",9600,D,VGK,STL,8403440,681485,2,2,,0.0745,0.1917,1.673,1.2669,0,0,0,0,0.0112,0.0148,0.2662,0.026,6.38,0.66,5.1,7.05,2,1.1,12.91,0,,31684,0.868,4.6,17.5,185,180961,30700,0
16667,"Cam Fowler",6900,D,STL,VGK,8403440,550762,3,2,,0.08,0.3524,1.2242,1.1286,0,0,0,0,0.0205,0.0797,0.4324,0.1002,6.27,0.91,5.49,7.96,3,0.58,13.3,0,,16667,0.395,4.49,20.5,174,1944,30980,1
2296243,"Jake Neighbours",10800,W,STL,VGK,8403440,1248093,2,2,,0.2643,0.2212,1.5282,0.5751,0,0,0,0,0.0518,0.0455,0.4855,0.0973,6.72,0.62,6.91,9.77,4,0,15.56,0,,2296243,2.141,5.69,15.7,174,1944,158699,1
31680,"Colton Parayko",9300,D,STL,VGK,8403440,680852,1,,,0.0712,0.2281,1.2438,2.0455,0,0,0,0,0,0,0.2993,0,7.38,0.79,5.31,7.44,5,1.88,14.18,0,,31680,1.276,5.27,21.3,174,1944,30565,1
17340,"Colton Sissons",3000,C,VGK,STL,8403440,660799,4,,,0.1128,0.1484,0.9755,0.6253,0,0,0,0,0,0,0.2612,0,4.24,1.41,5.01,7.06,6,0,10.65,0,,17340,1.497,3.62,12.3,185,180961,29962,0
17030,"Brayden McNabb",10200,D,VGK,STL,8403440,568608,1,,,0.0441,0.2088,0.9995,2.1688,0,0,0,0,0,0,0.2529,0,6.93,0.68,5.22,7.37,7,1.52,13.61,0,,17030,1.801,5.17,20.3,185,180961,29927,0
2295666,"Alexander Holtz",8100,W,VGK,STL,8403440,1207286,2,2,,0.1755,0.2062,1.6521,0.3417,0,0,0,0,0.014,0.0186,0.3817,0.0326,5.7,0.7,5.98,8.43,8,0,13.35,0,,2295666,0.883,4.33,14,185,180961,158584,0
6894872,"Braeden Bowman",6000,W,VGK,STL,8403440,1419466,3,2,,0.1661,0.2451,1.3796,0.3986,0,0,0,0,0.0155,0.0262,0.4112,0.0417,5.46,0.91,5.84,8.32,9,0,12.94,0,,6894872,0.65,4.1,13.1,185,180961,502380,0
2033165,"Philip Broberg",7500,D,STL,VGK,8403440,1172190,1,,,0.0732,0.2671,1.2604,1.5815,0,0,0,0,0,0,0.3403,0,6.68,0.89,5.39,7.67,10,1.1,13.58,0,,2033165,0.817,4.76,22.3,174,1944,112788,1
