PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
31729,"Andrew Copp",3600,C,DET,COL,8405610,744810,2,2,,0.1853,0.3641,1.5714,0.8264,0,0,0,0,0.0255,0.0667,0.5494,0.0922,7.29,2.03,6.62,9.59,1,0.43,15.76,0,,31729,0.594,5.31,18,172,2075,30594,1
37698,"Alex DeBrincat",7000,W,DET,COL,8405610,920337,2,1,,0.5041,0.4989,3.3244,0.5202,0,0,0,0,0.1375,0.1713,1.003,0.3088,13.68,1.95,9.9,13.99,2,3.42,26.35,0,,37698,0.673,9.36,18.2,172,2075,37837,1
16700,"Rasmus Ristolainen",3000,D,PHI,LAK,8405590,741411,1,,,0.0477,0.1866,1.2746,1.6439,0,0,0,0,0,0,0.2343,0,6.19,2.06,5.02,7,3,0.99,12.62,0,,16700,1.632,4.77,17.3,158,2229,31067,1
17079,"Brian Dumoulin",2500,D,LAK,PHI,8405590,654336,3,,,0.0357,0.1834,0.7971,1.1161,0,0,0,0,0,0,0.2191,0,4.34,1.74,4.74,6.74,4,0,10.41,0,,17079,0.869,3.3,17.3,182,2054,30426,0
17077,"Cody Ceci",2500,D,LAK,PHI,8405590,659859,3,,,0.0368,0.1799,0.7995,1.1966,0,0,0,0,0,0,0.2167,0,4.5,1.8,4.74,6.74,5,0,10.57,0,,17077,0.869,3.37,17.2,182,2054,30249,0
17113,"Valeri Nichushkin",4900,W,COL,DET,8405610,741413,2,2,,0.3172,0.3049,2.0422,0.3917,0,0,0,0,0.0187,0.0357,0.6221,0.0544,8.22,1.68,7.37,10.47,6,0.58,17.65,0,,17113,1.029,6.1,16.3,176,2155,30530,0
896240,"Victor Olofsson",4200,W,COL,DET,8405610,831548,2,1,,0.2846,0.2991,1.9478,0.314,0,0,0,0,0.0876,0.0995,0.5837,0.1871,7.6,1.81,7.1,10.07,7,0.24,16.69,0,,896240,0.485,5.5,16.3,176,2155,81307,0
14383,"Drew Doughty",3300,D,LAK,PHI,8405590,456625,1,2,,0.089,0.3228,1.2276,1.242,0,0,0,0,0.0198,0.0769,0.4118,0.0967,6.41,1.94,5.95,8.57,8,0.25,14.03,0,,14383,1.06,4.87,22.1,182,2054,29920,0
16668,"Nathan MacKinnon",10200,C,COL,DET,8405610,741404,1,1,,0.581,0.9599,3.957,0.6067,0,0,0,0,0.1679,0.3356,1.5409,0.5035,18.4,1.8,11.8,17.01,9,6.18,33.5,0,,16668,0.711,12.5,21,176,2155,30677,0
2296434,"Jamie Drysdale",3400,D,PHI,LAK,8405590,1207492,2,1,,0.0814,0.3881,1.2442,1.4134,0,0,0,0,0.0328,0.1531,0.4695,0.1859,7.03,2.07,6.23,9.07,10,0.58,15,0,,2296434,0.617,5.1,22.3,158,2229,158711,1
14230,"Anze Kopitar",3700,C,LAK,PHI,8405590,300789,1,1,,0.2035,0.4472,1.2816,0.684,0,0,0,0,0.0544,0.1481,0.6507,0.2025,7.17,1.94,7.25,10.61,11,0,16.45,0,,14230,0.557,5.36,18.2,182,2054,29924,0
14403,"Travis Hamonic",2500,D,DET,COL,8405610,521878,3,,,0.0383,0.1275,0.9318,1.9936,0,0,0,0,0,0,0.1658,0,5.96,2.38,4.89,6.77,12,0.89,12.22,0,,14403,1.262,4.3,17.2,172,2075,30770,1
18556,"Josh Manson",3700,D,COL,DET,8405610,612926,2,,,0.0791,0.2593,1.5076,1.419,0,0,0,0,0,0,0.3384,0,6.82,1.84,5.38,7.64,13,1.25,13.71,0,,18556,2.409,5.64,19.2,176,2155,30652,0
2296497,"Quinton Byfield",4400,C,LAK,PHI,8405590,1207494,2,2,,0.2228,0.3738,1.8168,0.3959,0,0,0,0,0.0323,0.0547,0.5966,0.087,7.36,1.67,7.06,10.19,14,0.05,16.4,0,,2296497,0.909,5.54,18.5,182,2054,158524,0
17115,"Patrick Kane",4800,W,DET,COL,8405610,392942,2,1,,0.2467,0.541,2.388,0.4218,0,0,0,0,0.0771,0.2402,0.7877,0.3173,9.58,2,7.84,11.38,15,1.46,19.62,0,,17115,0.391,6.81,17.7,172,2075,30639,1
4904965,"Denver Barkey",2800,W,PHI,LAK,8405590,1453172,2,2,,0.1653,0.2654,1.4193,0.554,0,0,0,0,0.0343,0.0688,0.4307,0.1031,5.88,2.1,6.09,8.69,16,0,13.68,0,,4904965,1.058,4.61,14.8,158,2229,260542,1
4904968,"Matvei Michkov",3900,W,PHI,LAK,8405590,1338014,3,2,,0.2616,0.3311,2.1556,0.3617,0,0,0,0,0.0618,0.0849,0.5927,0.1467,8.03,2.06,7.37,10.47,17,0.39,17.46,0,,4904968,0.559,5.76,15.9,158,2229,260577,1
17222,"James van Riemsdyk",3700,W,DET,COL,8405610,392943,4,2,,0.198,0.2255,1.4151,0.3718,0,0,0,0,0.0389,0.0451,0.4235,0.084,5.65,1.53,5.91,8.37,18,0,13.21,0,,17222,0.414,4.13,11.6,172,2075,29821,1
35789,"Trevor Moore",3500,W,LAK,PHI,8405590,925180,2,,,0.2025,0.2342,1.7662,0.4673,0,0,0,0,0,0,0.4367,0,6.47,1.85,6.47,9.12,19,0,14.75,0,,35789,0.936,4.85,15.5,182,2054,31532,0
5297439,"Brandt Clarke",4500,D,LAK,PHI,8405590,1321460,2,1,,0.097,0.4323,1.8548,1.573,0,0,0,0,0.0417,0.1784,0.5293,0.2201,8.71,1.94,6.43,9.25,20,2.05,16.94,0,,5297439,0.623,6.16,19.8,182,2054,164942,0
2558517,"Trevor Zegras",5100,C,PHI,LAK,8405590,1172191,3,1,,0.2767,0.4787,2.122,0.4416,0,0,0,0,0.0739,0.1405,0.7554,0.2144,9.03,1.77,7.86,11.34,21,0.89,19.09,0,,2558517,0.796,6.64,18.7,158,2229,161686,1
5298406,"Jeff Malott",2500,W,LAK,PHI,8405590,1288571,4,,,0.0787,0.1001,0.7949,0.3131,0,0,0,0,0,0,0.1788,0,2.91,1.16,4.43,6.29,22,0,8.58,0,,5298406,1.603,2.78,8,182,2054,165687,0
6161193,"Nikita Grebenkin",2500,W,PHI,LAK,8405590,1361392,1,,,0.1073,0.1955,0.8706,0.3797,0,0,0,0,0,0,0.3028,0,3.87,1.55,5.11,7.28,23,0,10.41,0,,6161193,1.647,3.5,12.6,158,2229,231516,1
1286329,"Parker Kelly",2700,C,COL,DET,8405610,1078252,4,,,0.1282,0.1429,1.1534,0.7612,0,0,0,0,0,0,0.2711,0,4.85,1.8,5.05,7.09,24,0,11.31,0,,1286329,2.061,4.29,13.1,176,2155,82899,0
37681,"Martin Necas",6900,W,COL,DET,8405610,1057110,1,1,,0.4097,0.6496,2.4736,0.3615,0,0,0,0,0.1187,0.2163,1.0593,0.335,11.63,1.69,9.6,13.94,25,1.68,23.92,0,,37681,1.003,8.56,19.9,176,2155,37907,0
4904615,"Emmitt Finnie",2600,W,DET,COL,8405610,1453286,3,,,0.1153,0.1498,0.9851,0.4448,0,0,0,0,0,0,0.2651,0,3.98,1.53,4.97,7.02,26,0,10.34,0,,4904615,0.998,3.22,10.3,172,2075,278331,1
414800,"Jacob Bernard-Docker",2800,D,DET,COL,8405610,1121472,1,,,0.0325,0.1565,0.8149,2.1697,0,0,0,0,0,0,0.189,0,6.23,2.23,4.86,6.74,27,1.2,12.45,0,,414800,1.251,4.43,18.3,172,2075,75434,1
10134779,"Zakhar Bardakov",2500,W,COL,DET,8405610,1238468,4,,,0.0514,0.1034,0.5114,0.3395,0,0,0,0,0,0,0.1548,0,2.31,0.92,4.41,6.27,28,0,7.95,0,,10134779,0.72,1.93,7.1,176,2155,165020,0
4200507,"Cam York",4100,D,PHI,LAK,8405590,1172195,2,2,,0.0882,0.3156,1.2322,1.9924,0,0,0,0,0.0276,0.0976,0.4038,0.1252,7.81,1.9,6.12,8.75,29,1.47,15.64,0,,4200507,0.83,5.49,22.2,158,2229,163109,1
2296188,"Lucas Raymond",5600,W,DET,COL,8405610,1207659,1,1,,0.289,0.585,2.1281,0.4662,0,0,0,0,0.0766,0.2667,0.874,0.3433,9.79,1.75,8.16,11.87,30,1.34,20.23,0,,2296188,0.678,7.18,18.3,172,2075,158681,1
1283920,"Joel Kiviranta",2500,W,COL,DET,8405610,1166552,3,,,0.0928,0.1089,0.7881,0.3781,0,0,0,0,0,0,0.2017,0,3.17,1.27,4.93,6.98,31,0,9.48,0,,1283920,1.227,2.77,10.3,176,2155,92104,0
1283476,"Moritz Seider",5900,D,DET,COL,8405610,1166563,1,1,,0.1247,0.575,2.0477,2.7783,0,0,0,0,0.0531,0.2264,0.6997,0.2795,12.45,2.11,7.35,10.65,32,4.84,21.86,0,,1283476,2.478,9.25,26.9,172,2075,92082,1
942480,"Cale Makar",8200,D,COL,DET,8405610,1057102,1,1,,0.2764,0.7772,2.6379,1.6574,0,0,0,0,0.1313,0.3395,1.0536,0.4708,13.87,1.69,8.76,12.73,33,4.79,25.08,0,,942480,0.754,9.67,25.3,176,2155,87789,0
4200667,"Andrei Kuzmenko",3200,W,LAK,PHI,8405590,906485,3,1,,0.2637,0.3281,1.3258,0.2903,0,0,0,0,0.0808,0.1112,0.5918,0.192,6.5,2.03,7.17,10.31,34,0,15.68,0,,4200667,0.419,4.82,15.4,182,2054,192003,0
17138,"Corey Perry",3300,W,LAK,PHI,8405590,229391,1,2,,0.2636,0.273,1.5483,0.3386,0,0,0,0,0.0447,0.055,0.5366,0.0997,6.62,2.01,7.04,10.02,35,0,15.63,0,,17138,0.711,4.97,15.3,182,2054,31038,0
31694,"Dylan Larkin",6300,C,DET,COL,8405610,831080,1,1,,0.3778,0.4937,2.7686,0.5229,0,0,0,0,0.1088,0.1809,0.8715,0.2897,11.37,1.8,8.6,12.24,36,2.46,22.38,0,,31694,0.626,7.99,19.7,172,2075,30619,1
4579713,"Marco Kasper",3100,W,DET,COL,8405610,1264486,1,2,,0.2122,0.22,1.7768,0.7001,0,0,0,0,0.031,0.0369,0.4322,0.0679,6.89,2.22,6.5,9.15,37,0.16,15.21,0,,4579713,2.112,5.72,15.4,172,2075,204732,1
1145198,"Mikey Anderson",2700,D,LAK,PHI,8405590,1057213,1,,,0.0463,0.203,0.9424,1.4277,0,0,0,0,0,0,0.2493,0,5.33,1.97,5.02,7.16,38,0.13,11.76,0,,1145198,1.545,4.23,21.1,182,2054,88354,0
