PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
31729,"Andrew Copp",4100,C,DET,MIN,8405130,744810,2,2,,0.1677,0.3282,1.4931,0.716,0,0,0,0,0.0206,0.0564,0.4959,0.077,6.62,1.61,6.33,9.1,1,0.06,14.72,0,,31729,0.562,4.85,17.6,172,2075,30594,0
18501,"Shea Theodore",5300,D,VGK,BOS,8405010,741466,1,2,,0.1132,0.4038,1.9974,1.5877,0,0,0,0,0.0162,0.064,0.517,0.0802,8.98,1.69,6.53,9.32,2,2.21,17.34,0,,18501,0.414,6.13,22.7,185,180961,30663,0
16760,"Hampus Lindholm",2800,D,BOS,VGK,8405010,659813,2,,,0.0588,0.2512,1.2672,1.4378,0,0,0,0,0,0,0.31,0,6.21,2.22,5.31,7.58,3,0.71,13.01,0,,16760,0.741,4.43,20.9,160,2153,31037,1
17172,"Mark Stone",7500,W,VGK,BOS,8405010,556369,1,1,,0.4091,0.6354,2.3847,0.6726,0,0,0,0,0.1281,0.2314,1.0445,0.3595,11.96,1.59,9.31,13.4,4,2.31,23.88,0,,17172,0.665,8.57,19.6,185,180961,31019,0
31746,"Radek Faksa",2500,C,DAL,CBJ,8404960,659857,4,,,0.0765,0.1172,0.7588,0.6404,0,0,0,0,0,0,0.1937,0,3.46,1.38,4.49,6.35,5,0,9.21,0,,31746,1.142,2.9,11.4,181,1954,30523,0
17211,"Marcus Foligno",3000,W,MIN,DET,8405130,522049,3,2,,0.2073,0.2203,1.2532,0.6141,0,0,0,0,0.0251,0.029,0.4276,0.0541,5.84,1.95,6.35,9.02,6,0,13.97,0,,17211,3.002,5.52,14.6,178,1938,30272,1
34547,"Nick Jensen",2500,D,OTT,NSH,8405020,733469,2,,,0.0302,0.1956,0.7236,1.2996,0,0,0,0,0,0,0.2258,0,4.58,1.83,4.81,6.81,7,0,10.74,0,,34547,0.842,3.41,16.5,163,2050,30618,0
37698,"Alex DeBrincat",7200,W,DET,MIN,8405130,920337,2,1,,0.4061,0.4272,2.9472,0.4456,0,0,0,0,0.1045,0.1396,0.8333,0.2441,11.49,1.6,8.92,12.6,8,2.25,22.91,0,,37698,0.638,7.98,17.6,172,2075,37837,0
2075138,"Nico Sturm",2500,C,MIN,DET,8405130,1163937,4,,,0.1494,0.1757,1.2583,0.5118,0,0,0,0,0,0,0.3251,0,4.95,1.98,5.23,7.38,9,0,11.64,0,,2075138,1.431,4.08,13.9,178,1938,87741,1
35829,"Logan Stanley",2500,D,WPG,FLA,8405030,920227,3,2,,0.059,0.2759,1.1877,1.4207,0,0,0,0,0.0179,0.0826,0.3349,0.1005,6.18,2.47,5.31,7.59,10,0.68,12.98,0,,35829,1.626,4.93,17.4,169,53599,82920,1
4200188,"Nick Blankenburg",2700,D,NSH,OTT,8405020,1382727,3,2,,0.081,0.2941,1.234,1.1511,0,0,0,0,0.0251,0.0893,0.3751,0.1144,6.03,2.23,5.67,8.11,11,0.16,13.29,0,,4200188,1.028,4.62,17.3,173,1959,184512,1
18484,"Adam Lowry",2700,C,WPG,FLA,8405030,607959,3,,,0.1419,0.1909,1.0954,0.7417,0,0,0,0,0,0,0.3328,0,5.09,1.89,5.2,7.36,12,0,11.75,0,,18484,1.86,4.38,14.3,169,53599,30843,1
37907,"Connor Clifton",2500,D,PIT,EDM,8405060,744943,3,,,0.0339,0.1728,0.8608,1.6732,0,0,0,0,0,0,0.2067,0,5.41,2.16,4.93,6.93,13,0.3,11.72,0,,37907,3.244,5.05,16.8,159,1927,82491,0
34585,"Mike Matheson",3700,D,MTL,BUF,8405040,659869,1,,,0.1039,0.3007,1.5378,2.0501,0,0,0,0,0,0,0.4046,0,8.51,2.3,6.18,8.8,14,2.11,16.42,0,,34585,0.934,5.88,24.1,162,2017,30000,1
