PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
31729,"Andrew Copp",3700,C,DET,SJS,8404500,744810,2,2,,0.2163,0.4042,1.6701,0.662,0,0,0,0,0.0335,0.0771,0.6205,0.1106,7.65,2.07,7.1,10.22,1,0.29,16.74,14.8,,31729,0.557,5.58,16.9,172,2075,30594,1,
31730,"Alexander Wennberg",4200,C,SJS,DET,8404500,741444,2,1,,0.1643,0.4161,1.0996,1.0242,0,0,0,0,0.043,0.1141,0.5804,0.1571,6.93,1.65,6.56,9.55,2,0.13,15.33,4.1,,31730,0.498,5.1,18.9,184,1950,30199,0,
37698,"Alex DeBrincat",7200,W,DET,SJS,8404500,920337,2,1,,0.5526,0.5274,3.3576,0.3972,0,0,0,0,0.1771,0.1982,1.08,0.3753,14.17,1.97,10.77,15.31,3,3.01,27.96,23.4,,37698,0.631,9.68,17.4,172,2075,37837,1,
4200188,"Nick Blankenburg",2700,D,NSH,COL,8404570,1382727,3,2,,0.066,0.212,1.1719,1.4113,0,0,0,0,0.0199,0.035,0.278,0.0549,5.87,2.17,5.06,7.2,4,0.63,12.35,1.1,,4200188,0.997,4.35,17.4,173,1959,184512,0,
5274308,"Max Crozier",2800,D,TBL,STL,8404560,1172319,3,,,0.046,0.2044,1.21,1.034,0,0,0,0,0,0,0.2504,0,5.03,1.8,5.05,7.17,5,0,11.49,0.4,,5274308,1.316,4,16.2,167,2218,262433,0,
17079,"Brian Dumoulin",2500,D,LAK,ANA,8404590,654336,3,,,0.0429,0.2291,0.9083,1.4271,0,0,0,0,0,0,0.272,0,5.38,2.15,5.02,7.16,6,0.18,11.81,2.2,,17079,0.916,3.97,17.4,182,2054,30426,1,
16699,"Zemgus Girgensons",2500,W,TBL,STL,8404560,659858,3,,,0.1335,0.1243,1.2421,0.5997,0,0,0,0,0,0,0.2578,0,4.67,1.87,5.08,7.11,7,0,11.17,2.1,,16699,2.474,4.38,14.8,167,2218,30275,0,
5721344,"Cutter Gauthier",6600,W,ANA,LAK,8404590,1394905,3,2,,0.3391,0.3175,2.8883,0.5716,0,0,0,0,0.0651,0.0602,0.6566,0.1253,10.4,1.58,8.16,11.45,8,1.95,20.84,3.7,,5721344,0.891,7.27,16.5,180,1997,204709,0,
556106,"Jalen Chatfield",2600,D,CAR,FLA,8404550,893575,2,,,0.0843,0.2043,1.3723,1.0942,0,0,0,0,0,0,0.2886,0,5.75,2.21,5.49,7.78,9,0.06,12.78,3.1,,556106,0.955,4.27,18.9,165,2181,37855,1,
14298,"Sergei Bobrovsky",7500,G,FLA,CAR,8404550,545448,,,C,0,0,0,0,0.4115,24.4742,3.3638,0.0384,0,0,0,0,9.53,1.27,8.58,10.8,10,0.64,20.51,7.1,,14298,0,7.06,,166,2047,30440,0,
18545,"Shayne Gostisbehere",5500,D,CAR,FLA,8404550,680770,3,1,,0.1329,0.5254,1.8543,1.0881,0,0,0,0,0.0759,0.2501,0.6583,0.326,8.63,1.57,6.97,10.28,11,1.41,17.55,3.1,,18545,0.642,6.33,19.6,165,2181,30044,1,
17077,"Cody Ceci",2500,D,LAK,ANA,8404590,659859,3,,,0.0441,0.2187,0.8882,1.429,0,0,0,0,0,0,0.2628,0,5.33,2.13,5.02,7.16,12,0.13,11.76,0.9,,17077,0.883,3.9,16.7,182,2054,30249,1,
