PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
31733,"Connor McDavid",10000,C,EDM,NSH,8403760,878032,1,1,,0.5504,1.2236,3.7863,0.4712,0,0,0,0,0.1647,0.4666,1.774,0.6313,19.17,1.92,12.12,17.6,1,6.61,34.68,22.7,,31733,0.92,13.23,22.3,177,1953,31006,1,
16668,"Nathan MacKinnon",10500,C,COL,TBL,8403740,741404,1,1,,0.5695,0.9627,4.1515,0.715,0,0,0,0,0.176,0.3771,1.5322,0.5531,18.89,1.8,11.8,17.02,2,6.67,33.99,11.3,,16668,0.733,12.78,21.9,176,2155,30677,0,
6418266,"Macklin Celebrini",9400,C,SJS,CBJ,8403900,1497708,1,1,,0.5758,0.8412,3.8904,0.6938,0,0,0,0,0.1549,0.2219,1.417,0.3768,17.76,1.89,11.52,16.51,3,5.83,32.51,17.3,,6418266,0.745,11.96,20.5,184,1950,449320,1,
31846,"Leon Draisaitl",9000,C,EDM,NSH,8403760,831068,2,1,,0.6015,0.9387,3.1123,0.4037,0,0,0,0,0.2221,0.3097,1.5402,0.5318,16.45,1.83,11.27,16.31,4,4.77,30.88,7.7,,31846,0.64,11.47,21.6,177,1953,30849,1,
35785,"Auston Matthews",9300,C,TOR,FLA,8403790,920210,1,1,,0.5884,0.5625,3.3861,1.2495,0,0,0,0,0.1654,0.1832,1.1509,0.3486,16.26,1.75,10.85,15.4,5,5.02,30.15,5,,35785,0.87,11.03,20.2,164,2146,31478,1,
18975,"Zach Werenski",8800,D,CBJ,SJS,8403900,878039,1,1,,0.3082,0.8334,3.6194,1.684,0,0,0,0,0.1245,0.2623,1.1416,0.3868,16.49,1.87,9.41,13.64,6,6.74,28.53,15.7,,18975,0.528,10.94,26.5,171,2023,31462,0,
18667,"David Pastrnak",8400,W,BOS,SEA,8403820,831092,2,1,,0.5536,0.6523,3.7227,0.3459,0,0,0,0,0.1531,0.223,1.2059,0.3761,15.48,1.84,11.04,15.8,7,4.04,29.61,6.7,,18667,1.002,10.69,20.1,160,2153,30380,0,
942480,"Cale Makar",8000,D,COL,TBL,8403740,1057102,1,1,,0.3006,0.8289,2.8207,1.8041,0,0,0,0,0.153,0.3043,1.1295,0.4573,15,1.88,9.28,13.53,8,5.39,26.88,9,,942480,0.783,10.36,26,176,2155,87789,0,
1283916,"Jason Robertson",8700,W,DAL,CAR,8403720,1057147,2,1,,0.5292,0.5731,3.2439,0.635,0,0,0,0,0.1722,0.2357,1.1023,0.4079,14.37,1.65,10.15,14.44,9,3.85,27.36,3.7,,1283916,0.846,9.97,20.1,181,1954,82258,0,
18974,"Kyle Connor",7700,W,WPG,VGK,8403840,878048,1,1,,0.5139,0.6565,3.336,0.411,0,0,0,0,0.1134,0.2029,1.1704,0.3163,14.42,1.87,10.43,14.95,10,3.61,27.77,6.7,,18974,0.427,9.83,21.1,169,53599,31419,1,
17181,"Nikita Kucherov",9500,W,TBL,COL,8403740,607616,1,1,,0.4506,0.8756,2.962,0.4401,0,0,0,0,0.1586,0.3704,1.3262,0.529,14.39,1.51,10.08,14.68,11,3.95,27.29,3,,17181,0.529,10.14,19.3,167,2218,30820,1,
37712,"Tage Thompson",7300,C,BUF,VAN,8403750,920236,1,1,,0.537,0.4914,3.3889,0.4708,0,0,0,0,0.1598,0.1804,1.0284,0.3402,13.97,1.91,9.89,13.98,12,3.72,26.63,7.7,,37712,1.056,9.75,18.7,161,2004,37836,1,
1144471,"Jack Hughes",8300,W,NJD,NYI,8403700,1165897,1,1,,0.4615,0.5735,3.401,0.4775,0,0,0,0,0.1135,0.1878,1.035,0.3013,13.72,1.65,10.14,14.42,13,3.21,26.7,4,,1144471,0.299,9.24,20.5,155,1979,88357,0,
415265,"Evan Bouchard",7000,D,EDM,NSH,8403760,1121439,1,1,,0.2593,0.7821,2.7251,1.5793,0,0,0,0,0.122,0.2987,1.0414,0.4207,13.64,1.95,8.49,12.29,14,4.84,24.51,12.7,,415265,0.835,9.62,25.5,177,1953,75461,1,
31726,"Jack Eichel",8100,C,VGK,WPG,8403840,878033,1,1,,0.3972,0.6739,3.1179,0.7087,0,0,0,0,0.1094,0.2126,1.0711,0.322,13.49,1.67,9.73,14.04,15,3.41,25.94,4,,31726,0.579,9.36,20.6,185,180961,30269,0,
34593,"Zach Hyman",6700,W,EDM,NSH,8403760,555393,1,1,,0.516,0.4607,3.1399,0.4048,0,0,0,0,0.1614,0.1342,0.9767,0.2956,12.94,1.93,9.77,13.88,16,2.82,25.45,13.7,,34593,1.117,9.19,19.8,177,1953,30213,1,
414732,"Rasmus Dahlin",6300,D,BUF,VAN,8403750,1097019,1,1,,0.1963,0.7087,2.7979,1.5408,0,0,0,0,0.0964,0.2735,0.905,0.3699,12.82,2.03,8.13,11.79,17,4.4,23.23,10,,414732,1.614,9.34,25.8,161,2004,75381,1,
18978,"Mikko Rantanen",7800,W,DAL,CAR,8403720,878041,1,1,,0.434,0.7217,2.4003,0.6507,0,0,0,0,0.1671,0.3252,1.1557,0.4923,12.59,1.61,9.63,13.96,18,2.61,24.92,2,,18978,0.661,9.12,20.5,181,1954,30679,0,
2074461,"Ilya Sorokin",7600,G,NYI,NJD,8403700,831384,,,C,0,0,0,0,0.5,25.2881,2.7351,0.074,0,0,0,0,12.59,1.66,7.94,10.19,19,4.36,22.75,11.3,,2074461,0,9.97,,156,2135,113222,1,
31688,"Sam Reinhart",7500,W,FLA,TOR,8403790,831067,1,1,,0.4962,0.4817,2.6995,0.6729,0,0,0,0,0.1362,0.1494,0.9779,0.2856,12.52,1.67,9.69,13.83,20,2.48,24.92,2.7,,31688,1.117,8.98,20.7,166,2047,30753,0,
14182,"Brad Marchand",6600,W,FLA,TOR,8403790,414433,2,1,,0.4366,0.5713,2.9072,0.3997,0,0,0,0,0.1368,0.2502,1.0079,0.387,12.44,1.88,9.39,13.45,21,2.71,24.46,4.3,,14182,1.144,8.98,18.3,166,2047,29852,0,
14516,"Jacob Markstrom",7800,G,NJD,NYI,8403700,547717,,,C,0,0,0,0,0.5349,23.9625,2.6488,0.0803,0,0,0,0,12.02,1.54,7.94,10.19,22,3.79,22.18,8,,14516,0,9.64,,155,1979,30346,0,
415067,"Kirill Marchenko",6200,W,CBJ,SJS,8403900,1105812,1,1,,0.4392,0.4882,2.9214,0.5286,0,0,0,0,0.1147,0.1219,0.9274,0.2366,12.23,1.97,9.14,13,23,2.76,23.93,7.3,,415067,0.826,8.57,18.4,171,2023,75493,0,
16769,"Filip Forsberg",7000,W,NSH,EDM,8403760,659855,1,1,,0.4019,0.4895,3.038,0.5996,0,0,0,0,0.0926,0.1595,0.8914,0.2521,12.26,1.75,9.14,13,24,2.79,23.96,5.7,,16769,1.934,9.1,19.5,173,1959,29956,0,
9011929,"Matthew Schaefer",6000,D,NYI,NJD,8403700,1562161,1,1,,0.1913,0.4535,2.876,1.6809,0,0,0,0,0.0843,0.103,0.6448,0.1873,11.75,1.96,7.43,10.55,25,4.05,21.26,7,,9011929,0.961,8.09,25,156,2135,622914,1,
927648,"Joseph Woll",7500,G,TOR,FLA,8403790,920370,,,C,0,0,0,0,0.5,25.6587,3.1138,0.051,0,0,0,0,11.57,1.54,8.6,10.87,26,2.66,22.58,8,,927648,0,9.05,,164,2146,87778,1,
31732,"Sam Bennett",6300,C,FLA,TOR,8403790,831069,2,1,,0.3797,0.4616,3.0486,0.4839,0,0,0,0,0.1015,0.163,0.8413,0.2645,11.69,1.86,8.59,12.23,27,2.79,22.69,4,,31732,2.052,8.82,18.5,166,2047,30332,0,
36302,"Alex Tuch",6100,W,BUF,VAN,8403750,831083,2,2,,0.3665,0.4612,2.5254,1.1353,0,0,0,0,0.0424,0.0855,0.8277,0.1279,11.68,1.91,8.55,12.21,28,2.82,22.62,5,,36302,0.992,8.26,18.5,161,2004,31880,1,
16708,"Mark Scheifele",6700,C,WPG,VGK,8403840,600098,1,1,,0.4388,0.6269,2.1963,0.6116,0,0,0,0,0.0971,0.1469,1.0657,0.244,11.69,1.74,9.21,13.32,29,2.15,23.48,5,,16708,0.855,8.5,20.9,169,53599,30603,1,
18693,"Andrei Vasilevskiy",7400,G,TBL,COL,8403740,659865,,,B,0,0,0,0,0.5,26.0584,3.2481,0.0442,0,0,0,0,11.46,1.55,8.6,10.87,30,2.55,22.47,10.3,,18693,0,8.89,,167,2218,31111,1,
35752,"Travis Konecny",5700,W,PHI,ANA,8403710,878055,1,1,,0.4109,0.5802,2.5238,0.5282,0,0,0,0,0.081,0.1417,0.9911,0.2227,11.66,2.05,9.3,13.39,31,2.03,23.56,8.3,,35752,1.202,8.55,19.3,158,2229,30122,1,
35730,"Mathew Barzal",5900,C,NYI,NJD,8403700,878047,1,1,,0.3422,0.6457,2.4554,0.7479,0,0,0,0,0.0905,0.2315,0.9879,0.322,11.61,1.97,9.12,13.26,32,2.16,23.28,5,,35730,0.744,8.37,20.8,156,2135,30065,1,
4900491,"Adam Fantilli",6200,C,CBJ,SJS,8403900,1431616,1,1,,0.4088,0.432,2.8031,0.6591,0,0,0,0,0.0919,0.1069,0.8408,0.1988,11.63,1.88,8.94,12.62,33,2.37,23.07,5.3,,4900491,1.326,8.41,19,171,2023,260561,0,
18811,"Connor Hellebuyck",7600,G,WPG,VGK,8403840,681454,,,B,0,0,0,0,0.5238,24.2539,2.8973,0.0636,0,0,0,0,11.36,1.49,7.94,10.19,34,3.13,21.52,6.3,,18811,0,9,,169,53599,30574,1,
1279980,"Jake Oettinger",7400,G,DAL,CAR,8403720,1057135,,,C,0,0,0,0,0.4545,26.2104,3.2941,0.0417,0,0,0,0,11.21,1.51,8.58,10.8,35,2.32,22.19,8.3,,1279980,0,8.57,,181,1954,92109,0,
2575732,"Jeremy Swayman",7300,G,BOS,SEA,8403820,1057221,,,B,0,0,0,0,0.5349,23.7158,2.8373,0.0675,0,0,0,0,11.2,1.53,7.94,10.19,36,2.97,21.36,9.3,,2575732,0,8.93,,160,2153,161755,0,
17172,"Mark Stone",6300,W,VGK,WPG,8403840,556369,1,1,,0.3649,0.6481,2.2299,0.627,0,0,0,0,0.1009,0.1957,1.013,0.2966,11.21,1.78,9.03,13.19,37,1.85,22.77,2,,17172,0.695,8.13,19.4,185,180961,31019,0,
2295968,"Seth Jarvis",7200,W,CAR,DAL,8403720,1248085,3,1,,0.4173,0.4413,2.6934,0.5599,0,0,0,0,0.1262,0.1312,0.8586,0.2574,11.39,1.58,9.03,12.91,38,2.03,22.95,2,,2295968,1.341,8.32,19.2,165,2181,158546,1,
37656,"Dan Vladar",8200,G,PHI,ANA,8403710,878196,,,C,0,0,0,0,0.5918,23.6693,2.926,0.0624,0,0,0,0,11.07,1.35,8.63,10.94,39,2.13,22.12,4,,37656,0,8.97,,158,2229,32200,1,
4200212,"Wyatt Johnston",6900,C,DAL,CAR,8403720,1321477,1,1,,0.3979,0.4849,2.3775,0.7518,0,0,0,0,0.1257,0.1652,0.8828,0.2909,11.1,1.61,9.05,12.93,40,1.72,22.68,3.7,,4200212,0.581,7.89,19.6,181,1954,165117,0,
35805,"Sebastian Aho",7100,C,CAR,DAL,8403720,878154,1,1,,0.3711,0.5593,2.4553,0.3505,0,0,0,0,0.1124,0.2372,0.9304,0.3496,10.84,1.53,8.76,12.64,41,1.76,22.05,1.7,,35805,0.839,7.86,19.7,165,2181,31384,1,
58046,"Connor Ingram",8400,G,EDM,NSH,8403760,893577,,,C,0,0,0,0,0.6,23.8055,3.0465,0.0554,0,0,0,0,10.76,1.28,8.63,10.94,42,1.82,21.81,3,,58046,0,8.74,,177,1953,40250,1,
4423890,"William Eklund",5500,W,SJS,CBJ,8403900,1321459,1,1,,0.3106,0.5612,2.4877,0.7264,0,0,0,0,0.084,0.1664,0.8718,0.2504,10.95,1.99,8.28,11.97,43,2.37,21.55,9,,4423890,0.818,7.86,19.9,184,1950,165142,1,
5721344,"Cutter Gauthier",7100,W,ANA,PHI,8403710,1394905,2,2,,0.3623,0.3557,3.0666,0.5032,0,0,0,0,0.0606,0.0587,0.718,0.1193,11.04,1.55,8.16,11.45,44,2.59,21.48,0,,5721344,0.923,7.69,16.9,180,1997,204709,0,40
341532,"Elias Pettersson",6100,C,VAN,BUF,8403750,1057103,1,1,,0.3171,0.5288,2.1214,1.1974,0,0,0,0,0.0911,0.1958,0.8459,0.2869,10.99,1.8,8.23,11.94,45,2.46,21.52,5.7,,341532,1.229,8.09,19.8,179,2129,40137,0,
555421,"Ukko-Pekka Luukkonen",8300,G,BUF,VAN,8403750,1057162,,,C,0,0,0,0,0.6226,22.6052,2.7744,0.0724,0,0,0,0,10.92,1.32,7.43,9.73,46,3.22,20.43,4.7,,555421,0,8.98,,161,2004,82846,1,
37681,"Martin Necas",6400,W,COL,TBL,8403740,1057110,1,1,,0.3699,0.6381,2.3577,0.3945,0,0,0,0,0.1151,0.1979,1.008,0.313,11.02,1.72,8.76,12.64,47,1.94,22.23,4.3,,37681,1.006,8.18,20.7,176,2155,37907,0,
909441,"Joey Daccord",8100,G,SEA,BOS,8403820,878403,,,B,0,0,0,0,0.5,23.9001,2.93,0.0614,0,0,0,0,10.89,1.34,8.6,10.87,48,1.98,21.9,2.7,,909441,0,8.55,,1179,182467,87752,1,
1279531,"Brandon Hagel",6900,W,TBL,COL,8403740,920496,2,2,,0.3698,0.3996,2.6085,0.6949,0,0,0,0,0.0254,0.0438,0.7694,0.0692,10.79,1.56,8.27,11.75,49,2.22,21.38,2,,1279531,0.804,7.56,18.3,167,2218,92058,1,
17113,"Valeri Nichushkin",5200,W,COL,TBL,8403740,741413,2,1,,0.3909,0.4412,2.6107,0.4584,0,0,0,0,0.0806,0.1563,0.8321,0.2369,10.76,2.07,9.03,12.9,50,1.4,22.32,5,,17113,1.197,7.9,20.6,176,2155,30530,0,
34482,"Juuse Saros",7000,G,NSH,EDM,8403760,744805,,,B,0,0,0,0,0.4348,26.4431,3.5502,0.031,0,0,0,0,10.53,1.5,9.43,11.69,51,0.76,22.6,3,,34482,0,7.82,,173,1959,29995,0,
414868,"Andrei Svechnikov",6000,W,CAR,DAL,8403720,1121431,1,1,,0.3135,0.5171,2.7028,0.2893,0,0,0,0,0.1044,0.1874,0.8306,0.2918,10.44,1.74,8.06,11.5,52,2.09,20.76,3,,414868,1.945,8.06,17.3,165,2181,75375,1,
4204293,"Jet Greaves",7900,G,CBJ,SJS,8403900,1343652,,,C,0,0,0,0,0.5556,23.5412,3.2168,0.0461,0,0,0,0,9.83,1.24,8.63,10.94,53,0.89,20.88,2.3,,4204293,0,7.81,,171,2023,166787,0,
415370,"Lukas Dostal",7200,G,ANA,PHI,8403710,1121544,,,B,0,0,0,0,0.4348,25.6725,3.3875,0.0375,0,0,0,0,10.47,1.45,8.58,10.8,54,1.58,21.45,3,,415370,0,7.85,,180,1997,75539,0,
34619,"Scott Wedgewood",8000,G,COL,TBL,8403740,554543,,,B,0,0,0,0,0.5349,23.9441,3.1451,0.0496,0,0,0,0,10.31,1.29,8.6,10.87,55,1.4,21.32,2.7,,34619,0,8.14,,176,2155,29973,0,
35806,"Alex Nedeljkovic",7500,G,SJS,CBJ,8403900,831264,,,C,0,0,0,0,0.4717,25.7357,3.4783,0.034,0,0,0,0,10.31,1.37,9.45,11.75,56,0.52,22.41,2.7,,35806,0,7.84,,184,1950,31536,1,
35902,"Thatcher Demko",7100,G,VAN,BUF,8403750,831263,,,C,0,0,0,0,0.4082,25.8636,3.3866,0.0374,0,0,0,0,10.48,1.48,8.58,10.8,57,1.59,21.46,5.3,,35902,0,7.81,,179,2129,31823,0,
1280152,"Pavel Dorofeyev",5800,W,VGK,WPG,8403840,1141578,2,1,,0.4054,0.2898,2.7942,0.4618,0,0,0,0,0.1193,0.0792,0.6952,0.1985,10.44,1.8,8.57,11.96,58,1.56,21.41,2,,1280152,0.569,7.23,17.8,185,180961,91952,0,
14362,"Roman Josi",6400,D,NSH,EDM,8403760,547488,1,1,,0.1256,0.5271,2.286,1.6873,0,0,0,0,0.0555,0.177,0.6527,0.2325,10.48,1.64,7.16,10.45,59,3.06,19.64,3.3,,14362,0.669,7.29,21.8,173,1959,29957,0,
2558517,"Trevor Zegras",5900,W,PHI,ANA,8403710,1172191,1,1,,0.3196,0.5862,2.3192,0.4765,0,0,0,0,0.0831,0.1573,0.9058,0.2404,10.44,1.77,8.25,11.95,60,1.89,21,7,,2558517,0.841,7.6,19.2,158,2229,161686,1,
18983,"Timo Meier",5500,W,NJD,NYI,8403700,878040,2,2,,0.3142,0.2786,2.9377,0.6988,0,0,0,0,0.0311,0.0379,0.5928,0.069,10.26,1.87,7.45,10.36,61,2.54,19.8,4.3,,18983,1.621,7.48,16.6,155,1979,30999,0,
14153,"Ryan Nugent-Hopkins",5600,W,EDM,NSH,8403760,600075,1,1,,0.3216,0.6149,2.1542,0.5477,0,0,0,0,0.1075,0.3156,0.9365,0.4231,10.35,1.85,8.68,12.59,62,1.36,21.46,7.7,,14153,0.605,7.61,19.1,177,1953,30313,1,
37639,"Nico Hischier",6000,C,NJD,NYI,8403700,1057099,1,1,,0.319,0.4208,2.4748,0.7803,0,0,0,0,0.0768,0.1023,0.7398,0.1791,10.31,1.72,7.75,11.02,63,2.28,20.23,4,,37639,0.718,7.3,19.8,155,1979,37901,0,
16704,"Brock Nelson",5500,C,COL,TBL,8403740,550780,2,1,,0.3855,0.4072,2.3125,0.6904,0,0,0,0,0.1234,0.1511,0.7927,0.2745,10.38,1.89,8.27,11.75,64,1.81,20.97,3,,16704,0.585,7.37,20.3,176,2155,30773,0,
555314,"Carter Hart",7800,G,VGK,WPG,8403840,920353,,,B,0,0,0,0,0.5122,22.9511,2.9285,0.0616,0,0,0,0,10.23,1.31,8.12,10.37,65,1.82,20.62,3.3,,555314,0,8.06,,185,180961,83276,0,
18831,"Nikolaj Ehlers",5700,W,CAR,DAL,8403720,831074,1,2,,0.3223,0.4849,2.4636,0.3705,0,0,0,0,0.1104,0.152,0.8072,0.2624,9.99,1.75,8.47,12.14,66,1.22,20.83,2.3,,18831,0.531,7.1,16.7,165,2181,30595,1,
18966,"Jake DeBrusk",4500,W,VAN,BUF,8403750,878045,1,1,,0.3333,0.3174,2.7852,0.5098,0,0,0,0,0.1093,0.1058,0.6507,0.2151,10.05,2.23,8.16,11.45,67,1.6,20.49,5.7,,18966,1.089,7.22,16.9,179,2129,31011,0,
35796,"Mitch Marner",5900,W,VGK,WPG,8403840,878035,2,1,,0.292,0.7117,1.8796,0.5416,0,0,0,0,0.0814,0.241,1.0037,0.3224,10.14,1.72,8.46,12.46,68,1.38,20.97,2.7,,35796,0.674,7.52,19.2,185,180961,30483,0,
