PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
31729,"Andrew Copp",3700,C,DET,CAR,8404230,744810,2,2,,0.164,0.3099,1.2138,0.8033,0,0,0,0,0.0252,0.0587,0.4739,0.0839,6.18,1.67,6.29,9.08,1,0,14.23,3.6,,31729,0.539,4.55,16.1,172,2075,30594,1,
31746,"Radek Faksa",2500,C,DAL,LAK,8404290,659857,4,,,0.0679,0.1031,0.6878,0.689,0,0,0,0,0,0,0.171,0,3.29,1.32,4.46,6.32,2,0,9,0.1,,31746,1.125,2.76,11.3,181,1954,30523,0,
17211,"Marcus Foligno",2700,W,MIN,NJD,8404270,522049,3,,,0.1488,0.1659,0.9877,0.6801,0,0,0,0,0,0,0.3147,0,4.75,1.76,5.16,7.33,3,0,11.35,0.6,,17211,2.844,4.65,13,178,1938,30272,1,
893763,"Will Borgen",2600,D,NYR,SEA,8404220,878229,2,,,0.0516,0.1992,1.1074,1.2941,0,0,0,0,0,0,0.2508,0,5.39,2.07,4.88,6.87,4,0.33,11.64,0.7,,893763,1.917,4.47,18.2,157,2059,83676,1,
37698,"Alex DeBrincat",7300,W,DET,CAR,8404230,920337,2,1,,0.4122,0.4256,2.7301,0.5102,0,0,0,0,0.1263,0.1539,0.8378,0.2802,11.23,1.54,8.92,12.61,5,1.99,22.65,2.3,,37698,0.642,7.88,17.3,172,2075,37837,1,
1279401,"Rodrigo Abols",2500,C,PHI,TBL,8404250,920579,4,,,0.1185,0.1851,1.1216,0.5747,0,0,0,0,0,0,0.3036,0,4.62,1.85,5.18,7.34,6,0,11.25,0.3,,1279401,1.194,3.74,11.4,158,2229,92052,1,
2075138,"Nico Sturm",2500,C,MIN,NJD,8404270,1163937,3,,,0.129,0.1506,1.1204,0.5693,0,0,0,0,0,0,0.2796,0,4.52,1.81,5.02,7.07,7,0,10.95,0.7,,2075138,1.41,3.77,13.3,178,1938,87741,1,
5274308,"Max Crozier",2600,D,TBL,PHI,8404250,1172319,3,,,0.0448,0.1996,1.2109,1.0453,0,0,0,0,0,0,0.2444,0,5.01,1.93,4.87,6.84,8,0,11.24,0.8,,5274308,1.338,3.99,16.1,167,2218,262433,0,
16700,"Rasmus Ristolainen",3600,D,PHI,TBL,8404250,741411,2,1,,0.084,0.3057,1.7756,1.893,0,0,0,0,0.0291,0.065,0.3897,0.0941,8.42,2.34,6.25,8.86,9,1.95,16.42,6.9,,16700,1.974,6.43,23,158,2229,31067,1,
35939,"Jonny Brodzinski",2500,W,NYR,SEA,8404220,744965,4,,,0.1331,0.1658,1.2672,0.3626,0,0,0,0,0,0,0.2989,0,4.53,1.81,5.2,7.35,10,0,11.19,0.6,,35939,0.598,3.39,10.4,157,2059,31397,1,
17079,"Brian Dumoulin",2500,D,LAK,DAL,8404290,654336,3,,,0.0373,0.2034,0.8862,1.2826,0,0,0,0,0,0,0.2407,0,4.9,1.96,5.02,7.16,11,0,11.33,0.6,,17079,0.933,3.67,17.7,182,2054,30426,1,
16699,"Zemgus Girgensons",2500,W,TBL,PHI,8404250,659858,3,,,0.1226,0.1146,1.1808,0.5898,0,0,0,0,0,0,0.2372,0,4.41,1.76,5.08,7.11,12,0,10.91,0.3,,16699,2.427,4.18,14.4,167,2218,30275,0,
34585,"Mike Matheson",4000,D,MTL,VAN,8404240,659869,1,,,0.1089,0.3389,1.55,2.1366,0,0,0,0,0,0,0.4478,0,8.95,2.24,6.18,8.8,13,2.55,16.86,1.7,,34585,0.933,6.16,24.2,162,2017,30000,1,
31745,"Vincent Hinostroza",2500,W,MIN,NJD,8404270,681550,4,,,0.0925,0.1631,0.9569,0.3476,0,0,0,0,0,0,0.2556,0,3.65,1.46,5.11,7.28,14,0,10.19,0.1,,31745,0.789,2.91,10.4,178,1938,30786,1,
34514,"Phillip Danault",3100,C,MTL,VAN,8404240,600128,3,,,0.1688,0.2716,1.3262,0.6765,0,0,0,0,0,0,0.4404,0,6,1.94,6.05,8.66,15,0,13.74,1.8,,34514,0.941,4.57,15.4,162,2017,31116,1,
17453,"Jake McCabe",3300,D,TOR,COL,8404280,660793,2,,,0.0353,0.2388,0.6907,2.5192,0,0,0,0,0,0,0.2741,0,7.21,2.18,5.31,7.49,16,1.71,14.01,0.1,,17453,1.953,5.35,20.5,164,2146,30280,0,
1394916,"Noah Ostlund",2500,C,BUF,FLA,8404200,1394916,4,,,0.1256,0.1727,0.8686,0.499,0,0,0,0,0,0,0.2983,0,4.1,1.64,5.12,7.29,17,0,10.65,0.1,,1394916,0.403,3.01,11,161,2004,204710,1,
555386,"Trent Frederic",2500,W,EDM,CHI,8404300,920239,4,,,0.0949,0.1114,0.8388,0.2759,0,0,0,0,0,0,0.2063,0,3.12,1.25,4.92,6.97,18,0,9.42,0.1,,555386,1.645,2.95,8.7,177,1953,82490,0,
556106,"Jalen Chatfield",2800,D,CAR,DET,8404230,893575,2,,,0.0814,0.211,1.432,1.0722,0,0,0,0,0,0,0.2924,0,5.82,2.08,5.55,7.84,19,0.07,12.92,0.3,,556106,0.97,4.32,19.7,165,2181,37855,0,
14298,"Sergei Bobrovsky",7600,G,FLA,BUF,8404200,545448,,,C,0,0,0,0,0.5,23.0786,3.1836,0.0473,0,0,0,0,9.37,1.23,8.12,10.37,20,0.96,19.76,2.6,,14298,0,7.3,,166,2047,30440,0,
18545,"Shayne Gostisbehere",5500,D,CAR,DET,8404230,680770,3,1,,0.1164,0.5107,1.807,1.0543,0,0,0,0,0.0552,0.2026,0.6271,0.2578,8.25,1.5,6.61,9.65,21,1.4,16.71,1.9,,18545,0.651,6.06,19.7,165,2181,30044,0,
17077,"Cody Ceci",2500,D,LAK,DAL,8404290,659859,3,,,0.0389,0.1937,0.8811,1.2763,0,0,0,0,0,0,0.2326,0,4.86,1.94,4.84,6.84,22,0,11.06,0.3,,17077,0.901,3.62,16.9,182,2054,30249,1,
6082975,"Liam Ohgren",2500,W,VAN,MTL,8404240,1394917,3,,,0.1356,0.1534,1.3887,0.5314,0,0,0,0,0,0,0.289,0,4.96,1.98,5.08,7.11,23,0,11.46,0.8,,6082975,1.353,4.02,12.2,179,2129,204718,0,
17113,"Valeri Nichushkin",5600,W,COL,TOR,8404280,741413,2,2,,0.3685,0.3364,2.314,0.3742,0,0,0,0,0.0242,0.0468,0.7049,0.071,9.32,1.66,8.03,11.34,24,1,19.6,4.6,,17113,1.118,6.84,17.2,176,2155,30530,1,
34834,"Jason Dickinson",2700,C,CHI,EDM,8404300,741469,2,,,0.166,0.2059,1.1903,0.7921,0,0,0,0,0,0,0.3719,0,5.61,2.08,5.91,8.39,25,0,13.17,2.2,,34834,1.624,4.61,16.2,170,2205,30521,1,
896240,"Victor Olofsson",2900,W,COL,TOR,8404280,831548,3,2,,0.2243,0.2293,1.6332,0.2412,0,0,0,0,0.0368,0.0391,0.4536,0.0759,6.05,2.09,6.38,9.04,26,0,14.22,1.6,,896240,0.422,4.39,12,176,2155,81307,1,
17150,"Taylor Hall",3300,W,CAR,DET,8404230,550751,2,2,,0.1759,0.2942,1.6552,0.4622,0,0,0,0,0.0268,0.0652,0.4701,0.092,6.36,1.93,6.16,8.74,27,0,14.24,2.6,,17150,0.67,4.73,14.4,165,2181,30960,0,
5278036,"Matt Savoie",2500,W,EDM,CHI,8404300,1394907,3,2,,0.1347,0.1648,1.1373,0.3536,0,0,0,0,0.0119,0.0185,0.2995,0.0304,4.32,1.73,5.15,7.31,28,0,10.91,1.5,,5278036,0.435,3.19,12.2,177,1953,204712,0,
58046,"Connor Ingram",8500,G,EDM,CHI,8404300,893577,,,C,0,0,0,0,0.6078,21.1973,3.0229,0.0568,0,0,0,0,8.96,1.05,8.14,10.44,29,0.53,19.38,1.3,,58046,0,7.3,,177,1953,40250,0,
2296000,"Anton Lundell",4600,C,FLA,BUF,8404200,1248081,1,1,,0.2772,0.4681,2.4272,0.7055,0,0,0,0,0.0577,0.1403,0.7453,0.198,9.98,2.17,7.98,11.44,30,1.71,20.19,9.4,,2296000,1.302,7.42,20.8,166,2047,158644,0,
6881419,"Justin Hryckowian",2800,W,DAL,LAK,8404290,1505690,3,,,0.1096,0.1392,0.9025,0.4599,0,0,0,0,0,0,0.2488,0,3.78,1.35,4.97,7.02,31,0,10.14,0.1,,6881419,1.255,3.2,11.4,181,1954,501678,0,
14293,"Jeff Petry",2500,D,FLA,BUF,8404200,542700,3,,,0.0432,0.2258,0.7965,1.3617,0,0,0,0,0,0,0.269,0,5.07,2.03,4.99,7.14,32,0,11.46,0.1,,14293,1.372,4.01,15.3,166,2047,30496,0,
14155,"Jordan Eberle",4500,W,SEA,NYR,8404220,456834,1,1,,0.2768,0.3573,2.0006,0.5005,0,0,0,0,0.072,0.1035,0.6341,0.1755,8.23,1.83,7.39,10.49,33,0.57,17.69,2,,14155,0.626,5.99,17.7,1179,182467,30312,0,
14383,"Drew Doughty",4200,D,LAK,DAL,8404290,456625,1,2,,0.0989,0.366,1.605,1.3599,0,0,0,0,0.0243,0.0861,0.4649,0.1104,7.56,1.8,6.29,9.12,34,1.04,15.61,1.4,,14383,1.093,5.62,22.1,182,2054,29920,1,
16668,"Nathan MacKinnon",10300,C,COL,TOR,8404280,741404,1,1,,0.6592,1.0508,4.5226,0.5922,0,0,0,0,0.2141,0.3582,1.71,0.5723,20.88,2.03,11.96,17.14,35,8.49,36.19,26,,16668,0.747,13.93,21.6,176,2155,30677,1,
14516,"Jacob Markstrom",7200,G,NJD,MIN,8404270,547717,,,C,0,0,0,0,0.4082,25.9215,3.2344,0.0443,0,0,0,0,11.03,1.53,8.58,10.8,36,2.14,22.01,6,,14516,0,8.3,,155,1979,30346,0,
31676,"Curtis Lazar",2500,C,EDM,CHI,8404300,741449,4,,,0.0682,0.0902,0.6273,0.3691,0,0,0,0,0,0,0.1584,0,2.61,1.04,4.41,6.27,37,0,8.25,0.3,,31676,1.801,2.67,8.9,177,1953,30738,0,
2298776,"Will Cuylle",4400,W,NYR,SEA,8404220,1248181,1,2,,0.2537,0.2528,1.9853,0.7211,0,0,0,0,0.0234,0.0271,0.5065,0.0505,7.83,1.78,6.74,9.5,38,0.85,16.46,3.6,,2298776,3.565,7.05,16.8,157,2059,158565,1,
2299283,"Donovan Sebrango",2500,D,FLA,BUF,8404200,1248192,3,,,0.0176,0.1333,0.5229,0.7707,0,0,0,0,0,0,0.1509,0,2.91,1.16,4.46,6.32,39,0,8.62,0.1,,2299283,1.106,2.49,12.2,166,2047,158677,0,
34544,"Esa Lindell",4000,D,DAL,LAK,8404290,680652,1,2,,0.0633,0.2406,1.1177,2.4771,0,0,0,0,0.01,0.0206,0.3039,0.0306,8.01,2,5.4,7.56,40,2.42,14.92,0.6,,34544,0.862,5.38,23.3,181,1954,30528,0,
16738,"Jaden Schwartz",4300,W,SEA,NYR,8404220,550764,2,2,,0.2524,0.2912,2.043,0.621,0,0,0,0,0.0425,0.0549,0.5436,0.0974,7.95,1.85,6.74,9.5,41,0.97,16.58,3,,16738,0.763,5.77,17.4,1179,182467,30567,0,
18556,"Josh Manson",3500,D,COL,TOR,8404280,612926,2,,,0.0808,0.275,1.4823,1.3265,0,0,0,0,0,0,0.3558,0,6.71,1.92,5.79,8.22,42,0.71,14.12,1.6,,18556,2.474,5.63,19.1,176,2155,30652,1,
16784,"Luke Glendening",2500,C,NJD,MIN,8404270,656728,4,,,0.0509,0.0584,0.6001,0.6029,0,0,0,0,0,0,0.1093,0,2.65,1.06,4.29,6.02,43,0,8.14,0.1,,16784,1.076,2.28,9.8,155,1979,30617,0,
2299614,"Brock Faber",5000,D,MIN,NJD,8404270,1248160,1,2,,0.1606,0.3806,2.0464,1.7955,0,0,0,0,0.0301,0.07,0.5412,0.1001,9.8,1.96,6.92,9.87,44,2.63,18.66,5.3,,2299614,0.676,6.72,23.8,178,1938,158522,1,
37731,"Carson Soucy",2500,D,NYR,SEA,8404220,744948,3,,,0.0585,0.1661,0.9427,1.3115,0,0,0,0,0,0,0.2246,0,5.03,2.01,4.84,6.84,45,0.02,11.23,0.6,,37731,1.571,4.06,17.2,157,2059,37877,1,
2298811,"Emil Andrae",2500,D,PHI,TBL,8404250,1248171,3,,,0.0412,0.2127,0.9054,1.1091,0,0,0,0,0,0,0.2539,0,4.69,1.88,4.96,7.1,46,0,11.04,0.3,,2298811,1.194,3.71,16.5,158,2229,158533,1,
2295722,"Alexis Lafreniere",4100,W,NYR,SEA,8404220,1207493,3,2,,0.2649,0.3062,1.8903,0.3579,0,0,0,0,0.0274,0.0393,0.5711,0.0667,7.43,1.81,7.29,10.4,47,0,16.76,0.8,,2295722,1.201,5.7,14.8,157,2059,158562,1,
34830,"Sam Carrick",2500,C,NYR,SEA,8404220,555803,4,,,0.0943,0.1279,0.9922,0.4059,0,0,0,0,0,0,0.2222,0,3.64,1.46,4.97,7.02,48,0,10,0.6,,34830,1.49,3.22,10.4,157,2059,30262,1,
14453,"Tyler Myers",2500,D,VAN,MTL,8404240,456704,2,,,0.0437,0.2029,1.0183,1.8565,0,0,0,0,0,0,0.2466,0,6.29,2.52,5.26,7.4,49,0.84,13.02,2.1,,14453,1.338,4.62,20.3,179,2129,31072,0,
2299114,"Gage Goncalves",3100,W,TBL,PHI,8404250,1248183,1,2,,0.1564,0.2792,1.0546,0.4058,0,0,0,0,0.0161,0.0342,0.4356,0.0503,5.05,1.63,5.52,7.96,50,0,12.12,2.7,,2299114,1.227,4.15,13.9,167,2218,158693,0,
2296497,"Quinton Byfield",5100,C,LAK,DAL,8404290,1207494,2,2,,0.2493,0.4371,2.1007,0.4469,0,0,0,0,0.0387,0.0734,0.6864,0.1121,8.51,1.67,7.16,10.26,51,1.09,17.67,3.8,,2296497,0.991,6.34,19.2,182,2054,158524,1,
17253,"Vladimir Tarasenko",3000,W,MIN,NJD,8404270,550766,3,2,,0.1994,0.2766,1.6552,0.4202,0,0,0,0,0.0384,0.052,0.476,0.0904,6.41,2.14,6.16,8.74,52,0.03,14.29,2.3,,17253,0.824,4.84,13.4,178,1938,30570,1,
2295968,"Seth Jarvis",6500,W,CAR,DET,8404230,1248085,3,1,,0.3869,0.4309,2.6644,0.6066,0,0,0,0,0.0982,0.1074,0.8178,0.2056,11.08,1.7,8.26,11.74,53,2.52,21.65,2.2,,2295968,1.381,8.11,19.2,165,2181,158546,0,
2295667,"Dawson Mercer",3800,C,NJD,MIN,8404270,1207495,2,1,,0.2331,0.2671,2.0107,0.598,0,0,0,0,0.046,0.0615,0.5002,0.1075,7.57,1.99,6.73,9.48,54,0.6,16.18,3,,2295667,0.528,5.39,18,155,1979,158585,0,
34466,"Jaccob Slavin",3000,D,CAR,DET,8404230,681436,2,,,0.0564,0.2621,1.1998,1.2918,0,0,0,0,0,0,0.3185,0,5.93,1.98,5.31,7.58,55,0.43,12.73,0.5,,34466,0.513,4.13,17.2,165,2181,30416,0,
34560,"Nick Paul",2600,W,TBL,PHI,8404250,744807,4,2,,0.1551,0.1719,1.1688,0.3506,0,0,0,0,0.0201,0.0268,0.327,0.0469,4.57,1.76,5.15,7.32,56,0,11.16,1.6,,34560,0.956,3.64,12.8,167,2218,82903,0,
5241875,"Max Sasson",2700,C,VAN,MTL,8404240,1443094,3,2,,0.1617,0.1659,1.2086,0.5138,0,0,0,0,0.0295,0.0349,0.3276,0.0644,4.93,1.83,5.71,8.06,57,0,12.24,2.3,,5241875,0.659,3.72,12.5,179,2129,289518,0,
2299484,"Daemon Hunt",2500,D,MIN,NJD,8404270,1248196,3,,,0.0169,0.1506,0.5371,1.3245,0,0,0,0,0,0,0.1675,0,4,1.6,4.62,6.49,58,0,9.91,0.8,,2299484,0.932,3.03,13.5,178,1938,158615,1,
2296463,"Mavrik Bourque",3500,W,DAL,LAK,8404290,1248097,2,2,,0.1829,0.2248,1.6115,0.5442,0,0,0,0,0.0221,0.0323,0.4077,0.0544,6.12,1.75,5.93,8.39,59,0,13.71,1.4,,2296463,0.789,4.57,15.8,181,1954,158700,0,
17281,"Jason Zucker",4500,W,BUF,FLA,8404200,554508,2,1,,0.2981,0.3681,1.9847,0.3263,0,0,0,0,0.1045,0.1354,0.6662,0.2399,8.17,1.82,7.6,10.88,60,0.3,17.9,2,,17281,1.144,6.26,16.3,161,2004,30296,1,
5283044,"Ivan Ivan",2500,W,COL,TOR,8404280,1364092,4,,,0.0688,0.0914,0.5563,0.1976,0,0,0,0,0,0,0.1602,0,2.24,0.9,4.39,6.25,61,0,7.86,0.3,,5283044,0.447,1.76,7.2,176,2155,246328,1,
4200358,"Arber Xhekaj",2500,D,MTL,VAN,8404240,1345074,3,,,0.0339,0.116,0.8016,0.7696,0,0,0,0,0,0,0.1499,0,3.38,1.35,4.49,6.35,62,0,9.13,0.1,,4200358,1.912,3.19,11.1,162,2017,166621,1,
2295850,"Jack Quinn",3500,W,BUF,FLA,8404200,1248076,3,2,,0.2023,0.3154,1.6708,0.3917,0,0,0,0,0.0404,0.0773,0.5177,0.1177,6.62,1.89,6.82,9.75,63,0,15.35,1.9,,2295850,0.618,4.91,13.7,161,2004,158556,1,
2295876,"Kaiden Guhle",2700,D,MTL,VAN,8404240,1248087,3,,,0.0787,0.2199,1.1335,1.7975,0,0,0,0,0,0,0.2986,0,6.73,2.49,5.14,7.28,64,1.4,13.31,1.1,,2295876,1.538,5.05,17.5,162,2017,158569,1,
34615,"Connor Brown",2600,W,NJD,MIN,8404270,681515,3,,,0.1444,0.1964,1.4286,0.494,0,0,0,0,0,0,0.3408,0,5.25,2.02,5.28,7.42,65,0,12.01,0.9,,34615,0.46,3.8,15.4,155,1979,30264,0,
1283317,"Johnathan Kovacevic",2500,D,NJD,MIN,8404270,1057182,2,,,0.0405,0.1592,1.0147,1.2647,0,0,0,0,0,0,0.1997,0,4.86,1.94,4.72,6.58,66,0,10.9,0.6,,1283317,1.191,3.75,18,155,1979,92020,0,
17212,"Brendan Gallagher",2800,W,MTL,VAN,8404240,555807,3,2,,0.2214,0.2507,1.7966,0.3687,0,0,0,0,0.0324,0.0634,0.4721,0.0958,6.62,2.36,6.62,9.39,67,0,15.09,4,,17212,1.045,5.07,13.5,162,2017,29796,1,
2299209,"Landon Slaggert",2500,W,CHI,EDM,8404300,1248472,4,,,0.1062,0.1395,0.9011,0.3436,0,0,0,0,0,0,0.2457,0,3.56,1.42,4.96,7.01,68,0,9.91,0.1,,2299209,1.113,3,10.7,170,2205,158656,1,
2295723,"Braden Schneider",3400,D,NYR,SEA,8404220,1248088,1,,,0.0772,0.2571,1.4225,1.9144,0,0,0,0,0,0,0.3343,0,7.63,2.24,5.56,7.84,69,1.87,14.75,2.4,,2295723,2.342,6,21.5,157,2059,158563,1,
1283126,"Eetu Luostarinen",3100,W,FLA,BUF,8404200,1057150,1,2,,0.186,0.354,1.5935,0.7859,0,0,0,0,0.0262,0.0551,0.54,0.0813,7.21,2.33,6.35,9.12,70,0.63,15.34,3.8,,1283126,2.091,6,18.3,166,2047,91962,0,
992345,"Jack Studnicka",2500,W,FLA,BUF,8404200,1057161,4,,,0.0636,0.092,0.8828,0.2868,0,0,0,0,0,0,0.1556,0,2.84,1.14,4.47,6.31,71,0,8.56,0.1,,992345,0.877,2.36,7.4,166,2047,82493,0,
17115,"Patrick Kane",5200,W,DET,CAR,8404230,392942,2,2,,0.2291,0.4054,2.1221,0.3925,0,0,0,0,0.0455,0.0993,0.6345,0.1448,8.12,1.56,7.15,10.26,72,0.71,17.27,3.9,,17115,0.361,5.76,14.6,172,2075,30639,1,
4904965,"Denver Barkey",2800,W,PHI,TBL,8404250,1453172,2,2,,0.1691,0.2459,1.3183,0.5866,0,0,0,0,0.0328,0.0531,0.415,0.0859,5.7,2.04,5.86,8.34,73,0,13.2,0.8,,4904965,1.265,4.58,14.9,158,2229,260542,1,
4904968,"Matvei Michkov",4000,W,PHI,TBL,8404250,1338014,1,1,,0.2961,0.4157,2.0747,0.3438,0,0,0,0,0.0737,0.0951,0.7118,0.1688,8.61,2.15,7.6,10.88,74,0.74,18.34,7,,4904968,0.579,6.23,16.1,158,2229,260577,1,
