PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
18812,"Brett Kulak",2000,D,PIT,TOR,8402820,681417,2,,,0.0476,0.1914,1.2091,1.2573,0,0,0,0,0,0,0.239,0,5.38,2.69,4.93,6.91,11,0.27,11.69,0,,18812,0.853,3.94,18.9,159,1927,30330,0
37726,"Stuart Skinner",9400,G,PIT,TOR,8402820,1057186,,,C,0,0,0,0,0.4484,22.8954,3.2618,0.0432,0,0,0,0,8.82,0.94,8.1,10.3,12,0.43,19.19,0,,37726,0,6.64,,159,1927,83388,0
5274086,"Jack St. Ivany",2000,D,PIT,TOR,8402820,1121582,3,,,0.025,0.1445,0.7167,1.1645,0,0,0,0,0,0,0.1695,0,4.02,2.01,4.58,6.44,13,0,9.88,0,,5274086,1.599,3.41,14.2,159,1927,243384,0
4598299,"Matthew Knies",8000,W,TOR,PIT,8402820,1321672,3,1,,0.2865,0.4864,1.8572,0.4835,0,0,0,0,0.0627,0.1137,0.7729,0.1764,8.73,1.09,7.78,11.27,14,0.67,18.69,0,,4598299,2.362,7.27,18.6,164,2146,165026,1
4256179,"Bobby McMann",5000,W,TOR,PIT,8402820,1384791,1,,,0.2248,0.1907,1.7034,0.36,0,0,0,0,0,0,0.4155,0,6.16,1.23,6.32,8.85,15,0,14.25,0,,4256179,1.991,5.17,13.7,164,2146,246344,1
4640616,"Ville Koivunen",2000,W,PIT,TOR,8402820,1321662,3,,,0.0996,0.2015,1.1236,0.4335,0,0,0,0,0,0,0.3011,0,4.31,2.16,5.33,7.63,16,0,11.13,0,,4640616,0.639,3.28,12.1,159,1927,164964,0
415294,"Connor Dewar",2000,W,PIT,TOR,8402820,1121552,4,,,0.1298,0.1476,1.2999,0.5183,0,0,0,0,0,0,0.2774,0,4.71,2.36,5.08,7.11,17,0,11.21,0,,415294,2.228,4.3,13.3,159,1927,75442,0
1280041,"Matias Maccelli",2400,W,TOR,PIT,8402820,1172295,2,2,,0.1707,0.4171,1.2639,0.2664,0,0,0,0,0.0354,0.1128,0.5878,0.1482,6,2.5,6.49,9.48,18,0,14.31,0,,1280041,0.413,4.5,14.9,164,2146,92032,1
2561365,"Ryan Shea",2000,D,PIT,TOR,8402820,878272,3,,,0.0352,0.15,0.6943,1.0382,0,0,0,0,0,0,0.1852,0,3.87,1.94,4.55,6.42,19,0,9.69,0,,2561365,0.782,2.93,15.5,159,1927,161705,0
927648,"Joseph Woll",9800,G,TOR,PIT,8402820,920370,,,C,0,0,0,0,0.5745,24.2351,2.8992,0.064,0,0,0,0,11.55,1.18,7.96,10.26,20,3.3,21.74,0,,927648,0,9.29,,164,2146,87778,1
2709152,"Dakota Joshua",2000,W,TOR,PIT,8402820,831491,4,,,0.1539,0.1744,0.8624,0.5226,0,0,0,0,0,0,0.3283,0,4.38,2.19,5.14,7.31,21,0,10.96,0,,2709152,3.173,4.59,12.3,164,2146,91635,1
34592,"William Nylander",9600,W,TOR,PIT,8402820,831073,2,2,,0.3585,0.5468,2.3496,0.3517,0,0,0,0,0.071,0.1626,0.9053,0.2336,10.4,1.08,8.76,12.64,22,1.32,21.61,0,,34592,0.373,7.34,17.6,164,2146,30259,1
14243,"John Tavares",8600,C,TOR,PIT,8402820,504244,2,2,,0.3352,0.458,2.4592,0.4368,0,0,0,0,0.0712,0.1206,0.7932,0.1918,10.05,1.17,8.48,12.14,23,1.26,20.9,0,,14243,1.306,7.49,16.8,164,2146,30048,1
17394,"Rickard Rakell",8200,C,PIT,TOR,8402820,600132,1,1,,0.2863,0.3819,2.5772,0.734,0,0,0,0,0.0794,0.1102,0.6682,0.1896,9.92,1.21,7.73,11,24,1.91,19.81,0,,17394,1.504,7.4,19.1,159,1927,30661,0
35785,"Auston Matthews",10800,C,TOR,PIT,8402820,920210,1,1,,0.5659,0.5111,3.3158,1.269,0,0,0,0,0.1193,0.1268,1.077,0.2461,15.63,1.45,10.63,14.99,25,4.62,29.24,0,,35785,0.961,10.63,20.7,164,2146,31478,1
37682,"Nicolas Roy",3600,C,TOR,PIT,8402820,878234,3,2,,0.1728,0.2926,1.3138,0.539,0,0,0,0,0.0325,0.0661,0.4654,0.0986,5.89,1.64,6.03,8.64,26,0,13.61,0,,37682,1.113,4.67,16.3,164,2146,37824,1
35901,"Troy Stecher",4400,D,TOR,PIT,8402820,914413,2,,,0.0479,0.1805,1.0287,1.4692,0,0,0,0,0,0,0.2284,0,5.44,1.24,4.88,6.87,27,0.38,11.69,0,,35901,1.213,4.11,21,164,2146,31472,1
14425,"Oliver Ekman-Larsson",5600,D,TOR,PIT,8402820,504257,3,2,,0.0992,0.3927,1.535,1.0754,0,0,0,0,0.0305,0.0932,0.4919,0.1237,7.05,1.26,6.24,9.07,28,0.59,15.04,0,,14425,1.52,5.6,21.5,164,2146,30716,1
1283125,"Steven Lorentz",2000,W,TOR,PIT,8402820,878389,4,,,0.1042,0.1525,0.9724,0.6229,0,0,0,0,0,0,0.2567,0,4.18,2.09,5.01,7.06,29,0,10.59,0,,1283125,2.223,3.94,12,164,2146,82844,1
2032778,"Nicholas Robertson",2600,W,TOR,PIT,8402820,1172248,3,1,,0.2265,0.2352,1.6579,0.4364,0,0,0,0,0.0583,0.0679,0.4617,0.1262,6.46,2.48,6.47,9.12,30,0,14.74,0,,2032778,1.063,4.99,13,164,2146,112791,1
1278989,"Parker Wotherspoon",3000,D,PIT,TOR,8402820,878258,1,,,0.037,0.1936,0.9222,1.4127,0,0,0,0,0,0,0.2306,0,5.14,1.71,4.84,6.84,31,0.13,11.34,0,,1278989,1.969,4.32,20.6,159,1927,83305,0
9012043,"Ben Kindel",7200,C,PIT,TOR,8402820,1591877,3,2,,0.2376,0.2566,1.96,0.7374,0,0,0,0,0.0319,0.0396,0.4942,0.0715,7.69,1.07,6.74,9.5,32,0.71,16.32,0,,9012043,0.798,5.58,14.9,159,1927,622949,0
31696,"Max Domi",4800,W,TOR,PIT,8402820,741442,1,1,,0.169,0.3757,1.4535,0.3735,0,0,0,0,0.0416,0.0955,0.5447,0.1371,6.25,1.3,6.56,9.53,33,0,14.65,0,,31696,0.618,4.72,14.7,164,2146,30713,1
31723,"Scott Laughton",2800,C,TOR,PIT,8402820,659866,4,,,0.1407,0.182,1.1883,0.5584,0,0,0,0,0,0,0.3227,0,4.87,1.74,5.23,7.38,34,0,11.56,0,,31723,1.791,4.21,12.9,164,2146,30037,1
16947,"Kris Letang",6800,D,PIT,TOR,8402820,339745,2,2,,0.1018,0.3731,1.6959,1.2608,0,0,0,0,0.0211,0.0497,0.4749,0.0708,7.61,1.12,6.37,9.18,35,1.01,15.76,0,,16947,1.574,5.88,21.3,159,1927,30431,0
16727,"Morgan Rielly",7600,D,TOR,PIT,8402820,659812,1,1,,0.1132,0.5258,1.9156,1.5301,0,0,0,0,0.036,0.1614,0.639,0.1974,9.38,1.23,7.08,10.38,36,2.05,18.44,0,,16727,0.83,6.74,21.5,164,2146,29818,1
1279638,"Thomas Novak",6400,W,PIT,TOR,8402820,878206,2,2,,0.201,0.2732,1.5976,0.4113,0,0,0,0,0.0282,0.0526,0.4742,0.0808,6.3,0.98,6.55,9.34,37,0,14.68,0,,1279638,0.37,4.53,13.6,159,1927,92057,0
6680372,"Rutger McGroarty",3200,W,PIT,TOR,8402820,1394914,3,,,0.155,0.1867,1.5605,0.3607,0,0,0,0,0,0,0.3417,0,5.3,1.66,5.27,7.41,38,0,12.05,0,,6680372,1.265,4.23,12.5,159,1927,204720,0
31729,"Andrew Copp",3700,C,DET,DAL,8402810,744810,2,2,,0.1581,0.3227,1.3706,0.6197,0,0,0,0,0.0228,0.0575,0.4808,0.0803,6.14,1.66,5.81,8.43,39,0.12,13.58,0.3,,31729,0.534,4.54,16.7,172,2075,30594,1,
31730,"Alexander Wennberg",4300,C,SJS,VGK,8403010,741444,2,1,,0.1485,0.401,1.1899,1.163,0,0,0,0,0.0337,0.0953,0.5495,0.129,7.12,1.66,6.18,9.02,40,0.72,15.03,0,,31730,0.551,5.19,20.1,184,1950,30199,0
16760,"Hampus Lindholm",3400,D,BOS,MTL,8402840,659813,2,2,,0.0777,0.3633,1.5119,1.3281,0,0,0,0,0.0228,0.073,0.441,0.0958,7.14,2.1,5.92,8.6,41,1.01,14.72,1.3,,16760,0.778,5.2,22.4,160,2153,31037,1,
17172,"Mark Stone",6000,W,VGK,SJS,8403010,556369,1,1,,0.4073,0.8186,2.4876,0.6212,0,0,0,0,0.1354,0.2959,1.2259,0.4313,13.01,2.17,10,14.62,42,2.65,25.81,25.3,,17172,0.664,9.37,18.6,185,180961,31019,1,
34491,"Mike Reilly",2500,D,CAR,FLA,8402830,610577,4,,,0.0069,0.0266,0.218,0.1344,0,0,0,0,0,0,0.0335,0,0.78,0.31,4.21,5.96,43,0,6.17,0,,34491,0.116,0.56,2.1,165,2181,30298,1
31746,"Radek Faksa",2500,C,DAL,DET,8402810,659857,4,,,0.0742,0.1148,0.7044,0.5816,0,0,0,0,0,0,0.189,0,3.25,1.3,4.44,6.3,44,0,8.93,0,,31746,1.117,2.75,11.4,181,1954,30523,0
17211,"Marcus Foligno",2500,W,MIN,NSH,8402850,522049,4,,,0.1477,0.1664,0.9113,0.6126,0,0,0,0,0,0,0.3141,0,4.51,1.8,5.14,7.31,45,0,11.09,0,,17211,2.693,4.42,12.5,178,1938,30272,1
18467,"Anthony Duclair",2800,W,NYI,NJD,8402860,743259,3,2,,0.1822,0.2469,1.2641,0.5164,0,0,0,0,0.0353,0.0667,0.4291,0.102,5.62,2.01,5.86,8.34,46,0,13.12,0.3,,18467,0.542,4.18,13.6,156,2135,30344,1,
34547,"Nick Jensen",2500,D,OTT,BUF,8402870,733469,3,,,0.0272,0.1831,0.6726,1.0369,0,0,0,0,0,0,0.2103,0,3.93,1.57,4.71,6.72,47,0,9.96,0,,34547,0.794,3,14.7,163,2050,30618,1
893763,"Will Borgen",2500,D,NYR,WSH,8402790,878229,2,,,0.0449,0.1676,1.0159,1.4951,0,0,0,0,0,0,0.2125,0,5.41,2.16,4.88,6.87,48,0.35,11.66,0,,893763,1.893,4.4,18.2,157,2059,83676,0
36584,"Clayton Keller",6700,W,UTA,COL,8402920,920216,1,1,,0.2866,0.5054,2.464,0.5037,0,0,0,0,0.0804,0.1782,0.792,0.2586,9.97,1.49,7.96,11.42,49,1.72,20.16,1.7,,36584,0.32,7,19.1,183,2005,32089,0,
37698,"Alex DeBrincat",7900,W,DET,DAL,8402810,920337,2,1,,0.4416,0.4937,3.3146,0.421,0,0,0,0,0.1307,0.1733,0.9353,0.304,12.92,1.64,9.26,13.1,50,3.33,24.77,4,,37698,0.663,8.84,17.9,172,2075,37837,1,
1279401,"Rodrigo Abols",2500,C,PHI,CHI,8402940,920579,4,,,0.1054,0.1435,1.0242,0.3958,0,0,0,0,0,0,0.2489,0,3.85,1.54,5,7.04,51,0,10.25,0,,1279401,1.104,3.18,10.2,158,2229,92052,0
2075138,"Nico Sturm",2500,C,MIN,NSH,8402850,1163937,4,,,0.1178,0.1297,0.9604,0.5078,0,0,0,0,0,0,0.2475,0,3.97,1.59,4.99,7.03,52,0,10.36,0,,2075138,1.138,3.26,11.2,178,1938,87741,1
4200188,"Nick Blankenburg",2900,D,NSH,MIN,8402850,1382727,3,2,,0.092,0.2274,1.5616,1.0958,0,0,0,0,0.0343,0.0427,0.3194,0.077,6.22,2.14,5.55,7.84,53,0.47,13.32,0,,4200188,0.976,4.65,17.5,173,1959,184512,0
34619,"Scott Wedgewood",8500,G,COL,UTA,8402920,554543,,,C,0,0,0,0,0.7143,22.8491,2.5356,0.0905,0,0,0,0,12.33,1.45,7.46,9.81,54,4.6,21.88,5.3,,34619,0,10.39,,176,2155,29973,1,
14246,"Casey Cizikas",2500,C,NYI,NJD,8402860,521884,4,,,0.0991,0.1162,0.8453,0.7401,0,0,0,0,0,0,0.2153,0,3.95,1.58,5.01,7.06,55,0,10.36,0,,14246,1.856,3.57,11,156,2135,30928,1
16700,"Rasmus Ristolainen",2800,D,PHI,CHI,8402940,741411,3,,,0.0483,0.1951,1.2614,1.3948,0,0,0,0,0,0,0.2434,0,5.74,2.05,4.93,6.91,56,0.63,12.05,1,,16700,1.722,4.59,18.6,158,2229,31067,0,
35939,"Jonny Brodzinski",2500,C,NYR,WSH,8402790,744965,3,2,,0.1324,0.1695,1.3308,0.4262,0,0,0,0,0.0181,0.0265,0.3019,0.0446,4.75,1.9,5.21,7.36,57,0,11.42,0,,35939,0.631,3.57,11.8,157,2059,31397,0
17079,"Brian Dumoulin",2500,D,LAK,SEA,8402910,654336,3,,,0.0402,0.2163,0.9168,1.3449,0,0,0,0,0,0,0.2565,0,5.15,2.06,5.02,7.16,58,0,11.58,0,,17079,0.994,3.87,18.3,182,2054,30426,1
18719,"Pheonix Copley",8200,G,LAK,SEA,8402910,823923,,,B,0,0,0,0,0.7015,19.812,2.2309,0.1151,0,0,0,0,11.17,1.36,6.92,9.27,59,4,20.03,2.7,,18719,0,9.4,,182,2054,30543,1,
34585,"Mike Matheson",4100,D,MTL,BOS,8402840,659869,1,,,0.0932,0.285,1.4096,2.1053,0,0,0,0,0,0,0.3782,0,8.23,2.01,5.96,8.4,60,2.06,15.86,2.3,,34585,0.922,5.68,24.3,162,2017,30000,0,
31745,"Vincent Hinostroza",2500,W,MIN,NSH,8402850,681550,4,,,0.0863,0.1464,0.8269,0.2821,0,0,0,0,0,0,0.2327,0,3.21,1.28,4.92,6.97,61,0,9.51,0,,31745,0.696,2.56,8.9,178,1938,30786,1
34514,"Phillip Danault",3500,C,MTL,BOS,8402840,600128,3,,,0.1452,0.2218,1.2711,0.6546,0,0,0,0,0,0,0.367,0,5.41,1.55,5.41,7.7,62,0,12.33,0,,34514,0.888,4.13,14.7,162,2017,31116,0
1394916,"Noah Ostlund",2600,W,BUF,OTT,8402870,1394916,2,,,0.1227,0.1683,0.9251,0.5234,0,0,0,0,0,0,0.291,0,4.18,1.61,5.14,7.31,63,0,10.76,0,,1394916,0.474,3.09,12.1,161,2004,204710,0
555386,"Trent Frederic",2500,W,EDM,CGY,8402880,920239,4,,,0.1133,0.1357,0.9925,0.435,0,0,0,0,0,0,0.249,0,3.89,1.56,4.97,7.02,64,0,10.25,0,,555386,1.912,3.61,9.8,177,1953,82490,1
556106,"Jalen Chatfield",2500,D,CAR,FLA,8402830,893575,2,,,0.0802,0.1925,1.3558,1.1134,0,0,0,0,0,0,0.2727,0,5.66,2.26,5.32,7.48,65,0.15,12.47,0.7,,556106,1.009,4.22,19.2,165,2181,37855,1,
18681,"Ryan Pulock",3800,D,NYI,NJD,8402860,741446,1,,,0.0761,0.2881,1.5508,2.2035,0,0,0,0,0,0,0.3642,0,8.57,2.26,5.56,7.84,66,2.81,15.69,1.3,,18681,1.495,6.11,22.1,156,2135,30776,1,
14298,"Sergei Bobrovsky",7400,G,FLA,CAR,8402830,545448,,,C,0,0,0,0,0.4545,24.5642,3.1059,0.0511,0,0,0,0,10.6,1.43,8.58,10.8,67,1.71,21.58,3.7,,14298,0,8.15,,166,2047,30440,0,
18545,"Shayne Gostisbehere",5700,D,CAR,FLA,8402830,680770,2,1,,0.1155,0.556,1.7711,1.0872,0,0,0,0,0.0645,0.2767,0.6715,0.3412,8.48,1.49,6.97,10.28,68,1.26,17.4,0,,18545,0.682,6.29,20.3,165,2181,30044,1
17077,"Cody Ceci",2500,D,LAK,SEA,8402910,659859,3,,,0.0408,0.2001,0.896,1.2975,0,0,0,0,0,0,0.2409,0,4.97,1.99,5.02,7.16,69,0,11.4,0,,17077,0.922,3.7,16.9,182,2054,30249,1
18560,"Barclay Goodrow",2500,W,SJS,VGK,8403010,790352,4,,,0.0845,0.1006,0.7587,0.7775,0,0,0,0,0,0,0.1851,0,3.68,1.47,4.98,7.03,70,0,10.05,0,,18560,1.503,3.2,11.6,184,1950,30687,0
31684,"Ben Hutton",3100,D,VGK,SJS,8403010,681485,2,2,,0.0738,0.2061,1.8031,1.2603,0,0,0,0,0.0147,0.0213,0.2799,0.036,6.66,2.15,5.27,7.37,71,1.2,13.41,2.3,,31684,0.85,4.77,16.2,185,180961,30700,1,
35781,"Mikhail Sergachev",5400,D,UTA,COL,8402920,920218,1,1,,0.1051,0.4706,1.6525,2.0357,0,0,0,0,0.049,0.1337,0.5757,0.1827,9.56,1.77,6.81,9.86,72,2.5,18.28,0.3,,35781,0.94,6.76,23.5,183,2005,31482,0,
5245899,"Reid Schaefer",2500,W,NSH,MIN,8402850,1394928,4,,,0.1236,0.1185,1.0207,0.54,0,0,0,0,0,0,0.2421,0,4.11,1.64,5.02,7.07,73,0,10.54,0,,5245899,1.399,3.48,10.4,173,1959,204721,0
17113,"Valeri Nichushkin",4500,W,COL,UTA,8402920,741413,2,2,,0.3573,0.3362,2.1636,0.4097,0,0,0,0,0.0243,0.0484,0.6935,0.0727,8.98,2,7.94,11.27,74,0.75,19.14,5,,17113,1.117,6.66,16.6,176,2155,30530,1,
34834,"Jason Dickinson",2900,C,CHI,PHI,8402940,741469,3,,,0.1738,0.2029,1.3555,0.7044,0,0,0,0,0,0,0.3767,0,5.78,1.99,5.88,8.36,75,0,13.31,1,,34834,1.645,4.74,16.7,170,2205,30521,1,
2296274,"Connor Zary",2900,W,CGY,EDM,8402880,1248091,3,,,0.1829,0.2326,1.3632,0.4283,0,0,0,0,0,0,0.4155,0,5.56,1.92,5.85,8.33,76,0,13.05,0,,2296274,0.62,4.13,13.4,175,2134,158630,0
896240,"Victor Olofsson",2800,W,COL,UTA,8402920,831548,3,2,,0.1921,0.1957,1.3453,0.2458,0,0,0,0,0.0351,0.0371,0.3878,0.0722,5.13,1.83,5.68,8.03,77,0,12.4,0.7,,896240,0.39,3.76,10.7,176,2155,81307,1,
17150,"Taylor Hall",3000,W,CAR,FLA,8402830,550751,3,2,,0.1766,0.3057,1.5842,0.495,0,0,0,0,0.0346,0.0845,0.4823,0.1191,6.36,2.12,6.3,9.07,78,0,14.42,0.7,,17150,0.67,4.76,14.4,165,2181,30960,1,
5278036,"Matt Savoie",2900,W,EDM,CGY,8402880,1394907,3,2,,0.164,0.1951,1.3301,0.4513,0,0,0,0,0.0138,0.0208,0.3591,0.0346,5.19,1.79,5.7,8.05,79,0,12.49,0.3,,5278036,0.551,3.84,13.5,177,1953,204712,1,
36587,"Tyson Jost",2500,W,NSH,MIN,8402850,920219,3,,,0.096,0.1647,1.1682,0.4267,0,0,0,0,0,0,0.2607,0,4.15,1.66,5.16,7.33,80,0,10.75,0,,36587,1.131,3.4,12.4,173,1959,32100,0
6422693,"Igor Chernyshov",3200,W,SJS,VGK,8403010,1428062,1,2,,0.2213,0.2514,1.8834,0.4865,0,0,0,0,0.0332,0.0425,0.4727,0.0757,6.96,2.18,6.62,9.4,81,0.1,15.43,0.3,,6422693,1.031,5.26,14.4,184,1950,449712,0,
14207,"Steven Stamkos",4700,W,NSH,MIN,8402850,456624,1,1,,0.3212,0.3392,2.2117,0.4667,0,0,0,0,0.0965,0.1128,0.6604,0.2093,8.88,1.89,7.94,11.27,82,0.65,19.04,4,,14207,0.846,6.49,16.8,173,1959,30516,0,
58046,"Connor Ingram",8400,G,EDM,CGY,8402880,893577,,,C,0,0,0,0,0.5918,24.829,3.0165,0.0571,0,0,0,0,11.68,1.39,8.63,10.94,83,2.74,22.73,6,,58046,0,9.4,,177,1953,40250,1,
37715,"Ryan Lomberg",2500,W,CGY,EDM,8402880,894479,4,,,0.0799,0.0955,0.8768,0.2628,0,0,0,0,0,0,0.1754,0,2.95,1.18,4.47,6.31,84,0,8.67,0,,37715,1.48,2.74,8.2,175,2134,31513,0
16904,"Nikita Zadorov",3000,D,BOS,MTL,8402840,741448,1,,,0.0783,0.2334,1.2633,1.3116,0,0,0,0,0,0,0.3117,0,6.1,2.03,5.11,7.24,85,0.81,12.64,1,,16904,2.721,5.34,21.5,160,2153,30682,1,
2296000,"Anton Lundell",5200,C,FLA,CAR,8402830,1248081,1,2,,0.2367,0.3683,1.9809,0.9076,0,0,0,0,0.0265,0.0646,0.605,0.0911,8.59,1.65,7.2,10.31,86,1.13,17.81,0.7,,2296000,1.242,6.45,18.4,166,2047,158644,0,
37986,"Dominic Toninato",2500,C,CHI,PHI,8402940,681443,4,,,0.1175,0.1331,0.9353,0.3214,0,0,0,0,0,0,0.2506,0,3.64,1.46,4.96,7.01,87,0,9.99,0,,37986,1.36,3.17,9.9,170,2205,37925,1
1287130,"Brandon Duhaime",2500,W,WSH,NYR,8402790,920429,4,,,0.0931,0.1262,0.9635,0.6596,0,0,0,0,0,0,0.2193,0,4,1.6,5.01,7.06,88,0,10.41,0,,1287130,2.14,3.76,12,168,2232,92011,1
6881419,"Justin Hryckowian",2700,W,DAL,DET,8402810,1505690,3,,,0.1228,0.1693,1.0139,0.4552,0,0,0,0,0,0,0.2921,0,4.21,1.56,5.16,7.33,89,0,10.81,0,,6881419,1.371,3.57,12.5,181,1954,501678,0
14293,"Jeff Petry",2500,D,FLA,CAR,8402830,542700,3,,,0.0284,0.179,0.5475,1.5255,0,0,0,0,0,0,0.2074,0,4.64,1.86,4.87,6.88,90,0,10.87,0,,14293,1.233,3.58,13.3,166,2047,30496,0
14155,"Jordan Eberle",4400,W,SEA,LAK,8402910,456834,1,1,,0.2756,0.3376,2.0981,0.5607,0,0,0,0,0.0705,0.0963,0.6132,0.1668,8.38,1.9,7.39,10.49,91,0.72,17.84,1.7,,14155,0.687,6.09,19,1179,182467,30312,0,
14383,"Drew Doughty",3400,D,LAK,SEA,8402910,456625,1,1,,0.0943,0.4666,1.5502,1.4212,0,0,0,0,0.0364,0.1431,0.5609,0.1795,8.07,2.37,6.59,9.65,92,1.24,16.51,13.3,,14383,1.139,6.06,23.1,182,2054,29920,1,
16668,"Nathan MacKinnon",10000,C,COL,UTA,8402920,741404,1,1,,0.6209,1.0128,4.1434,0.663,0,0,0,0,0.2131,0.4351,1.6337,0.6482,19.58,1.96,11.8,17.02,93,7.36,34.68,14.7,,16668,0.717,13.27,21.7,176,2155,30677,1,
14516,"Jacob Markstrom",7600,G,NJD,NYI,8402860,547717,,,C,0,0,0,0,0.5556,24.0149,2.8149,0.0692,0,0,0,0,11.57,1.52,7.96,10.26,94,3.32,21.76,3.3,,14516,0,9.3,,155,1979,30346,0,
2298776,"Will Cuylle",4200,W,NYR,WSH,8402790,1248181,2,1,,0.2553,0.2586,1.9103,0.7558,0,0,0,0,0.0457,0.0523,0.5139,0.098,7.79,1.85,6.65,9.43,95,0.9,16.3,1,,2298776,3.41,6.99,17.5,157,2059,158565,0,
2295911,"Jake Sanderson",6600,D,OTT,BUF,8402870,1248071,1,1,,0.1448,0.5679,2.2972,1.8079,0,0,0,0,0.0719,0.1853,0.7127,0.2572,11.2,1.7,7.16,10.45,96,3.78,20.36,1.7,,2295911,0.696,7.72,25.1,163,2050,158608,1,
34544,"Esa Lindell",4100,D,DAL,DET,8402810,680652,1,2,,0.0736,0.2561,1.2696,2.2042,0,0,0,0,0.0101,0.019,0.3297,0.0291,7.87,1.92,5.49,7.78,97,2.18,14.9,0,,34544,0.913,5.41,23.7,181,1954,30528,0
2296434,"Jamie Drysdale",3200,D,PHI,CHI,8402940,1207492,2,1,,0.0686,0.3138,1.0313,1.1332,0,0,0,0,0.0232,0.0908,0.3824,0.114,5.68,1.78,5.45,7.93,98,0.03,12.66,2.7,,2296434,0.601,4.19,20.9,158,2229,158711,0,
37718,"Alexander Kerfoot",2500,W,UTA,COL,8402920,681488,4,,,0.1,0.1691,0.9595,0.8106,0,0,0,0,0,0,0.2691,0,4.53,1.81,5.19,7.36,99,0,11.17,0,,37718,0.732,3.41,12.8,183,2005,37927,0
16710,"Zach Bogosian",2500,D,MIN,NSH,8402850,456626,3,,,0.0295,0.1276,0.7557,0.911,0,0,0,0,0,0,0.1571,0,3.58,1.43,4.53,6.39,100,0,9.38,0,,16710,0.967,2.84,12.2,178,1938,31107,1
14230,"Anze Kopitar",4300,C,LAK,SEA,8402910,300789,1,1,,0.2208,0.5237,1.5649,0.8047,0,0,0,0,0.0567,0.1472,0.7445,0.2039,8.41,1.96,7.65,11.24,101,0.48,18.2,4,,14230,0.63,6.21,19.3,182,2054,29924,1,
