PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
5721344,"Cutter Gauthier",6700,W,ANA,EDM,8405340,1394905,3,1,,0.4078,0.3609,3.3411,0.4858,0,0,0,0,0.1136,0.0972,0.7687,0.2108,12,1.79,9.05,12.71,1,2.62,23.58,0,,5721344,0.88,8.26,16.4,180,1997,204709,0
14204,"Alex Killorn",3400,W,ANA,EDM,8405340,651621,1,2,,0.2413,0.2757,1.843,0.4329,0,0,0,0,0.0307,0.0446,0.517,0.0753,7.12,2.09,6.62,9.4,2,0.26,15.59,0,,14204,1.086,5.41,18.8,180,1997,30512,0
34841,"Ross Johnston",2500,W,ANA,EDM,8405340,789848,4,,,0.0591,0.1299,0.6224,0.411,0,0,0,0,0,0,0.189,0,2.79,1.12,4.42,6.28,3,0,8.45,0,,34841,2.738,3.28,10.9,180,1997,30771,0
5277871,"Pavel Mintyukov",3100,D,ANA,EDM,8405340,1394908,2,2,,0.0703,0.3184,1.1863,1.4843,0,0,0,0,0.019,0.0874,0.3887,0.1064,6.61,2.13,5.55,8.02,4,0.86,13.71,0,,5277871,1.114,4.98,19.5,180,1997,204737,0
37967,"Ville Husso",7000,G,ANA,EDM,8405340,831429,,,B,0,0,0,0,0.3125,26.9736,4.084,0.0153,0,0,0,0,8.76,1.25,9.39,11.57,5,-0.97,20.78,0,,37967,0,5.81,,180,1997,37806,0
14130,"Mikael Granlund",4500,C,ANA,EDM,8405340,550759,1,1,,0.2217,0.4863,1.9894,0.7506,0,0,0,0,0.0522,0.1556,0.708,0.2078,8.86,1.97,7.45,10.76,6,1.14,18.4,0,,14130,0.856,6.55,20.2,180,1997,30288,0
6417603,"Beckett Sennecke",5000,W,ANA,EDM,8405340,1517414,1,1,,0.3464,0.3828,2.3847,0.4056,0,0,0,0,0.0767,0.1005,0.7292,0.1772,9.56,1.91,8.25,11.73,7,1.01,20.12,0,,6417603,1.21,7.09,18.5,180,1997,449326,0
2299549,"Ian Moore",2500,D,ANA,EDM,8405340,1248200,4,,,0.0749,0.1518,0.7591,0.8728,0,0,0,0,0,0,0.2267,0,4.02,1.61,4.53,6.39,8,0,9.82,0,,2299549,0.492,2.93,10.3,180,1997,158714,0
5277875,"Olen Zellweger",3000,D,ANA,EDM,8405340,1321594,3,,,0.0733,0.168,1.4427,1.1395,0,0,0,0,0,0,0.2413,0,5.64,1.88,4.95,6.9,9,0.51,11.98,0,,5277875,0.647,4.02,16.1,180,1997,165134,0
909414,"Ryan Poehling",3100,C,ANA,EDM,8405340,1057134,3,,,0.1626,0.2416,1.3559,1.2629,0,0,0,0,0,0,0.4042,0,6.87,2.22,6,8.49,10,0.65,14.55,0,,909414,0.694,4.91,16.2,180,1997,87751,0
