PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
31729,"Andrew Copp",3300,C,DET,CAR,8402950,744810,2,2,,0.1416,0.2763,1.2487,0.8234,0,0,0,0,0.0194,0.047,0.4179,0.0664,5.91,1.79,5.63,8.06,1,0.08,13.12,0,,31729,0.51,4.32,16.6,172,2075,30594,0
31730,"Alexander Wennberg",3800,C,SJS,VAN,8403020,741444,2,1,,0.1761,0.3677,1.2907,1.0595,0,0,0,0,0.0467,0.1017,0.5438,0.1484,7.17,1.89,6.59,9.59,2,0.34,15.61,0,,31730,0.56,5.23,20.4,184,1950,30199,0
16760,"Hampus Lindholm",3400,D,BOS,BUF,8402960,659813,2,2,,0.0714,0.3315,1.4968,1.5313,0,0,0,0,0.0191,0.0608,0.4029,0.0799,7.28,2.14,5.69,8.15,3,1.39,14.56,0,,16760,0.749,5.2,22.3,160,2153,31037,0
17172,"Mark Stone",6200,W,VGK,COL,8403160,556369,1,1,,0.3308,0.5677,2.264,0.6989,0,0,0,0,0.1026,0.1917,0.8985,0.2943,10.68,1.72,8.69,12.6,4,1.68,21.8,0,,17172,0.651,7.69,18.1,185,180961,31019,1
34491,"Mike Reilly",2500,D,CAR,DET,8402950,610577,4,,,0.0139,0.0587,0.4329,0.2405,0,0,0,0,0,0,0.0726,0,1.49,0.6,4.21,5.96,5,0,6.88,0,,34491,0.231,1.11,4.3,165,2181,30298,1
31746,"Radek Faksa",2500,C,DAL,CHI,8402990,659857,4,,,0.0787,0.1227,0.7621,0.4823,0,0,0,0,0,0,0.2014,0,3.25,1.3,4.45,6.3,6,0,8.95,0,,31746,1.17,2.79,11.4,181,1954,30523,1
17211,"Marcus Foligno",2500,W,MIN,WPG,8402970,522049,4,,,0.123,0.1374,0.8426,0.5801,0,0,0,0,0,0,0.2604,0,3.99,1.6,4.99,7.03,7,0,10.38,0,,17211,2.66,4.04,12.6,178,1938,30272,0
34547,"Nick Jensen",2500,D,OTT,TOR,8402930,733469,3,,,0.0261,0.1701,0.6628,0.9912,0,0,0,0,0,0,0.1962,0,3.76,1.5,4.71,6.72,8,0,9.79,0,,34547,0.773,2.88,14.9,163,2050,30618,0
37698,"Alex DeBrincat",8100,W,DET,CAR,8402950,920337,2,1,,0.4145,0.4183,2.9159,0.5646,0,0,0,0,0.1173,0.1412,0.8328,0.2585,11.66,1.44,8.92,12.61,9,2.42,23.08,0,,37698,0.646,8.09,17.8,172,2075,37837,0
2075138,"Nico Sturm",2500,C,MIN,WPG,8402970,1163937,4,,,0.0978,0.1076,0.8836,0.4734,0,0,0,0,0,0,0.2054,0,3.51,1.4,4.97,7.02,10,0,9.87,0,,2075138,1.102,2.93,11.3,178,1938,87741,0
35829,"Logan Stanley",2600,D,WPG,MIN,8402970,920227,3,,,0.0372,0.1735,0.987,1.122,0,0,0,0,0,0,0.2107,0,4.6,1.77,4.78,6.77,11,0,10.72,0,,35829,1.453,3.75,14.3,169,53599,82920,1
4200188,"Nick Blankenburg",3100,D,NSH,STL,8403000,1382727,3,2,,0.0824,0.2348,1.3556,1.1538,0,0,0,0,0.027,0.0424,0.3172,0.0694,5.94,1.92,5.49,7.78,12,0.25,12.97,0,,4200188,1.013,4.48,17.9,173,1959,184512,0
5274308,"Max Crozier",2600,D,TBL,FLA,8402980,1172319,3,,,0.0461,0.1638,1.3638,1.0458,0,0,0,0,0,0,0.2099,0,5.09,1.96,4.87,6.84,13,0.04,11.32,0,,5274308,1.189,3.94,14.1,167,2218,262433,0
18484,"Adam Lowry",2600,C,WPG,MIN,8402970,607959,3,,,0.1367,0.1879,1.2016,0.6824,0,0,0,0,0,0,0.3246,0,5.1,1.96,5.25,7.4,14,0,11.82,0,,18484,1.888,4.4,14.5,169,53599,30843,1
34619,"Scott Wedgewood",8200,G,COL,VGK,8403160,554543,,,B,0,0,0,0,0.5745,24.8498,2.8467,0.0673,0,0,0,0,12.21,1.49,7.96,10.26,15,3.96,22.4,0,,34619,0,9.82,,176,2155,29973,0
17079,"Brian Dumoulin",2500,D,LAK,ANA,8403070,654336,3,,,0.0422,0.2146,0.9518,1.3853,0,0,0,0,0,0,0.2568,0,5.29,2.12,5.02,7.16,16,0.09,11.72,0,,17079,0.981,3.94,18.1,182,2054,30426,1
16699,"Zemgus Girgensons",2600,W,TBL,FLA,8402980,659858,3,,,0.1205,0.1098,1.2452,0.7702,0,0,0,0,0,0,0.2303,0,4.78,1.84,5.1,7.13,17,0,11.31,0,,16699,2.497,4.43,14.7,167,2218,30275,0
