PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
18467,"Anthony Duclair",3800,W,NYI,PIT,8405930,743259,3,2,,0.198,0.267,1.3488,0.4796,0,0,0,0,0.0324,0.0608,0.465,0.0932,5.94,1.56,6.02,8.63,1,0,13.65,0.4,,18467,0.483,4.37,13.4,156,2135,30344,1,
34547,"Nick Jensen",2600,D,OTT,CAR,8405890,733469,2,,,0.0256,0.184,0.5678,1.4851,0,0,0,0,0,0,0.2096,0,4.59,1.77,4.78,6.79,2,0,10.71,0.1,,34547,0.843,3.36,16.6,163,2050,30618,0,
5274308,"Max Crozier",2500,D,TBL,BUF,8405950,1172319,3,,,0.0389,0.1617,1.0621,0.7824,0,0,0,0,0,0,0.2006,0,4.08,1.63,4.77,6.75,3,0,10.19,0.1,,5274308,1.049,3.25,12.7,167,2218,262433,1,
14246,"Casey Cizikas",2500,C,NYI,PIT,8405930,521884,4,,,0.1047,0.1191,0.903,0.6412,0,0,0,0,0,0,0.2238,0,3.94,1.58,5.01,7.06,4,0,10.35,0.3,,14246,1.816,3.56,11.4,156,2135,30928,1,
16700,"Rasmus Ristolainen",3200,D,PHI,WSH,8405920,741411,1,,,0.0573,0.234,1.3238,1.4437,0,0,0,0,0,0,0.2913,0,6.21,1.94,5.11,7.24,5,0.92,12.75,0.3,,16700,1.673,4.88,17.8,158,2229,31067,1,
37907,"Connor Clifton",2500,D,PIT,NYI,8405930,744943,3,,,0.0358,0.174,0.9082,1.6339,0,0,0,0,0,0,0.2098,0,5.51,2.2,4.93,6.93,6,0.4,11.82,0.3,,37907,3.328,5.12,17.3,159,1927,82491,0,
16699,"Zemgus Girgensons",2500,W,TBL,BUF,8405950,659858,2,,,0.1582,0.1577,1.5337,0.626,0,0,0,0,0,0,0.3159,0,5.57,2.23,5.17,7.19,7,0.21,12.19,2.4,,16699,2.854,5.17,16.4,167,2218,30275,1,
35776,"Danton Heinen",2500,W,CBJ,NJD,8405910,831469,4,,,0.0931,0.1484,0.7644,0.4426,0,0,0,0,0,0,0.2415,0,3.45,1.38,4.94,6.99,8,0,9.77,0.1,,35776,0.84,2.78,9.7,171,2023,31458,0,
5721344,"Cutter Gauthier",6900,W,ANA,SEA,8405980,1394905,3,1,,0.4205,0.4088,3.4904,0.4182,0,0,0,0,0.1211,0.1164,0.8293,0.2375,12.62,1.83,9.05,12.71,9,3.24,24.2,7.5,,5721344,0.913,8.64,16.5,180,1997,204709,1,
17453,"Jake McCabe",3300,D,TOR,EDM,8406040,660793,1,2,,0.0418,0.2959,0.7905,2.3392,0,0,0,0,0.0082,0.06,0.3377,0.0682,7.35,2.23,5.53,7.85,10,1.62,14.43,3,,17453,2.082,5.64,23,164,2146,30280,0,
1394916,"Noah Ostlund",3000,C,BUF,TBL,8405950,1394916,3,2,,0.1552,0.2225,1.0404,0.5273,0,0,0,0,0.0261,0.0433,0.3777,0.0694,4.92,1.64,5.35,7.65,11,0,11.77,0.4,,1394916,0.396,3.62,14,161,2004,204710,0,
555386,"Trent Frederic",2500,W,EDM,TOR,8406040,920239,4,,,0.1002,0.1245,1.0075,0.3119,0,0,0,0,0,0,0.2247,0,3.55,1.42,4.99,7.03,12,0,9.94,0.1,,555386,1.937,3.39,9.8,177,1953,82490,1,
2578776,"Justin Brazeau",4000,W,PIT,NYI,8405930,956418,3,2,,0.2081,0.2051,1.4758,0.5088,0,0,0,0,0.0271,0.031,0.4132,0.0581,5.96,1.49,6.41,9.07,13,0,14.16,2.1,,2578776,1.665,4.92,12.7,159,1927,82518,0,
556106,"Jalen Chatfield",2600,D,CAR,OTT,8405890,893575,1,,,0.0801,0.2297,1.266,0.987,0,0,0,0,0,0,0.3098,0,5.49,2.11,5.49,7.78,14,0,12.52,1.2,,556106,0.955,4.13,19.3,165,2181,37855,1,
31735,"Bo Horvat",7500,C,NYI,PIT,8405930,741412,1,1,,0.407,0.3997,2.9986,0.4834,0,0,0,0,0.11,0.1295,0.8067,0.2395,11.54,1.54,8.92,12.6,15,2.3,22.96,7.2,,31735,0.978,8.13,20,156,2135,31049,1,
18681,"Ryan Pulock",3400,D,NYI,PIT,8405930,741446,1,,,0.0574,0.2515,1.2293,1.863,0,0,0,0,0,0,0.3089,0,7.01,2.06,5.49,7.78,16,1.32,14.04,2.3,,18681,1.329,5.11,20.9,156,2135,30776,1,
34611,"Anthony Mantha",3300,W,PIT,NYI,8405930,741457,3,2,,0.2029,0.2438,1.5198,0.4313,0,0,0,0,0.0258,0.0391,0.4467,0.0649,6.06,1.84,6.4,9.06,17,0,14.25,2.2,,34611,0.86,4.61,13.5,159,1927,30621,0,
18545,"Shayne Gostisbehere",5200,D,CAR,OTT,8405890,680770,3,1,,0.1525,0.5649,1.9045,0.8904,0,0,0,0,0.0868,0.292,0.7174,0.3788,8.76,1.68,6.94,10.24,18,1.57,17.64,1.4,,18545,0.604,6.46,18.6,165,2181,30044,1,
18746,"Anthony Stolarz",7200,G,TOR,EDM,8406040,660794,,,C,0,0,0,0,0.3876,28.2883,3.4102,0.0363,0,0,0,0,12.25,1.7,9.2,11.4,19,2.72,24.03,6.6,,18746,0,9.07,,164,2146,30032,0,
2296155,"Yegor Chinakhov",3500,W,PIT,NYI,8405930,1209293,2,2,,0.2435,0.2551,2.0386,0.3934,0,0,0,0,0.0289,0.0325,0.4986,0.0614,7.29,2.08,6.71,9.46,20,0.34,15.88,3,,2296155,1.24,5.56,14,159,1927,158667,0,
34598,"Noel Acciari",2600,W,PIT,NYI,8405930,873205,4,,,0.11,0.1109,1.0078,0.9384,0,0,0,0,0,0,0.2209,0,4.61,1.77,5.08,7.12,21,0,11.11,0.1,,34598,1.787,3.94,13.1,159,1927,31008,0,
17150,"Taylor Hall",3500,W,CAR,OTT,8405890,550751,2,2,,0.1918,0.3199,1.6403,0.403,0,0,0,0,0.0365,0.0623,0.5117,0.0988,6.52,1.86,6.3,9.07,22,0,14.58,1.9,,17150,0.654,4.85,13.8,165,2181,30960,1,
