PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
18501,"Shea Theodore",4800,D,VGK,LAK,8406100,741466,1,2,,0.0965,0.4184,1.6658,1.6454,0,0,0,0,0.014,0.0667,0.5149,0.0807,8.44,1.76,6.43,9.25,1,1.78,16.67,0,,18501,0.408,5.81,22.7,185,180961,30663,1
17172,"Mark Stone",7200,W,VGK,LAK,8406100,556369,2,1,,0.4152,0.7121,2.1486,0.7293,0,0,0,0,0.1302,0.2568,1.1273,0.387,12.02,1.67,9.55,13.9,2,2.13,24.24,0,,17172,0.663,8.74,19.9,185,180961,31019,1
34547,"Nick Jensen",2500,D,OTT,PHI,8406090,733469,2,,,0.0311,0.1999,0.672,1.0972,0,0,0,0,0,0,0.231,0,4.16,1.66,4.71,6.72,3,0,10.19,0,,34547,0.851,3.18,16.8,163,2050,30618,0
893763,"Will Borgen",2500,D,NYR,CAR,8406030,878229,2,,,0.042,0.1786,0.8813,1.7029,0,0,0,0,0,0,0.2206,0,5.63,2.25,4.93,6.93,4,0.52,11.94,0,,893763,1.892,4.5,18.2,157,2059,83676,1
4200188,"Nick Blankenburg",2800,D,NSH,WSH,8406110,1382727,3,2,,0.0667,0.2409,1.1386,1.1657,0,0,0,0,0.0204,0.0724,0.3076,0.0928,5.51,1.97,5,7.13,5,0.33,11.91,0,,4200188,0.962,4.2,16.7,173,1959,184512,0
14246,"Casey Cizikas",2500,C,NYI,NJD,8406120,521884,4,,,0.1003,0.1146,0.8683,0.7591,0,0,0,0,0,0,0.2149,0,4.02,1.61,5.01,7.06,6,0,10.43,0,,14246,1.77,3.57,11.6,156,2135,30928,0
16700,"Rasmus Ristolainen",3400,D,PHI,OTT,8406090,741411,1,,,0.0522,0.2053,1.2295,1.5363,0,0,0,0,0,0,0.2575,0,6.04,1.78,5.19,7.32,7,0.66,12.68,0,,16700,1.65,4.73,17.6,158,2229,31067,1
37907,"Connor Clifton",2500,D,PIT,BUF,8406130,744943,3,,,0.0367,0.185,0.9124,1.5612,0,0,0,0,0,0,0.2217,0,5.45,2.18,4.93,6.93,8,0.34,11.76,0,,37907,3.272,5.07,16.9,159,1927,82491,0
35939,"Jonny Brodzinski",2500,W,NYR,CAR,8406030,744965,3,2,,0.1351,0.1771,1.2707,0.4739,0,0,0,0,0.019,0.0267,0.3122,0.0457,4.79,1.92,5.21,7.36,9,0,11.46,0,,35939,0.711,3.64,11.5,157,2059,31397,1
17079,"Brian Dumoulin",2500,D,LAK,VGK,8406100,654336,1,,,0.0401,0.2195,0.8959,1.4897,0,0,0,0,0,0,0.2596,0,5.4,2.16,5.02,7.16,10,0.2,11.83,0,,17079,1.027,4.02,20.5,182,2054,30426,0
