PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,SDK,SFD,REFID,OWNERSHIP
35796,"Mitch Marner",,C,CAN,TBD,,878035,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,25.67,,35796,0,0,,,,30483,1,1.15,1.15,15,
18501,"Shea Theodore",,D,CAN,TBD,,741466,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,15,,18501,0,0,,,,30663,1,1.15,1.15,16,
31735,"Bo Horvat",,C,CAN,TBD,,741412,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,10,,31735,0,0,,,,31049,1,1.15,1.15,17,
31688,"Sam Reinhart",,W,CAN,TBD,,831067,4,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,16,,31688,0,0,,,,30753,1,1.15,1.15,18,
14182,"Brad Marchand",,W,CAN,TBD,,414433,4,,,0.1727,0.1961,1.2398,0,0,0,0,0,0,0,0.3688,0,4.36,0,11.62,4.67,,14182,0.729,3.42,11.6,,,29852,1,5.67,8.02,19,
31732,"Sam Bennett",,C,CAN,TBD,,831069,5,,,0.1126,0.1152,0.9803,0,0,0,0,0,0,0,0.2278,0,3.02,0,9.34,0,,31732,0.807,2.52,12.1,,,30332,1,4.94,6.99,20,39
2295968,"Seth Jarvis",,W,CAN,TBD,,1248085,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,2295968,0.623,0.31,15.7,,,158546,1,1.15,1.15,21,39
1283254,"Logan Thompson",,G,CAN,TBD,,1139760,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1283254,0,0,,,,82970,1,0.58,0,22,39
37649,"Travis Sanheim",,D,CAN,TBD,,831082,3,,,0.0299,0.1133,0.5074,0,0,0,0,0,0,0,0.1432,0,1.6,0,7.22,1,,37649,0.381,1.33,16.9,,,30397,1,4.39,6.24,23,
18671,"Jordan Binnington",,G,CAN,TBD,,607980,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,23,,18671,0,0,,,,30439,1,0.58,0,24,
14507,"Darcy Kuemper",,G,CAN,TBD,,547403,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,14507,0,0,,,,30268,1,0.58,0,25,39
37770,"Radim Simek",,D,CZE,DEN,,1052090,1,,,0.0127,0.2189,0.5528,0,0,0,0,0,0,0,0.2316,0,2.04,0,8.12,0,,37770,2.003,2.51,,,,32300,1,4.75,6.89,26,39
37681,"Martin Necas",,W,CZE,DEN,,1057110,2,1,,0.5353,0.9002,3.4814,0,0,0,0,0,0.1749,0.3468,1.4355,0.5217,15.71,4.56,29.48,0,,37681,1.015,11.06,34.1,,,37907,1,10.76,15.55,27,39
18667,"David Pastrnak",,W,CZE,DEN,,831092,1,1,,0.9224,1.0038,5.6172,0,0,0,0,0,0.2865,0.3811,1.9262,0.6676,24.48,10.87,41.3,0,,18667,1.092,16.05,34.8,,,30380,1,13.14,18.8,28,39
37707,"Filip Hronek",,D,CZE,DEN,,920361,1,1,,0.1554,0.861,2.3602,0,0,0,0,0,0.0717,0.344,1.0164,0.4157,9.71,1.46,19.9,0,,37707,1.601,7.74,48.4,,,37845,1,7.96,11.87,29,39
16757,"Tomas Hertl",,C,CZE,DEN,,659862,1,1,,0.6179,0.6684,3.3261,0,0,0,0,0,0.2036,0.2477,1.2863,0.4513,14.85,3.41,28.98,0,,16757,1.351,10.61,28.2,,,29907,1,11.04,15.8,30,39
37696,"David Kampf",,C,CZE,DEN,,1050068,2,,,0.1707,0.3203,1.6384,0,0,0,0,0,0,0,0.491,0,5.63,0,13.66,0,,37696,1.122,4.5,24.1,,,37886,1,6.27,9.04,31,39
35921,"Ondrej Kase",,W,CZE,DEN,,831571,3,2,,0.2073,0.2286,1.5155,0,0,0,0,0,0,0,0.4359,0,5.27,0,13.44,0,,35921,0,3.67,,,,31502,1,6.38,9.03,32,39
,1,,D,CZE,DEN,,902830,2,,,0.0616,0.1838,1.1165,0,0,0,0,0,0,0,0.2454,0,3.14,,,0,,,,,,,,,,,,33,39,"Michal Kempny"
17120,"Ondrej Palat",,W,CZE,DEN,,615345,1,1,,0.3542,0.5634,2.2447,0,0,0,0,0,0.1005,0.2075,0.9176,0.308,9.66,0.69,20.74,0,,17120,1.946,7.75,28.7,,,30825,1,8.66,12.56,34,39
16742,"Radko Gudas",,D,CZE,DEN,,554520,2,,,0.077,0.3667,2.0304,0,0,0,0,0,0,0,0.4437,0,5.73,0,13.31,0,,16742,3.612,5.77,34.1,,,30042,1,5.92,8.56,35,39
35854,"Lukas Sedlak",,C,CZE,DEN,,612924,3,,,0.1586,0.1749,1.1595,0,0,0,0,0,0,0,0.3335,0,4,0,10.57,0,,35854,0,2.81,,,,,1,5.13,7.3,36,39
10239699,"David Tomasek",,W,CZE,DEN,,1166671,4,2,,0.2806,0.293,2.153,0,0,0,0,0,0.0528,0.104,0.5736,0.1568,7.36,0,16.54,0,,10239699,1.132,5.65,,,,658745,1,7.17,10.13,37,39
5273742,"David Spacek",,D,CZE,DEN,,1364089,3,2,,0.0394,0.3676,1.0332,0,0,0,0,0,0.0127,0.1213,0.407,0.134,3.76,0,10.97,0,,5273742,1.122,3.37,26.4,,,231601,1,5.63,8.33,38,39
37697,"Jan Rutta",,D,CZE,DEN,,1054103,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,37697,0.544,0.27,,,,32354,1,1.15,1.15,39,39
655235,"Roman Cervenka",,C,CZE,DEN,,655235,3,2,,0.2073,0.2286,1.5155,0,0,0,0,0,0,0,0.4359,0,5.27,0,13.44,0,,655235,0,3.67,,,,,1,6.38,9.03,40,39
31746,"Radek Faksa",,C,CZE,DEN,,659857,4,,,0.1392,0.2343,1.1525,0,0,0,0,0,0,0,0.3735,0,4.13,0,10.93,0,,31746,1.389,3.62,19.3,,,30523,1,5.31,7.6,41,39
612934,"Matej Stransky",,W,CZE,DEN,,612934,4,,,0.1345,0.1483,0.9832,0,0,0,0,0,0,0,0.2828,0,3.38,0,9.7,0,,612934,0,2.38,,,,,1,4.94,6.99,42,39
472511,"Tomas Kundratek",,D,CZE,DEN,,472511,3,,,0.0269,0.0804,0.4882,0,0,0,0,0,0,0,0.1073,0,1.36,0,6.94,0,,472511,0,0.97,,,,,1,4.36,6.22,43,39
1144866,"Dominik Kubalik",,W,CZE,DEN,,745341,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1144866,1.057,0.53,,,,88360,1,1.15,1.15,44,39
1285060,"Jakub Flek",,W,CZE,DEN,,1285060,4,,,0.1345,0.1483,0.9832,0,0,0,0,0,0,0,0.2828,0,3.38,0,9.7,0,,1285060,0,2.38,,,,,1,4.94,6.99,45,39
1364090,"Jiri Tichacek",,D,CZE,DEN,,1364090,4,,,0.0137,0.0407,0.2475,0,0,0,0,0,0,0,0.0544,0,0.69,0,6.08,0,,1364090,0,0.49,,,,,1,4.21,5.95,46,39
37656,"Dan Vladar",,G,CZE,DEN,,878196,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,37656,0,0,,,,32200,1,0.58,0,47,39
415370,"Lukas Dostal",,G,CZE,DEN,,1121544,,,B,0,0,0,0,0.7895,21.6911,2.0349,0.1334,0,0,0,0,13.59,6.79,21.99,0,,415370,0,11.65,,,,75539,1,6.56,9.05,48,39
878169,"Filip Chlapik",,W,CZE,DEN,,878169,2,2,,0.0191,0.021,0.1395,0,0,0,0,0,0,0,0.0401,0,0.48,0,5.87,0,,878169,0,0.34,,,,,1,4.21,5.95,49,39
4200011,"Karel Vejmelka",,G,CZE,DEN,,878314,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,4200011,0,0,,,,166640,1,0.58,0,50,39
920604,"Joachim Blichfeld",,W,DEN,CZE,,920604,2,2,,0.118,0.1553,1.1642,0,0,0,0,0,0,0,0.2733,0,3.56,0,9.93,0,,920604,0,2.49,,,,,1,4.98,7.02,51,39
14278,"Lars Eller",,C,DEN,CZE,,392954,2,1,,0.1784,0.3147,2.069,0,0,0,0,0,0.0473,0.0899,0.4931,0.1372,6.42,0,14.66,6.67,,14278,1.129,5.03,38.3,,,29793,1,6.44,9.18,52,
18831,"Nikolaj Ehlers",,W,DEN,CZE,,831074,1,1,,0.3786,0.6222,3.4558,0,0,0,0,0,0.1057,0.2002,1.0008,0.3059,12.59,3.28,24.1,28.33,,18831,0.676,8.71,50.7,,,30595,1,8.99,12.82,53,
1166529,"Phillip Bruggisser",,D,DEN,CZE,,1166529,3,,,0.0315,0.1124,0.7717,0,0,0,0,0,0,0,0.1439,0,1.99,0,7.65,0,,1166529,0,1.41,,,,,1,4.42,6.27,54,39
898444,"Jesper Jensen Aabo",,D,DEN,CZE,,898444,1,,,0.039,0.139,0.9542,0,0,0,0,0,0,0,0.178,0,2.47,0,8.17,0,,898444,0,1.74,,,,,1,4.45,6.3,55,39
4905072,"Oscar Fisker Molgaard",,C,DEN,CZE,,1447488,3,1,,0.1745,0.2533,1.8431,0,0,0,0,0,0.0575,0.0977,0.4278,0.1552,5.67,0,13.52,3,,4905072,1.315,4.64,35.9,,,260562,1,6.13,8.72,56,
1166530,"Matias Lassen",,D,DEN,CZE,,1166530,4,,,0.0062,0.0219,0.1507,0,0,0,0,0,0,0,0.0281,0,0.39,0,5.78,0,,1166530,0,0.28,,,,,1,4.21,5.95,57,39
737286,"Markus Lauridsen",,D,DEN,CZE,,737286,1,2,,0.0419,0.1494,1.026,0,0,0,0,0,0,0,0.1913,0,2.66,0,8.42,0,,737286,0,1.88,,,,,1,4.5,6.33,58,39
1166535,"Nick Olesen",,W,DEN,CZE,,1166535,3,2,,0.1091,0.1436,1.0762,0,0,0,0,0,0,0,0.2527,0,3.28,0,9.65,10.33,,1166535,0,2.31,,,,,1,4.98,7.02,59,
34617,"Oliver Bjorkstrand",,W,DEN,CZE,,743268,1,1,,0.2865,0.4003,2.5899,0,0,0,0,0,0.0948,0.1552,0.6868,0.25,8.8,0.83,18.64,20,,34617,1.284,6.68,41.4,,,30201,1,7.69,10.95,60,
591992,"Oliver Lauridsen",,D,DEN,CZE,,591992,3,,,0.0315,0.1124,0.7717,0,0,0,0,0,0,0,0.1439,0,1.99,0,7.65,0,,591992,0,1.41,,,,,1,4.42,6.27,61,39
1447489,"Anders Koch",,D,DEN,CZE,,1447489,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1447489,0,0,,,,,1,1.15,1.15,62,39
676092,"Patrick Russell",,W,DEN,CZE,,915358,4,1,,0.0959,0.1262,0.9457,0,0,0,0,0,0,0,0.2221,0,2.88,0,9.2,0,,676092,0,2.03,,,,,1,4.94,6.99,63,39
600131,"Nicklas Jensen",,W,DEN,CZE,,600131,2,,,0.1069,0.1406,1.0542,0,0,0,0,0,0,0,0.2475,0,3.21,0,9.58,3,,600131,0,2.26,,,,,1,4.98,7.02,64,
972431,"Alexander True",,C,DEN,CZE,,1078266,1,,,0.124,0.1619,1.6511,0,0,0,0,0,0,0,0.2859,0,4.43,0,11.27,10.67,,972431,1.376,3.73,,,,82529,1,5.34,7.46,65,
1166537,"Morten Poulsen",,W,DEN,CZE,,1166537,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166537,0,0,,,,,1,1.15,1.15,66,39
1385603,"Christian Wejse",,W,DEN,CZE,,1385603,4,2,,0.082,0.1079,0.8086,0,0,0,0,0,0,0,0.1899,0,2.46,0,8.74,0,,1385603,0,1.73,,,,,1,4.91,6.96,67,39
1077686,"Mathias Bau",,W,DEN,CZE,,1077686,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1077686,0,0,,,,,1,1.15,1.15,68,39
1280148,"Jonas Rondbjerg",,W,DEN,CZE,,1057173,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1280148,0,0,11.2,,,91948,1,1.15,1.15,69,39
1057210,"Malte Setkov",,D,DEN,CZE,,1057210,2,,,0.0526,0.1873,1.2861,0,0,0,0,0,0,0,0.2399,0,3.35,0,9.39,14.67,,1057210,0,2.35,,,,,1,4.72,6.68,70,
1166533,"Nicholas B. Jensen",,D,DEN,CZE,,1166533,2,,,0.0315,0.1124,0.7717,0,0,0,0,0,0,0,0.1439,0,1.99,0,7.65,0,,1166533,0,1.41,,,,,1,4.42,6.27,71,39
1166536,"Frederik Storm",,W,DEN,CZE,,1166536,4,,,0.0708,0.0932,0.6987,0,0,0,0,0,0,0,0.164,0,2.12,0,7.74,4,,1166536,0,1.5,,,,,1,4.39,6.24,72,
1172454,"Frederik Dichow",,G,DEN,CZE,,1172454,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1172454,0,0,,,,,1,0.58,0,73,39
1374309,"Mikkel Aagaard",,C,DEN,CZE,,1374309,3,2,,0.1091,0.1436,1.0762,0,0,0,0,0,0,0,0.2527,0,3.28,0,9.65,1.33,,1374309,0,2.31,,,,,1,4.98,7.02,74,
1286327,"Mads Sogaard",,G,DEN,CZE,,1172229,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1286327,0,0,,,,92006,1,0.58,0,75,39
16928,"Frederik Andersen",,G,DEN,CZE,,556379,,,B,0,0,0,0,0.2532,28.2361,4.1643,0.0136,0,0,0,0,9.39,-1.97,23.43,16,,16928,0,5.97,,,,30976,1,10.97,13.23,76,
34544,"Esa Lindell",4100,D,FIN,TBD,,680652,1,,,0.0588,0.2282,1.1359,0,0,0,0,0,0,0,0.287,0,3.37,0,9.58,0,,34544,0.929,2.87,22.1,,,30528,1,4.85,6.97,77,39,3370
14130,"Mikael Granlund",6200,C,FIN,TBD,,550759,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,14130,0,0,,,,30288,1,1.15,1.15,78,39,0
37747,"Miro Heiskanen",5700,D,FIN,TBD,,1057101,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,37747,0,0,,,,82268,1,1.15,1.15,79,39,0
37746,"Roope Hintz",6700,C,FIN,TBD,,878170,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,37746,0,0,,,,37812,1,1.15,1.15,80,39,0
18978,"Mikko Rantanen",8000,W,FIN,TBD,,878041,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,18978,0,0,,,,30679,1,1.15,1.15,81,39,0
16700,"Rasmus Ristolainen",3700,D,FIN,TBD,,741411,2,,,0.0491,0.1931,1.3766,0,0,0,0,0,0,0,0.2422,0,3.49,0,9.53,0,,16700,1.631,3.26,18.9,,,31067,1,4.72,6.68,82,39,3490
555945,"Niko Mikkola",3100,D,FIN,TBD,,878283,2,,,0.0464,0.1602,1.0462,0,0,0,0,0,0,0,0.2066,0,2.78,0,8.76,0,,555945,1.879,2.9,21.4,,,82506,1,4.67,6.64,83,39,2780
35805,"Sebastian Aho",7200,C,FIN,TBD,,878154,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,35805,0,0,,,,31384,1,1.15,1.15,84,39,0
35782,"Artturi Lehkonen",5500,W,FIN,TBD,,743064,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,35782,0,0,,,,31453,1,1.15,1.15,85,39,0
17427,"Teuvo Teravainen",3000,W,FIN,TBD,,659863,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,17427,0,0,,,,30644,1,1.15,1.15,86,39,0
16719,"Olli Maatta",2600,D,FIN,TBD,,659868,3,,,0.0178,0.129,0.5024,0,0,0,0,0,0,0,0.1468,0,1.55,0,7.17,0,,16719,0.471,1.36,12.7,,,30432,1,4.39,6.24,87,39,1550
2296000,"Anton Lundell",4500,C,FIN,TBD,,1248081,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,2296000,1.102,0.55,17,,,158644,1,1.15,1.15,88,39,0
1283126,"Eetu Luostarinen",3400,W,FIN,TBD,,1057150,3,,,0.1509,0.2649,1.3763,0,0,0,0,0,0,0,0.4158,0,4.74,0,11.83,0,,1283126,1.914,4.3,14.9,,,91962,1,5.54,7.97,89,39,4740
1144519,"Kaapo Kakko",3500,W,FIN,TBD,,1166551,3,,,0.1287,0.1832,1.1231,0,0,0,0,0,0,0,0.3119,0,3.73,0,10.3,0,,1144519,0.621,2.94,12,,,88355,1,5.13,7.3,90,39,3730
555781,"Henri Jokiharju",2500,D,FIN,TBD,,1057138,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,555781,0.131,0.07,16.2,,,82822,1,1.15,1.15,91,39,0
194540,"Eeli Tolvanen",3900,W,FIN,TBD,,1057139,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,194540,0,0,,,,39768,1,1.15,1.15,92,39,0
1166546,"Mikko Lehtonen",2500,D,FIN,TBD,,1166546,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166546,0,0,,,,,1,1.15,1.15,93,39,0
18700,"Joel Armia",2500,W,FIN,TBD,,600113,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,18700,0,0,,,,30591,1,1.15,1.15,94,39,0
17275,"Erik Haula",2800,C,FIN,TBD,,732005,4,,,0.1213,0.153,1.1376,0,0,0,0,0,0,0,0.2743,0,3.53,0,9.9,0,,17275,1.043,3,13.9,,,30583,1,4.98,7.02,95,39,3530
1283920,"Joel Kiviranta",2500,W,FIN,TBD,,1166552,4,,,0.0979,0.114,0.9264,0,0,0,0,0,0,0,0.2119,0,2.8,0,9.12,0,,1283920,1.38,2.66,11.6,,,92104,1,4.94,6.99,96,39,2800
4784123,"Nikolas Matinpalo",2800,D,FIN,TBD,,1447084,3,,,0.0199,0.0931,0.6385,0,0,0,0,0,0,0,0.113,0,1.59,0,7.21,0,,4784123,0.731,1.5,13.7,,,265876,1,4.39,6.24,97,39,1590
34482,"Juuse Saros",8000,G,FIN,TBD,,744805,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,34482,0,0,,,,29995,1,0.58,0,98,39,0
922135,"Kevin Lankinen",8000,G,FIN,TBD,,1117047,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,922135,0,0,,,,81323,1,0.58,0,99,39,0
7005309,"Oliver Kapanen",3700,C,FIN,TBD,,1321692,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,7005309,0.067,0.03,14.1,,,165003,1,1.15,1.15,100,39,0
1447333,"Jules Boscq",,D,FRA,GER,,1447333,1,,,0.0525,0.1899,1.308,0,0,0,0,0,0,0,0.2424,0,3.4,0,9.44,0.67,,1447333,0,2.38,,,,,1,4.72,6.68,101,
917153,"Alexandre Texier",,W,FRA,GER,,1057153,1,1,,0.2727,0.4348,2.6244,0,0,0,0,0,0.0643,0.1279,0.7075,0.1922,8.93,0.96,18.77,3.33,,917153,1.314,6.75,156.1,,,87772,1,7.69,10.95,102,
1136940,"Charles Bertrand",,W,FRA,GER,,1136940,1,1,,0.1403,0.1877,1.4109,0,0,0,0,0,0,0,0.328,0,4.31,0,11.04,0,,1136940,0,3,,,,,1,5.26,7.39,103,39
1166439,"Hugo Gallet",,D,FRA,GER,,1166439,1,1,,0.0637,0.2306,1.5885,0,0,0,0,0,0,0,0.2943,0,4.16,0,10.53,1,,1166439,0,2.89,,,,,1,4.98,7.08,104,
1447332,"Justin Addamo",,W,FRA,GER,,1447332,4,2,,0.1026,0.1372,1.0315,0,0,0,0,0,0,0,0.2398,0,3.12,0,9.49,1,,1447332,0,2.2,,,,,1,4.98,7.02,105,
1510681,"Enzo Cantagallo",,D,FRA,GER,,1510681,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1510681,0,0,,,,,1,1.15,1.15,106,39
1166450,"Florian Chakiachvili",,D,FRA,GER,,1166450,4,2,,0.0459,0.1662,1.1448,0,0,0,0,0,0,0,0.2121,0,2.96,0,8.94,0,,1166450,0,2.09,,,,,1,4.67,6.64,107,39
1635448,"Floran Douay",,W,FRA,GER,,1635448,4,,,0.0896,0.1199,0.9014,0,0,0,0,0,0,0,0.2095,0,2.73,0,9.05,1,,1635448,0,1.92,,,,,1,4.94,6.99,108,
1166454,"Sacha Treille",,W,FRA,GER,,1166454,4,1,,0.1187,0.1588,1.1937,0,0,0,0,0,0,0,0.2775,0,3.63,0,10.07,3.67,,1166454,0,2.54,,,,,1,5.03,7.06,109,
1385671,"Enzo Guebey",,D,FRA,GER,,1385671,2,,,0.034,0.123,0.8472,0,0,0,0,0,0,0,0.157,0,2.18,0,7.88,0.33,,1385671,0,1.54,,,,,1,4.45,6.3,110,
1166452,"Jordann Perret",,W,FRA,GER,,1166452,3,2,,0.1354,0.1811,1.3613,0,0,0,0,0,0,0,0.3165,0,4.15,0,10.78,0,,1166452,0,2.9,,,,,1,5.18,7.33,111,39
1385675,"Dylan Fabre",,C,FRA,GER,,1385675,3,,,0.1359,0.1817,1.3664,0,0,0,0,0,0,0,0.3176,0,4.17,0,10.8,0,,1385675,0,2.91,,,,,1,5.18,7.33,112,39
1166447,"Pierre Crinon",,D,FRA,GER,,1166447,3,,,0.0135,0.049,0.3376,0,0,0,0,0,0,0,0.0625,0,0.87,0,6.26,0,,1166447,0,0.61,,,,,1,4.21,5.95,113,39
1166453,"Thomas Thiry",,D,FRA,GER,,1166453,3,,,0.0261,0.0945,0.6507,0,0,0,0,0,0,0,0.1206,0,1.67,0,7.29,0,,1166453,0,1.19,,,,,1,4.39,6.24,114,39
1385673,"Louis Boudon",,C,FRA,GER,,1385673,1,,,0.1359,0.1817,1.3664,0,0,0,0,0,0,0,0.3176,0,4.17,0,10.8,0,,1385673,0,2.91,,,,,1,5.18,7.33,115,39
1166457,"Anthony Rech",,W,FRA,GER,,1166457,2,2,,0.1242,0.1661,1.2487,0,0,0,0,0,0,0,0.2903,0,3.8,0,10.43,0.67,,1166457,0,2.66,,,,,1,5.18,7.33,116,
1453290,"Antoine Keller",,G,FRA,GER,,1453290,,,B,0,0,0,0,0.1802,29.95,4.7196,0.0058,0,0,0,0,8.89,-2.44,22.89,0,,1453290,0,4.89,,,,,1,10.94,13.13,117,39
593704,"Stephane Da Costa",,C,FRA,GER,,593704,2,1,,0.1925,0.2574,1.9352,0,0,0,0,0,0,0,0.4499,0,6.01,0,13.86,0,,593704,0,4.12,,,,,1,6.13,8.72,118,39
1447334,"Julian Junca",,G,FRA,GER,,1447334,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,10.33,,1447334,0,0,,,,,1,0.58,0,119,
1635446,"Martin Neckar",,G,FRA,GER,,1635446,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1635446,0,0,,,,,1,0.58,0,120,39
916470,"Yohann Auvitu",,D,FRA,GER,,916470,2,,,0.0304,0.11,0.7575,0,0,0,0,0,0,0,0.1404,0,1.95,0,7.61,0,,916470,0,1.38,,,,,1,4.42,6.27,121,39
1510685,"Aurelien Dair",,C,FRA,GER,,1510685,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1510685,0,0,,,,,1,1.15,1.15,122,39
1166444,"Nicolas Ritz",,C,FRA,GER,,1166444,3,,,0.1113,0.1488,1.1186,0,0,0,0,0,0,0,0.2601,0,3.39,0,9.76,0.67,,1166444,0,2.38,,,,,1,4.98,7.02,123,
18469,"Pierre-Edouard Bellemare",,C,FRA,GER,,829696,2,2,,0.1361,0.199,1.4965,0,0,0,0,0,0,0,0.3351,0,4.47,0,11.2,0,,18469,0,3.11,,,,29826,1,5.26,7.39,124,39
1385677,"Kevin Bozon",,W,FRA,GER,,1385677,5,,,0.0018,0.0025,0.0185,0,0,0,0,0,0,0,0.0043,0,0.06,0,5.45,0,,1385677,0,0.04,,,,,1,4.21,5.95,125,39
