PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
37814,"Luke Kennard",,,ATL,TOR,157412,887661,-,12,2.85,1.22,0.94,0.61,0.31,0.6,0,3.79,4.07,5.01,0.6,2.16,0.74,0.37,1.38,0.32,0.29,2.12,0.98,7.21,7.21,7.14,3.43,11.67,0.08,0.08,0,3.44,5.29,7.14,8.73,11.64,12.96,18.25,0.27%,135,129,SAT,38279,2,37814,
409063,"Trae Young",,,ATL,TOR,157412,1060978,Q,31,19.88,2.59,6.88,2.33,4.21,1,0.4,26.76,22.47,29.35,1.4,9.47,7.86,3.33,6.85,7.21,6.23,14.71,5.66,33.3,33.3,35.53,26.72,45.56,0,0,2.5,26.65,31.72,35.53,39.59,45.68,48.22,58.88,0.00%,135,129,SAT,75299,3,409063,
1115445,"Nickeil Alexander-Walker",,,ATL,TOR,157412,1067668,-,32,16.99,2.99,2.57,2.21,1.93,0.91,0.85,19.56,19.98,22.55,1.76,5.56,8.97,3.92,5.74,3.05,2.53,14.71,6.13,27.78,27.78,28.24,20.58,37.04,4.95,4.95,2.41,20.42,24.96,28.24,31.77,37.32,39.59,50.43,4.27%,135,129,SAT,69666,4,1115445,
2439277,"Onyeka Okongwu",,,ATL,TOR,157412,1185367,,29,14.82,7.67,2.51,1.21,1.48,0.72,1.04,17.33,22.49,25,1.76,10.18,8.03,4.23,3.42,3.59,2.73,11.45,5.44,31.59,31.59,31.84,24.3,40.51,0.87,0.87,2.67,24.01,28.3,31.84,35.21,40.68,42.71,52.31,0.26%,135,129,SAT,91845,5,2439277,
2439347,"Vit Krejci",,,ATL,TOR,157412,1257428,,25,8.88,2.4,1.27,2.16,0.95,0.48,0.27,10.15,11.28,12.55,0.75,3.67,1.82,0.88,4.88,0.83,0.61,6.7,3.04,14.97,14.97,15.89,9.72,22.93,0.9,0.9,1.97,9.58,13.12,15.89,18.41,22.7,24.47,32.28,0.27%,135,129,SAT,161284,6,2439347,
3005263,"Jalen Johnson",,,ATL,TOR,157412,1230356,,37,25.87,11.4,6.95,1.43,2.57,1.12,0.59,32.82,37.27,44.22,1.71,18.35,16.52,8.47,4.12,5.97,4.64,20.64,9.9,52.54,52.54,54.69,44.5,65.63,50.59,50.59,32.45,44.61,50.41,54.69,59.23,66.03,68.55,80.4,35.98%,135,129,SAT,165214,7,3005263,
3587993,"Dyson Daniels",,,ATL,TOR,157412,1357745,,34,12.16,5.64,4.86,0.53,2,2.22,0.3,17.02,17.8,22.66,2.52,10.5,9.51,4.68,1.96,1.99,1.2,11.47,5.21,31.78,31.78,30.89,23.45,39.41,4.01,4.01,6.46,23.29,27.6,30.89,34.18,39.5,41.78,50.89,4.68%,135,129,SAT,195261,9,3587993,
4388493,"Keaton Wallace",,,ATL,TOR,157412,1063166,,2,0.55,0.28,0.34,0.09,0.07,0.07,0.02,0.89,0.83,1.17,0.09,0.62,0.22,0.09,0.26,0.12,0.09,0.48,0.18,1.6,1.6,1.6,0.53,3.23,0,0,0,0,0,1.6,2.56,4.48,5.12,8.96,0.23%,135,129,SAT,245561,10,4388493,
4878163,"Mouhamed Gueye",,,ATL,TOR,157412,1325101,,1,0.25,0.25,0.05,0.02,0.02,0.03,0.03,0.3,0.5,0.55,0.06,0.3,0.14,0.07,0.06,0.06,0.04,0.2,0.09,0.79,0.79,0.76,0.2,1.52,0,0,0,0.33,0.54,0.76,0.98,1.3,1.38,1.45,0.20%,135,129,SAT,180180,11,4878163,
6412725,"Zaccharie Risacher",,,ATL,TOR,157412,1432544,,25,8.71,4.28,1.41,1.23,0.8,1.03,0.54,10.12,12.99,14.4,1.57,5.69,4.38,1.97,3.59,1.56,1.07,7.97,3.2,19.87,19.87,19.54,13.21,26.32,1.83,1.83,5.53,13.03,16.53,19.54,22.05,26.3,28.06,36.57,1.46%,135,129,SAT,368366,13,6412725,
8985462,"Asa Newell",,,ATL,TOR,157412,1524332,,12,2.75,2.32,0.59,0.31,0.29,0.33,0.23,3.34,5.07,5.66,0.56,2.91,1.47,0.67,0.9,0.61,0.48,2.37,0.98,7.81,7.81,7.67,4.02,12.13,0,0,0,3.97,6.08,7.67,9.26,12.17,13.49,19.04,0.34%,135,129,SAT,457543,15,8985462,
35181,"Jaylen Brown",,,BOS,LAC,157418,883436,,34.5,26.16,5.33,4.8,2.19,3.69,1.32,0.34,30.96,31.49,36.29,1.66,10.13,14.46,7.17,6.31,6.95,5.26,20.77,9.36,41.05,41.05,42.66,32.95,52.98,0,0,0,32.95,38.57,42.66,46.75,53.39,55.94,66.67,0%,125,151,SAT,28025,18,35181,
37858,"Derrick White",,,BOS,LAC,157418,796009,,34.5,20.07,4.62,4.44,3.73,1.96,1.33,1.03,24.51,24.69,29.13,2.36,9.06,6.95,3.05,10.03,3.18,2.78,16.98,6.78,37.39,37.39,38.14,28.91,48.39,0,0,0,28.61,33.87,38.14,41.65,48.43,50.94,62.98,0%,125,151,SAT,38299,20,37858,
409191,"Anfernee Simons",,,BOS,LAC,157418,1121307,,23.5,10.96,2.3,1.68,1.82,0.86,0.65,0.07,12.64,13.26,14.94,0.72,3.98,4.52,1.89,4.88,1.9,1.72,9.4,3.71,17.54,17.54,18.28,11.7,25.95,0,0,0,11.66,15.37,18.28,21.46,26.23,28.08,36.3,0%,125,151,SAT,75325,22,409191,
2439093,"Payton Pritchard",,,BOS,LAC,157418,945610,,33.5,16.09,3.99,5.2,3.17,1.24,0.9,0.06,21.29,20.08,25.28,0.96,9.19,5.63,2.59,8.46,1.65,1.4,14.09,5.76,30.32,30.32,31.81,23.47,41.65,0,0,0,23.28,28.19,31.81,35.69,41.64,43.97,55.35,0%,125,151,SAT,73477,23,2439093,
3005208,"Luka Garza",,,BOS,LAC,157418,1061057,,20,7.81,4.26,1.64,0.72,0.63,0.28,0.62,9.45,12.07,13.71,0.9,5.9,3.37,1.98,1.91,2.28,1.7,5.28,2.7,17.45,17.45,17.44,11.76,23.68,0,0,0,11.71,14.84,17.44,20.04,23.69,25.51,32.54,0%,125,151,SAT,72919,25,3005208,
3005606,"Neemias Queta",,,BOS,LAC,157418,1142902,,25,10.73,6.92,1.32,0,0.65,1.15,1.49,12.05,17.65,18.97,2.64,8.24,6.67,4.55,0,2.47,1.63,6.67,4.55,28.28,28.28,26.39,19.79,33.75,0,0,0,19.73,23.32,26.39,29.46,33.82,35.87,44.84,0%,125,151,SAT,86307,26,3005606,
3022247,"Sam Hauser",,,BOS,LAC,157418,922378,,20,6.14,2.92,0.92,1.76,0.47,0.38,0.23,7.06,9.06,9.98,0.61,3.84,0.82,0.36,4.37,0.14,0.13,5.19,2.12,12.38,12.38,13.04,7.44,19.89,0,0,0,7.45,10.38,13.04,15.44,19.69,21.56,30.6,0%,125,151,SAT,72761,27,3022247,
3588057,"Josh Minott",,,BOS,LAC,157418,1324299,,1,0.21,0.12,0.04,0.03,0.03,0.05,0.02,0.25,0.33,0.37,0.07,0.16,0.08,0.04,0.07,0.04,0.03,0.15,0.07,0.59,0.59,0.56,0.09,1.14,0,0,0,0.24,0.4,0.56,0.72,0.96,1.02,1.07,0%,125,151,SAT,179736,28,3588057,
4878181,"Jordan Walsh",,,BOS,LAC,157418,1401388,,18,4.39,4.11,0.52,0.72,0.79,0.92,0.45,4.91,8.5,9.02,1.37,4.63,1.56,0.82,1.96,0.79,0.6,3.52,1.54,13.42,13.42,13.01,7.96,18.56,0,0,0,7.81,10.67,13.01,15.09,18.47,20.04,27.32,0%,125,151,SAT,245001,29,4878181,
6412744,"Baylor Scheierman",,,BOS,LAC,157418,1177129,,11,2.9,1.09,0.61,0.47,0.37,0.33,0.09,3.51,3.99,4.6,0.42,1.7,1.21,0.53,1.36,0.52,0.42,2.57,1,6.01,6.01,6.07,2.52,10.38,0,0,0,2.48,4.41,6.07,7.73,10.76,11.86,17.66,0%,125,151,SAT,90655,30,6412744,
8998149,"Hugo Gonzalez",,,BOS,LAC,157418,1590553,,19,5.7,4.08,0.93,0.74,0.89,0.67,0.16,6.63,9.78,10.71,0.83,5.01,2.82,1.23,2.13,1.25,1.03,4.95,1.97,13.59,13.59,13.78,8.76,19.75,0,0,0,8.48,11.4,13.78,15.9,19.88,21.2,28.62,0%,125,151,SAT,622359,31,8998149,
408896,"Collin Sexton",,,CHA,CHI,157415,1061642,,20,13.98,1.58,3.55,1.25,1.58,0.64,0.41,17.53,15.56,19.11,1.05,5.13,7,3.4,3.11,3.96,3.43,10.11,4.65,22.77,22.77,23.22,16.21,30.57,1.13,1.13,9.81,16.06,20.01,23.22,25.94,30.38,32.36,41.01,1.03%,136,130,SAT,75326,41,408896,
