PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
982257,"Jarrett Stidham",4500,QB,DEN,NEP,158397,,32.78,19.75,206.11,1.37,0.98,5.39,22.18,0.13,0,0,0,0,15.88,3.53,47.26,24.33,18.70%,MAIN,865868,61644,1,982257,15.83,15.83,228.29,1.5,228.29,1.5,22.18,0.13,0,9.61,24.06,3.46,
4773040,"Jaleel McLaughlin",4400,RB,DEN,NEP,158397,,0,0,0,0,0,6.56,23.23,0.22,0.69,0.51,2.73,0.02,4.53,1.03,8.16,6.11,5.64%,MAIN,1271738,173596,2,4773040,4.51,4.25,25.96,0.24,23.23,0.22,25.96,0.24,0,1.67,12.42,0.46,
3491354,"Tyler Badie",4200,RB,DEN,NEP,158397,,0,0,0,0,0,0.22,0.76,0.01,2.41,1.53,11.01,0.06,3.12,0.74,3.2,2.34,1.99%,MAIN,1124338,50826,3,3491354,3.11,2.34,11.77,0.07,0.76,0.01,11.77,0.07,0,0,8.34,0.04,
8223044,"RJ Harvey",5900,RB,DEN,NEP,158397,,0,0,0,0,0,12.8,52.53,0.43,4.34,3.04,22.82,0.11,13.83,2.34,33.66,34.15,40.79%,MAIN,1172401,132462,4,8223044,13.74,12.22,75.35,0.54,52.53,0.43,75.35,0.54,0,7.55,23.72,4.64,
2874182,"Adam Prentice",,RB,DEN,NEP,158397,,0,0,0,0,0,0.11,0.41,0,0.35,0.22,1.58,0.01,0.48,21,0.08,0.22,0.57%,MAIN,885540,41100,5,2874182,0.47,0.36,1.99,0.01,0.41,0,1.99,0.01,0,0,0.96,0,
328827,"Courtland Sutton",5700,WR,DEN,NEP,158397,,0,0,0,0,0,0,0,0,7.84,4.54,54.44,0.38,12.46,2.19,26.68,21.01,29.90%,MAIN,838878,40663,6,328827,12.43,10.16,54.44,0.38,0,0,54.44,0.38,0,5.78,22.86,5.94,
4687701,"Marvin Mims",4200,WR,DEN,NEP,158397,,0,0,0,0,0,1.71,7.55,0.02,3.88,2.51,28.66,0.19,7.42,1.77,21.4,12.21,10.71%,MAIN,1213799,138890,7,4687701,7.39,6.13,36.21,0.21,7.55,0.02,36.21,0.21,0,2.75,15.4,2.7,
8223043,"Pat Bryant",4400,WR,DEN,NEP,158397,,0,0,0,0,0,0,0,0,5.42,3.26,36.81,0.26,8.59,1.95,26.94,17.23,19.53%,MAIN,1305866,170072,8,8223043,8.56,6.93,36.81,0.26,0,0,36.81,0.26,0,3.27,16.97,4.74,
982599,"Lil'Jordan Humphrey",3400,WR,DEN,NEP,158397,,0,0,0,0,0,0,0,0,1.55,0.95,10.77,0.08,2.5,0.74,5.08,1.94,1.83%,MAIN,920758,51064,9,982599,2.5,2.02,10.77,0.08,0,0,10.77,0.08,0,0,6.88,0.12,
2861841,"Elijah Moore",3000,WR,DEN,NEP,158397,,0,0,0,0,0,0,0,0,0.47,0.27,2.78,0.02,0.67,0.22,,0.09,0.65%,MAIN,1128783,61372,10,2861841,0.67,0.53,2.78,0.02,0,0,2.78,0.02,0,0,1.34,,
36968,"Evan Engram",3300,TE,DEN,NEP,158397,,0,0,0,0,0,0,0,0,3.65,2.4,22.37,0.15,5.53,1.68,16.6,10.63,12.97%,MAIN,749185,33338,11,36968,5.51,4.31,22.37,0.15,0,0,22.37,0.15,0,1.47,12.92,3.4,
1844770,"Adam Trautman",2500,TE,DEN,NEP,158397,,0,0,0,0,0,0,0,0,1.41,0.89,8.72,0.06,2.11,0.84,5.14,2.84,1.10%,MAIN,875444,50142,12,1844770,2.11,1.66,8.72,0.06,0,0,8.72,0.06,0,0,4.22,0.26,
4773039,"Nate Adkins",2500,TE,DEN,NEP,158397,,0,0,0,0,0,0,0,0,0.77,0.53,4.15,0.03,1.12,0.45,2.58,1.38,0.59%,MAIN,1132517,147718,13,4773039,1.12,0.85,4.15,0.03,0,0,4.15,0.03,0,0,2.24,0.02,
35411,"Wil Lutz",,K,DEN,NEP,158397,,0,0,0,0,0,0,0,0,0,0,0,0,6.84,21,,0,0.00%,MAIN,700299,26281,14,35411,6.84,6.84,0,0,0,0,0,0,6.14,2.23,12.27,,
18432,"New England Patriots",3500,DST,NEP,DEN,158397,,0,0,0,0,0,0,0,0,0,0,0,0,7.08,2.02,34.2,32.1,22.30%,MAIN,348,8481,15,18432,7.08,7.08,0,0,0,0,0,0,0,2.38,13.11,5.6,
11613,"Matthew Stafford",6300,QB,LAR,SEA,158398,,34.69,22.46,268.39,1.72,0.69,1.18,1.88,0.02,0,0,0,0,18.1,2.87,44.2,10.77,31.58%,MAIN,323205,6957,16,11613,18.09,18.09,270.27,1.74,270.27,1.74,1.88,0.02,0,11.29,26.68,5.76,
3492191,"Kyren Williams",6500,RB,LAR,SEA,158398,,0,0,0,0,0,14.8,59.93,0.42,2.94,2.14,16.32,0.13,13.2,2.03,27.58,37.69,37.03%,MAIN,1167361,119535,17,3492191,13.15,12.08,76.25,0.55,59.93,0.42,76.25,0.55,0,7.15,22.68,4.32,
6228231,"Blake Corum",5000,RB,LAR,SEA,158398,,0,0,0,0,0,8.25,34.27,0.23,0.9,0.59,4.39,0.04,6.06,1.21,8.08,10.11,8.36%,MAIN,1229540,139489,18,6228231,6.03,5.73,38.66,0.27,34.27,0.23,38.66,0.27,0,2.76,14.05,0.32,
3504123,"Ronnie Rivers",4000,RB,LAR,SEA,158398,,0,0,0,0,0,0.15,0.54,0,0.02,0.02,0.12,0,0.08,0.02,,0.28,0.48%,MAIN,976804,64709,19,3504123,0.08,0.07,0.66,0,0.54,0,0.66,0,0,0,0.16,,
18106,"Davante Adams",6000,WR,LAR,SEA,158398,,0,0,0,0,0,0,0,0,8.44,5.21,65.69,0.37,14.31,2.39,37.88,39.67,39.64%,MAIN,611417,926,20,18106,14.29,11.68,65.69,0.37,0,0,65.69,0.37,0,7.58,24.71,9.36,
4687933,"Puka Nacua",9000,WR,LAR,SEA,158398,,0,0,0,0,0,1.04,5.38,0.04,10.32,7.24,95.79,0.45,21.8,2.42,58.46,73.66,70.70%,MAIN,1162128,93290,21,4687933,21.74,18.12,101.17,0.49,5.38,0.04,101.17,0.49,0,11.97,32.37,22.18,
4716168,"Xavier Smith",3000,WR,LAR,SEA,158398,,0,0,0,0,0,0,0,0,0.34,0.25,3.47,0.01,0.66,0.22,0.54,0.55,0.77%,MAIN,1137635,131122,22,4716168,0.66,0.53,3.47,0.01,0,0,3.47,0.01,0,0,1.32,0,
6228229,"Jordan Whittington",3100,WR,LAR,SEA,158398,,0,0,0,0,0,0,0,0,1.12,0.81,9.5,0.05,2.06,0.66,3.6,2.13,1.34%,MAIN,1163273,91547,23,6228229,2.06,1.65,9.5,0.05,0,0,9.5,0.05,0,0,4.12,0.04,
8228750,"Konata Mumpfield",3200,WR,LAR,SEA,158398,,0,0,0,0,0,0,0,0,1.46,0.8,8.3,0.06,1.98,0.62,3.12,1.63,1.25%,MAIN,1289332,168149,24,8228750,1.98,1.58,8.3,0.06,0,0,8.3,0.06,0,0,3.96,0,
