PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
13563,"Kirk Cousins",5100,QB,ATL,LAR,147574,,34.26,21.72,215.07,1.44,0.75,0.64,1.26,0.05,0,0,0,0,14.7,2.88,41.16,3.39,2.23%,MNF,403308,2307,1,13563,14.7,14.7,216.33,1.49,216.33,1.49,1.26,0.05,0,5.88,23.52,2.18,
3491931,"Tyler Allgeier",4700,RB,ATL,LAR,147574,,0,0,0,0,0,5.53,21.46,0.22,1.2,0.94,6.84,0.04,5.31,1.13,20.96,0.54,0.50%,MNF,1131198,125422,2,3491931,5.29,4.82,28.3,0.26,21.46,0.22,28.3,0.26,0,2.12,8.5,1.84,
4687512,"Bijan Robinson",8700,RB,ATL,LAR,147574,,0,0,0,0,0,17.34,74.78,0.61,7.34,5.3,41.17,0.24,23.01,2.64,62.32,19.56,27.23%,MNF,1228244,123168,3,4687512,22.92,20.27,115.95,0.85,74.78,0.61,115.95,0.85,0,9.2,36.82,30.92,
8261767,"Nate Carter",4000,RB,ATL,LAR,147574,,0,0,0,0,0,0.11,0.48,0,0.01,0.01,0.05,0,0.06,0.02,,0,0,MNF,1214132,134222,4,8261767,0.07,0.06,0.53,0,0.48,0,0.53,0,0,0.02,0.1,,42
982204,"David Sills",3300,WR,ATL,LAR,147574,,0,0,0,0,0,0,0,0,1.94,1.12,10.88,0.09,2.74,0.83,8.74,0.16,0.16%,MNF,866973,65587,5,982204,2.73,2.17,10.88,0.09,0,0,10.88,0.09,0,1.1,4.38,0.32,
1844218,"Darnell Mooney",3800,WR,ATL,LAR,147574,,0,0,0,0,0,0.02,0.08,0,4.23,2.48,28.63,0.19,6.49,1.71,21.96,0.96,1.13%,MNF,912027,62802,6,1844218,6.48,5.24,28.71,0.19,0.08,0,28.71,0.19,0,2.6,10.38,2.62,
3491928,"Drake London",6800,WR,ATL,LAR,147574,,0,0,0,0,0,0,0,0,8.91,6.15,61.18,0.41,15.4,2.26,40,2.62,10.21%,MNF,1178741,140160,7,3491928,15.37,12.29,61.18,0.41,0,0,61.18,0.41,0,6.16,24.64,12.5,
4773069,"Dylan Drummond",3000,WR,ATL,LAR,147574,,0,0,0,0,0,0,0,0,1.29,0.79,6.68,0.06,1.81,0.6,2.5,0.05,0.01%,MNF,1108534,48414,8,4773069,1.81,1.41,6.68,0.06,0,0,6.68,0.06,0,0.72,2.9,0,
3515974,"Deven Thompkins",3000,WR,ATL,LAR,147574,,0,0,0,0,0,0,0,0,0.08,0.05,0.33,0,0.08,0.03,0.1,0.02,0.01%,MNF,1130833,49660,9,3515974,0.09,0.06,0.33,0,0,0,0.33,0,0,0.03,0.13,0,
2595531,"Chris Blair",3000,WR,ATL,LAR,147574,,0,0,0,0,0,0,0,0,0.08,0.05,0.47,0,0.1,0.03,,0.09,0.03%,MNF,1120347,44825,10,2595531,0.1,0.07,0.47,0,0,0,0.47,0,0,0.04,0.16,,
