PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
17121,"CJ McCollum",6100,PG/SG,ATL,MIN,159295,522878,-,28.5,15.95,2.87,2.92,2.25,1.35,0.61,0.47,18.87,18.82,21.74,1.08,5.79,7.99,3.69,5.8,2.37,1.81,13.79,5.94,25.66,25.66,26.53,4.35,0.46%,135,146,MON,12451,1,17121,18.74,34.97,1.15,1.15,6.22,18.84,23.08,26.53,29.98,35.55,37.41,48.02,
35206,"Buddy Hield",4100,SG/SF,ATL,MIN,159295,697086,-,2,0.86,0.29,0.19,0.19,0.11,0.1,0.04,1.05,1.15,1.34,0.14,0.48,0.26,0.11,0.52,0.07,0.06,0.78,0.3,1.8,1.8,1.83,0.45,0.39%,135,146,MON,27988,2,35206,0.67,3.73,0,0,0,0,0,1.83,2.93,5.86,6.95,12.44,
574538,"Gabe Vincent",3000,PG/SG,ATL,MIN,159295,851253,-,2,0.47,0.1,0.12,0.12,0.03,0.08,0,0.59,0.57,0.69,0.08,0.22,0.11,0.04,0.34,0.03,0.02,0.45,0.16,0.98,0.98,0.98,0.33,0.39%,135,146,MON,73848,3,574538,0.16,1.96,0,0,0,0.42,0.7,0.98,1.26,1.68,1.79,1.87,
1115445,"Nickeil Alexander-Walker",7000,SG,ATL,MIN,159295,1067668,,34,18.56,2.91,4.44,2.97,1.47,1.58,0.4,23,21.47,25.91,1.98,7.35,7.76,3.33,7.75,3.49,2.98,15.51,6.3,33.18,33.18,33.59,4.8,11.71%,135,146,MON,69666,4,1115445,25.26,42.93,9.87,9.87,9.83,25.01,29.91,33.59,37.02,42.91,45.36,56.15,
2439277,"Onyeka Okongwu",7200,C,ATL,MIN,159295,1185367,,31,15.63,7.06,2.89,1.59,1.79,1.36,0.93,18.52,22.69,25.58,2.29,9.95,8.16,4.24,4.37,3.09,2.37,12.53,5.83,33.52,33.52,33.45,4.65,1.12%,135,146,MON,91845,5,2439277,25.16,42.88,3.15,3.15,7.83,25.09,29.9,33.45,37.25,43.08,45.36,55.5,
3005263,"Jalen Johnson",10700,PF,ATL,MIN,159295,1230356,Q,36,23.08,10.33,7.75,1.76,3.32,1.27,0.41,30.83,33.41,41.16,1.68,18.08,13.85,6.72,5.12,5.77,4.38,18.97,8.48,48.82,48.82,51.34,4.8,13.22%,135,146,MON,165214,6,3005263,41.42,62.36,14.2,14.2,12.27,41.43,47.02,51.34,55.66,62.52,65.32,77.52,
3005340,"Corey Kispert",4000,SF,ATL,MIN,159295,1077554,,23,9.92,1.96,1.51,1.82,0.76,0.3,0.06,11.43,11.88,13.39,0.36,3.47,3.36,1.58,4.82,1.63,1.29,8.18,3.4,14.86,14.86,15.89,3.97,0.29%,135,146,MON,72585,7,3005340,10.17,22.56,1.19,1.19,2.09,10.27,13.45,15.89,18.58,22.73,24.45,32.76,
3012652,"Jock Landale",5000,C,ATL,MIN,159295,850308,,17,7.43,4.44,1.31,0.59,0.54,0.36,0.38,8.74,11.87,13.18,0.74,5.75,4.23,2.24,1.52,1.69,1.19,5.75,2.83,16.4,16.4,16.45,3.29,0.05%,135,146,MON,74198,9,3012652,10.95,22.82,0,0,0.2,11.06,14.02,16.45,19.15,22.92,24.54,31.82,
3587713,"Christian Koloko",3000,C,ATL,MIN,159295,1193674,,0.5,0.12,0.1,0.02,0,0.02,0.01,0.02,0.14,0.22,0.24,0.03,0.12,0.1,0.05,0,0.02,0.01,0.1,0.05,0.34,0.34,0.33,0.11,0.49%,135,146,MON,92616,10,3587713,0.05,0.66,0,0,0,0.14,0.24,0.33,0.42,0.57,0.6,0.63,
3587993,"Dyson Daniels",6700,PG,ATL,MIN,159295,1357745,Q,33,11.39,5.52,6.01,0.49,1.68,1.76,0.21,17.4,16.91,22.92,1.97,11.53,9.05,4.42,1.86,1.78,1.07,10.91,4.91,31.26,31.26,30.76,4.59,0.05%,135,146,MON,195261,12,3587993,23.39,39.17,1.6,1.6,5.32,23.46,27.63,30.76,34.15,39.36,41.45,50.05,
