PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
35181,"Jaylen Brown",,,BOS,POR,157082,883436,-,34.5,28.49,7.03,4.73,2.44,3.8,1.55,0.76,33.22,35.52,40.25,2.31,11.76,15.74,7.78,6.94,7.46,5.62,22.68,10.22,47.15,47.15,48.56,38.77,58.95,0,0,0,38.65,44.35,48.56,52.77,59.21,61.44,72.84,0%,125,147,SUN,28025,1,35181,
37858,"Derrick White",,,BOS,POR,157082,796009,-,33,21.55,4.33,4.47,4.03,1.98,0.74,1.46,26.02,25.88,30.35,2.2,8.8,7.4,3.24,10.65,3.44,2.97,18.05,7.27,38.07,38.07,39.13,29.5,49.58,0,0,0,29.22,34.67,39.13,43.09,49.53,52.01,63.9,0%,125,147,SUN,38299,3,37858,
409191,"Anfernee Simons",,,BOS,POR,157082,1121307,-,22,10.98,1.86,1.68,1.8,0.82,0.71,0.06,12.66,12.84,14.52,0.77,3.54,4.53,1.93,4.86,1.9,1.71,9.39,3.73,17.22,17.22,17.86,11.69,24.84,0,0,0,11.5,15.17,17.86,20.55,24.96,26.67,34.25,0%,125,147,SUN,75325,5,409191,
2439093,"Payton Pritchard",,,BOS,POR,157082,945610,,32.5,17.57,4.1,5.23,3.48,1.28,1.42,0.05,22.8,21.67,26.9,1.47,9.33,6.12,2.82,9.21,1.78,1.5,15.33,6.3,33.47,33.47,34.65,25.69,44.54,0,0,0,25.54,30.35,34.65,38.44,44.77,47.04,57.92,0%,125,147,SUN,73477,6,2439093,
3005208,"Luka Garza",,,BOS,POR,157082,1061057,,21,6.61,4.73,2.28,0.6,0.6,0.64,1.31,8.89,11.34,13.62,1.95,7.01,2.89,1.65,1.67,2.08,1.53,4.56,2.25,20.96,20.96,19.84,12.82,28.02,0,0,0,12.73,16.85,19.84,23.21,28.08,30.32,40.06,0%,125,147,SUN,72919,8,3005208,
3005606,"Neemias Queta",,,BOS,POR,157082,1142902,,23,10.26,6.75,1.32,0,0.61,1.04,0.82,11.58,17.01,18.33,1.86,8.07,6.59,4.33,0,2.4,1.6,6.59,4.33,25.31,25.31,24.28,18.34,30.74,0,0,0,18.27,21.38,24.28,26.73,30.74,32.52,40.99,0%,125,147,SUN,86307,9,3005606,
3022247,"Sam Hauser",,,BOS,POR,157082,922378,,20.5,6.72,3.04,1.02,1.92,0.49,0.76,0.21,7.74,9.76,10.78,0.97,4.06,0.92,0.4,4.77,0.17,0.15,5.69,2.32,14.32,14.32,14.71,8.79,21.61,0,0,0,8.77,12.13,14.71,17.55,21.68,23.48,30.71,0%,125,147,SUN,72761,10,3022247,
3588057,"Josh Minott",,,BOS,POR,157082,1324299,,4,0.9,0.52,0.16,0.14,0.12,0.25,0.07,1.06,1.42,1.58,0.32,0.68,0.34,0.17,0.34,0.16,0.14,0.68,0.31,2.6,2.6,2.44,0.38,4.98,0,0,0,0,1.53,2.44,3.97,5.8,6.71,10.98,0%,125,147,SUN,179736,11,3588057,
4878181,"Jordan Walsh",,,BOS,POR,157082,1401388,,22,5.77,5.32,0.59,0.94,0.99,1.37,0.81,6.36,11.09,11.68,2.18,5.91,2.02,1.09,2.57,1.01,0.78,4.59,2.03,18.59,18.59,17.66,12.31,24.03,0,0,0,12.07,14.98,17.66,20.12,23.92,25.71,33.31,0%,125,147,SUN,245001,12,4878181,
6412744,"Baylor Scheierman",,,BOS,POR,157082,1177129,,9.5,2.68,0.99,0.57,0.44,0.33,0.39,0.07,3.25,3.67,4.24,0.46,1.56,1.12,0.49,1.28,0.48,0.39,2.4,0.93,5.77,5.77,5.75,1.99,10.68,0,0,0,1.92,3.83,5.75,7.35,10.54,11.82,17.89,0%,125,147,SUN,90655,13,6412744,
