PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
17121,"CJ McCollum",6200,PG/SG,ATL,BOS,158095,522878,-,27,16.12,2.6,3.25,2.3,0.96,0.5,0.14,19.37,18.72,21.97,0.64,5.85,8.05,3.69,5.84,2.42,1.84,13.89,5.99,25.08,25.08,26.2,4.23,0.26%,135,125,SAT,12451,1,17121,18.82,34.98,0.89,0.89,4.99,18.75,23.12,26.2,29.54,35.19,37.25,46.75,
37814,"Luke Kennard",3300,PG/SG,ATL,BOS,158095,887661,-,17.5,6.68,1.37,1.9,1.43,0.55,0.44,0.11,8.58,8.05,9.95,0.55,3.27,1.69,0.88,3.18,0.73,0.66,4.87,2.31,12.27,12.27,12.78,3.87,0.17%,135,125,SAT,38279,3,37814,7.53,19.21,0.51,0.51,1.82,7.56,10.43,12.78,15.39,19.3,20.87,29.21,
1115445,"Nickeil Alexander-Walker",6700,SG,ATL,BOS,158095,1067668,-,33.5,18.95,3.47,2.97,2.43,1.86,0.76,0.4,21.92,22.42,25.39,1.16,6.44,9.91,4.36,6.33,3.5,2.93,16.24,6.79,29.19,29.19,30.35,4.53,1.13%,135,125,SAT,69666,4,1115445,22.37,39.49,2.27,2.27,6.22,22.19,26.52,30.35,33.67,39.28,41.83,51.52,
2439277,"Onyeka Okongwu",7300,C,ATL,BOS,158095,1185367,,33.5,15.77,7.97,3.87,1.3,1.26,1.42,0.53,19.64,23.74,27.61,1.95,11.84,8.65,4.48,3.68,3.81,2.9,12.33,5.78,35.73,35.73,35.78,4.9,5.25%,135,125,SAT,91845,5,2439277,27.58,45.16,5.08,5.08,11.13,27.21,32.25,35.78,39.31,45.1,47.37,57.7,
2439347,"Vit Krejci",4300,SF,ATL,BOS,158095,1257428,,21,7.17,1.91,0.98,1.75,0.55,0.83,0.35,8.15,9.08,10.06,1.18,2.89,1.49,0.69,4.04,0.73,0.54,5.53,2.44,13.92,13.92,13.99,3.25,0.29%,135,125,SAT,161284,6,2439347,8.28,20.66,0.06,0.06,0.48,8.14,11.45,13.99,16.28,20.6,22.38,30.01,
3005263,"Jalen Johnson",10200,PF,ATL,BOS,158095,1230356,,36,22.84,9.43,7.15,1.26,2.88,0.95,0.67,29.99,32.27,39.42,1.62,16.58,14.78,7.46,3.7,5.41,4.16,18.48,8.72,46.86,46.86,48.57,4.76,2.56%,135,125,SAT,165214,7,3005263,38.59,59.2,2.37,2.37,11.39,38.49,44.18,48.57,52.7,59.42,62.26,73.89,
3005340,"Corey Kispert",3800,SF/PF,ATL,BOS,158095,1077554,,18,7.19,1.57,1.63,1.33,0.53,0.42,0.07,8.82,8.76,10.39,0.49,3.2,2.4,1.14,3.55,1.2,0.92,5.95,2.47,12.46,12.46,12.98,3.42,0.44%,135,125,SAT,72585,8,3005340,7.63,19.22,0.17,0.17,0.61,7.64,10.43,12.98,15.27,19.09,20.62,28.25,
3587993,"Dyson Daniels",6800,PG/SG,ATL,BOS,158095,1357745,Q,33,11.06,5.92,6.25,0.47,1.67,1.4,0.51,17.31,16.98,23.23,1.91,12.17,8.42,4.29,1.76,1.77,1.07,10.18,4.76,31.6,31.6,31.23,4.59,1.66%,135,125,SAT,195261,11,3587993,23.62,39.9,2.49,2.49,5.83,23.42,27.7,31.23,34.5,39.79,42.31,52.13,
4878163,"Mouhamed Gueye",3900,PF/C,ATL,BOS,158095,1325101,,19.5,6.32,4.31,1.25,0.58,0.64,0.4,0.43,7.57,10.63,11.88,0.83,5.56,3.62,1.72,1.63,1.48,1.13,5.25,2.3,15.22,15.22,15.21,3.9,0.43%,135,125,SAT,180180,13,4878163,10.15,21.12,0.47,0.47,0.99,10.05,12.89,15.21,17.53,21.4,22.69,30.16,
8985462,"Asa Newell",3000,PF/C,ATL,BOS,158095,1524332,,1,0.38,0.18,0.06,0.04,0.04,0.02,0.01,0.44,0.56,0.62,0.03,0.24,0.2,0.09,0.12,0.09,0.07,0.32,0.13,0.74,0.74,0.76,0.25,0.36%,135,125,SAT,457543,17,8985462,0.17,1.5,0,0,0,0.33,0.54,0.76,0.98,1.3,1.38,1.45,
