PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
31729,"Andrew Copp",3900,C,DET,LAK,8405540,744810,2,2,,0.1896,0.3793,1.5878,0.7491,0,0,0,0,0.0276,0.076,0.5689,0.1036,7.29,1.87,6.59,9.57,1,0.46,15.73,3.8,,31729,0.582,5.33,18,172,2075,30594,1,
31730,"Alexander Wennberg",4500,C,SJS,VAN,8405470,741444,2,1,,0.1933,0.4636,1.2074,1.0619,0,0,0,0,0.0533,0.1188,0.6569,0.1721,7.69,1.71,6.88,10.09,2,0.56,16.5,4,,31730,0.519,5.63,20.1,184,1950,30199,0,
18501,"Shea Theodore",5200,D,VGK,MTL,8405330,741466,1,2,,0.1121,0.4018,1.7883,1.5129,0,0,0,0,0.0163,0.0645,0.5139,0.0808,8.45,1.63,6.43,9.25,3,1.79,16.68,1.9,,18501,0.397,5.82,22.2,185,180961,30663,0,
16760,"Hampus Lindholm",3100,D,BOS,NSH,8405390,659813,2,,,0.0714,0.2885,1.3892,1.5682,0,0,0,0,0,0,0.3599,0,6.95,2.24,5.39,7.67,4,1.37,13.85,1.8,,16760,0.71,4.89,20.4,160,2153,31037,1,
17172,"Mark Stone",7800,W,VGK,MTL,8405330,556369,1,1,,0.4161,0.6959,2.0711,0.6665,0,0,0,0,0.1314,0.2553,1.112,0.3867,11.73,1.5,9.55,13.9,5,1.84,23.95,1.9,,17172,0.643,8.53,19.4,185,180961,31019,0,
31746,"Radek Faksa",2500,C,DAL,STL,8405420,659857,4,,,0.0693,0.1077,0.6903,0.5359,0,0,0,0,0,0,0.177,0,3.08,1.23,4.44,6.3,6,0,8.76,0.3,,31746,1.143,2.64,11.3,181,1954,30523,0,
17211,"Marcus Foligno",2700,W,MIN,CHI,8405490,522049,3,,,0.1703,0.1768,1.0455,0.5007,0,0,0,0,0,0,0.3471,0,4.78,1.77,5.66,8.02,7,0,12.02,1.4,,17211,2.806,4.68,13,178,1938,30272,1,
6209652,"Jonathan Lekkerimaki",2500,W,VAN,SJS,8405470,1394915,2,1,,0.21,0.3179,1.6214,0.3254,0,0,0,0,0.0769,0.1423,0.5279,0.2192,6.5,2.6,6.75,9.69,8,0,15.14,5.9,,6209652,0.916,5.05,13.9,179,2129,204708,1,
36584,"Clayton Keller",7000,W,UTA,FLA,8405380,920216,1,1,,0.3237,0.5805,2.3997,0.4308,0,0,0,0,0.101,0.2258,0.9042,0.3268,10.49,1.5,8.76,12.65,9,1.41,21.7,2,,36584,0.296,7.41,18.9,183,2005,32089,0,
37698,"Alex DeBrincat",6800,W,DET,LAK,8405540,920337,2,1,,0.4879,0.4818,3.3284,0.47,0,0,0,0,0.1458,0.1793,0.9697,0.3251,13.35,1.96,9.89,13.98,10,3.1,26.01,6.1,,37698,0.671,9.15,18.2,172,2075,37837,1,
2075138,"Nico Sturm",2500,C,MIN,CHI,8405490,1163937,4,,,0.1117,0.1314,0.9368,0.35,0,0,0,0,0,0,0.2431,0,3.63,1.45,4.96,7.01,11,0,9.98,0.3,,2075138,1.1,3.03,11,178,1938,87741,1,
35829,"Logan Stanley",2600,D,WPG,NJD,8405370,920227,3,2,,0.0524,0.2437,1.1426,1.5692,0,0,0,0,0.0133,0.0622,0.2961,0.0755,6.17,2.37,5.14,7.28,12,0.84,12.75,1.2,,35829,1.602,4.84,17.5,169,53599,82920,0,
4200188,"Nick Blankenburg",2900,D,NSH,BOS,8405390,1382727,3,2,,0.0805,0.2927,1.3134,1.0849,0,0,0,0,0.0254,0.0904,0.3732,0.1158,6.03,2.08,5.67,8.11,13,0.16,13.29,1,,4200188,1,4.61,17.3,173,1959,184512,0,
18484,"Adam Lowry",2500,C,WPG,NJD,8405370,607959,3,,,0.1378,0.1867,1.1362,0.8045,0,0,0,0,0,0,0.3245,0,5.21,2.08,5.23,7.4,14,0,11.9,0.6,,18484,1.917,4.47,15.2,169,53599,30843,0,
17079,"Brian Dumoulin",2500,D,LAK,DET,8405540,654336,3,,,0.034,0.1821,0.8357,1.1946,0,0,0,0,0,0,0.2161,0,4.52,1.81,4.74,6.74,15,0,10.59,0.3,,17079,0.87,3.4,17.4,182,2054,30426,0,
34585,"Mike Matheson",3900,D,MTL,VGK,8405330,659869,1,,,0.1019,0.318,1.4118,2.1347,0,0,0,0,0,0,0.4199,0,8.54,2.19,6.18,8.8,16,2.14,16.45,1.9,,34585,0.956,5.91,24.8,162,2017,30000,1,
31745,"Vincent Hinostroza",2500,W,MIN,CHI,8405490,681550,4,,,0.1001,0.178,1.0158,0.2559,0,0,0,0,0,0,0.2781,0,3.74,1.5,5.14,7.3,17,0,10.32,0.3,,31745,0.743,2.96,10.2,178,1938,30786,1,
34514,"Phillip Danault",2800,C,MTL,VGK,8405330,600128,3,,,0.1398,0.2194,1.1108,0.642,0,0,0,0,0,0,0.3592,0,5.07,1.81,5.37,7.67,18,0,11.94,0.3,,34514,0.861,3.9,14.3,162,2017,31116,1,
17453,"Jake McCabe",3300,D,TOR,BUF,8405360,660793,1,,,0.0518,0.3165,0.9046,1.9633,0,0,0,0,0,0,0.3683,0,6.97,2.11,5.65,8.15,19,1.12,14.2,2.4,,17453,2.135,5.51,21.9,164,2146,30280,1,
1394916,"Noah Ostlund",3200,C,BUF,TOR,8405360,1394916,3,1,,0.2019,0.3049,1.4685,0.4484,0,0,0,0,0.059,0.0992,0.5068,0.1582,6.32,1.98,6.75,9.7,20,0,14.96,4.3,,1394916,0.414,4.63,15.3,161,2004,204710,0,
14298,"Sergei Bobrovsky",8000,G,FLA,UTA,8405380,545448,,,C,0,0,0,0,0.5868,22.7656,2.8867,0.0649,0,0,0,0,10.55,1.32,7.43,9.73,21,2.85,20.06,3.9,,14298,0,8.52,,166,2047,30440,1,
17077,"Cody Ceci",2500,D,LAK,DET,8405540,659859,3,,,0.0348,0.1776,0.8354,1.2602,0,0,0,0,0,0,0.2124,0,4.64,1.86,4.81,6.81,22,0,10.8,0.3,,17077,0.864,3.45,17.1,182,2054,30249,0,
17367,"Vladislav Namestnikov",2500,W,WPG,NJD,8405370,600129,3,2,,0.1282,0.227,1.0704,0.6221,0,0,0,0,0.0181,0.0451,0.3552,0.0632,4.92,1.97,5.37,7.67,23,0,11.79,0.6,,17367,1.163,3.98,14.3,169,53599,30823,0,
18560,"Barclay Goodrow",2500,W,SJS,VAN,8405470,790352,4,,,0.103,0.1281,0.8215,0.7122,0,0,0,0,0,0,0.2311,0,3.96,1.58,4.98,7.03,24,0,10.33,0.1,,18560,1.503,3.42,11.5,184,1950,30687,0,
31684,"Ben Hutton",2500,D,VGK,MTL,8405330,681485,3,,,0.0485,0.1263,1.0446,1.0999,0,0,0,0,0,0,0.1748,0,4.51,1.8,4.65,6.5,25,0,10.46,0.6,,31684,0.686,3.28,13.5,185,180961,30700,0,
6082975,"Liam Ohgren",2900,W,VAN,SJS,8405470,1394917,3,2,,0.1746,0.2085,1.729,0.5239,0,0,0,0,0.0286,0.0382,0.3831,0.0668,6.13,2.11,6,8.45,26,0,13.81,2.1,,6082975,1.381,4.86,14.1,179,2129,204718,1,
35781,"Mikhail Sergachev",6100,D,UTA,FLA,8405380,920218,1,1,,0.1235,0.541,1.795,1.9822,0,0,0,0,0.0504,0.2461,0.6645,0.2965,10.26,1.68,7.16,10.47,27,2.84,19.42,1.5,,35781,0.923,7.29,24.1,183,2005,31482,0,
34834,"Jason Dickinson",2600,C,CHI,MIN,8405490,741469,2,,,0.1405,0.166,1.1716,0.7209,0,0,0,0,0,0,0.3065,0,5.04,1.94,5.2,7.36,28,0,11.7,0.5,,34834,1.445,4.12,15.4,170,2205,30521,0,
16667,"Cam Fowler",2700,D,STL,DAL,8405420,550762,3,2,,0.0641,0.2807,1.211,1.088,0,0,0,0,0.02,0.0883,0.3448,0.1083,5.68,2.1,5.25,7.52,29,0.24,12.4,0.8,,16667,0.382,4.05,21,174,1944,30980,1,
36587,"Tyson Jost",2500,C,NSH,BOS,8405390,920219,4,,,0.0966,0.156,1.1177,0.3606,0,0,0,0,0,0,0.2526,0,3.92,1.57,5,7.04,30,0,10.32,0.1,,36587,1.013,3.19,10.8,173,1959,32100,0,
14207,"Steven Stamkos",5300,W,NSH,BOS,8405390,456624,2,1,,0.4089,0.4027,2.3169,0.4418,0,0,0,0,0.1528,0.1602,0.8116,0.313,10.16,1.92,8.81,12.52,31,1.03,21.44,4.7,,14207,0.866,7.41,16.8,173,1959,30516,0,
2296000,"Anton Lundell",4500,C,FLA,UTA,8405380,1248081,3,2,,0.2481,0.3956,2.1574,0.6083,0,0,0,0,0.0318,0.0837,0.6437,0.1155,8.65,1.92,7.17,10.27,32,1.22,17.83,3.1,,2296000,1.227,6.51,18,166,2047,158644,1,
2296308,"Justin Barron",2500,D,NSH,BOS,8405390,1248092,3,,,0.0472,0.1646,0.8081,1.0859,0,0,0,0,0,0,0.2118,0,4.3,1.72,4.74,6.74,33,0,10.37,0.6,,2296308,0.976,3.32,14.6,173,1959,158708,0,
18811,"Connor Hellebuyck",7200,G,WPG,NJD,8405370,681454,,,C,0,0,0,0,0.4762,23.5247,2.8175,0.0683,0,0,0,0,10.89,1.51,7.94,10.19,34,2.66,21.05,10.5,,18811,0,8.52,,169,53599,30574,0,
1287130,"Brandon Duhaime",2500,W,WSH,SEA,8405500,920429,4,,,0.077,0.1027,0.7938,0.4895,0,0,0,0,0,0,0.1797,0,3.2,1.28,4.45,6.3,35,0,8.9,0.1,,1287130,1.675,2.99,9.9,168,2232,92011,0,
6881419,"Justin Hryckowian",2600,W,DAL,STL,8405420,1505690,1,2,,0.1468,0.199,1.1709,0.4509,0,0,0,0,0.0137,0.0241,0.3458,0.0378,4.81,1.85,5.16,7.33,36,0,11.41,1.6,,6881419,1.454,4.04,13.7,181,1954,501678,0,
14293,"Jeff Petry",2500,D,FLA,UTA,8405380,542700,3,,,0.0386,0.187,0.7416,1.1663,0,0,0,0,0,0,0.2256,0,4.39,1.76,4.74,6.74,37,0,10.46,0.1,,14293,1.273,3.52,13.4,166,2047,30496,1,
14155,"Jordan Eberle",4700,W,SEA,WSH,8405500,456834,1,1,,0.2797,0.366,2.0365,0.4733,0,0,0,0,0.0747,0.1203,0.6457,0.195,8.32,1.77,7.61,10.89,38,0.44,18.06,3.6,,14155,0.673,6.09,18.7,1179,182467,30312,1,
14383,"Drew Doughty",3500,D,LAK,DET,8405540,456625,1,2,,0.0838,0.3081,1.4237,1.327,0,0,0,0,0.0172,0.0683,0.3919,0.0855,6.76,1.93,6.01,8.62,39,0.53,14.45,0.4,,14383,1.06,5.06,22,182,2054,29920,0,
2296243,"Jake Neighbours",3900,W,STL,DAL,8405420,1248093,2,1,,0.2748,0.2548,1.4824,0.5437,0,0,0,0,0.0745,0.0691,0.5296,0.1436,6.86,1.76,7.05,10.04,40,0,15.88,3.2,,2296243,2.179,5.86,16.7,174,1944,158699,1,
34544,"Esa Lindell",3600,D,DAL,STL,8405420,680652,1,,,0.0624,0.2358,1.0899,2.0336,0,0,0,0,0,0,0.2982,0,7.04,1.96,5.26,7.4,41,1.59,13.77,1.4,,34544,0.865,4.87,23.4,181,1954,30528,0,
16738,"Jaden Schwartz",3800,W,SEA,WSH,8405500,550764,3,2,,0.2224,0.2664,1.8555,0.5112,0,0,0,0,0.0469,0.0564,0.4888,0.1033,7.04,1.85,6.64,9.41,42,0.16,15.54,2.3,,16738,0.673,5.15,15.5,1179,182467,30567,1,
14403,"Travis Hamonic",2500,D,DET,LAK,8405540,521878,3,,,0.0384,0.1184,0.9917,1.7937,0,0,0,0,0,0,0.1568,0,5.61,2.24,4.77,6.64,43,0.67,11.72,0.6,,14403,1.252,4.12,16.9,172,2075,30770,1,
2299614,"Brock Faber",5300,D,MIN,CHI,8405490,1248160,1,2,,0.1314,0.4693,2.135,1.4908,0,0,0,0,0.0244,0.0933,0.6007,0.1177,9.59,1.81,6.75,9.77,44,2.6,18.23,3.6,,2299614,0.712,6.71,25.7,178,1938,158522,1,
2575649,"Tanner Laczynski",2500,C,VGK,MTL,8405330,920508,4,2,,0.1292,0.1652,1.1544,0.4401,0,0,0,0,0.0148,0.0226,0.2944,0.0374,4.44,1.78,5.16,7.33,45,0,11.04,0.6,,2575649,0.898,3.5,11.7,185,180961,161733,0,
14453,"Tyler Myers",3000,D,VAN,SJS,8405470,456704,3,,,0.0535,0.2153,1.1723,1.7341,0,0,0,0,0,0,0.2688,0,6.44,2.15,5.14,7.28,46,1.11,13.02,0.7,,14453,1.381,4.78,20.5,179,2129,31072,1,
18658,"John Klingberg",4000,D,SJS,VAN,8405470,555748,1,1,,0.1135,0.4312,1.6431,1.4075,0,0,0,0,0.0553,0.1914,0.5447,0.2467,8.19,2.05,6.29,9.12,47,1.67,16.24,7.3,,18658,0.927,6.04,21,184,1950,30527,0,
34482,"Juuse Saros",7600,G,NSH,BOS,8405390,744805,,,B,0,0,0,0,0.5146,23.6282,3.1561,0.0488,0,0,0,0,9.96,1.31,8.6,10.87,48,1.05,20.97,3.1,,34482,0,7.8,,173,1959,29995,0,
31680,"Colton Parayko",3500,D,STL,DAL,8405420,680852,1,,,0.0765,0.2216,1.3648,1.9823,0,0,0,0,0,0,0.2981,0,7.46,2.13,5.31,7.44,49,1.96,14.26,1.3,,31680,1.295,5.34,21.6,174,1944,30565,1,
2296497,"Quinton Byfield",4600,C,LAK,DET,8405540,1207494,2,2,,0.2191,0.3884,1.9694,0.4315,0,0,0,0,0.0287,0.0512,0.6075,0.0799,7.72,1.68,7.16,10.26,50,0.3,16.88,1.4,,2296497,0.938,5.78,18.8,182,2054,158524,0,
17276,"Nino Niederreiter",2700,W,WPG,NJD,8405370,550755,3,2,,0.1807,0.1808,1.4335,0.4854,0,0,0,0,0.0268,0.0375,0.3615,0.0643,5.48,2.03,5.76,8.1,51,0,12.85,0.6,,17276,1.476,4.5,14.2,169,53599,30295,0,
17253,"Vladimir Tarasenko",4200,W,MIN,CHI,8405490,550766,3,2,,0.2288,0.2997,1.9178,0.3223,0,0,0,0,0.0414,0.0574,0.5285,0.0988,7.09,1.69,6.62,9.39,52,0.23,15.56,1.7,,17253,0.805,5.26,13.2,178,1938,30570,1,
14373,"Luke Schenn",2500,D,WPG,NJD,8405370,456628,3,,,0.0285,0.1102,0.8951,1.4059,0,0,0,0,0,0,0.1387,0,4.59,1.84,4.68,6.54,53,0,10.58,0.1,,14373,2.913,4.37,14.4,169,53599,29838,0,
2295667,"Dawson Mercer",3800,W,NJD,WPG,8405370,1207495,1,2,,0.2463,0.2828,1.634,0.5432,0,0,0,0,0.0278,0.0356,0.5291,0.0634,7.01,1.84,6.57,9.35,54,0.2,15.42,1.9,,2295667,0.531,5.08,16.9,155,1979,158585,1,
16681,"Elias Lindholm",4700,C,BOS,NSH,8405390,741408,1,1,,0.2635,0.4813,1.9381,0.8793,0,0,0,0,0.0783,0.1646,0.7448,0.2429,9.3,1.98,7.82,11.32,55,1.2,19.31,10.6,,16681,1.218,7.05,18.1,160,2153,30409,1,
2296214,"Yaroslav Askarov",7900,G,SJS,VAN,8405470,1205681,,,C,0,0,0,0,0.5455,24.4075,3.1941,0.0472,0,0,0,0,10.53,1.33,8.6,10.87,56,1.62,21.54,4,,2296214,0,8.34,,184,1950,158655,0,
2299484,"Daemon Hunt",2500,D,MIN,CHI,8405490,1248196,3,,,0.0162,0.1458,0.517,1.0062,0,0,0,0,0,0,0.162,0,3.36,1.34,4.55,6.42,57,0,9.18,0.6,,2299484,0.873,2.64,13.4,178,1938,158615,1,
2296463,"Mavrik Bourque",3500,W,DAL,STL,8405420,1248097,2,2,,0.1829,0.2325,1.5137,0.3647,0,0,0,0,0.0205,0.0305,0.4154,0.051,5.7,1.63,5.91,8.37,58,0,13.26,1.7,,2296463,0.737,4.3,14.1,181,1954,158700,0,
35769,"Teddy Blueger",2700,C,VAN,SJS,8405470,660801,3,,,0.1322,0.245,1.2256,0.502,0,0,0,0,0,0,0.3772,0,5.09,1.89,5.39,7.68,59,0,11.99,3.1,,35769,1.365,4.18,14.1,179,2129,32497,1,
6418265,"Sam Dickinson",2500,D,SJS,VAN,8405470,1517421,3,,,0.0462,0.2032,1.0339,1.2119,0,0,0,0,0,0,0.2494,0,5.07,2.03,5.06,7.2,60,0,11.55,0.3,,6418265,1.05,3.86,15.8,184,1950,449335,0,
6894872,"Braeden Bowman",2500,W,VGK,MTL,8405330,1419466,4,2,,0.1626,0.2243,1.1669,0.4323,0,0,0,0,0.0167,0.0276,0.3869,0.0443,5.04,2.02,5.81,8.29,61,0,12.48,0.6,,6894872,0.603,3.8,13,185,180961,502380,0,
14465,"John Carlson",5400,D,WSH,SEA,8405500,456839,1,2,,0.1103,0.4807,1.9867,1.7277,0,0,0,0,0.0253,0.1111,0.591,0.1364,9.6,1.78,6.82,9.84,62,2.53,18.33,2.6,,14465,0.794,6.76,23.2,168,2232,30360,0,
17281,"Jason Zucker",5000,W,BUF,TOR,8405360,554508,2,1,,0.3043,0.3662,2.1596,0.2722,0,0,0,0,0.0949,0.1256,0.6705,0.2205,8.45,1.69,7.6,10.88,63,0.58,18.18,2.7,,17281,1.115,6.39,16,161,2004,30296,0,
4200358,"Arber Xhekaj",2500,D,MTL,VGK,8405330,1345074,3,,,0.0272,0.0925,0.6565,0.7634,0,0,0,0,0,0,0.1197,0,2.97,1.19,4.46,6.32,64,0,8.68,0.3,,4200358,1.87,2.89,10.7,162,2017,166621,1,
2299315,"Luke Evangelista",4800,W,NSH,BOS,8405390,1248153,1,1,,0.2143,0.4892,2.2935,0.2842,0,0,0,0,0.0698,0.1884,0.7035,0.2582,8.57,1.79,7.41,10.72,65,0.89,18.05,5.8,,2299315,0.458,6.18,16.9,173,1959,158651,0,
2295850,"Jack Quinn",3600,W,BUF,TOR,8405360,1248076,2,2,,0.2271,0.3137,2.0661,0.3411,0,0,0,0,0.033,0.0549,0.5408,0.0879,7.46,2.07,6.9,9.82,66,0.31,16.29,2.6,,2295850,0.679,5.41,15.5,161,2004,158556,0,
2295876,"Kaiden Guhle",2600,D,MTL,VGK,8405330,1248087,2,,,0.0628,0.1889,0.9398,1.6723,0,0,0,0,0,0,0.2517,0,5.89,2.27,4.93,6.93,67,0.78,12.2,0.8,,2295876,1.517,4.5,17.2,162,2017,158569,1,
