PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
31729,"Andrew Copp",4100,C,DET,MIN,8405130,744810,2,2,,0.1811,0.3546,1.5371,0.7147,0,0,0,0,0.022,0.0604,0.5357,0.0824,6.94,1.69,6.33,9.1,1,0.38,15.04,2.5,,31729,0.569,5.08,17.7,172,2075,30594,0,
18501,"Shea Theodore",5300,D,VGK,BOS,8405010,741466,1,2,,0.1126,0.404,1.8912,1.5416,0,0,0,0,0.0166,0.0657,0.5166,0.0823,8.7,1.64,6.43,9.25,2,2.04,16.93,0.4,,18501,0.402,5.97,22.1,185,180961,30663,0,
16760,"Hampus Lindholm",2800,D,BOS,VGK,8405010,659813,2,,,0.0601,0.257,1.2603,1.4543,0,0,0,0,0,0,0.3171,0,6.27,2.24,5.31,7.58,3,0.77,13.07,1.6,,16760,0.75,4.48,21.1,160,2153,31037,1,
17172,"Mark Stone",7500,W,VGK,BOS,8405010,556369,1,1,,0.4312,0.6866,2.2417,0.6783,0,0,0,0,0.1343,0.2487,1.1178,0.383,12.15,1.62,9.55,13.9,4,2.26,24.37,3.6,,17172,0.671,8.78,19.7,185,180961,31019,0,
31746,"Radek Faksa",2500,C,DAL,CBJ,8404960,659857,4,,,0.083,0.1256,0.8035,0.6692,0,0,0,0,0,0,0.2086,0,3.68,1.47,4.98,7.03,5,0,10.05,0.1,,31746,1.202,3.07,11.9,181,1954,30523,0,
17211,"Marcus Foligno",3000,W,MIN,DET,8405130,522049,3,,,0.1721,0.179,1.0545,0.5985,0,0,0,0,0,0,0.3511,0,4.99,1.66,5.66,8.02,6,0,12.23,0.4,,17211,2.871,4.84,13.2,178,1938,30272,1,
34547,"Nick Jensen",2500,D,OTT,NSH,8405020,733469,2,,,0.0308,0.1993,0.7252,1.2997,0,0,0,0,0,0,0.2301,0,4.6,1.84,4.81,6.81,7,0,10.76,0.1,,34547,0.842,3.43,16.5,163,2050,30618,0,
37698,"Alex DeBrincat",7200,W,DET,MIN,8405130,920337,2,1,,0.4217,0.4718,3.205,0.4454,0,0,0,0,0.1078,0.1534,0.8935,0.2612,12.42,1.73,9.26,13.1,8,2.83,24.27,3.7,,37698,0.644,8.52,17.7,172,2075,37837,0,
2075138,"Nico Sturm",2500,C,MIN,DET,8405130,1163937,4,,,0.1145,0.1355,0.9602,0.4199,0,0,0,0,0,0,0.25,0,3.83,1.53,4.97,7.02,9,0,10.19,0.1,,2075138,1.143,3.18,11.3,178,1938,87741,1,
35829,"Logan Stanley",2500,D,WPG,FLA,8405030,920227,3,2,,0.0567,0.2742,1.1031,1.3539,0,0,0,0,0.0179,0.085,0.3309,0.1029,5.89,2.36,5.26,7.55,10,0.44,12.62,2.7,,35829,1.55,4.72,16.7,169,53599,82920,1,
