PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,OWNERSHIP
6228327,"Drake Maye",,QB,NEP,SEA,158680,,30.5,20.07,224.06,1.73,0.51,9.83,33.1,0.26,0,0,0,0,20.49,20.41,20.41,257.16,1.99,257.16,1.99,33.1,0.26,0,13.4,29.46,,,0,0%,MAIN,1286803,167238,1,6228327,
2861810,"Rhamondre Stevenson",,RB,NEP,SEA,158680,,0,0,0,0,0,14.32,54.12,0.49,4.4,3.24,24.56,0.2,15.35,15.27,13.65,78.68,0.69,54.12,0.49,78.68,0.69,0,8.3,25.42,,,0,0%,MAIN,1174682,93719,2,2861810,
8223312,"TreVeyon Henderson",,RB,NEP,SEA,158680,,0,0,0,0,0,4.42,16.21,0.15,1.39,1.06,7.48,0.06,4.66,4.63,4.1,23.69,0.21,16.21,0.15,23.69,0.21,0,1.47,12.74,,,0,0%,MAIN,1287837,169972,3,8223312,
1247803,"D'Ernest Johnson",,RB,NEP,SEA,158680,,0,0,0,0,0,0.11,0.41,0,0.03,0.02,0.19,0,0.08,0.08,0.07,0.6,0,0.41,0,0.6,0,0,0,0.16,,,0,0%,MAIN,839043,88158,4,1247803,
21625,"Stefon Diggs",,WR,NEP,SEA,158680,,0,0,0,0,0,0,0,0,6.11,4.09,48.62,0.41,11.63,11.62,9.57,48.62,0.41,0,0,48.62,0.41,0,5.42,21.07,,,0,0%,MAIN,694041,8606,5,21625,
36971,"Mack Hollins",,WR,NEP,SEA,158680,,0,0,0,0,0,0,0,0,4.1,2.57,31.86,0.27,7.42,7.41,6.12,31.86,0.27,0,0,31.86,0.27,0,2.57,15.37,,,0,0%,MAIN,702808,33548,6,36971,
4688005,"Kayshon Boutte",,WR,NEP,SEA,158680,,0,0,0,0,0,0,0,0,3.92,2.46,30.65,0.26,7.1,7.08,5.85,30.65,0.26,0,0,30.65,0.26,0,2.53,15.63,,,0,0%,MAIN,1213362,145436,7,4688005,
4688003,"Demario Douglas",,WR,NEP,SEA,158680,,0,0,0,0,0,0.03,0.11,0,1.46,0.98,11.23,0.08,2.59,2.58,2.09,11.34,0.08,0.11,0,11.34,0.08,0,0,7.12,,,0,0%,MAIN,1175693,142312,8,4688003,
8223311,"Kyle Williams",,WR,NEP,SEA,158680,,0,0,0,0,0,0,0,0,0.84,0.46,6.64,0.06,1.48,1.48,1.25,6.64,0.06,0,0,6.64,0.06,0,0,2.96,,,0,0%,MAIN,1227157,145222,9,8223311,
35576,"Austin Hooper",,TE,NEP,SEA,158680,,0,0,0,0,0,0,0,0,1.75,1.2,12.48,0.08,2.92,2.91,2.31,12.48,0.08,0,0,12.48,0.08,0,0,7.7,,,0,0%,MAIN,739424,26421,10,35576,
35634,"Hunter Henry",,TE,NEP,SEA,158680,,0,0,0,0,0,0,0,0,6.34,4.23,47.3,0.3,10.81,10.77,8.65,47.3,0.3,0,0,47.3,0.3,0,5.18,19.39,,,0,0%,MAIN,744425,26343,11,35634,
6228548,"Jack Westover",,TE,NEP,SEA,158680,,0,0,0,0,0,0,0,0,0.15,0.09,0.86,0.01,0.24,0.24,0.19,0.86,0.01,0,0,0.86,0.01,0,0,0.48,,,0,0%,MAIN,1121863,136262,12,6228548,
8228810,"Andres Borregales",,K,NEP,SEA,158680,,0,0,0,0,0,0,0,0,0,0,0,0,7.52,7.52,7.52,0,0,0,0,0,0,6.71,3.02,13.65,,,0,0%,MAIN,1286810,167128,13,8228810,
18441,"Seattle Seahawks",,DST,SEA,NEP,158680,,0,0,0,0,0,0,0,0,0,0,0,0,5.89,5.89,5.89,0,0,0,0,0,0,0,0.75,13.09,,,0,0%,MAIN,361,8490,14,18441,
328423,"Sam Darnold",,QB,SEA,NEP,158680,,29.94,19.05,227.97,1.67,0.51,2.35,5.62,0.05,0,0,0,0,16.51,16.48,16.48,233.59,1.72,233.59,1.72,5.62,0.05,0,10.15,25.01,,,0,0%,MAIN,880026,76998,15,328423,
3492251,"Kenneth Walker III",,RB,SEA,NEP,158680,,0,0,0,0,0,19.83,76.6,0.84,3.91,2.82,25.52,0.06,19.01,18.9,17.49,102.12,0.9,76.6,0.84,102.12,0.9,0,10.66,30.05,,,0,0%,MAIN,1164402,33516,16,3492251,
6228549,"George Holani",,RB,SEA,NEP,158680,,0,0,0,0,0,2.73,10.54,0.12,2.23,1.44,11.81,0.04,4.62,4.6,3.88,22.35,0.16,10.54,0.12,22.35,0.16,0,1.24,11.43,,,0,0%,MAIN,1180625,139544,17,6228549,
