PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
31729,"Andrew Copp",4000,C,DET,TOR,8404900,744810,2,2,,0.1868,0.3607,1.6181,0.6573,0,0,0,0,0.0243,0.0653,0.5475,0.0896,7.07,1.77,6.59,9.57,1,0.24,15.51,6.9,,31729,0.564,5.17,17.7,172,2075,30594,0,
18467,"Anthony Duclair",3500,W,NYI,SEA,8404970,743259,1,1,,0.2708,0.3429,1.8113,0.5607,0,0,0,0,0.065,0.1111,0.6137,0.1761,7.88,2.25,7.3,10.42,2,0.32,17.22,5.9,,18467,0.583,5.75,16.9,156,2135,30344,0,
36584,"Clayton Keller",6900,W,UTA,PHI,8404950,920216,1,1,,0.397,0.6878,2.509,0.376,0,0,0,0,0.1175,0.2566,1.0848,0.3741,11.84,1.72,9.6,13.94,3,1.89,24.13,10.2,,36584,0.32,8.37,19.2,183,2005,32089,1,
37698,"Alex DeBrincat",7500,W,DET,TOR,8404900,920337,2,1,,0.4368,0.493,3.3831,0.4093,0,0,0,0,0.119,0.1692,0.9298,0.2882,12.99,1.73,9.26,13.1,4,3.4,24.84,12.8,,37698,0.641,8.85,17.8,172,2075,37837,0,
34619,"Scott Wedgewood",8500,G,COL,ANA,8404920,554543,,,C,0,0,0,0,0.7619,23.8187,2.6011,0.086,0,0,0,0,12.99,1.53,7.98,10.33,5,4.72,23.2,12.2,,34619,0,11.06,,176,2155,29973,1,
14246,"Casey Cizikas",2500,C,NYI,SEA,8404970,521884,4,,,0.1081,0.1154,0.9366,0.6712,0,0,0,0,0,0,0.2235,0,4.05,1.62,5.01,7.06,6,0,10.46,0.1,,14246,1.795,3.62,11.4,156,2135,30928,0,
37907,"Connor Clifton",2500,D,PIT,CGY,8404980,744943,3,,,0.0366,0.1817,0.9427,1.8453,0,0,0,0,0,0,0.2183,0,5.94,2.38,4.93,6.93,7,0.83,12.25,1.4,,37907,3.158,5.31,16.3,159,1927,82491,0,
6231006,"Maxim Tsyplakov",2500,W,NYI,SEA,8404970,1072913,4,,,0.0941,0.1529,1.0086,0.3209,0,0,0,0,0,0,0.247,0,3.65,1.46,5,7.04,8,0,10.05,0.1,,6231006,1.236,3.12,9.6,156,2135,363028,0,
5721344,"Cutter Gauthier",6600,W,ANA,COL,8404920,1394905,3,1,,0.3374,0.2934,3.0097,0.5642,0,0,0,0,0.0981,0.0828,0.6308,0.1809,10.47,1.59,8,11.15,9,2.18,20.71,2.2,,5721344,0.839,7.28,15.9,180,1997,204709,0,
17453,"Jake McCabe",2900,D,TOR,DET,8404900,660793,1,,,0.0523,0.3086,0.9201,2.0285,0,0,0,0,0,0,0.3609,0,7.09,2.44,5.65,8.15,10,1.24,14.32,7,,17453,2.079,5.54,21.4,164,2146,30280,1,
