PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
31729,"Andrew Copp",3700,C,DET,WSH,8405450,744810,2,2,,0.2014,0.395,1.5867,0.678,0,0,0,0,0.0303,0.0788,0.5964,0.1091,7.36,1.99,7.03,10.17,1,0.08,16.36,0,,31729,0.589,5.4,18.1,172,2075,30594,1
31730,"Alexander Wennberg",4300,C,SJS,EDM,8405580,741444,2,1,,0.151,0.3411,1.1618,1.0846,0,0,0,0,0.0398,0.0835,0.4921,0.1233,6.66,1.55,5.85,8.48,2,0.6,14.15,0,,31730,0.52,4.84,19.9,184,1950,30199,0
18501,"Shea Theodore",4900,D,VGK,DAL,8405700,741466,1,2,,0.1177,0.4034,2.0563,1.4717,0,0,0,0,0.0169,0.0639,0.5211,0.0808,8.9,1.82,6.46,9.25,3,2.21,17.17,0,,18501,0.41,6.09,22.3,185,180961,30663,1
16760,"Hampus Lindholm",3400,D,BOS,PHI,8405550,659813,3,2,,0.0833,0.3615,1.4756,1.2443,0,0,0,0,0.0193,0.0859,0.4448,0.1052,6.96,2.05,6.29,9.12,4,0.44,15.01,0,,16760,0.712,5.07,21.4,160,2153,31037,1
17172,"Mark Stone",7600,W,VGK,DAL,8405700,556369,1,1,,0.3889,0.6297,2.2365,0.6474,0,0,0,0,0.1212,0.2283,1.0186,0.3495,11.43,1.5,8.69,12.6,5,2.43,22.55,0,,17172,0.662,8.24,19.4,185,180961,31019,1
31746,"Radek Faksa",2500,C,DAL,VGK,8405700,659857,4,,,0.0677,0.1045,0.6787,0.607,0,0,0,0,0,0,0.1722,0,3.15,1.26,4.44,6.3,6,0,8.83,0,,31746,1.149,2.68,11.4,181,1954,30523,0
17211,"Marcus Foligno",2600,W,MIN,CGY,8405620,522049,3,,,0.1607,0.1674,0.9888,0.6467,0,0,0,0,0,0,0.3281,0,4.81,1.85,5.65,8.02,7,0,12.04,0,,17211,2.778,4.66,12.8,178,1938,30272,1
18467,"Anthony Duclair",3900,W,NYI,NYR,8405430,743259,1,1,,0.2714,0.3628,1.8319,0.5952,0,0,0,0,0.0573,0.1039,0.6342,0.1612,8.09,2.07,7.54,10.84,8,0.28,17.74,0,,18467,0.549,5.86,16,156,2135,30344,0
893763,"Will Borgen",2500,D,NYR,NYI,8405430,878229,2,,,0.0557,0.2068,1.1764,1.3789,0,0,0,0,0,0,0.2625,0,5.74,2.3,5.06,7.2,9,0.5,12.22,0,,893763,1.962,4.7,18.8,157,2059,83676,1
6209652,"Jonathan Lekkerimaki",3000,W,VAN,ANA,8405630,1394915,2,1,,0.2414,0.3534,1.9245,0.3872,0,0,0,0,0.0801,0.1459,0.5948,0.226,7.59,2.53,6.82,9.75,10,0.52,16.32,0,,6209652,1.103,5.84,16.1,179,2129,204708,1
