PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
31729,"Andrew Copp",3700,C,DET,WSH,8405450,744810,2,2,,0.1988,0.3897,1.5926,0.678,0,0,0,0,0.0299,0.0777,0.5885,0.1076,7.32,1.98,6.59,9.57,1,0.49,15.76,0,,31729,0.589,5.37,18.1,172,2075,30594,1
31730,"Alexander Wennberg",4300,C,SJS,EDM,8405580,741444,2,1,,0.153,0.4179,1.1737,1.0967,0,0,0,0,0.04,0.1014,0.5709,0.1414,7.1,1.65,6.14,8.99,2,0.74,14.96,0,,31730,0.526,5.19,20.1,184,1950,30199,0
18501,"Shea Theodore",4900,D,VGK,DAL,8405700,741466,1,2,,0.1177,0.4035,2.0561,1.4717,0,0,0,0,0.0169,0.0639,0.5212,0.0808,8.9,1.82,6.46,9.25,3,2.21,17.17,0,,18501,0.41,6.09,22.3,185,180961,30663,1
16760,"Hampus Lindholm",3400,D,BOS,PHI,8405550,659813,3,2,,0.0846,0.3651,1.4827,1.242,0,0,0,0,0.0196,0.0868,0.4497,0.1064,7,2.06,6.29,9.12,4,0.48,15.05,0,,16760,0.712,5.1,21.3,160,2153,31037,1
17172,"Mark Stone",7600,W,VGK,DAL,8405700,556369,1,1,,0.4238,0.6775,2.2345,0.6416,0,0,0,0,0.1329,0.2471,1.1013,0.38,11.95,1.57,9.55,13.9,5,2.06,24.17,0,,17172,0.656,8.65,19.3,185,180961,31019,1
31746,"Radek Faksa",2500,C,DAL,VGK,8405700,659857,4,,,0.0677,0.1045,0.6786,0.607,0,0,0,0,0,0,0.1722,0,3.15,1.26,4.44,6.3,6,0,8.83,0,,31746,1.149,2.68,11.4,181,1954,30523,0
17211,"Marcus Foligno",2600,W,MIN,CGY,8405620,522049,3,,,0.1605,0.1672,0.9884,0.6465,0,0,0,0,0,0,0.3277,0,4.8,1.85,5.65,8.02,7,0,12.03,0,,17211,2.778,4.66,12.8,178,1938,30272,1
18467,"Anthony Duclair",3900,W,NYI,NYR,8405430,743259,1,1,,0.2435,0.3262,1.7564,0.5988,0,0,0,0,0.0518,0.0942,0.5697,0.146,7.54,1.93,6.83,9.77,8,0.46,16.28,0,,18467,0.545,5.47,16,156,2135,30344,0
893763,"Will Borgen",2500,D,NYR,NYI,8405430,878229,2,,,0.0549,0.2071,1.1011,1.381,0,0,0,0,0,0,0.262,0,5.62,2.25,5.06,7.2,9,0.38,12.1,0,,893763,1.959,4.62,18.8,157,2059,83676,1
6209652,"Jonathan Lekkerimaki",3000,W,VAN,ANA,8405630,1394915,2,1,,0.2415,0.3535,1.9263,0.3876,0,0,0,0,0.08,0.1458,0.595,0.2258,7.59,2.53,6.82,9.75,10,0.52,16.32,0,,6209652,1.104,5.84,16.1,179,2129,204708,1
