PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
17121,"CJ McCollum",,,ATL,DEN,157709,522878,-,28,16.29,3.68,3.34,2.35,1.36,0.53,0.21,19.63,19.97,23.31,0.74,7.02,8.06,3.72,5.85,2.31,1.81,13.91,6.07,26.58,26.58,27.89,18.52,38.76,0,0,0,19.52,19.52,19.52,19.52,19.52,19.52,19.52,0%,135,145,FRI,12451,1,17121,
18899,"Kristaps Porzingis",,,ATL,DEN,157709,877869,-,21.5,14.81,4.44,1.81,1.62,0.92,0.7,0.83,16.62,19.25,21.06,1.53,6.25,6.3,2.97,4.27,4.81,4,10.57,4.59,26.52,26.52,26.76,18.58,36.13,0,0,0,18.73,18.73,18.73,18.73,18.73,18.73,18.73,0%,135,145,FRI,12577,2,18899,
37814,"Luke Kennard",,,ATL,DEN,157709,887661,-,8,2.1,0.63,0.89,0.45,0.2,0.3,0.05,2.99,2.73,3.62,0.35,1.52,0.54,0.28,1.01,0.23,0.21,1.55,0.73,5.04,5.04,5.05,1.99,9.17,0,0,0,3.54,3.54,3.54,3.54,3.54,3.54,3.54,0%,135,145,FRI,38279,3,37814,
1115445,"Nickeil Alexander-Walker",,,ATL,DEN,157709,1067668,,32.5,18.43,3.42,3.38,2.39,1.9,1.22,0.5,21.81,21.85,25.23,1.72,6.8,9.77,4.22,6.23,3.38,2.82,16,6.61,30.86,30.86,31.47,21.34,43.26,0,0,0,22.03,22.03,22.03,22.03,22.03,22.03,22.03,0%,135,145,FRI,69666,4,1115445,
2439277,"Onyeka Okongwu",,,ATL,DEN,157709,1185367,,29,14.32,7.25,2.97,1.18,1.33,1.44,0.66,17.29,21.57,24.54,2.1,10.22,7.78,4.09,3.3,3.38,2.58,11.08,5.27,32.45,32.45,32.41,22.54,43.68,0,0,0,22.69,22.69,22.69,22.69,22.69,22.69,22.69,0%,135,145,FRI,91845,5,2439277,
2439347,"Vit Krejci",,,ATL,DEN,157709,1257428,,14.5,4.79,1.39,0.88,1.17,0.41,0.72,0.19,5.67,6.18,7.06,0.91,2.27,0.98,0.48,2.63,0.45,0.34,3.61,1.65,10.1,10.1,10.06,4.06,17.2,0,0,0,7.04,7.04,7.04,7.04,7.04,7.04,7.04,0%,135,145,FRI,161284,6,2439347,
3005263,"Jalen Johnson",,,ATL,DEN,157709,1230356,,36.5,22.07,10.09,8.46,1.22,3.43,0.91,0.63,30.53,32.16,40.62,1.54,18.55,14.34,7.21,3.59,5.19,3.99,17.93,8.43,48.06,48.06,50.28,37.1,64.98,0,0,0,35.2,35.2,35.2,35.2,35.2,35.2,35.2,0%,135,145,FRI,165214,7,3005263,
3005340,"Corey Kispert",,,ATL,DEN,157709,1077554,,16.5,7.43,1.66,1.3,1.38,0.57,0.48,0.13,8.73,9.09,10.39,0.61,2.96,2.47,1.19,3.62,1.2,0.92,6.09,2.57,12.63,12.63,13.09,6.74,20.97,0,0,0,9.16,9.16,9.16,9.16,9.16,9.16,9.16,0.23%,135,145,FRI,72585,8,3005340,
3587993,"Dyson Daniels",,,ATL,DEN,157709,1357745,,32,10.61,5.69,6.55,0.46,1.79,1.46,0.68,17.16,16.3,22.85,2.14,12.24,8.17,4.1,1.72,1.72,1.05,9.89,4.56,31.89,31.89,31.31,20.82,43.57,0,0,0,21.92,21.92,21.92,21.92,21.92,21.92,21.92,0%,135,145,FRI,195261,10,3587993,
6412725,"Zaccharie Risacher",,,ATL,DEN,157709,1432544,,21.5,7.94,3.79,1.26,1.13,0.64,0.45,0.37,9.2,11.73,12.99,0.82,5.05,3.9,1.8,3.21,1.39,0.95,7.11,2.93,16.2,16.2,16.47,9.39,25.07,0,0,0,11.53,11.53,11.53,11.53,11.53,11.53,11.53,0%,135,145,FRI,368366,14,6412725,
