PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
1115445,"Nickeil Alexander-Walker",,,ATL,TOR,157412,1067668,-,35,19.82,3.18,2.62,2.57,2.7,0.99,0.91,22.44,23,25.62,1.9,5.8,10.43,4.56,6.67,3.62,3.01,17.1,7.13,30.57,30.57,31.46,23.19,40.6,1.51,1.51,7.49,23.09,27.91,31.46,35.27,40.85,43.38,54.04,0.69%,135,129,SAT,69666,4,1115445,
2439277,"Onyeka Okongwu",,,ATL,TOR,157412,1185367,-,34,18.38,8.24,3.16,1.5,2.19,0.99,1.25,21.54,26.62,29.78,2.24,11.4,9.93,5.22,4.24,4.52,3.44,14.17,6.72,37.54,37.54,37.93,29.48,47.55,1.04,1.04,18.59,29.18,34.25,37.93,41.61,47.7,49.73,60.64,2.62%,135,129,SAT,91845,5,2439277,
2439347,"Vit Krejci",,,ATL,TOR,157412,1257428,-,29,12.27,2.77,1.44,2.99,1.22,0.74,0.34,13.71,15.04,16.48,1.08,4.21,2.51,1.22,6.75,1.17,0.86,9.26,4.21,19.77,19.77,20.94,13.67,29.16,2.57,2.57,14.9,13.53,17.62,20.94,24,29.11,31.15,40.35,2.15%,135,129,SAT,161284,6,2439347,
3005263,"Jalen Johnson",,,ATL,TOR,157412,1230356,,36.5,25.29,9.96,8.04,1.4,3.14,1.33,0.67,33.33,35.25,43.29,2,18,16.09,8.25,4.03,5.93,4.61,20.12,9.65,52.16,52.16,54.09,43.38,65.35,34.08,34.08,34.4,43.02,49.31,54.09,58.37,65.16,67.93,80.51,31.15%,135,129,SAT,165214,7,3005263,
3587993,"Dyson Daniels",,,ATL,TOR,157412,1357745,,35,12.97,6.12,5.44,0.57,2.18,2.26,0.79,18.41,19.09,24.53,3.05,11.56,10.13,4.98,2.11,2.17,1.31,12.24,5.55,35.44,35.44,34.22,25.99,42.87,3.28,3.28,14.91,25.92,30.7,34.22,37.74,43.28,45.29,55.36,5.36%,135,129,SAT,195261,9,3587993,
4388493,"Keaton Wallace",,,ATL,TOR,157412,1063166,,13,3.43,1.8,2.54,0.55,0.54,0.46,0.14,5.97,5.23,7.77,0.6,4.34,1.34,0.58,1.59,0.74,0.6,2.93,1.13,10.66,10.66,10.7,6.14,15.98,0,0,0.25,6,8.61,10.7,12.79,15.92,17.49,24.01,0.41%,135,129,SAT,245561,10,4388493,
4878163,"Mouhamed Gueye",,,ATL,TOR,157412,1325101,,10.5,3.69,2.12,0.5,0.34,0.41,0.28,0.34,4.19,5.81,6.31,0.62,2.62,2.11,1.01,0.96,0.87,0.67,3.07,1.35,8.43,8.43,8.3,4.51,13.05,0,0,0,4.55,6.69,8.3,10.17,13.12,14.46,19.81,0.04%,135,129,SAT,180180,11,4878163,
6412725,"Zaccharie Risacher",,,ATL,TOR,157412,1432544,,26,10.11,4.43,1.45,1.43,1.11,0.9,0.54,11.56,14.54,15.99,1.44,5.88,5.08,2.29,4.18,1.84,1.26,9.26,3.72,20.81,20.81,20.87,14.6,28.21,10.1,10.1,8.99,14.51,18.07,20.87,23.67,28.25,30.03,38.43,9.76%,135,129,SAT,368366,13,6412725,
8985462,"Asa Newell",,,ATL,TOR,157412,1524332,,21,7.57,4.05,0.98,0.86,0.95,0.56,0.64,8.55,11.62,12.6,1.2,5.03,4.04,1.83,2.49,1.71,1.34,6.53,2.69,16.55,16.55,16.46,10.97,22.69,0,0,6.15,10.8,13.89,16.46,19.03,22.89,24.43,32.15,0.04%,135,129,SAT,457543,15,8985462,
35181,"Jaylen Brown",,,BOS,LAC,157418,883436,,36,28.72,5.76,4.79,2.4,3.99,1.38,0.36,33.51,34.48,39.27,1.74,10.55,15.88,7.87,6.92,7.62,5.77,22.8,10.27,44.05,44.05,45.88,36.04,56.29,0,0,0,35.74,41.32,45.88,49.94,56.27,59.06,70.47,0.00%,125,151,SAT,28025,18,35181,
37858,"Derrick White",,,BOS,LAC,157418,796009,,35,18.99,4.27,5.03,3.53,1.83,1.36,1.06,24.02,23.26,28.29,2.42,9.3,6.58,2.89,9.49,3.01,2.63,16.07,6.42,37.09,37.09,37.62,28.25,47.92,0,0,0,28.03,33.33,37.62,41.66,47.97,50.5,62.62,0.00%,125,151,SAT,38299,20,37858,
409191,"Anfernee Simons",,,BOS,LAC,157418,1121307,,24.5,11.33,2.44,2.28,1.88,0.88,0.61,0.17,13.61,13.77,16.05,0.78,4.72,4.68,1.96,5.04,1.97,1.78,9.72,3.84,19.14,19.14,19.86,13.39,27.32,0,0,0,13.41,17.28,19.86,22.96,27.6,29.4,37.66,0.00%,125,151,SAT,75325,22,409191,
