PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
35181,"Jaylen Brown",9600,SF,BOS,SAS,157768,883436,-,35,29.08,7.07,4.56,2.46,4.11,0.8,0.29,33.64,36.15,40.71,1.09,11.63,16.04,7.93,6.96,7.7,5.84,23,10.39,43.56,43.56,46.45,4.84,17.96%,125,144,SAT,28025,1,35181,36.91,57.38,18.43,18.43,12.96,36.91,42.18,46.45,50.72,57.5,60.51,72.81,
37858,"Derrick White",7900,PG/SG,BOS,SAS,157768,796009,-,34.5,18.63,4.89,5.25,3.48,1.76,1.08,1.57,23.88,23.52,28.77,2.65,10.14,6.6,2.83,9.5,2.91,2.53,16.1,6.31,38.56,38.56,38.88,4.92,19.74%,125,144,SAT,38299,3,37858,29.9,48.81,22.87,22.87,13.07,29.78,34.94,38.88,42.57,48.97,51.68,62.75,
409191,"Anfernee Simons",4900,PG/SG,BOS,SAS,157768,1121307,-,24.5,13.97,2.38,2.35,2.34,1.13,0.49,0.16,16.32,16.35,18.7,0.65,4.73,5.56,2.43,6.08,2.31,2.07,11.64,4.77,21.17,21.17,22.38,4.57,5.21%,125,144,SAT,75325,5,409191,15.31,30.22,3.92,3.92,7.71,15.09,19.11,22.38,25.65,30.43,32.44,41.74,
2439093,"Payton Pritchard",6900,PG,BOS,SAS,157768,945610,,33,15.59,4.7,4.8,3.07,0.96,1.13,0.17,20.39,20.29,25.09,1.3,9.5,5.37,2.53,8.09,1.56,1.33,13.46,5.6,31.37,31.37,32.38,4.69,8.48%,125,144,SAT,73477,6,2439093,24.27,41.7,9.19,9.19,8.22,24.1,28.61,32.38,36.15,41.92,44.18,55.47,
3005208,"Luka Garza",4500,C,BOS,SAS,157768,1061057,,21,8.51,5.29,1.22,0.76,0.59,0.56,0.7,9.73,13.8,15.02,1.26,6.51,3.74,2.2,1.98,2.39,1.83,5.72,2.96,19.88,19.88,19.59,4.35,1.61%,125,144,SAT,72919,8,3005208,13.94,26.11,1.72,1.72,3.04,13.89,17.11,19.59,22.07,26.29,28.02,35.71,
3005606,"Neemias Queta",5300,C,BOS,SAS,157768,1142902,,24.5,8.71,9.07,1.03,0,0.63,0.73,1.01,9.74,17.78,18.81,1.74,10.1,5.73,3.71,0,1.94,1.3,5.73,3.71,25.73,25.73,25.05,4.73,5.56%,125,144,SAT,86307,9,3005606,18.63,32.05,5.52,5.52,6.91,18.73,22.13,25.05,27.73,32.1,33.81,41.1,
3022247,"Sam Hauser",3800,SF/PF,BOS,SAS,157768,922378,,25,9.72,3.63,0.74,2.8,0.62,0.65,0.47,10.46,13.35,14.09,1.12,4.37,1.3,0.57,6.94,0.19,0.18,8.24,3.37,17.93,17.93,18.7,4.92,8.37%,125,144,SAT,72761,10,3022247,12.04,26.47,6.94,6.94,11.13,11.88,15.67,18.7,21.48,26.53,28.3,37.65,
4878181,"Jordan Walsh",3700,PF,BOS,SAS,157768,1401388,,18,4.82,4.44,0.61,0.79,0.63,0.59,0.29,5.43,9.26,9.87,0.88,5.05,1.74,0.9,2.1,0.86,0.64,3.84,1.69,13.07,13.07,13.13,3.55,0.34%,125,144,SAT,245001,12,4878181,8.5,18.9,0.3,0.3,0.38,8.33,10.86,13.13,15.15,18.69,20.45,27.52,
6412744,"Baylor Scheierman",3000,SG/SF,BOS,SAS,157768,1177129,,7,2.15,0.82,0.47,0.35,0.28,0.21,0.05,2.62,2.97,3.44,0.26,1.29,0.9,0.39,1.02,0.38,0.31,1.92,0.74,4.34,4.34,4.44,1.48,0.27%,125,144,SAT,90655,13,6412744,1.43,8.35,0,0,0,1.39,3.05,4.44,6.11,8.6,9.71,14.99,
8998149,"Hugo Gonzalez",3500,SG/SF,BOS,SAS,157768,1590553,,17.5,4.04,2.29,2.56,0.52,0.65,0.6,0.12,6.6,6.33,8.89,0.72,4.85,2,0.87,1.5,0.87,0.72,3.5,1.39,12.14,12.14,12.12,3.46,0.21%,125,144,SAT,622359,14,8998149,7.45,17.71,0.21,0.21,0.34,7.32,10.1,12.12,14.39,17.68,19.19,25.5,
408896,"Collin Sexton",4600,PG/SG,CHA,UTA,157769,1061642,,20.5,13.11,1.71,3.95,1.18,1.51,0.74,0.34,17.06,14.82,18.77,1.08,5.66,6.53,3.2,2.93,3.68,3.18,9.46,4.38,22.82,22.82,23.18,5.04,8.65%,136,149,SAT,75326,24,408896,16.49,30.68,8.45,8.45,12.05,16.38,20.41,23.18,25.95,30.74,32.5,41.57,
409262,"Miles Bridges",7100,PF,CHA,UTA,157769,957479,,33.5,18.7,7.26,4.36,2.47,1.33,0.49,0.57,23.06,25.96,30.32,1.06,11.62,8.85,4.03,7.57,3.83,3.24,16.42,6.5,35.8,35.8,37.32,5.26,23.99%,136,149,SAT,75304,25,409262,28.39,46.4,31.33,31.33,18.18,28.18,33.28,37.32,41.03,46.46,48.94,59.32,
1115110,"Grant Williams",4300,C,CHA,UTA,157769,949273,,10.5,4.12,1.66,0.9,0.63,0.51,0.32,0.38,5.02,5.78,6.68,0.7,2.56,1.63,0.74,1.8,0.96,0.76,3.43,1.37,9.05,9.05,9.01,2.1,0.14%,136,149,SAT,69933,26,1115110,4.93,14.04,0,0,0,4.89,7.21,9.01,10.81,14.16,15.45,21.37,
2439295,"LaMelo Ball",7700,PG,CHA,UTA,157769,1257420,,26.5,19.27,4.66,7.77,3.06,2.82,0.99,0.26,27.04,23.93,31.7,1.25,12.43,7.85,3.29,8.74,4.1,3.52,16.59,6.35,37.45,37.45,39.75,5.16,22.37%,136,149,SAT,161285,28,2439295,29.99,50.28,26.86,26.86,19.42,29.94,35.47,39.75,43.78,50.32,53.08,65.66,
2439366,"Josh Green",3400,SG/SF,CHA,UTA,157769,1193670,,9,2.11,0.84,0.77,0.4,0.18,0.24,0.01,2.88,2.95,3.72,0.25,1.61,0.8,0.35,1.01,0.3,0.2,1.81,0.75,4.84,4.84,4.93,1.45,0.04%,136,149,SAT,92617,29,2439366,1.74,8.8,0,0,0,1.56,3.37,4.93,6.23,8.56,9.86,14.53,
3588157,"Moussa Diabate",5400,C,CHA,UTA,157769,1324359,,23,7.26,7.91,1.37,0,0.71,0.71,0.66,8.63,15.17,16.54,1.37,9.28,4.58,2.72,0,2.85,1.82,4.58,2.72,22.21,22.21,21.7,4.02,0.48%,136,149,SAT,179227,31,3588157,16.03,28.36,0.57,0.57,1.26,15.9,19.18,21.7,24.22,28.51,30.03,37.85,
4878218,"Brandon Miller",7000,SF,CHA,UTA,157769,1401381,,32.5,22.16,4.55,3.22,3.65,2.63,0.86,0.82,25.38,26.71,29.93,1.68,7.77,9.72,4.06,10.16,3.69,3.1,19.88,7.71,34.86,34.86,36.58,5.23,24.13%,136,149,SAT,244988,32,4878218,27.24,46.1,27.84,27.84,18.6,27.12,32.35,36.58,40.31,46.53,48.77,59.72,
6412779,"Tidjane Salaun",3500,PF,CHA,UTA,157769,1504463,,9,3.21,2.36,0.44,0.55,0.42,0.17,0.01,3.65,5.57,6.01,0.18,2.8,1.17,0.49,1.61,0.83,0.59,2.78,1.04,6.82,6.82,7.25,2.07,0.27%,136,149,SAT,448015,34,6412779,3.6,11.97,0,0,0,3.76,5.64,7.25,9.13,12.35,13.69,19.33,
8985519,"Kon Knueppel",6500,SG,CHA,UTA,157769,1519132,,32.5,19.23,5.07,3.24,3.77,2.22,0.75,0.47,22.47,24.3,27.54,1.22,8.31,5.14,2.33,10.91,4.13,3.24,16.05,6.1,31.61,31.61,33.7,5.18,19.95%,136,149,SAT,458104,37,8985519,24.9,43.27,24.26,24.26,16.9,24.96,29.96,33.7,37.44,43.69,45.93,56.42,
8998193,"Ryan Kalkbrenner",4400,C,CHA,UTA,157769,1236052,,23,7.68,6.33,0.63,0.44,0.77,0.48,1.02,8.31,14.01,14.64,1.5,6.96,4.29,2.41,1.42,2.32,1.53,5.71,2.85,19.95,19.95,19.42,4.41,2.59%,136,149,SAT,149525,39,8998193,13.6,25.62,1.42,1.42,3.26,13.69,16.93,19.42,21.91,25.89,27.64,34.86,
8998194,"Sion James",3900,SG/SF,CHA,UTA,157769,1232338,,20,4.36,2.78,1.88,0.8,0.47,0.47,0.39,6.24,7.14,9.02,0.86,4.66,1.55,0.68,2.32,0.82,0.61,3.87,1.48,12.63,12.63,12.54,3.22,0.06%,136,149,SAT,148709,40,8998194,7.88,18.33,0.1,0.1,0.15,7.93,10.49,12.54,14.84,18.43,19.71,26.36,
13296,"Nikola Vucevic",7900,C,CHI,DAL,157767,457598,,31,16.92,10.65,4.08,1.66,1.48,0.65,0.43,21,27.57,31.65,1.08,14.73,10.12,5.23,4.43,1.86,1.49,14.55,6.89,37.58,37.58,39.43,4.99,17.04%,130,140,SAT,12334,42,13296,30.53,48.98,16.57,16.57,13.75,30.58,35.64,39.43,43.47,49.29,51.56,61.42,
408969,"Kevin Huerter",5300,SG/SF,CHI,DAL,157767,944785,Q,26.5,11.33,4.42,2.55,1.85,1.3,0.7,0.69,13.88,15.75,18.3,1.39,6.97,5.64,2.44,5.63,1.18,0.87,11.27,4.29,23.33,23.33,23.75,4.48,4.81%,130,140,SAT,70259,44,408969,16.52,31.63,3.24,3.24,6.82,16.42,20.47,23.75,26.78,31.58,33.6,42.95,
1115205,"Coby White",5900,SG,CHI,DAL,157767,1138387,,25.5,16.59,4.03,3.91,2.27,1.9,0.56,0.16,20.5,20.62,24.53,0.72,7.94,6.94,3.11,6.48,4.19,3.55,13.42,5.38,27.55,27.55,29.14,4.94,12.93%,130,140,SAT,86731,46,1115205,21.58,37.89,10.77,10.77,13.86,21.5,25.85,29.14,32.43,37.76,40.04,50.17,
2439190,"Patrick Williams",3600,PF,CHI,DAL,157767,1174904,,13,5.61,2.08,0.81,0.99,0.51,0.79,0.18,6.42,7.69,8.5,0.97,2.89,2.56,1,2.59,0.88,0.63,5.15,1.99,11.72,11.72,11.61,3.23,0.47%,130,140,SAT,91367,47,2439190,6.82,17.41,0.15,0.15,0.25,6.71,9.55,11.61,13.93,17.54,18.83,26.06,
2439210,"Isaac Okoro",4200,SF,CHI,DAL,157767,1193432,,25,8.85,2.98,1.47,1.32,0.58,0.83,0.42,10.32,11.83,13.3,1.25,4.45,3.68,1.75,3.65,1.97,1.41,7.33,3.07,17.8,17.8,17.65,4.2,1.11%,130,140,SAT,92179,48,2439210,11.75,24.41,0.87,0.87,3.06,11.77,15.09,17.65,20.21,24.56,26.09,33.51,
2439441,"Tre Jones",5800,PG,CHI,DAL,157767,1132030,,27.5,12.22,3.31,6.21,0.77,1.27,0.98,0.18,18.43,15.53,21.74,1.16,9.52,6.97,3.59,2.43,3.22,2.72,9.4,4.36,27.72,27.72,27.84,4.8,8.89%,130,140,SAT,161288,49,2439441,20.58,35.7,6.11,6.11,10.07,20.5,24.55,27.84,30.88,35.69,37.96,47.07,
2439601,"Jalen Smith",5800,PF/C,CHI,DAL,157767,1133792,,18.5,8.15,6.45,1.32,1.17,0.69,0.45,0.81,9.47,14.6,15.92,1.26,7.77,3.45,1.69,3.33,1.66,1.26,6.78,2.86,20.96,20.96,21,3.62,0.13%,130,140,SAT,70255,50,2439601,14.7,27.96,0.37,0.37,0.64,14.5,18,21,23.75,28,29.75,38.25,
3005172,"Ayo Dosunmu",5200,SG/SF,CHI,DAL,157767,1133782,,27,14.5,3.78,4.62,1.93,1.38,0.64,0.27,19.12,18.28,22.9,0.91,8.4,7.02,3.44,4.8,2.2,1.83,11.82,5.37,27.32,27.32,28.28,5.44,20.43%,130,140,SAT,72047,51,3005172,20.82,36.9,24.74,24.74,21.96,20.77,24.78,28.28,31.53,37.04,39.29,48.3,
3587732,"Dalen Terry",3100,SF/PF,CHI,DAL,157767,1239611,,7,2,0.99,0.7,0.23,0.33,0.29,0.07,2.7,2.99,3.69,0.36,1.69,1.12,0.49,0.79,0.53,0.32,1.91,0.72,4.99,4.99,4.96,1.6,0.04%,130,140,SAT,149208,53,3587732,1.92,8.72,0,0,0,1.83,3.39,4.96,6.27,8.35,9.4,14.36,
4878238,"Julian Phillips",3200,SF/PF,CHI,DAL,157767,1405696,,9.5,3.22,1.38,0.31,0.5,0.23,0.6,0.21,3.53,4.6,4.91,0.81,1.69,1.29,0.57,1.5,0.71,0.57,2.79,1.07,7.54,7.54,7.17,2.24,0.32%,130,140,SAT,244990,54,4878238,3.47,12.05,0,0,0,3.45,5.58,7.17,9.03,12.22,13.28,19.12,
6412799,"Matas Buzelis",6300,PF,CHI,DAL,157767,1501940,,29.5,17.75,6.23,2.29,1.86,2,0.7,1.08,20.04,23.98,26.27,1.78,8.52,9.61,4.6,5.2,3.8,2.98,14.81,6.46,32,32,32.59,5.17,19.80%,130,140,SAT,368367,55,6412799,24.63,41.91,21.29,21.29,15.12,24.51,29.05,32.59,36.13,41.94,43.96,55.08,
18946,"Larry Nance Jr.",1500,C,CLE,MIN,157764,603640,,0.5,0.12,0.08,0.04,0.02,0.01,0.01,0.01,0.16,0.2,0.24,0.02,0.12,0.07,0.03,0.05,0.02,0.01,0.12,0.05,0.33,0.33,0.33,0.22,0.00%,131,146,SAT,12097,62,18946,0.05,0.66,0,0,0,0.14,0.24,0.33,0.42,0.57,0.6,0.63,
37794,"Jarrett Allen",9600,C,CLE,MIN,157764,956574,,29,15.66,8.21,1.79,0.01,1.98,0.77,0.57,17.45,23.87,25.66,1.34,10,9.46,6.04,0.13,4.76,3.55,9.59,6.05,30.24,30.24,30.68,3.2,0.00%,131,146,SAT,38286,63,37794,23.4,38.22,0,0,0,23.33,27.64,30.68,33.98,38.54,40.82,48.94,
37875,"Donovan Mitchell",16200,SG,CLE,MIN,157764,879707,,34.5,26.83,4.67,5.32,3.67,3.17,1.91,0.41,32.15,31.5,36.82,2.32,9.99,10.73,5.05,9.81,6.89,5.72,20.54,8.72,44.2,44.2,45.63,2.82,0.00%,131,146,SAT,38278,64,37875,35.37,56.57,0,0,0,35.24,41.32,45.63,49.69,57.04,59.57,71.74,
37885,"Lonzo Ball",3000,PG/SG,CLE,MIN,157764,946714,,0.5,0.1,0.09,0.08,0.03,0.03,0.02,0,0.18,0.19,0.27,0.02,0.17,0.02,0.01,0.1,0.01,0.01,0.12,0.04,0.36,0.36,0.37,0.12,0.00%,131,146,SAT,38269,65,37885,0.12,0.74,0,0,0,0.16,0.26,0.37,0.48,0.63,0.67,0.7,
