PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
18501,"Shea Theodore",5100,D,VGK,LAK,8404380,741466,2,2,,0.1022,0.3641,1.8564,1.7667,0,0,0,0,0.0149,0.0526,0.4663,0.0675,8.78,1.72,6.43,9.25,1,2.12,17.01,0,,18501,0.413,5.93,22.1,185,180961,30663,0
17172,"Mark Stone",7100,W,VGK,LAK,8404380,556369,1,1,,0.4073,0.636,2.1414,0.7726,0,0,0,0,0.1225,0.2082,1.0433,0.3307,11.59,1.63,9.23,13.33,2,2.03,23.4,0,,17172,0.685,8.41,19.6,185,180961,31019,0
34547,"Nick Jensen",2500,D,OTT,NYR,8404420,733469,2,,,0.0259,0.1796,0.6518,1.243,0,0,0,0,0,0,0.2055,0,4.25,1.7,4.78,6.79,3,0,10.37,0,,34547,0.807,3.17,15.7,163,2050,30618,0
893763,"Will Borgen",2500,D,NYR,OTT,8404420,878229,2,,,0.0489,0.1946,1.023,1.3236,0,0,0,0,0,0,0.2435,0,5.27,2.11,4.88,6.87,4,0.21,11.52,0,,893763,1.862,4.35,17.8,157,2059,83676,1
1279401,"Rodrigo Abols",2600,C,PHI,BUF,8404450,920579,4,,,0.1155,0.1747,1.1741,0.5377,0,0,0,0,0,0,0.2902,0,4.56,1.75,5.18,7.34,5,0,11.19,0,,1279401,1.154,3.68,11.1,158,2229,92052,0
16700,"Rasmus Ristolainen",3600,D,PHI,BUF,8404450,741411,2,2,,0.0759,0.2775,1.7457,1.8272,0,0,0,0,0.0203,0.0452,0.3534,0.0655,8.03,2.23,5.54,7.79,6,2.29,15.12,0,,16700,1.874,6.11,22.2,158,2229,31067,0
35939,"Jonny Brodzinski",2500,W,NYR,OTT,8404420,744965,4,,,0.1303,0.1618,1.2057,0.3704,0,0,0,0,0,0,0.2921,0,4.4,1.76,5.2,7.35,7,0,11.06,0,,35939,0.587,3.3,10.1,157,2059,31397,1
17079,"Brian Dumoulin",2500,D,LAK,VGK,8404380,654336,3,,,0.0334,0.2039,0.7803,1.3317,0,0,0,0,0,0,0.2373,0,4.79,1.92,4.99,7.14,8,0,11.18,0,,17079,0.95,3.6,18,182,2054,30426,1
1394916,"Noah Ostlund",2500,C,BUF,PHI,8404450,1394916,3,,,0.155,0.2087,1.0639,0.4688,0,0,0,0,0,0,0.3637,0,4.79,1.92,5.33,7.63,9,0,11.61,0,,1394916,0.463,3.53,12.6,161,2004,204710,1
17077,"Cody Ceci",2500,D,LAK,VGK,8404380,659859,3,,,0.0351,0.1951,0.7794,1.3354,0,0,0,0,0,0,0.2302,0,4.79,1.92,4.81,6.81,10,0,10.95,0,,17077,0.917,3.56,17.2,182,2054,30249,1
31684,"Ben Hutton",3300,D,VGK,LAK,8404380,681485,3,,,0.0486,0.1267,1.1739,1.2927,0,0,0,0,0,0,0.1753,0,5.07,1.54,4.72,6.58,11,0.18,11.11,0,,31684,0.736,3.63,14.3,185,180961,30700,0
14408,"James Reimer",7500,G,OTT,NYR,8404420,446889,,,B,0,0,0,0,0.5238,23.5884,3.0792,0.053,0,0,0,0,10.23,1.36,8.6,10.87,12,1.32,21.24,0,,14408,0,8.06,,163,2050,30203,0
14155,"Jordan Eberle",4600,W,SEA,NJD,8404390,456834,1,1,,0.2623,0.3472,1.8714,0.5386,0,0,0,0,0.0649,0.0959,0.6095,0.1608,7.88,1.71,7.3,10.42,13,0.32,17.22,0,,14155,0.632,5.77,17.6,1179,182467,30312,0
14383,"Drew Doughty",4000,D,LAK,VGK,8404380,456625,1,2,,0.0903,0.3671,1.4682,1.4319,0,0,0,0,0.018,0.0711,0.4574,0.0891,7.4,1.85,6.29,9.12,14,0.88,15.45,0,,14383,1.122,5.52,22.4,182,2054,29920,1
2298776,"Will Cuylle",4300,W,NYR,OTT,8404420,1248181,1,2,,0.2685,0.2677,1.8724,0.7401,0,0,0,0,0.0275,0.0319,0.5362,0.0594,7.86,1.83,7.13,10.1,15,0.47,16.99,0,,2298776,3.491,7.07,16.6,157,2059,158565,1
2295911,"Jake Sanderson",6600,D,OTT,NYR,8404420,1248071,1,1,,0.1289,0.5211,2.0786,2.0607,0,0,0,0,0.0622,0.1649,0.65,0.2271,10.9,1.65,7.24,10.54,16,3.4,20.17,0,,2295911,0.657,7.44,24.5,163,2050,158608,0
16738,"Jaden Schwartz",4400,W,SEA,NJD,8404390,550764,2,2,,0.238,0.2841,1.8944,0.675,0,0,0,0,0.0381,0.051,0.5221,0.0891,7.61,1.73,6.65,9.43,17,0.72,16.12,0,,16738,0.758,5.56,17.4,1179,182467,30567,0
16784,"Luke Glendening",2500,C,NJD,SEA,8404390,656728,4,,,0.0609,0.0714,0.6012,0.6014,0,0,0,0,0,0,0.1323,0,2.8,1.12,4.29,6.02,18,0,8.29,0,,16784,1.147,2.43,10.1,155,1979,30617,1
37731,"Carson Soucy",2500,D,NYR,OTT,8404420,744948,3,,,0.0543,0.1631,0.8497,1.3339,0,0,0,0,0,0,0.2174,0,4.88,1.95,4.84,6.84,19,0,11.08,0,,37731,1.528,3.93,16.7,157,2059,37877,1
2298811,"Emil Andrae",2500,D,PHI,BUF,8404450,1248171,3,,,0.042,0.2257,0.972,1.1907,0,0,0,0,0,0,0.2677,0,5.01,2,4.96,7.1,20,0,11.36,0,,2298811,1.269,3.95,18,158,2229,158533,0
2295722,"Alexis Lafreniere",4000,W,NYR,OTT,8404420,1207493,3,2,,0.2509,0.2906,1.7319,0.363,0,0,0,0,0.0296,0.0423,0.5415,0.0719,6.97,1.74,6.62,9.39,21,0.11,15.44,0,,2295722,1.152,5.37,14.2,157,2059,158562,1
34830,"Sam Carrick",2500,C,NYR,OTT,8404420,555803,4,,,0.0964,0.1253,0.9682,0.4163,0,0,0,0,0,0,0.2217,0,3.63,1.45,4.97,7.02,22,0,9.99,0,,34830,1.461,3.19,10.1,157,2059,30262,1
17151,"David Perron",2900,W,OTT,NYR,8404420,392970,4,2,,0.1769,0.2338,1.2187,0.3197,0,0,0,0,0.0565,0.0699,0.4107,0.1264,5.11,1.76,5.84,8.31,23,0,12.59,0,,17151,1.192,4.19,12,163,2050,30170,0
2295913,"Ridly Greig",2900,W,OTT,NYR,8404420,1248095,3,,,0.1705,0.1836,1.3803,0.6322,0,0,0,0,0,0,0.3541,0,5.57,1.92,5.73,8.08,24,0,12.9,0,,2295913,1.486,4.51,14.8,163,2050,158610,0
2296497,"Quinton Byfield",5000,C,LAK,VGK,8404380,1207494,2,2,,0.25,0.4306,1.9753,0.4699,0,0,0,0,0.0317,0.0592,0.6806,0.0909,8.29,1.66,7.16,10.26,25,0.87,17.45,0,,2296497,1,6.21,19.2,182,2054,158524,1
17340,"Colton Sissons",2500,C,VGK,LAK,8404380,660799,4,,,0.0921,0.1156,0.8221,0.712,0,0,0,0,0,0,0.2077,0,3.81,1.52,4.98,7.03,26,0,10.18,0,,17340,1.423,3.26,11.7,185,180961,29962,0
2295667,"Dawson Mercer",4100,W,NJD,SEA,8404390,1207495,2,2,,0.2715,0.3032,1.8996,0.6035,0,0,0,0,0.028,0.0377,0.5747,0.0657,7.91,1.93,7.3,10.42,27,0.35,17.25,0,,2295667,0.559,5.66,17.4,155,1979,158585,1
2295666,"Alexander Holtz",2500,W,VGK,LAK,8404380,1207286,3,2,,0.1332,0.1508,1.2896,0.3727,0,0,0,0,0.0138,0.0175,0.284,0.0313,4.5,1.8,5.05,7.08,28,0,10.96,0,,2295666,0.773,3.47,12.2,185,180961,158584,0
