PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
18899,"Kristaps Porzingis",5700,PF/C,ATL,NOP,157598,877869,-,19,13.97,4.41,1.54,1.51,0.83,0.52,0.84,15.51,18.38,19.92,1.36,5.95,5.95,2.85,4.02,4.49,3.75,9.97,4.36,24.82,24.82,24.89,4.37,1.99%,135,143,WED,12577,1,18899,18.27,32.33,3.54,3.54,4.25,18.14,21.87,24.89,27.68,32.33,34.19,42.34,
37814,"Luke Kennard",3600,PG/SG,ATL,NOP,157598,887661,-,18,5.18,1.96,2.06,1.1,0.47,0.67,0.01,7.24,7.14,9.2,0.68,4.02,1.34,0.68,2.47,0.57,0.52,3.81,1.78,12.19,12.19,12.4,3.44,0.16%,135,143,WED,38279,2,37814,7.07,18.87,0,0,0.84,7.09,10.04,12.4,15.06,18.94,20.67,28.05,
409063,"Trae Young",8800,PG,ATL,NOP,157598,1060978,Q,25.5,17.26,1.63,7.15,2.04,2.4,0.89,0.25,24.41,18.89,26.04,1.14,8.78,6.81,2.87,5.99,6.22,5.39,12.8,4.91,30.96,30.96,32.34,3.68,0.05%,135,143,WED,75299,3,409063,24.2,42.42,0,0,0.87,23.92,28.54,32.34,36.14,42.4,44.84,55.44,
1115445,"Nickeil Alexander-Walker",6900,SG/SF,ATL,NOP,157598,1067668,,32,18.17,3.42,2.82,2.37,1.77,1.06,0.3,20.99,21.59,24.41,1.36,6.24,9.54,4.18,6.1,3.25,2.72,15.64,6.55,28.81,28.81,29.7,4.3,0.05%,135,143,WED,69666,4,1115445,21.65,38.28,1.67,1.67,3.75,21.67,26.05,29.7,33.11,38.22,40.41,49.42,
2439277,"Onyeka Okongwu",7100,C,ATL,NOP,157598,1185367,,30.5,14.92,8.64,3.02,1.23,1.31,1.54,0.86,17.94,23.56,26.58,2.4,11.66,8.15,4.28,3.47,3.49,2.66,11.62,5.51,35.71,35.71,35.54,5.01,4.45%,135,143,WED,91845,5,2439277,27.21,44.51,5.73,5.73,12.48,27.09,31.81,35.54,39.27,44.49,46.97,56.67,
2439347,"Vit Krejci",4200,SG/SF,ATL,NOP,157598,1257428,,21,7.44,2,1.2,1.81,0.66,1.02,0.17,8.64,9.44,10.64,1.19,3.2,1.5,0.75,4.06,0.69,0.52,5.56,2.56,14.55,14.55,14.7,3.5,0.21%,135,143,WED,161284,6,2439347,8.83,21.41,0.54,0.54,0.93,8.62,11.91,14.7,17.23,21.29,23.06,30.67,
3005263,"Jalen Johnson",10600,PF,ATL,NOP,157598,1230356,,36,25.66,11.59,8.07,1.43,3.61,1.07,0.61,33.73,37.25,45.32,1.68,19.66,16.59,8.38,4.14,5.96,4.61,20.73,9.81,53.1,53.1,56.1,5.29,13.54%,135,143,WED,165214,7,3005263,45.35,66.92,13.57,13.57,26.12,45.23,51.4,56.1,60.55,67.22,69.94,81.8,
3587993,"Dyson Daniels",6800,PG/SG,ATL,NOP,157598,1357745,,33,12.29,6.39,6.18,0.53,1.96,1.42,0.72,18.47,18.68,24.86,2.14,12.57,9.55,4.74,1.98,2,1.22,11.53,5.27,33.69,33.69,33.38,4.91,6.04%,135,143,WED,195261,9,3587993,25.43,42.26,9.01,9.01,10.35,25.47,29.92,33.38,36.59,42.53,44.51,54.89,
4878163,"Mouhamed Gueye",3400,PF/C,ATL,NOP,157598,1325101,,2,0.66,0.56,0.13,0.06,0.07,0.05,0.06,0.79,1.22,1.35,0.11,0.69,0.38,0.18,0.17,0.15,0.12,0.55,0.24,1.79,1.79,1.77,0.52,0.35%,135,143,WED,180180,11,4878163,0.47,3.75,0,0,0,0,1.42,1.77,3.19,5.31,6.37,10.27,
6412725,"Zaccharie Risacher",4600,SF,ATL,NOP,157598,1432544,,22,9.65,4.37,1.36,1.35,0.68,0.51,0.41,11.01,14.02,15.38,0.92,5.73,4.87,2.21,3.97,1.69,1.16,8.84,3.56,19.01,19.01,19.34,4.2,0.19%,135,143,WED,368366,13,6412725,13.13,26.39,1.43,1.43,3.33,12.89,16.36,19.34,21.82,26.28,28.02,36.45,
