PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
31729,"Andrew Copp",3400,C,DET,OTT,8403780,744810,2,2,,0.1565,0.2934,1.2056,0.6635,0,0,0,0,0.0223,0.052,0.4499,0.0743,5.78,1.7,5.6,8.03,1,0,12.95,4.7,,31729,0.504,4.27,15.6,172,2075,30594,0,
17211,"Marcus Foligno",2500,W,MIN,LAK,8403660,522049,4,,,0.1142,0.1247,0.7504,0.6667,0,0,0,0,0,0,0.2389,0,3.86,1.54,4.98,7.03,2,0,10.23,0.3,,17211,2.377,3.79,11.4,178,1938,30272,0,
34547,"Nick Jensen",2500,D,OTT,DET,8403780,733469,2,,,0.0306,0.1977,0.7478,1.1,0,0,0,0,0,0,0.2283,0,4.26,1.7,4.74,6.74,3,0,10.33,0.3,,34547,0.835,3.24,15.5,163,2050,30618,1,
35045,"Justin Dowling",2500,C,NYR,UTA,8403650,594352,3,,,0.0679,0.1054,0.6887,0.3681,0,0,0,0,0,0,0.1733,0,2.78,1.11,4.41,6.27,4,0,8.42,0,,35045,0.965,2.37,9.9,157,2059,31024,1,40
893763,"Will Borgen",2500,D,NYR,UTA,8403650,878229,2,,,0.0496,0.1748,1.0101,1.3826,0,0,0,0,0,0,0.2244,0,5.26,2.1,4.88,6.87,5,0.2,11.51,1.3,,893763,1.959,4.37,18.4,157,2059,83676,1,
36584,"Clayton Keller",6600,W,UTA,NYR,8403650,920216,1,1,,0.362,0.5669,2.5705,0.4209,0,0,0,0,0.1075,0.2106,0.9289,0.3181,11.01,1.67,8.76,12.65,6,1.93,22.22,8,,36584,0.319,7.75,18.9,183,2005,32089,0,
37698,"Alex DeBrincat",7300,W,DET,OTT,8403780,920337,2,1,,0.4069,0.4103,2.8295,0.4448,0,0,0,0,0.1169,0.1402,0.8172,0.2571,11.19,1.53,8.92,12.6,7,1.95,22.61,6.7,,37698,0.618,7.79,16.9,172,2075,37837,0,
2075138,"Nico Sturm",2500,C,MIN,LAK,8403660,1163937,4,,,0.0929,0.1012,0.8013,0.5459,0,0,0,0,0,0,0.1941,0,3.43,1.37,4.95,7.01,8,0,9.77,0.3,,2075138,1.058,2.84,10.7,178,1938,87741,0,
35939,"Jonny Brodzinski",2600,W,NYR,UTA,8403650,744965,3,2,,0.1483,0.1794,1.3101,0.393,0,0,0,0,0.0213,0.0294,0.3277,0.0507,4.85,1.87,5.2,7.35,9,0,11.51,0.7,,35939,0.641,3.66,11.8,157,2059,31397,1,
17079,"Brian Dumoulin",2500,D,LAK,MIN,8403660,654336,3,,,0.0397,0.1961,0.9938,1.3614,0,0,0,0,0,0,0.2358,0,5.19,2.08,4.84,6.84,10,0.18,11.39,0.7,,17079,0.996,3.88,18.6,182,2054,30426,1,
31745,"Vincent Hinostroza",2500,W,MIN,LAK,8403660,681550,3,,,0.0856,0.1475,0.8805,0.4211,0,0,0,0,0,0,0.2331,0,3.52,1.41,4.97,7.02,11,0,9.88,1,,31745,0.808,2.81,10.9,178,1938,30786,0,
5721344,"Cutter Gauthier",7500,W,ANA,WSH,8403670,1394905,1,2,,0.3714,0.3632,2.9892,0.5277,0,0,0,0,0.0702,0.0679,0.7346,0.1381,11.05,1.47,8.37,11.83,12,2.38,21.76,5.7,,5721344,0.857,7.7,15.8,180,1997,204709,0,
17077,"Cody Ceci",2500,D,LAK,MIN,8403660,659859,3,,,0.0402,0.1799,0.9681,1.2987,0,0,0,0,0,0,0.2201,0,4.98,1.99,4.84,6.84,13,0,11.18,0,,17077,0.93,3.69,17.1,182,2054,30249,1,40
35781,"Mikhail Sergachev",5500,D,UTA,NYR,8403650,920218,1,1,,0.1188,0.5241,1.9356,1.7988,0,0,0,0,0.0576,0.1553,0.6429,0.2129,9.98,1.81,7.08,10.38,14,2.65,19.04,10,,35781,0.948,7.12,23.7,183,2005,31482,0,
2296274,"Connor Zary",2900,W,CGY,SEA,8403690,1248091,4,2,,0.1927,0.2731,1.403,0.3365,0,0,0,0,0.0389,0.0714,0.4658,0.1103,5.78,1.99,6.07,8.67,15,0,13.55,2,,2296274,0.558,4.32,13,175,2134,158630,1,
14204,"Alex Killorn",2700,W,ANA,WSH,8403670,651621,1,,,0.1923,0.2186,1.3031,0.3864,0,0,0,0,0,0,0.4109,0,5.41,2,5.84,8.32,16,0,12.89,2.7,,14204,0.878,4.16,14.7,180,1997,30512,0,
37715,"Ryan Lomberg",2500,W,CGY,SEA,8403690,894479,4,,,0.0909,0.1107,1.0261,0.2842,0,0,0,0,0,0,0.2016,0,3.38,1.35,4.99,7.03,17,0,9.77,0.3,,37715,1.748,3.17,9.2,175,2134,31513,1,
34841,"Ross Johnston",2500,W,ANA,WSH,8403670,789848,4,,,0.0522,0.1176,0.5116,0.4041,0,0,0,0,0,0,0.1698,0,2.49,1,4.42,6.28,18,0,8.15,0,,34841,2.339,2.87,9.5,180,1997,30771,0,40
1287130,"Brandon Duhaime",2500,W,WSH,ANA,8403670,920429,4,,,0.1102,0.1432,0.9569,0.6214,0,0,0,0,0,0,0.2534,0,4.16,1.66,5.01,7.06,19,0,10.57,0.3,,1287130,2.024,3.82,11.4,168,2232,92011,1,
5277871,"Pavel Mintyukov",3900,D,ANA,WSH,8403670,1394908,3,,,0.0584,0.2571,1.0494,1.4504,0,0,0,0,0,0,0.3155,0,5.92,1.52,5.26,7.55,20,0.47,12.65,0.7,,5277871,1.097,4.43,17.4,180,1997,204737,0,
14155,"Jordan Eberle",4600,W,SEA,CGY,8403690,456834,1,1,,0.2886,0.355,2.1322,0.5886,0,0,0,0,0.0723,0.0992,0.6436,0.1715,8.7,1.89,7.39,10.49,21,1.04,18.16,7,,14155,0.652,6.28,18.3,1179,182467,30312,0,
14383,"Drew Doughty",3800,D,LAK,MIN,8403660,456625,1,1,,0.1077,0.3946,1.6245,1.3982,0,0,0,0,0.0329,0.0964,0.5023,0.1293,7.88,2.07,6.29,9.12,22,1.36,15.93,8.3,,14383,1.124,5.87,22.6,182,2054,29920,1,
2298776,"Will Cuylle",4100,W,NYR,UTA,8403650,1248181,1,2,,0.2846,0.2631,1.8731,0.7737,0,0,0,0,0.03,0.0322,0.5477,0.0622,8.03,1.96,7.13,10.1,23,0.64,17.16,9,,2298776,3.578,7.23,17.1,157,2059,158565,1,
