PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,OWNERSHIP
18428,"Jacksonville Jaguars",,DST,JAC,BUF,157731,,0,0,0,0,0,0,0,0,0,0,0,0,5.39,5.39,5.39,0,0,0,0,0,0,0,0.12,11.71,4.16,31.08,12.73,11.63%,MAIN,365,8477,14,18428,
4687580,"Bryce Young",,QB,CAR,LAR,157729,,31.17,19.06,191.91,1.2,0.67,5.12,15.16,0.09,0,0,0,0,13.91,13.86,13.86,207.07,1.29,207.07,1.29,15.16,0.09,0,8.36,21.41,,,0,0.00%,SAT,1213257,116811,15,4687580,
1844583,"Rico Dowdle",,RB,CAR,LAR,157729,,0,0,0,0,0,12.27,46.87,0.29,3.36,2.37,16.38,0.08,10.94,10.89,9.7,63.25,0.37,46.87,0.29,63.25,0.37,0,5.82,18.83,,,0,0.00%,SAT,933480,53384,16,1844583,
2862163,"Chuba Hubbard",,RB,CAR,LAR,157729,,0,0,0,0,0,7.63,26.88,0.18,2.77,1.98,12.91,0.07,7.44,7.41,6.42,39.79,0.25,26.88,0.18,39.79,0.25,0,3.38,14.76,,,0,0.00%,SAT,1062047,46456,17,2862163,
8228396,"Trevor Etienne",,RB,CAR,LAR,157729,,0,0,0,0,0,0.19,0.76,0,0.03,0.02,0.14,0,0.11,0.11,0.1,0.9,0,0.76,0,0.9,0,0,0,0.22,,,0,0.00%,SAT,1394803,238273,18,8228396,
4716517,"Brycen Tremayne",,WR,CAR,LAR,157729,,0,0,0,0,0,0,0,0,0.45,0.3,2.97,0.02,0.72,0.71,0.56,2.97,0.02,0,0,2.97,0.02,0,0,1.44,,,0,0.00%,SAT,1123525,132163,19,4716517,
6227778,"Jalen Coker",,WR,CAR,LAR,157729,,0,0,0,0,0,0,0,0,5.31,3.5,35.64,0.24,8.56,8.53,6.78,35.64,0.24,0,0,35.64,0.24,0,3.6,16.52,,,0,0.00%,SAT,1218753,134299,20,6227778,
6227782,"Xavier Legette",,WR,CAR,LAR,157729,,0,0,0,0,0,0.05,0.15,0,3.37,1.94,20.07,0.15,4.85,4.84,3.87,20.22,0.15,0.15,0,20.22,0.15,0,0.8,11.37,,,0,0.00%,SAT,1180321,138501,21,6227782,
8216948,"Tetairoa McMillan",,WR,CAR,LAR,157729,,0,0,0,0,0,0,0,0,7.79,4.39,54.18,0.35,12.16,12.14,9.94,54.18,0.35,0,0,54.18,0.35,0,5.81,22.44,,,0,0.00%,SAT,1380576,239536,22,8216948,
8228394,"Jimmy Horn",,WR,CAR,LAR,157729,,0,0,0,0,0,0.41,2.04,0.01,1.44,0.94,9.02,0.06,2.46,2.45,1.98,11.06,0.07,2.04,0.01,11.06,0.07,0,0,6.77,,,0,0.00%,SAT,1322393,168229,23,8228394,
2862165,"Tommy Tremble",,TE,CAR,LAR,157729,,0,0,0,0,0,0,0,0,4.27,2.74,23.66,0.15,6,5.97,4.6,23.66,0.15,0,0,23.66,0.15,0,1.98,13.19,,,0,0.00%,SAT,1130555,138593,24,2862165,
3491484,"James Mitchell",,TE,CAR,LAR,157729,,0,0,0,0,0,0,0,0,0.22,0.16,1.47,0.01,0.37,0.36,0.28,1.47,0.01,0,0,1.47,0.01,0,0,0.74,,,0,0.00%,SAT,1123712,65553,25,3491484,
8228395,"Mitchell Evans",,TE,CAR,LAR,157729,,0,0,0,0,0,0,0,0,2.16,1.52,12.96,0.08,3.28,3.27,2.51,12.96,0.08,0,0,12.96,0.08,0,0,8.89,,,0,0.00%,SAT,1289471,169321,26,8228395,
8250519,"Ryan Fitzgerald",,K,CAR,LAR,157729,,0,0,0,0,0,0,0,0,0,0,0,0,6.91,6.91,6.91,0,0,0,0,0,0,6.16,2.38,12.78,,,0,0.00%,SAT,1176373,171446,27,8250519,
18442,"Los Angeles Rams",,DST,LAR,CAR,157729,,0,0,0,0,0,0,0,0,0,0,0,0,7.86,7.86,7.86,0,0,0,0,0,0,0,2.82,14.81,,,0,0.00%,SAT,343,8491,28,18442,
6227816,"Caleb Williams",,QB,CHI,GBP,157730,,31.43,18.96,209.61,1.49,0.35,4.47,15.91,0.16,0,0,0,0,16.71,16.66,16.66,225.52,1.65,225.52,1.65,15.91,0.16,0,10.31,24.78,,,0,0.00%,SAT,1286445,171060,29,6227816,
982875,"Travis Homer",,RB,CHI,GBP,157730,,0,0,0,0,0,0.12,0.7,0,0.03,0.02,0.2,0,0.11,0.11,0.1,0.9,0,0.7,0,0.9,0,0,0,0.22,,,0,0.00%,SAT,922484,52386,30,982875,
1844244,"D'Andre Swift",,RB,CHI,GBP,157730,,0,0,0,0,0,13.99,62.77,0.47,2.49,1.75,12.83,0.07,12.81,12.75,11.87,75.6,0.54,62.77,0.47,75.6,0.54,0,6.47,22.55,,,0,0.00%,SAT,1069808,58120,31,1844244,
8228422,"Kyle Monangai",,RB,CHI,GBP,157730,,0,0,0,0,0,9.35,43.79,0.31,1.91,1.18,9.62,0.06,8.76,8.7,8.11,53.41,0.37,43.79,0.31,53.41,0.37,0,4.22,16.92,,,0,0.00%,SAT,1250886,136192,32,8228422,
328733,"D.J. Moore",,WR,CHI,GBP,157730,,0,0,0,0,0,0.4,2.19,0.01,4.15,2.36,26.91,0.2,6.54,6.53,5.35,29.1,0.21,2.19,0.01,29.1,0.21,0,2.22,14.15,,,0,0.00%,SAT,877790,75269,33,328733,
982543,"Olamide Zaccheaus",,WR,CHI,GBP,157730,,0,0,0,0,0,0.2,1.06,0.01,0.97,0.59,6.18,0.05,1.67,1.67,1.37,7.24,0.06,1.06,0.01,7.24,0.06,0,0,3.34,,,0,0.00%,SAT,883976,53868,34,982543,
1844099,"Devin Duvernay",,WR,CHI,GBP,157730,,0,0,0,0,0,0,0,0,0.08,0.05,0.47,0,0.1,0.1,0.07,0.47,0,0,0,0.47,0,0,0,0.2,,,0,0.00%,SAT,920756,51057,35,1844099,
6227815,"Rome Odunze",,WR,CHI,GBP,157730,,0,0,0,0,0,0,0,0,5.27,2.83,35.82,0.28,8.15,8.13,6.71,35.82,0.28,0,0,35.82,0.28,0,2.89,17.07,,,0,0.00%,SAT,1213727,136241,36,6227815,
8222949,"Luther Burden",,WR,CHI,GBP,157730,,0,0,0,0,0,0,0,0,6.03,4.15,46.96,0.32,11.04,11.03,8.95,46.96,0.32,0,0,46.96,0.32,0,5.01,20.26,,,0,0.00%,SAT,1377732,235652,37,8222949,
328366,"Durham Smythe",,TE,CHI,GBP,157730,,0,0,0,0,0,0,0,0,0.32,0.22,1.94,0.02,0.53,0.53,0.42,1.94,0.02,0,0,1.94,0.02,0,0,1.06,,,0,0.00%,SAT,749968,75120,38,328366,
1844217,"Cole Kmet",,TE,CHI,GBP,157730,,0,0,0,0,0,0,0,0,3.06,2.05,19.14,0.15,4.85,4.83,3.8,19.14,0.15,0,0,19.14,0.15,0,0.41,12.45,,,0,0.00%,SAT,1066765,53643,39,1844217,
8216973,"Colston Loveland",,TE,CHI,GBP,157730,,0,0,0,0,0,0,0,0,7.12,4.61,48.78,0.34,11.59,11.55,9.24,48.78,0.34,0,0,48.78,0.34,0,5.19,20.72,,,0,0.00%,SAT,1378821,238444,40,8216973,
18324,"Cairo Santos",,K,CHI,GBP,157730,,0,0,0,0,0,0,0,0,0,0,0,0,8.62,8.62,8.62,0,0,0,0,0,0,7.49,3.89,14.94,,,0,0.00%,SAT,546669,6543,41,18324,
18425,"Green Bay Packers",,DST,GBP,CHI,157730,,0,0,0,0,0,0,0,0,0,0,0,0,5.09,5.09,5.09,0,0,0,0,0,0,0,0.44,11.69,,,0,0.00%,SAT,335,8474,42,18425,
1844276,"Jordan Love",,QB,GBP,CHI,157730,,29.48,19.13,221.73,1.6,0.54,2.85,9.12,0.13,0,0,0,0,16.67,16.64,16.64,230.85,1.73,230.85,1.73,9.12,0.13,0,10.22,25.11,,,0,0.00%,SAT,912137,49745,43,1844276,
973101,"Josh Jacobs",,RB,GBP,CHI,157730,,0,0,0,0,0,20.07,84.87,0.83,2.52,1.87,15.28,0.11,18.46,18.38,17.44,100.15,0.94,84.87,0.83,100.15,0.94,0,9.8,30.26,,,0,0.00%,SAT,944416,63616,44,973101,
4799359,"Emanuel Wilson",,RB,GBP,CHI,157730,,0,0,0,0,0,3.18,14.05,0.08,1.02,0.81,5.19,0.04,3.44,3.43,3.02,19.24,0.12,14.05,0.08,19.24,0.12,0,0.81,9.26,,,0,0.00%,SAT,1447759,265720,45,4799359,
4744672,"Chris Brooks",,RB,GBP,CHI,157730,,0,0,0,0,0,0.11,0.53,0,0.87,0.63,4.44,0.04,1.36,1.37,1.05,4.97,0.04,0.53,0,4.97,0.04,0,0,2.72,,,0,0.00%,SAT,1127065,52186,46,4744672,
3491515,"Christian Watson",,WR,GBP,CHI,157730,,0,0,0,0,0,0.52,3.05,0.01,7.01,4.14,60.7,0.41,13.38,13.35,11.28,63.75,0.42,3.05,0.01,63.75,0.42,0,6.68,24.63,,,0,0.00%,SAT,1067918,54757,47,3491515,
3491516,"Romeo Doubs",,WR,GBP,CHI,157730,,0,0,0,0,0,0,0,0,5.04,3.18,37.73,0.3,8.78,8.76,7.17,37.73,0.3,0,0,37.73,0.3,0,3.6,17.27,,,0,0.00%,SAT,1122653,54634,48,3491516,
4687753,"Jayden Reed",,WR,GBP,CHI,157730,,0,0,0,0,0,0.52,3.05,0.01,5.1,3.46,43.14,0.3,10.04,10.02,8.29,46.19,0.31,3.05,0.01,46.19,0.31,0,4.5,18.72,,,0,0.00%,SAT,1123398,56280,49,4687753,
8217102,"Matthew Golden",,WR,GBP,CHI,157730,,0,0,0,0,0,0.52,2.55,0.01,2.51,1.69,20.05,0.15,4.9,4.89,4.04,22.6,0.16,2.55,0.01,22.6,0.16,0,0.94,11.8,,,0,0.00%,SAT,1379267,232717,50,8217102,
4687754,"Luke Musgrave",,TE,GBP,CHI,157730,,0,0,0,0,0,0,0,0,2.75,1.94,18.9,0.13,4.6,4.58,3.61,18.9,0.13,0,0,18.9,0.13,0,0.66,11.1,,,0,0.00%,SAT,1179790,131320,51,4687754,
4688224,"Josh Whyle",,TE,GBP,CHI,157730,,0,0,0,0,0,0,0,0,2.68,1.83,16.44,0.13,4.24,4.23,3.31,16.44,0.13,0,0,16.44,0.13,0,0.45,11.15,,,0,0.00%,SAT,1107037,45261,52,4688224,
18228,"Brandon McManus",,K,GBP,CHI,157730,,0,0,0,0,0,0,0,0,0,0,0,0,7.52,7.52,7.52,0,0,0,0,0,0,6.73,3.02,13.31,,,0,0.00%,SAT,513098,5150,53,18228,
18419,"Chicago Bears",,DST,CHI,GBP,157730,,0,0,0,0,0,0,0,0,0,0,0,0,5.48,5.48,5.48,0,0,0,0,0,0,0,0.72,12.25,,,0,0.00%,SAT,326,8468,54,18419,
4687775,"C.J. Stroud",,QB,HOU,PIT,157734,,33.2,21.14,230.82,1.44,0.56,3.04,7.62,0.09,0,0,0,0,16.08,16.05,16.05,238.44,1.53,238.44,1.53,7.62,0.09,0,9.99,24.8,,,0,0.00%,MON,1214084,134990,55,4687775,
36919,"Dare Ogunbowale",,RB,HOU,PIT,157734,,0,0,0,0,0,1.13,3.03,0.03,0.51,0.35,2.73,0.02,1.22,1.22,1.04,5.76,0.05,3.03,0.03,5.76,0.05,0,0,3.36,,,0,0.00%,MON,703015,33261,56,36919,
328152,"Nick Chubb",,RB,HOU,PIT,157734,,0,0,0,0,0,5.48,22.06,0.16,0.72,0.52,3.91,0.03,4.24,4.22,3.96,25.97,0.19,22.06,0.16,25.97,0.19,0,1.5,11.66,,,0,0.00%,MON,822857,69339,57,328152,
8228596,"Woody Marks",,RB,HOU,PIT,157734,,0,0,0,0,0,15.4,45.87,0.44,3.54,2.31,18.75,0.13,12.14,12.04,10.88,64.62,0.57,45.87,0.44,64.62,0.57,0,5.85,22,,,0,0.00%,MON,1231652,140070,58,8228596,
328952,"Christian Kirk",,WR,HOU,PIT,157734,,0,0,0,0,0,0.11,0.37,0,3.69,2.44,28.27,0.18,6.4,6.39,5.17,28.64,0.18,0.37,0,28.64,0.18,0,2.27,13.5,,,0,0.00%,MON,865801,40550,59,328952,
2861874,"Nico Collins",,WR,HOU,PIT,157734,,0,0,0,0,0,0,0,0,8.82,5.63,73.07,0.42,16.17,16.14,13.32,73.07,0.42,0,0,73.07,0.42,0,8.8,28.25,,,0,0.00%,MON,1074698,55094,60,2861874,
4687773,"Xavier Hutchinson",,WR,HOU,PIT,157734,,0,0,0,0,0,0.84,4.08,0.01,2.32,1.38,14.21,0.11,3.92,3.9,3.21,18.29,0.12,4.08,0.01,18.29,0.12,0,0.57,10.05,,,0,0.00%,MON,1213636,144616,61,4687773,
8223113,"Jaylin Noel",,WR,HOU,PIT,157734,,0,0,0,0,0,0.21,0.35,0,0.89,0.65,6.89,0.04,1.61,1.61,1.28,7.24,0.04,0.35,0,7.24,0.04,0,0,3.22,,,0,0.00%,MON,1286370,170855,62,8223113,
8223114,"Jayden Higgins",,WR,HOU,PIT,157734,,0,0,0,0,0,0,0,0,4.63,2.85,32.85,0.22,7.48,7.46,6.03,32.85,0.22,0,0,32.85,0.22,0,2.74,15.39,,,0,0.00%,MON,1274492,176220,63,8223114,
328583,"Dalton Schultz",,TE,HOU,PIT,157734,,0,0,0,0,0,0,0,0,6.07,4.17,39.26,0.22,9.42,9.38,7.29,39.26,0.22,0,0,39.26,0.22,0,4.18,17.29,,,0,0.00%,MON,830523,40358,64,328583,
1844156,"Harrison Bryant",,TE,HOU,PIT,157734,,0,0,0,0,0,0,0,0,0.07,0.05,0.41,0,0.09,0.1,0.07,0.41,0,0,0,0.41,0,0,0,0.18,,,0,0.00%,MON,916467,48915,65,1844156,
6228030,"Cade Stover",,TE,HOU,PIT,157734,,0,0,0,0,0,0,0,0,1.95,1.36,10.54,0.07,2.82,2.81,2.13,10.54,0.07,0,0,10.54,0.07,0,0,7.62,,,0,0.00%,MON,1175182,134970,66,6228030,
35506,"Ka'imi Fairbairn",,K,HOU,PIT,157734,,0,0,0,0,0,0,0,0,0,0,0,0,8.32,8.32,8.32,0,0,0,0,0,0,7.21,3.45,14.9,,,0,0.00%,MON,691032,25821,67,35506,
18438,"Pittsburgh Steelers",,DST,PIT,HOU,157734,,0,0,0,0,0,0,0,0,0,0,0,0,6.75,6.75,6.75,0,0,0,0,0,0,0,1.71,13.12,,,0,0.00%,MON,356,8487,68,18438,
2861939,"Trevor Lawrence",,QB,JAC,BUF,157731,,33.45,21.07,228.51,1.67,0.77,5.97,22.18,0.29,0,0,0,0,19.31,19.26,19.26,250.69,1.96,250.69,1.96,22.18,0.29,0,12.09,28.19,10.42,56.68,16.92,14.21%,MAIN,1110711,50547,69,2861939,
2861937,"Travis Etienne",,RB,JAC,BUF,157731,,0,0,0,0,0,14.5,57.75,0.69,2.86,2.07,15.62,0.14,14.67,14.61,13.57,73.37,0.83,57.75,0.69,73.37,0.83,0,6.92,25.39,8.36,36.04,24.62,27.08%,MAIN,978577,50434,70,2861937,
8228649,"LeQuint Allen",,RB,JAC,BUF,157731,,0,0,0,0,0,0.35,1.35,0.02,0.56,0.39,2.67,0.03,1.09,1.09,0.89,4.02,0.05,1.35,0.02,4.02,0.05,0,0,2.18,0.02,0.28,0.08,0.44%,MAIN,1378840,235590,71,8228649,
8228650,"Bhayshul Tuten",,RB,JAC,BUF,157731,,0,0,0,0,0,4.9,17.09,0.23,0.88,0.59,4.45,0.04,4.33,4.31,4.01,21.54,0.27,17.09,0.23,21.54,0.27,0,0.93,11.91,0.1,4.12,0.64,1.30%,MAIN,1327169,175611,72,8228650,
982261,"Jakobi Meyers",,WR,JAC,BUF,157731,,0,0,0,0,0,0.11,0.43,0.01,8.04,5.19,54.62,0.38,13.26,13.23,10.63,55.05,0.39,0.43,0.01,55.05,0.39,0,6.92,23.02,9.46,39.48,27.43,30.56%,MAIN,880151,53528,73,982261,
2862095,"Dyami Brown",,WR,JAC,BUF,157731,,0,0,0,0,0,0,0,0,0.03,0.02,0.2,0,0.04,0.04,0.03,0.2,0,0,0,0.2,0,0,0,0.08,,,0.02,0.57%,MAIN,1107878,51950,74,2862095,
4687830,"Parker Washington",,WR,JAC,BUF,157731,,0,0,0,0,0,0.23,0.39,0.02,7.84,4.96,57.18,0.37,13.36,13.33,10.85,57.57,0.39,0.39,0.02,57.57,0.39,0,6.76,23.09,12.08,46.58,35.6,36.92%,MAIN,1229074,137499,75,4687830,
6228100,"Brian Thomas",,WR,JAC,BUF,157731,,0,0,0,0,0,0,0,0,6.07,3.65,46.13,0.29,10.14,10.12,8.29,46.13,0.29,0,0,46.13,0.29,0,4.39,18.95,6.3,31.64,16.98,18.17%,MAIN,1286064,169826,76,6228100,
36825,"Tim Patrick",,WR,JAC,BUF,157731,,0,0,0,0,0,0,0,0,0.59,0.37,4.3,0.03,0.98,0.98,0.79,4.3,0.03,0,0,4.3,0.03,0,0,1.96,0,1.32,0.17,0.51%,MAIN,838179,33718,77,36825,
37055,"Johnny Mundt",,TE,JAC,BUF,157731,,0,0,0,0,0,0,0,0,0.24,0.16,1.38,0.01,0.36,0.35,0.27,1.38,0.01,0,0,1.38,0.01,0,0,0.72,0,1.08,0.17,0.16%,MAIN,740704,33799,78,37055,
2861751,"Quintin Morris",,TE,JAC,BUF,157731,,0,0,0,0,0,0,0,0,0.49,0.34,3.03,0.03,0.82,0.82,0.65,3.03,0.03,0,0,3.03,0.03,0,0,1.64,0.08,2.46,0.25,0.24%,MAIN,1059680,50431,79,2861751,
4687831,"Brenton Strange",,TE,JAC,BUF,157731,,0,0,0,0,0,0,0,0,5.86,3.98,39.01,0.36,10.08,10.04,8.05,39.01,0.36,0,0,39.01,0.36,0,4.39,19.38,15.32,37.48,21.14,21.42%,MAIN,1164940,137486,80,4687831,
6228098,"Cam Little",,K,JAC,BUF,157731,,0,0,0,0,0,0,0,0,0,0,0,0,8.97,8.97,8.97,0,0,0,0,0,0,7.85,3.87,15.04,,,0,0.00%,MAIN,1290109,169682,81,6228098,
18417,"Buffalo Bills",,DST,BUF,JAC,157731,,0,0,0,0,0,0,0,0,0,0,0,0,5.91,5.91,5.91,0,0,0,0,0,0,0,0.47,12.65,3.56,29.44,13.68,15.19%,MAIN,324,8466,82,18417,
1849725,"Justin Herbert",,QB,LAC,NEP,157733,,32.28,21.29,231.92,1.39,0.55,6.74,23.91,0.17,0,0,0,0,17.95,17.87,17.87,255.83,1.56,255.83,1.56,23.91,0.17,0,11.83,25.63,7.68,56,12.62,10.95%,MAIN,910562,63756,83,1849725,
3491783,"Hassan Haskins",,RB,LAC,NEP,157733,,0,0,0,0,0,0.77,2.23,0.03,0.09,0.07,0.52,0,0.52,0.52,0.48,2.75,0.03,2.23,0.03,2.75,0.03,0,0,1.04,0,0.04,0.02,0.26%,MAIN,1130230,55008,84,3491783,
6228203,"Kimani Vidal",,RB,LAC,NEP,157733,,0,0,0,0,0,6.81,26.41,0.22,1.88,1.3,11.61,0.06,6.76,6.73,6.08,38.02,0.28,26.41,0.22,38.02,0.28,0,2.83,15.11,0.7,12.28,3.48,3.75%,MAIN,1214824,139628,85,6228203,
8217247,"Omarion Hampton",,RB,LAC,NEP,157733,Q,0,0,0,0,0,12.52,52.96,0.41,2.58,2.1,13.72,0.09,11.91,11.82,10.77,66.68,0.5,52.96,0.41,66.68,0.5,0,6.11,20.76,5.02,28.62,17.34,17.70%,MAIN,1398572,237833,86,8217247,
16569,"Keenan Allen",,WR,LAC,NEP,157733,,0,0,0,0,0,0,0,0,5.03,3.32,35.56,0.22,8.22,8.21,6.55,35.56,0.22,0,0,35.56,0.22,0,3.54,15.43,4,28.8,14.7,12.43%,MAIN,557210,1013,87,16569,
4687909,"Quentin Johnston",,WR,LAC,NEP,157733,,0,0,0,0,0,0,0,0,6.31,3.85,46.83,0.28,10.32,10.3,8.37,46.83,0.28,0,0,46.83,0.28,0,4.7,18.32,5.56,30.14,18.63,19.20%,MAIN,1213865,143999,88,4687909,
4687908,"Derius Davis",,WR,LAC,NEP,157733,,0,0,0,0,0,0,0,0,0.1,0.08,0.56,0,0.14,0.14,0.1,0.56,0,0,0,0.56,0,0,0,0.28,,,0.02,0.42%,MAIN,1113477,62178,89,4687908,
6228204,"Ladd McConkey",,WR,LAC,NEP,157733,,0,0,0,0,0,0,0,0,6.77,4.45,49.5,0.3,11.35,11.33,9.1,49.5,0.3,0,0,49.5,0.3,0,5.8,19.78,7.1,33.46,23.03,20.05%,MAIN,1218643,141410,90,6228204,
8223234,"Tre Harris",,WR,LAC,NEP,157733,,0,0,0,0,0,0.2,0.96,0,3.08,2.03,21.68,0.14,5.12,5.12,4.1,22.64,0.14,0.96,0,22.64,0.14,0,1.79,11.54,0.68,16.54,5.11,5.19%,MAIN,1214633,142637,91,8223234,
328304,"Tyler Conklin",,TE,LAC,NEP,157733,,0,0,0,0,0,0,0,0,0.18,0.12,1.16,0.01,0.29,0.29,0.23,1.16,0.01,0,0,1.16,0.01,0,0,0.58,0,0.62,0.1,0.14%,MAIN,861278,40464,92,328304,
329037,"Will Dissly",,TE,LAC,NEP,157733,,0,0,0,0,0,0,0,0,1.56,1.17,11.35,0.07,2.71,2.71,2.12,11.35,0.07,0,0,11.35,0.07,0,0,7.18,0.48,7.78,1.6,0.95%,MAIN,837806,40877,93,329037,
8228725,"Oronde Gadsden",,TE,LAC,NEP,157733,,0,0,0,0,0,0,0,0,4.69,3.15,34.78,0.21,7.88,7.85,6.27,34.78,0.21,0,0,34.78,0.21,0,2.97,15.48,6.96,28.46,11.97,8.48%,MAIN,1325624,167146,94,8228725,
3884062,"Cameron Dicker",,K,LAC,NEP,157733,,0,0,0,0,0,0,0,0,0,0,0,0,8.42,8.42,8.42,0,0,0,0,0,0,7.29,3.8,15.08,,,0,0.00%,MAIN,1125872,51047,95,3884062,
18432,"New England Patriots",,DST,NEP,LAC,157733,,0,0,0,0,0,0,0,0,0,0,0,0,7.18,7.18,7.18,0,0,0,0,0,0,0,1.81,14.83,5.14,32.5,16.62,20.30%,MAIN,348,8481,96,18432,
11613,"Matthew Stafford",,QB,LAR,CAR,157729,,34.1,21.97,264.3,2.04,0.61,1.17,2.06,0.03,0,0,0,0,19.37,19.36,19.36,266.36,2.07,266.36,2.07,2.06,0.03,0,11.95,28.63,,,0,0.00%,SAT,323205,6957,97,11613,
3492191,"Kyren Williams",,RB,LAR,CAR,157729,,0,0,0,0,0,14.05,63.05,0.67,2.9,2.07,16.06,0.16,15.07,15.03,13.99,79.11,0.83,63.05,0.67,79.11,0.83,0,7.44,26.16,,,0,0.00%,SAT,1167361,119535,98,3492191,
6228231,"Blake Corum",,RB,LAR,CAR,157729,,0,0,0,0,0,8.8,40.5,0.42,0.86,0.56,4.24,0.05,7.88,7.85,7.57,44.74,0.47,40.5,0.42,44.74,0.47,0,3.45,16.37,,,0,0.00%,SAT,1229540,139489,99,6228231,
3504123,"Ronnie Rivers",,RB,LAR,CAR,157729,,0,0,0,0,0,0.13,0.52,0.01,0.02,0.02,0.12,0,0.14,0.14,0.13,0.64,0.01,0.52,0.01,0.64,0.01,0,0,0.28,,,0,0.00%,SAT,976804,64709,100,3504123,
18106,"Davante Adams",,WR,LAR,CAR,157729,,0,0,0,0,0,0,0,0,8.26,5.02,64.93,0.44,14.42,14.39,11.88,64.93,0.44,0,0,64.93,0.44,0,7.21,25.32,,,0,0.00%,SAT,611417,926,101,18106,
