PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
17121,"CJ McCollum",,,ATL,POR,158004,522878,-,26,14.49,2.73,3.07,2.07,1.13,0.73,0.19,17.56,17.22,20.29,0.92,5.8,7.22,3.32,5.23,2.12,1.63,12.45,5.39,24,24,24.82,17.46,32.83,0,0,0,17.48,21.53,24.82,27.86,32.92,34.95,44.32,0%,135,147,THURS,12451,1,17121,
37814,"Luke Kennard",,,ATL,POR,158004,887661,Q,12,3.97,0.83,1.11,0.84,0.36,0.46,0.06,5.08,4.8,5.91,0.52,1.94,0.99,0.53,1.87,0.43,0.39,2.86,1.37,7.83,7.83,7.95,3.75,13.25,0,0,0,3.71,5.83,7.95,9.8,13.25,14.58,20.94,0%,135,147,THURS,38279,3,37814,
1115445,"Nickeil Alexander-Walker",,,ATL,POR,158004,1067668,-,34,21.18,3.8,3.07,2.72,1.93,2.02,0.58,24.25,24.98,28.05,2.6,6.87,11.06,4.9,7.08,3.82,3.21,18.14,7.62,36.22,36.22,36.14,27.19,45.67,0,0,0,26.92,32.15,36.14,39.88,45.61,47.85,59.57,0%,135,147,THURS,69666,4,1115445,
2439277,"Onyeka Okongwu",,,ATL,POR,158004,1185367,,34,16.65,8.46,3.94,1.38,1.47,2.19,0.76,20.59,25.11,29.05,2.95,12.4,9.11,4.72,3.88,4.03,3.06,12.99,6.1,40.09,40.09,39.45,30.97,49.03,0,0,0,30.66,35.43,39.45,43.22,49,51.51,63.32,0%,135,147,THURS,91845,5,2439277,
2439347,"Vit Krejci",,,ATL,POR,158004,1257428,,19,6.71,1.86,0.87,1.64,0.57,1.14,0.46,7.58,8.57,9.44,1.6,2.73,1.41,0.64,3.79,0.69,0.51,5.2,2.28,14.48,14.48,14.08,8.53,20.37,0,0,0,8.45,11.78,14.08,16.64,20.74,22.53,30.21,0%,135,147,THURS,161284,6,2439347,
3005263,"Jalen Johnson",,,ATL,POR,158004,1230356,,37,24.3,9.79,7.1,1.34,3.41,1.2,1.08,31.4,34.09,41.19,2.28,16.89,15.68,7.94,3.9,5.73,4.39,19.58,9.28,50.13,50.13,51.71,41.79,62.84,0,0,0,41.72,47.21,51.71,55.96,62.74,65.2,76.69,0%,135,147,THURS,165214,7,3005263,
3005340,"Corey Kispert",,,ATL,POR,158004,1077554,,20,8.37,1.89,1.83,1.54,0.67,0.71,0.12,10.2,10.26,12.09,0.83,3.72,2.78,1.34,4.08,1.39,1.07,6.86,2.88,15.2,15.2,15.57,9.68,22.38,0,0,0,9.7,12.76,15.57,18.12,22.46,24.25,31.4,0.23%,135,147,THURS,72585,8,3005340,
3587993,"Dyson Daniels",,,ATL,POR,158004,1357745,,33,11.93,6.47,6.85,0.5,2,2.09,0.84,18.78,18.4,25.25,2.93,13.32,9.01,4.63,1.87,1.91,1.16,10.88,5.13,36.76,36.76,35.69,27.55,44.79,0,0,0,27.4,31.92,35.69,39.21,44.99,47.25,57.31,0%,135,147,THURS,195261,10,3587993,
4388493,"Keaton Wallace",,,ATL,POR,158004,1063166,,1,0.49,0.13,0.12,0.08,0.06,0.04,0.01,0.61,0.62,0.74,0.05,0.25,0.19,0.08,0.23,0.11,0.09,0.42,0.16,0.92,0.92,0.94,0.31,1.88,0,0,0,0.4,0.67,0.94,1.21,1.61,1.71,1.79,0%,135,147,THURS,245561,11,4388493,
4878163,"Mouhamed Gueye",,,ATL,POR,158004,1325101,Q,21,7.05,5.01,1.33,0.65,0.79,0.66,0.66,8.38,12.06,13.39,1.32,6.34,4.04,1.92,1.83,1.66,1.27,5.87,2.57,18.23,18.23,17.89,12.15,24.34,0,0,0,12.09,15.37,17.89,20.16,24.19,25.95,33.76,0%,135,147,THURS,180180,12,4878163,
8985462,"Asa Newell",,,ATL,POR,158004,1524332,,3,1.18,0.57,0.18,0.13,0.13,0.09,0.05,1.36,1.75,1.93,0.14,0.75,0.63,0.29,0.38,0.27,0.21,1.01,0.42,2.42,2.42,2.44,0.54,4.83,0,0,0,0,1.53,2.44,3.97,5.8,6.71,11.59,0%,135,147,THURS,457543,16,8985462,
35181,"Jaylen Brown",,,BOS,MIA,158000,883436,,34.5,30.01,7.22,4.68,2.59,3.92,1.01,0.24,34.69,37.23,41.91,1.25,11.9,16.69,8.1,7.27,8,6.06,23.96,10.69,45.52,45.52,48.13,38.27,58.99,0,0,0,38.2,43.8,48.13,52.46,59.08,61.88,73.85,0%,125,137,THURS,28025,19,35181,
