PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
31729,"Andrew Copp",3700,C,DET,SJS,8404500,744810,2,2,,0.2157,0.4033,1.6773,0.6565,0,0,0,0,0.0337,0.0776,0.619,0.1113,7.65,2.07,7.1,10.22,1,0.29,16.74,0,,31729,0.552,5.57,16.8,172,2075,30594,1
31730,"Alexander Wennberg",4200,C,SJS,DET,8404500,741444,2,1,,0.1637,0.4136,1.1285,1.0682,0,0,0,0,0.0414,0.1095,0.5773,0.1509,7.04,1.68,6.56,9.55,2,0.24,15.44,0,,31730,0.521,5.17,19.7,184,1950,30199,0
37698,"Alex DeBrincat",7200,W,DET,SJS,8404500,920337,2,1,,0.558,0.5279,3.3666,0.3936,0,0,0,0,0.1803,0.1999,1.0859,0.3802,14.23,1.98,10.77,15.31,3,3.07,28.02,0,,37698,0.625,9.72,17.3,172,2075,37837,1
4200188,"Nick Blankenburg",2700,D,NSH,COL,8404570,1382727,3,2,,0.0672,0.2162,1.1962,1.4152,0,0,0,0,0.0202,0.0356,0.2834,0.0558,5.95,2.2,5.11,7.24,4,0.66,12.49,0,,4200188,1,4.41,17.5,173,1959,184512,0
5274308,"Max Crozier",2800,D,TBL,STL,8404560,1172319,3,,,0.0441,0.1963,1.2083,1.034,0,0,0,0,0,0,0.2404,0,4.97,1.78,4.87,6.84,5,0,11.2,0,,5274308,1.316,3.95,16.2,167,2218,262433,0
34619,"Scott Wedgewood",8400,G,COL,NSH,8404570,554543,,,B,0,0,0,0,0.75,23.6854,2.542,0.0903,0,0,0,0,13.06,1.55,7.98,10.33,6,4.79,23.27,0,,34619,0,11.09,,176,2155,29973,1
17079,"Brian Dumoulin",2500,D,LAK,ANA,8404590,654336,3,,,0.0431,0.2275,0.9196,1.287,0,0,0,0,0,0,0.2706,0,5.13,2.05,5.02,7.16,7,0,11.56,0,,17079,0.877,3.81,16.7,182,2054,30426,1
16699,"Zemgus Girgensons",2500,W,TBL,STL,8404560,659858,3,,,0.1273,0.1186,1.2322,0.596,0,0,0,0,0,0,0.2459,0,4.57,1.83,5.08,7.11,8,0,11.07,0,,16699,2.457,4.29,14.7,167,2218,30275,0
5721344,"Cutter Gauthier",6600,W,ANA,LAK,8404590,1394905,3,2,,0.3321,0.3109,2.9066,0.5716,0,0,0,0,0.0637,0.0589,0.643,0.1226,10.33,1.57,8.16,11.45,9,1.88,20.77,0,,5721344,0.891,7.22,16.5,180,1997,204709,0
556106,"Jalen Chatfield",2600,D,CAR,FLA,8404550,893575,2,,,0.0803,0.1946,1.3586,1.0942,0,0,0,0,0,0,0.2749,0,5.65,2.17,5.32,7.48,10,0.14,12.46,0,,556106,0.955,4.19,18.9,165,2181,37855,1
14298,"Sergei Bobrovsky",7500,G,FLA,CAR,8404550,545448,,,B,0,0,0,0,0.4167,24.3204,3.1955,0.0462,0,0,0,0,10.01,1.33,8.58,10.8,11,1.12,20.99,0,,14298,0,7.51,,166,2047,30440,0
18545,"Shayne Gostisbehere",5500,D,CAR,FLA,8404550,680770,3,1,,0.1291,0.513,1.8474,1.0881,0,0,0,0,0.0738,0.2442,0.6421,0.318,8.51,1.55,6.61,9.65,12,1.66,16.97,0,,18545,0.642,6.24,19.6,165,2181,30044,1
17077,"Cody Ceci",2500,D,LAK,ANA,8404590,659859,3,,,0.0444,0.2172,0.8992,1.2888,0,0,0,0,0,0,0.2616,0,5.08,2.03,5.02,7.16,13,0,11.51,0,,17077,0.845,3.75,16,182,2054,30249,1
