PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,OWNERSHIP
328331,"Josh Allen",,QB,BUF,DEN,158061,,29.57,19.59,221.35,1.52,0.67,8.18,38.38,0.5,0,0,0,0,21.48,21.41,21.41,259.73,2.02,259.73,2.02,38.38,0.5,0,13.73,31.15,16.22,68.88,33.36,0.00%,SAT,868199,58465,1,328331,
982111,"Ty Johnson",,RB,BUF,DEN,158061,Q,0,0,0,0,0,3.01,13.05,0.07,1.93,1.25,13.9,0.09,4.89,4.88,4.25,26.95,0.16,13.05,0.07,26.95,0.16,0,1.26,12.25,,,0,0.00%,SAT,877784,68741,2,982111,
3491576,"James Cook",,RB,BUF,DEN,158061,,0,0,0,0,0,17,83.09,0.41,3.4,2.46,21.83,0.15,17.1,17.01,15.78,104.92,0.56,83.09,0.41,104.92,0.56,0,9.88,26.83,15.82,50.78,47.42,0.00%,SAT,1131012,58170,3,3491576,
6227753,"Ray Davis",,RB,BUF,DEN,158061,,0,0,0,0,0,1.27,5.19,0.03,0.75,0.58,5.77,0.03,2.03,2.02,1.73,10.96,0.06,5.19,0.03,10.96,0.06,0,0.01,5.58,0.28,8.38,1.62,0.00%,SAT,1165229,93411,4,6227753,
3491575,"Khalil Shakir",,WR,BUF,DEN,158061,,0,0,0,0,0,0.08,0.46,0,5.16,3.72,43.55,0.32,10.23,10.21,8.35,44.01,0.32,0.46,0,44.01,0.32,0,4.65,18.73,8.58,35.26,24.01,0.00%,SAT,1130603,55222,5,3491575,
6227754,"Keon Coleman",,WR,BUF,DEN,158061,,0,0,0,0,0,0,0,0,3.01,1.74,23.49,0.19,5.24,5.23,4.36,23.49,0.19,0,0,23.49,0.19,0,0.95,12.8,0.04,4.7,1.2,0.00%,SAT,1322431,170256,6,6227754,
982694,"Mecole Hardman",,WR,BUF,DEN,158061,,0,0,0,0,0,0,0,0,0.49,0.34,3.99,0.03,0.92,0.92,0.75,3.99,0.03,0,0,3.99,0.03,0,0,1.84,,,0,0.00%,SAT,922026,58212,7,982694,
18281,"Brandin Cooks",,WR,BUF,DEN,158061,,0,0,0,0,0,0,0,0,4.61,2.9,33.83,0.28,7.98,7.97,6.52,33.83,0.28,0,0,33.83,0.28,0,2.98,16.38,2.5,27.92,12.8,0.00%,SAT,607864,2255,8,18281,
1844548,"Kristian Wilkerson",,WR,BUF,DEN,158061,,0,0,0,0,0,0,0,0,0.42,0.25,2.67,0.03,0.7,0.7,0.57,2.67,0.03,0,0,2.67,0.03,0,0,1.4,,,0,0.00%,SAT,875523,59137,9,1844548,
982202,"Dawson Knox",,TE,BUF,DEN,158061,,0,0,0,0,0,0,0,0,3.22,2.13,23.59,0.13,5.26,5.24,4.17,23.59,0.13,0,0,23.59,0.13,0,1.34,12.17,2.64,16.9,6.47,0.00%,SAT,884083,61345,10,982202,
4687560,"Dalton Kincaid",,TE,BUF,DEN,158061,,0,0,0,0,0,0,0,0,6.21,4.25,45.91,0.26,10.48,10.44,8.31,45.91,0.26,0,0,45.91,0.26,0,4.94,18.71,12.24,35.42,21.4,0.00%,SAT,1135513,170729,11,4687560,
8228372,"Jackson Hawes",,TE,BUF,DEN,158061,,0,0,0,0,0,0,0,0,0.34,0.24,2.58,0.01,0.56,0.55,0.43,2.58,0.01,0,0,2.58,0.01,0,0,1.12,0.1,3.44,0.74,0.00%,SAT,1182649,146678,12,8228372,
11559,"Matt Prater",,K,BUF,DEN,158061,,0,0,0,0,0,0,0,0,0,0,0,0,8.64,8.64,8.64,0,0,0,0,0,0,7.51,3.6,14.95,,,0,0.00%,SAT,218237,6014,13,11559,
