PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
31730,"Alexander Wennberg",3300,C,SWE,ITA,,741444,4,,,0.1622,0.3709,0.859,0.8751,0,0,0,0,0,0,0.5331,0,6.15,1.86,6.49,9.49,1,0,14.46,0,,31730,0.43,4.41,14.1,,,30199,1
16719,"Olli Maatta",2600,D,FIN,SVK,,659868,3,,,0.0212,0.166,0.6099,1.1194,0,0,0,0,0,0,0.1872,0,3.39,1.3,4.71,6.72,2,0,9.42,0,,16719,0.511,2.78,12.7,,,30432,1
915728,"Nick Saracino",3300,W,ITA,SWE,,915728,1,2,,0.0578,0,0,0,0,0,0,0,0,0,0.0578,0,3.31,1,3.8,5.23,3,0,8.17,0,,915728,0,0.35,,,,,1
16700,"Rasmus Ristolainen",3700,D,FIN,SVK,,741411,2,,,0.0584,0.2197,1.4772,1.6494,0,0,0,0,0,0,0.2781,0,6.74,1.82,5.27,7.38,4,1.28,13.49,0,,16700,1.567,5.14,18.5,,,31067,1
736309,"Thomas Larkin",2900,D,ITA,SWE,,736309,1,2,,0.0248,0,0,0,0,0,0,0,0,0,0.0248,0,4.95,1.71,3.8,5.23,5,1.01,9.81,0,,736309,0,0.15,,,,,1
612967,"Peter Ceresnak",2700,D,SVK,FIN,,612967,3,2,,0.0253,0,0,0,0,0,0,0,0,0,0.0253,0,3.17,1.17,3.8,5.23,6,0,8.03,0,,612967,0,0.15,,,,,1
2296000,"Anton Lundell",4500,C,FIN,SVK,,1248081,3,,,0.2386,0.2915,1.9366,0.5772,0,0,0,0,0,0,0.5301,0,7.67,1.7,6.64,9.41,7,0.79,16.17,0,,2296000,1.007,5.61,14.7,,,158644,1
14516,"Jacob Markstrom",8400,G,SWE,ITA,,547717,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,8,-0.6,0.74,0,,14516,0,0,,,,30346,1
34544,"Esa Lindell",4100,D,FIN,SVK,,680652,1,,,0.0701,0.2492,1.17,2.0849,0,0,0,0,0,0,0.3193,0,7.67,1.87,5.26,7.4,9,2.22,14.4,0,,34544,0.858,5.1,21.6,,,30528,1
1418395,"Cristiano DiGiacinto",3600,W,ITA,SWE,,1418395,4,,,0.0518,0,0,0,0,0,0,0,0,0,0.0518,0,2.97,0.83,3.8,5.23,10,0,7.83,0,,1418395,0,0.31,,,,,1
4784123,"Nikolas Matinpalo",2800,D,FIN,SVK,,1447084,,,,0,0,0,1.0477,0,0,0,0,0,0,0,0,0,0,1.66,1.87,11,0,2.12,0,,4784123,0.904,1.5,13.8,,,265876,1
1636174,"Gregory Di Tomaso",3500,D,ITA,SWE,,1636174,3,1,,0.0193,0,0,0,0,0,0,0,0,0,0.0193,0,3.81,1.09,3.8,5.23,12,0,8.67,0,,1636174,0,0.12,,,,,1
34482,"Juuse Saros",8000,G,FIN,SVK,,744805,,,C,0,0,0,0,0.7917,22.71,1.7915,0.1558,0,0,0,0,15.26,1.91,6.56,9.42,13,8.46,23.66,0,,34482,0,13,,,,29995,1
610858,"Martin Gernat",2600,D,SVK,FIN,,610858,2,2,,0.0317,0,0,0,0,0,0,0,0,0,0.0317,0,4,1.54,3.8,5.23,14,0.06,8.86,0,,610858,0,0.19,,,,,1
6078971,"Samuel Hlavaj",7400,G,SVK,FIN,,1207560,,,B,0,0,0,0,0.25,25.3667,3.5901,0.0287,0,0,0,0,8.91,1.2,9.38,11.51,15,-0.81,20.92,0,,6078971,0,5.95,,,,345447,1
1636175,"Jason Seed",2500,D,ITA,SWE,,1636175,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,1.15,16,0,1.47,0,,1636175,0,0,,,,,1
1058191,"Libor Hudacek",2600,W,SVK,FIN,,1058191,2,1,,0.0985,0,0,0,0,0,0,0,0,0,0.0985,0,3.82,1.47,4.36,6.04,17,0,9.4,0,,1058191,0,0.59,,,,,1
595856,"Dustin Gazley",4200,W,ITA,SWE,,595856,3,1,,0.0653,0,0,0,0,0,0,0,0,0,0.0653,0,3.75,0.89,3.8,5.23,18,0,8.61,0,,595856,0,0.39,,,,,1
1636176,"Tommaso De Luca",2500,C,ITA,SWE,,1636176,5,,,0.0518,0,0,0,0,0,0,0,0,0,0.0518,0,2.97,1.19,3.8,5.23,19,0,7.83,0,,1636176,0,0.31,,,,,1
14456,"Erik Karlsson",4900,D,SWE,ITA,,456827,3,2,,0.1572,0.6465,1.6598,0.7257,0,0,0,0,0.0556,0.2162,0.8037,0.2718,8.53,1.74,7.34,10.95,20,0.93,17.93,0,,14456,0.33,6.22,15.4,,,30218,1
16681,"Elias Lindholm",4300,C,SWE,ITA,,741408,2,1,,0.3796,0.6704,1.9427,0.6772,0,0,0,0,0.1386,0.277,1.05,0.4156,11.01,2.56,8.96,13.14,21,1.73,22.48,0,,16681,0.986,8.28,15.6,,,30409,1
1636177,"Mikael Frycklund",3000,C,ITA,SWE,,1636177,2,1,,0.0653,0,0,0,0,0,0,0,0,0,0.0653,0,3.75,1.25,3.8,5.23,22,0,8.61,0,,1636177,0,0.39,,,,,1
1635099,"Tommy Purdeller",4600,W,ITA,SWE,,1635099,1,2,,0.0578,0,0,0,0,0,0,0,0,0,0.0578,0,3.31,0.72,3.8,5.23,23,0,8.17,0,,1635099,0,0.35,,,,,1
1207574,"Oliver Okuliar",3200,W,SVK,FIN,,1207574,4,,,0.0764,0,0,0,0,0,0,0,0,0,0.0764,0,2.96,0.93,3.8,5.23,24,0,7.82,0,,1207574,0,0.46,,,,,1
1636178,"Alessandro Segafredo",2800,W,ITA,SWE,,1636178,2,2,,0.0578,0,0,0,0,0,0,0,0,0,0.0578,0,3.31,1.18,3.8,5.23,25,0,8.17,0,,1636178,0,0.35,,,,,1
14130,"Mikael Granlund",6200,C,FIN,SVK,,550759,1,1,,0.2289,0.5313,1.9122,0.6356,0,0,0,0,0.0768,0.2152,0.7602,0.292,8.24,1.33,7.69,11.26,26,0.27,18.08,0,,14130,0.723,6.55,18,,,30288,1
1283126,"Eetu Luostarinen",3400,W,FIN,SVK,,1057150,3,,,0.1628,0.26,1.2772,0.6611,0,0,0,0,0,0,0.4228,0,5.93,1.74,6.05,8.66,27,0,13.67,0,,1283126,1.616,4.76,13.9,,,91962,1
1636179,"Marco Zanetti",2700,W,ITA,SWE,,1636179,4,,,0.0518,0,0,0,0,0,0,0,0,0,0.0518,0,2.97,1.1,3.8,5.23,28,0,7.83,0,,1636179,0,0.31,,,,,1
2033165,"Philip Broberg",3000,D,SWE,ITA,,1172190,3,,,0.0903,0.3387,1.1726,1.2712,0,0,0,0,0,0,0.429,0,5.59,1.86,5.91,8.54,29,0,13.15,0,,2033165,0.645,4.66,17.7,,,112788,1
922135,"Kevin Lankinen",8000,G,FIN,SVK,,1117047,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,30,-0.6,0.74,0,,922135,0,0,,,,81323,1
1285490,"Luca Frigo",2900,W,ITA,SWE,,1285490,3,2,,0.0578,0,0,0,0,0,0,0,0,0,0.0578,0,3.31,1.14,3.8,5.23,31,0,8.17,0,,1285490,0,0.35,,,,,1
969180,"Matus Sukel",2700,C,SVK,FIN,,969180,4,,,0.0764,0,0,0,0,0,0,0,0,0,0.0764,0,2.96,1.1,3.8,5.23,32,0,7.82,0,,969180,0,0.46,,,,,1
1166690,"Diego Kostner",2500,W,ITA,SWE,,1166690,4,,,0.0518,0,0,0,0,0,0,0,0,0,0.0518,0,2.97,1.19,3.8,5.23,33,0,7.83,0,,1166690,0,0.31,,,,,1
7005309,"Oliver Kapanen",3700,C,FIN,SVK,,1321692,5,,,0.2225,0.1848,1.5188,0.7239,0,0,0,0,0,0,0.4073,0,6.38,1.72,6.29,8.83,34,0,14.43,0,,7005309,0.445,4.54,12.2,,,165003,1
1137267,"Adam Liska",2700,W,SVK,FIN,,1137267,2,,,0.0764,0,0,0,0,0,0,0,0,0,0.0764,0,2.96,1.1,3.8,5.23,35,0,7.82,0,,1137267,0,0.46,,,,,1
1285372,"Phil Pietroniro",2700,D,ITA,SWE,,1285372,2,,,0.0208,0,0,0,0,0,0,0,0,0,0.0208,0,4.13,1.53,3.8,5.23,36,0.19,8.99,0,,1285372,0,0.12,,,,,1
1144519,"Kaapo Kakko",3500,W,FIN,SVK,,1166551,3,,,0.1499,0.1984,1.1471,0.2499,0,0,0,0,0,0,0.3483,0,4.53,1.29,5.14,7.3,37,0,11.11,0,,1144519,0.568,3.37,10.8,,,88355,1
37747,"Miro Heiskanen",5700,D,FIN,SVK,,1057101,1,1,,0.1473,0.6324,2.1246,1.5677,0,0,0,0,0.0667,0.2773,0.7797,0.344,11.03,1.94,7.16,10.45,38,3.61,20.19,0,,37747,0.637,7.6,24.3,,,82268,1
4579470,"Milos Kelemen",2900,W,SVK,FIN,,1156057,3,,,0.0944,0,0,0,0,0,0,0,0,0,0.0944,0,3.99,1.38,4.36,6.04,39,0,9.57,0,,4579470,0,0.57,,,,247071,1
37746,"Roope Hintz",6700,C,FIN,SVK,,878170,1,1,,0.3992,0.4939,2.1785,0.4044,0,0,0,0,0.13,0.209,0.8931,0.339,10.37,1.55,8.94,12.84,40,1.11,21.81,0,,37746,0.738,7.49,15.1,,,37812,1
1432388,"Adam Gajan",7400,G,SVK,FIN,,1432388,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,41,-0.6,0.74,0,,1432388,0,0,,,,,1
2296188,"Lucas Raymond",5800,W,SWE,ITA,,1207659,2,1,,0.4873,0.9048,2.1553,0.3143,0,0,0,0,0.1608,0.4763,1.3921,0.6371,13.11,2.26,10.49,15.34,42,2.24,26.54,0,,2296188,0.569,9.62,15.3,,,158681,1
1283920,"Joel Kiviranta",2500,W,FIN,SVK,,1166552,,,,0,0,0,0.489,0,0,0,0,0,0,0,0,0,0,1.27,1.33,43,0,1.63,0,,1283920,1.618,1.3,12.7,,,92104,1
1166695,"Gianluca Vallini",7000,G,ITA,SWE,,1166695,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,44,-0.6,0.74,0,,1166695,0,0,,,,,1
4200359,"Juraj Slafkovsky",5900,W,SVK,FIN,,1264222,1,1,,0.2359,0.8108,5.5881,2.3691,0,0,0,0,0.0732,0.1002,1.0467,0.1734,9.03,1.53,9.56,13.58,45,0,21.27,0,,4200359,5.888,15.65,48.9,,,204713,1
341532,"Elias Pettersson",5000,C,SWE,ITA,,1057103,3,,,0.313,0.4324,1.4735,0.9204,0,0,0,0,0,0,0.7454,0,8.33,1.67,7.51,10.82,46,0.55,17.94,0,,341532,0.904,6.45,12.8,,,40137,1
35895,"Joel Eriksson Ek",5400,C,SWE,ITA,,878051,1,1,,0.4788,0.5377,2.8598,0.4595,0,0,0,0,0.1702,0.1901,1.0165,0.3603,12.53,2.32,10.01,14.32,47,2.16,25.34,0,,35895,1.453,9.25,16,,,31428,1
415196,"Martin Pospisil",4200,C,SVK,FIN,,1121575,3,2,,0.0889,0.3953,3.822,0.8252,0,0,0,0,0.0135,0.0316,0.4842,0.0451,4.88,1.16,7.03,9.69,48,0,13.88,0,,415196,9.173,11.37,33.6,,,75454,1
14266,"Mika Zibanejad",7700,C,SWE,ITA,,600082,3,2,,0.444,0.6131,2.257,0.5316,0,0,0,0,0.0977,0.1518,1.0571,0.2495,11.25,1.46,9.21,13.32,49,1.71,23.04,0,,14266,0.825,8.44,16.4,,,30240,1
18978,"Mikko Rantanen",8000,W,FIN,SVK,,878041,1,1,,0.439,0.6694,2.4977,0.4447,0,0,0,0,0.1666,0.2994,1.1084,0.466,12,1.5,9.61,13.94,50,2.04,24.3,0,,18978,0.595,8.78,17.3,,,30679,1
555945,"Niko Mikkola",3100,D,FIN,SVK,,878283,2,,,0.0553,0.1966,1.2107,1.4461,0,0,0,0,0,0,0.2519,0,5.38,1.74,4.93,6.91,51,0.27,11.69,0,,555945,1.948,4.75,20.9,,,82506,1
4721423,"Simon Nemec",3400,D,SVK,FIN,,1264202,1,1,,0.1039,0.4522,3.1752,3.1228,0,0,0,0,0.0412,0.1252,0.5561,0.1664,9.06,2.66,7.41,10.41,52,1.38,18.54,0,,4721423,1.211,9.42,41.3,,,204716,1
1166687,"Giovanni Morini",2600,W,ITA,SWE,,1166687,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,1.15,53,0,1.47,0,,1166687,0,0,,,,,1
555781,"Henri Jokiharju",2500,D,FIN,SVK,,1057138,3,,,0.0285,0.1822,0.9552,0.9933,0,0,0,0,0,0,0.2107,0,3.12,1.25,4.78,6.77,54,0,9.24,0,,555781,0.915,3.31,15.6,,,82822,1
,1,2800,W,SVK,FIN,,743270,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,55,,,0,,,,,,,,,,"Peter Cehlarik"
4900970,"Dalibor Dvorsky",3800,C,SVK,FIN,,1364159,2,1,,0.1689,0.4839,4.1583,1.2918,0,0,0,0,0.0471,0.0784,0.6528,0.1255,6.19,1.63,7.73,10.77,56,0,16.08,0,,4900970,4.284,10.6,44,,,260559,1
36543,"Rasmus Andersson",5200,D,SWE,ITA,,878174,2,,,0.1395,0.372,1.7742,1.5017,0,0,0,0,0,0,0.5115,0,8.87,1.71,6.43,9.25,57,2.21,17.1,0,,36543,0.53,5.87,16.3,,,30906,1
1285378,"Damian Clara",7000,G,ITA,SWE,,1285378,,,B,0,0,0,0,0.0244,29.1535,5.9459,0.0006,0,0,0,0,4.12,0.59,10.89,12.96,58,-7.16,18.06,0,,1285378,0,-0.2,,,,,1
194540,"Eeli Tolvanen",3900,W,FIN,SVK,,1057139,4,2,,0.2313,0.2304,1.5669,0.7417,0,0,0,0,0.0385,0.0579,0.4617,0.0964,7.03,1.8,6.43,9.09,59,0.37,15.26,0,,194540,2.118,5.73,13.1,,,39768,1
1139837,"Michal Ivan",2500,D,SVK,FIN,,1139837,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,1.15,60,0,1.47,0,,1139837,0,0,,,,,1
34592,"William Nylander",7500,W,SWE,ITA,,831073,1,1,,0.4314,0.4949,2.0952,0.2751,0,0,0,0,0,0,0.9263,0,10.16,1.35,8.93,12.82,61,0.91,21.59,0,,34592,0.252,7.06,12.2,,,30259,1
35941,"Erik Cernak",3800,D,SVK,FIN,,878164,2,,,0.0354,0.2471,1.6365,2.5955,0,0,0,0,0,0,0.2825,0,6.09,1.6,5.52,7.66,62,0.37,13.16,0,,35941,3.657,7.26,31.5,,,40248,1
4665951,"Jesper Wallstedt",8400,G,SWE,ITA,,1262663,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,63,-0.6,0.74,0,,4665951,0,0,,,,165037,1
1166546,"Mikko Lehtonen",2500,D,FIN,SVK,,1166546,4,2,,0.0334,0,0,0,0,0,0,0,0,0,0.0334,0,2.73,1.09,3.8,5.23,64,0,7.59,0,,1166546,0,0.2,,,,,1
1285368,"Daniel Glira",2500,D,ITA,SWE,,1285368,3,,,0.0157,0,0,0,0,0,0,0,0,0,0.0157,0,3.09,1.24,3.8,5.23,65,0,7.95,0,,1285368,0,0.09,,,,,1
1285489,"Davide Fadani",7000,G,ITA,SWE,,1285489,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,66,-0.6,0.74,0,,1285489,0,0,,,,,1
1166678,"Alex Trivellato",2800,D,ITA,SWE,,1166678,1,,,0.0232,0,0,0,0,0,0,0,0,0,0.0232,0,4.62,1.65,3.8,5.23,67,0.68,9.48,0,,1166678,0,0.14,,,,,1
35805,"Sebastian Aho",7200,C,FIN,SVK,,878154,2,1,,0.4137,0.548,2.3125,0.2943,0,0,0,0,0.1336,0.2571,0.9617,0.3907,10.87,1.51,9.28,13.37,68,1.26,22.75,0,,35805,0.675,7.81,16.7,,,31384,1
414966,"Martin Fehervary",4000,D,SVK,FIN,,1121502,1,,,0.0653,0.3306,2.1932,3.6341,0,0,0,0,0,0,0.3959,0,7.81,1.95,6.29,8.75,69,1.29,15.86,0,,414966,3.952,9.52,38,,,75410,1
1166646,"Patrik Koch",2900,D,SVK,FIN,,1166646,4,,,0.0004,0,0,0,0,0,0,0,0,0,0.0004,0,0.91,0.31,3.8,5.23,70,0,5.77,0,,1166646,0,0,,,,,1
1166679,"Luca Zanatta",3200,D,ITA,SWE,,1166679,2,,,0.0208,0,0,0,0,0,0,0,0,0,0.0208,0,4.13,1.29,3.8,5.23,71,0.19,8.99,0,,1166679,0,0.12,,,,,1
35782,"Artturi Lehkonen",5500,W,FIN,SVK,,743064,2,2,,0.2972,0.3437,2.2537,0.4525,0,0,0,0,0.0337,0.0539,0.6409,0.0876,8.01,1.46,7.38,10.48,72,0.36,17.46,0,,35782,0.712,6.26,16.2,,,31453,1
