PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
13563,"Kirk Cousins",5100,QB,ATL,NOS,147585,,31.92,20.41,207.26,1.63,0.69,0.7,1.52,0.04,0,0,0,0,14.69,2.88,33.02,2.09,1.84%,MAIN,403308,2307,1,13563,14.68,14.68,208.78,1.67,208.78,1.67,1.52,0.04,0,8.77,22.86,1.58,
3491931,"Tyler Allgeier",4700,RB,ATL,NOS,147585,,0,0,0,0,0,9.34,39.76,0.38,0.87,0.69,5.18,0.04,7.69,1.64,17.78,0.24,0.10%,MAIN,1131198,125422,2,3491931,7.65,7.3,44.94,0.42,39.76,0.38,44.94,0.42,0,3.11,17.19,1.6,
4687512,"Bijan Robinson",8700,RB,ATL,NOS,147585,,0,0,0,0,0,17.61,85.9,0.66,7.37,5.36,43.07,0.31,25.49,2.93,70.92,57.52,44.60%,MAIN,1228244,123168,3,4687512,25.4,22.72,128.97,0.97,85.9,0.66,128.97,0.97,0,16.06,37.5,39.1,
8261767,"Nate Carter",4000,RB,ATL,NOS,147585,,0,0,0,0,0,0.11,0.53,0,0.04,0.03,0.21,0,0.1,0.03,,0,0.00%,MAIN,1214132,134222,4,8261767,0.11,0.09,0.74,0,0.53,0,0.74,0,0,0,0.2,,
982204,"David Sills",3400,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,2.16,1.25,12.6,0.1,3.1,0.91,5.82,0.02,0.01%,MAIN,866973,65587,5,982204,3.1,2.47,12.6,0.1,0,0,12.6,0.1,0,0,8.53,0.1,
1844218,"Darnell Mooney",3900,WR,ATL,NOS,147585,,0,0,0,0,0,0.01,0.04,0,3.51,2.07,24.75,0.15,5.45,1.4,11.04,0.27,0.15%,MAIN,912027,62802,6,1844218,5.44,4.4,24.79,0.15,0.04,0,24.79,0.15,0,1.59,12.39,0.56,
3491928,"Drake London",6900,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,8.22,5.71,60.35,0.49,14.94,2.17,32.22,6.65,8.86%,MAIN,1178741,140160,7,3491928,14.91,12.05,60.35,0.49,0,0,60.35,0.49,0,7.81,25.83,9.08,
4773069,"Dylan Drummond",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,1.76,1.08,9.5,0.08,2.5,0.83,5.22,0.04,0.01%,MAIN,1108534,48414,8,4773069,2.49,1.95,9.5,0.08,0,0,9.5,0.08,0,0,6.88,0.02,
3515974,"Deven Thompkins",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.07,0.05,0.3,0,0.08,0.03,,0,0.00%,MAIN,1130833,49660,9,3515974,0.08,0.05,0.3,0,0,0,0.3,0,0,0,0.16,,
1849814,"Charlie Woerner",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,1.13,0.75,6.07,0.07,1.77,0.71,5.96,0.02,0.01%,MAIN,922040,58179,10,1849814,1.77,1.39,6.07,0.07,0,0,6.07,0.07,0,0,3.54,0.18,
2862126,"Kyle Pitts",5500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,6.63,4.37,45.26,0.39,11.28,2.05,23.18,1.99,2.69%,MAIN,1123026,54917,11,2862126,11.24,9.05,45.26,0.39,0,0,45.26,0.39,0,5.09,20.94,5,
3491690,"Teagan Quitoriano",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.16,0.1,1.05,0.01,0.26,0.1,0.58,0,0.00%,MAIN,1128538,63778,12,3491690,0.26,0.21,1.05,0.01,0,0,1.05,0.01,0,0,0.52,0.04,
36842,"Zane Gonzalez",,K,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0,0,0,0,8.47,21,,0,0.00%,MAIN,732774,33774,13,36842,8.47,8.47,0,0,0,0,0,0,7.5,3.47,14.79,,
18433,"New Orleans Saints",2500,DST,NOS,ATL,147585,,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2.08,34.08,1.59,1.22%,MAIN,350,8482,14,18433,5.2,5.2,0,0,0,0,0,0,0,0.62,11.18,4.78,
35493,"Jacoby Brissett",5600,QB,ARI,LAR,147586,,36.24,22.93,244.92,1.32,0.52,3.39,11.02,0.09,0,0,0,0,16.71,2.98,43.12,3.89,4.00%,MAIN,607047,26395,15,35493,16.67,16.67,255.94,1.41,255.94,1.41,11.02,0.09,0,10.48,24.83,4.22,
2861839,"Michael Carter",5100,RB,ARI,LAR,147586,,0,0,0,0,0,11.18,44.77,0.3,3.44,2.43,18.51,0.07,10.99,2.15,30.04,1.36,1.32%,MAIN,976329,162975,16,2861839,10.94,9.72,63.28,0.37,44.77,0.3,63.28,0.37,0,5.97,19.18,3.06,
4715680,"Emari Demercado",4600,RB,ARI,LAR,147586,,0,0,0,0,0,5.14,21.3,0.14,3.57,2.43,21.34,0.07,7.94,1.73,20.24,0.51,0.37%,MAIN,1116817,92713,17,4715680,7.92,6.7,42.64,0.21,21.3,0.14,42.64,0.21,0,3.61,14.91,1.36,
8268732,"Corey Kiner",4000,RB,ARI,LAR,147586,,0,0,0,0,0,2.51,9.91,0.07,0.12,0.08,0.66,0,1.54,0.39,0.64,0.01,0.00%,MAIN,1286050,169851,18,8268732,1.53,1.49,10.57,0.07,9.91,0.07,10.57,0.07,0,0.04,4.24,0,
328944,"Trent Sherfield",,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0.58,0.33,3.75,0.02,0.82,21,1.4,0.03,0.01%,MAIN,835861,40523,19,328944,0.83,0.66,3.75,0.02,0,0,3.75,0.02,0,0,1.64,0,
4687487,"Michael Wilson",6600,WR,ARI,LAR,147586,,0,0,0,0,0,0.02,0.09,0,10.06,6.16,75.75,0.43,16.92,2.56,46.12,18.64,18.60%,MAIN,1123529,42545,20,4687487,16.88,13.8,75.84,0.43,0.09,0,75.84,0.43,0,9.56,28.68,15.34,
4687678,"Jalen Brooks",3000,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,2.04,1.06,13.64,0.09,2.96,0.99,7.06,0.25,0.06%,MAIN,1223301,171671,21,4687678,2.95,2.42,13.64,0.09,0,0,13.64,0.09,0,0,8.14,0.22,
6227657,"Xavier Weaver",3100,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,3.17,1.79,19.21,0.13,4.48,1.45,10.7,0.56,0.22%,MAIN,1180538,128333,22,6227657,4.47,3.57,19.21,0.13,0,0,19.21,0.13,0,0.65,10.61,0.28,
1001771,"Steven Sims",3000,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0.39,0.24,2.15,0.02,0.57,0.19,0.68,0.04,0.01%,MAIN,877596,68246,23,1001771,0.57,0.45,2.15,0.02,0,0,2.15,0.02,0,0,1.14,0,
1844275,"Josiah Deguara",2500,TE,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0.19,0.14,1.27,0.01,0.33,0.13,0.86,0.01,0.00%,MAIN,866149,45301,24,1844275,0.32,0.25,1.27,0.01,0,0,1.27,0.01,0,0,0.66,0,
3492164,"Trey McBride",7500,TE,ARI,LAR,147586,,0,0,0,0,0,0,0,0,10.31,7.15,77.29,0.4,18.03,2.4,43.54,15.84,18.02%,MAIN,1108161,41195,25,3492164,17.96,14.38,77.29,0.4,0,0,77.29,0.4,0,10.15,30.63,21.42,
4687953,"Elijah Higgins",2500,TE,ARI,LAR,147586,,0,0,0,0,0,0,0,0,2.37,1.89,17.26,0.08,4.08,1.63,12.48,0.38,0.17%,MAIN,1161853,132184,26,4687953,4.07,3.12,17.26,0.08,0,0,17.26,0.08,0,0.52,9.34,0.84,
4688002,"Chad Ryland",,K,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0,0,0,0,7.44,21,,0,0.00%,MAIN,1108545,48407,27,4688002,7.44,7.44,0,0,0,0,0,0,6.58,2.72,13.59,,
18442,"Los Angeles Rams",3600,DST,LAR,ARI,147586,,0,0,0,0,0,0,0,0,0,0,0,0,8.49,2.36,35.18,3.36,6.07%,MAIN,343,8491,28,18442,8.49,8.49,0,0,0,0,0,0,0,3.3,15.83,5.68,
328097,"Lamar Jackson",6600,QB,BAL,PIT,147583,,26.3,17.2,204.85,1.4,0.53,4.87,22.62,0.22,0,0,0,0,17.02,2.58,,0,0.00%,SNF,877745,62084,29,328097,16.97,16.97,227.47,1.62,227.47,1.62,22.62,0.22,0,10.57,25.21,,
35530,"Derrick Henry",7700,RB,BAL,PIT,147583,,0,0,0,0,0,19.8,91.02,0.77,1.18,0.9,7.17,0.03,17.13,2.22,,0,0.00%,SNF,732145,26360,30,35530,17.04,16.59,98.19,0.8,91.02,0.77,98.19,0.8,0,8.65,26.74,,
4744211,"Keaton Mitchell",4700,RB,BAL,PIT,147583,,0,0,0,0,0,4.57,22.22,0.09,2.25,1.61,14.49,0.08,6.3,1.34,,0,0.00%,SNF,1222789,140482,31,4744211,6.28,5.47,36.71,0.17,22.22,0.09,36.71,0.17,0,2.45,13.27,,
6227728,"Rasheen Ali",4200,RB,BAL,PIT,147583,,0,0,0,0,0,0.81,3.33,0.02,2.96,1.93,16.34,0.08,4.49,1.07,,0,0.00%,SNF,1229133,148325,32,6227728,4.48,3.51,19.67,0.1,3.33,0.02,19.67,0.1,0,0.8,10.7,,
16563,"DeAndre Hopkins",3000,WR,BAL,PIT,147583,,0,0,0,0,0,0,0,0,1.99,1.2,16.01,0.17,3.82,1.27,,0,0.00%,SNF,560241,3873,33,16563,3.81,3.21,16.01,0.17,0,0,16.01,0.17,0,0,10.51,,
4687538,"Zay Flowers",6200,WR,BAL,PIT,147583,,0,0,0,0,0,0.52,2.82,0.02,7.06,4.67,61.93,0.41,14.13,2.28,,0,0.00%,SNF,1177053,136555,34,4687538,14.1,11.76,64.75,0.43,2.82,0.02,64.75,0.43,0,7.25,24.78,,
6227729,"Devontez Walker",3000,WR,BAL,PIT,147583,,0,0,0,0,0,0,0,0,1.47,0.92,12.06,0.08,2.6,0.87,,0,0.00%,SNF,1277914,140381,35,6227729,2.59,2.13,12.06,0.08,0,0,12.06,0.08,0,0,7.15,,
8228348,"LaJohntay Wester",3000,WR,BAL,PIT,147583,,0,0,0,0,0,0,0,0,0.2,0.12,1.53,0.01,0.33,0.11,,0,0.00%,SNF,1231033,136011,36,8228348,0.33,0.27,1.53,0.01,0,0,1.53,0.01,0,0,0.66,,
328096,"Mark Andrews",3500,TE,BAL,PIT,147583,,0,0,0,0,0,1.07,1.2,0.02,4.59,3.06,36.21,0.28,8.61,2.46,,0,0.00%,SNF,820699,40601,37,328096,8.57,7.04,37.41,0.3,1.2,0.02,37.41,0.3,0,3,17.9,,
3491347,"Charlie Kolar",2500,TE,BAL,PIT,147583,,0,0,0,0,0,0,0,0,0.82,0.57,7.53,0.05,1.62,0.65,,0,0.00%,SNF,1058648,63283,38,3491347,1.62,1.33,7.53,0.05,0,0,7.53,0.05,0,0,3.24,,
3491355,"Isaiah Likely",3000,TE,BAL,PIT,147583,,0,0,0,0,0,0,0,0,3.77,2.54,29.75,0.23,6.89,2.3,,0,0.00%,SNF,1125111,126944,39,3491355,6.86,5.59,29.75,0.23,0,0,29.75,0.23,0,2.31,15.3,,
8228349,"Tyler Loop",,K,BAL,PIT,147583,,0,0,0,0,0,0,0,0,0,0,0,0,7.88,21,,0,0.00%,SNF,1239342,147914,40,8228349,7.88,7.88,0,0,0,0,0,0,6.98,3.37,13.82,,
18438,"Pittsburgh Steelers",2600,DST,PIT,BAL,147583,,0,0,0,0,0,0,0,0,0,0,0,0,5.94,2.28,,0,0.00%,SNF,356,8487,41,18438,5.94,5.94,0,0,0,0,0,0,0,0.75,12.53,,
36854,"Mitchell Trubisky",,QB,BUF,NYJ,147581,,6.7,4.26,45.73,0.29,0.04,1.27,2.37,0.07,0,0,0,0,3.59,21,,0,0.00%,MAIN,728169,33586,42,36854,3.58,3.58,48.1,0.36,48.1,0.36,2.37,0.07,0,1.44,5.74,,
328331,"Josh Allen",7000,QB,BUF,NYJ,147581,,23.22,14.78,158.48,1.02,0.49,5.06,25.25,0.28,0,0,0,0,14.35,2.05,44.16,1.01,0.44%,MAIN,868199,58465,43,328331,14.31,14.31,183.73,1.3,183.73,1.3,25.25,0.28,0,9.13,21.27,4.44,
982111,"Ty Johnson",4900,RB,BUF,NYJ,147581,,0,0,0,0,0,3.03,14.29,0.09,2.14,1.45,13.32,0.08,5.22,1.07,7.26,0.06,0.04%,MAIN,877784,68741,44,982111,5.2,4.47,27.61,0.17,14.29,0.09,27.61,0.17,0,1.66,11.96,0.4,
3491576,"James Cook",7900,RB,BUF,NYJ,147581,,0,0,0,0,0,18.26,94.83,0.67,2.26,1.59,12.91,0.09,18.02,2.28,38.38,9.94,12.76%,MAIN,1131012,58170,45,3491576,17.93,17.13,107.74,0.76,94.83,0.67,107.74,0.76,0,9.71,29.16,11.7,
6227753,"Ray Davis",4900,RB,BUF,NYJ,147581,,0,0,0,0,0,1.07,4.3,0.01,1.75,1.29,11.68,0.07,3.36,0.69,2.8,0.02,0.00%,MAIN,1165229,93411,46,6227753,3.35,2.7,15.98,0.08,4.3,0.01,15.98,0.08,0,0.25,8.79,0.18,
2862340,"Josh Palmer",3400,WR,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,2.94,1.95,18.56,0.12,4.52,1.33,10.86,0.18,0.07%,MAIN,1059612,66181,47,2862340,4.51,3.53,18.56,0.12,0,0,18.56,0.12,0,0.99,10.34,0.34,
3491575,"Khalil Shakir",5000,WR,BUF,NYJ,147581,,0,0,0,0,0,0.41,2.49,0.01,5.07,3.56,34.32,0.21,8.64,1.73,26.48,1.26,1.00%,MAIN,1130603,55222,48,3491575,8.61,6.83,36.81,0.22,2.49,0.01,36.81,0.22,0,3.92,15.78,3.68,
4744237,"Tyrell Shavers",3100,WR,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,2.93,1.84,20.35,0.12,4.6,1.48,17.7,0.36,0.20%,MAIN,973949,63556,49,4744237,4.59,3.67,20.35,0.12,0,0,20.35,0.12,0,1.02,10.69,0.82,
1844330,"Gabriel Davis",3300,WR,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,2.82,1.53,20.8,0.12,4.33,1.31,11.44,0.18,0.07%,MAIN,976761,43135,50,1844330,4.32,3.55,20.8,0.12,0,0,20.8,0.12,0,0.13,10.86,0.56,
