PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH
328331,"Josh Allen",7000,QB,BUF,JAC,157731,,31.47,20.89,236.42,1.93,0.67,8.19,37.61,0.58,0,0,0,0,24.59,3.51,,0,0,MAIN,868199,58465,1,328331,24.53,24.53,274.03,2.51,274.03,2.51,37.61,0.58,0,9.84,39.34,
982111,"Ty Johnson",4400,RB,BUF,JAC,157731,,0,0,0,0,0,2.81,11.92,0.08,2.22,1.44,15.52,0.12,5.37,1.22,8.64,0.14,0.05%,MAIN,877784,68741,2,982111,5.35,4.63,27.44,0.2,11.92,0.08,27.44,0.2,0,2.15,8.59,0.44,
3491576,"James Cook",7400,RB,BUF,JAC,157731,,0,0,0,0,0,16.84,80.57,0.49,3.92,2.83,24.52,0.21,18.63,2.52,25.9,2.42,2.39%,MAIN,1131012,58170,3,3491576,18.54,17.12,105.09,0.7,80.57,0.49,105.09,0.7,0,7.45,29.81,5.88,
6227753,"Ray Davis",4200,RB,BUF,JAC,157731,,0,0,0,0,0,0.9,3.6,0.03,0.33,0.25,2.47,0.02,1.15,0.27,9.1,0.14,0.05%,MAIN,1165229,93411,4,6227753,1.15,1.02,6.07,0.05,3.6,0.03,6.07,0.05,0,0.46,1.84,0.5,
2862340,"Josh Palmer",3400,WR,BUF,JAC,157731,,0,0,0,0,0,0,0,0,2.01,1.36,14.71,0.13,3.6,1.06,10.18,0.12,0.09%,MAIN,1059612,66181,5,2862340,3.59,2.91,14.71,0.13,0,0,14.71,0.13,0,1.44,5.76,0.24,
3491575,"Khalil Shakir",4800,WR,BUF,JAC,157731,,0,0,0,0,0,0.08,0.45,0.01,5.57,4.01,45.8,0.36,11.19,2.33,23.3,1.12,0.82%,MAIN,1130603,55222,6,3491575,11.17,9.16,46.25,0.37,0.45,0.01,46.25,0.37,0,4.48,17.9,3.42,
4744237,"Tyrell Shavers",3100,WR,BUF,JAC,157731,,0,0,0,0,0,0,0,0,2.59,1.67,26.01,0.17,5.28,1.7,14.06,0.2,0.14%,MAIN,973949,63556,7,4744237,5.27,4.43,26.01,0.17,0,0,26.01,0.17,0,2.11,8.45,0.62,
1844330,"Gabriel Davis",3300,WR,BUF,JAC,157731,,0,0,0,0,0,0,0,0,1.15,0.64,9.28,0.07,1.98,0.6,11.2,0.1,0.05%,MAIN,976761,43135,8,1844330,1.98,1.66,9.28,0.07,0,0,9.28,0.07,0,0.79,3.17,0.64,
18281,"Brandin Cooks",3500,WR,BUF,JAC,157731,,0,0,0,0,0,0,0,0,5.16,3.23,36.89,0.34,9.01,2.57,14.12,0.23,0.14%,MAIN,607864,2255,9,18281,9,7.38,36.89,0.34,0,0,36.89,0.34,0,3.6,14.42,0.76,
982202,"Dawson Knox",3300,TE,BUF,JAC,157731,,0,0,0,0,0,0,0,0,3.23,2.14,23.05,0.19,5.62,1.7,17.74,0.77,0.48%,MAIN,884083,61345,10,982202,5.6,4.53,23.05,0.19,0,0,23.05,0.19,0,2.25,8.99,4.44,
4687560,"Dalton Kincaid",3800,TE,BUF,JAC,157731,,0,0,0,0,0,0,0,0,4.97,3.4,35.8,0.3,8.87,2.33,,0,0,MAIN,1135513,170729,11,4687560,8.83,7.13,35.8,0.3,0,0,35.8,0.3,0,3.55,14.19,
8228372,"Jackson Hawes",2500,TE,BUF,JAC,157731,,0,0,0,0,0,0,0,0,0.32,0.23,2.37,0.02,0.58,0.23,14.9,0.27,0.11%,MAIN,1182649,146678,12,8228372,0.59,0.47,2.37,0.02,0,0,2.37,0.02,0,0.23,0.93,1.82,
11559,"Matt Prater",,K,BUF,JAC,157731,,0,0,0,0,0,0,0,0,0,0,0,0,9.24,21,,0,0.00%,MAIN,218237,6014,13,11559,9.24,9.24,0,0,0,0,0,0,8.06,3.7,14.78,,
18428,"Jacksonville Jaguars",2700,DST,JAC,BUF,157731,,0,0,0,0,0,0,0,0,0,0,0,0,5.35,1.98,35.9,2.68,2.54%,MAIN,365,8477,14,18428,5.35,5.35,0,0,0,0,0,0,0,2.14,8.56,5.34,
4687580,"Bryce Young",5000,QB,CAR,LAR,157729,,32.3,19.75,199.31,1.25,0.7,5.08,15.7,0.09,0,0,0,0,14.83,2.97,,0,0.00%,SAT,1213257,116811,15,4687580,14.78,14.78,215.01,1.34,215.01,1.34,15.7,0.09,0,5.93,23.73,,
1844583,"Rico Dowdle",5500,RB,CAR,LAR,157729,,0,0,0,0,0,12.18,48.55,0.31,3.31,2.33,16.1,0.09,11.49,2.09,,0,0.00%,SAT,933480,53384,16,1844583,11.43,10.26,64.65,0.4,48.55,0.31,64.65,0.4,0,4.6,18.38,,
2862163,"Chuba Hubbard",4500,RB,CAR,LAR,157729,,0,0,0,0,0,7.57,27.83,0.19,2.72,1.94,12.65,0.07,7.54,1.68,,0,0.00%,SAT,1062047,46456,17,2862163,7.51,6.54,40.48,0.26,27.83,0.19,40.48,0.26,0,3.02,12.06,,
8228396,"Trevor Etienne",4000,RB,CAR,LAR,157729,,0,0,0,0,0,0.19,0.79,0,0.03,0.02,0.14,0,0.11,0.03,,0,0.00%,SAT,1394803,238273,18,8228396,0.11,0.1,0.93,0,0.79,0,0.93,0,0,0.04,0.18,,
4716517,"Brycen Tremayne",3000,WR,CAR,LAR,157729,,0,0,0,0,0,0,0,0,0.86,0.57,5.67,0.04,1.37,0.46,,0,0.00%,SAT,1123525,132163,19,4716517,1.37,1.08,5.67,0.04,0,0,5.67,0.04,0,0.55,2.19,,
6227778,"Jalen Coker",4500,WR,CAR,LAR,157729,,0,0,0,0,0,0,0,0,5.75,3.79,38.49,0.25,9.2,2.04,,0,0.00%,SAT,1218753,134299,20,6227778,9.18,7.28,38.49,0.25,0,0,38.49,0.25,0,3.68,14.72,,
