PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,SDK,SFD,REFID
942480,"Cale Makar",,D,CAN,CZE,,1057102,1,1,,0.2831,0.7908,2.7058,0,0,0,0,0,0.131,0.3299,1.0739,0.4609,11.21,2.2,22.35,0,,942480,0.725,8.16,19,,,87789,1,8.7,12.64,1
31733,"Connor McDavid",,C,CAN,CZE,,878032,1,1,,0.5082,0.9755,3.2128,0,0,0,0,0,0.1389,0.3727,1.4837,0.5116,15.33,3.86,29.5,0,,31733,0.728,10.78,17.7,,,31006,1,11.07,16.09,2
17128,"Tom Wilson",,W,CAN,CZE,,659860,1,,,0.2322,0.2195,1.4846,0,0,0,0,0,0,0,0.4517,0,5.39,0,13.56,0,,17128,2.274,4.89,13,,,30148,1,6.38,9.03,3
35733,"Devon Toews",,D,CAN,CZE,,831460,1,,,0.094,0.3676,1.4892,0,0,0,0,0,0,0,0.4616,0,4.96,0,12.81,0,,35733,0.769,3.91,16,,,83302,1,6.13,8.95,4
6418266,"Macklin Celebrini",,C,CAN,CZE,,1497708,1,2,,0.3068,0.4457,2.4518,0,0,0,0,0,0.0548,0.0943,0.7525,0.1491,8.96,0.73,19.12,0,,6418266,0.544,6.42,14.6,,,449320,1,7.94,11.39,5
16668,"Nathan MacKinnon",,C,CAN,CZE,,741404,2,1,,0.4462,0.7397,3.606,0,0,0,0,0,0.1361,0.269,1.1859,0.4051,14.2,4.03,26.77,0,,16668,0.623,9.76,16.4,,,30677,1,9.82,14.1,6
31680,"Colton Parayko",,D,CAN,CZE,,680852,2,,,0.0666,0.1842,1.1449,0,0,0,0,0,0,0,0.2508,0,3.26,0,9.24,0,,31680,1.134,2.85,16.3,,,30565,1,4.67,6.64,7
37779,"Nick Suzuki",,C,CAN,CZE,,1057111,2,,,0.1729,0.2685,1.2213,0,0,0,0,0,0,0,0.4414,0,4.7,0,12.38,0,,37779,0.645,3.66,12.7,,,40159,1,6,8.61,8
1279531,"Brandon Hagel",,W,CAN,CZE,,920496,2,,,0.3156,0.2961,1.9388,0,0,0,0,0,0,0,0.6117,0,7.31,0,16.39,0,,1279531,0.61,5.32,13.7,,,92058,1,7.09,10.06,9
34600,"Josh Morrissey",,D,CAN,CZE,,741443,2,,,0.0776,0.2629,1.3106,0,0,0,0,0,0,0,0.3405,0,3.99,0,10.53,0,,34600,0.739,3.2,16.2,,,30599,1,5.11,7.38,10
