PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
31729,"Andrew Copp",3900,C,DET,COL,8405900,744810,2,2,,0.1735,0.3294,1.5098,0.8767,0,0,0,0,0.0228,0.0578,0.5029,0.0806,6.98,1.79,6.35,9.12,1,0.4,15.11,0,,31729,0.564,5.07,17.8,172,2075,30594,0
31730,"Alexander Wennberg",4000,C,SJS,CHI,8405790,741444,2,1,,0.1779,0.4406,1.1799,0.9087,0,0,0,0,0.0493,0.114,0.6185,0.1633,7.11,1.78,6.81,10.02,2,0.05,15.83,0,,31730,0.515,5.26,20,184,1950,30199,0
31746,"Radek Faksa",2500,C,DAL,WPG,8405820,659857,4,,,0.0664,0.1055,0.6755,0.5056,0,0,0,0,0,0,0.1719,0,2.97,1.19,4.44,6.3,3,0,8.65,0,,31746,1.184,2.59,11.3,181,1954,30523,1
17211,"Marcus Foligno",2500,W,MIN,MTL,8405830,522049,4,,,0.1559,0.1615,0.9536,0.5402,0,0,0,0,0,0,0.3174,0,4.5,1.8,5.14,7.31,4,0,11.08,0,,17211,2.753,4.45,12.7,178,1938,30272,1
18467,"Anthony Duclair",3700,W,NYI,WSH,8405770,743259,3,2,,0.209,0.2736,1.4015,0.516,0,0,0,0,0.0347,0.0631,0.4826,0.0978,6.21,1.68,6.57,9.35,5,0,14.62,0,,18467,0.463,4.55,13.4,156,2135,30344,0
34547,"Nick Jensen",2700,D,OTT,PIT,8405860,733469,2,,,0.0316,0.2052,0.7027,1.2844,0,0,0,0,0,0,0.2368,0,4.58,1.7,4.96,7.12,6,0,10.93,0,,34547,0.856,3.43,16.8,163,2050,30618,0
6209652,"Jonathan Lekkerimaki",2800,W,VAN,UTA,8405880,1394915,4,1,,0.1794,0.2474,1.4629,0.3482,0,0,0,0,0.0643,0.1088,0.4268,0.1731,5.64,2.01,5.91,8.37,7,0,13.2,0,,6209652,0.837,4.38,13.3,179,2129,204708,0
36584,"Clayton Keller",6100,W,UTA,VAN,8405880,920216,1,1,,0.439,0.7396,2.7116,0.3987,0,0,0,0,0.1338,0.2814,1.1786,0.4152,13,2.13,9.7,14.01,8,2.95,25.42,0,,36584,0.306,9.06,19,183,2005,32089,1
37698,"Alex DeBrincat",7300,W,DET,COL,8405900,920337,2,1,,0.4297,0.4714,3.21,0.5478,0,0,0,0,0.1118,0.1556,0.9011,0.2674,12.66,1.73,9.27,13.1,9,3.06,24.53,0,,37698,0.648,8.68,17.9,172,2075,37837,0
2075138,"Nico Sturm",2500,C,MIN,MTL,8405830,1163937,4,,,0.0998,0.1186,0.8268,0.3801,0,0,0,0,0,0,0.2184,0,3.34,1.34,4.93,6.98,10,0,9.65,0,,2075138,1.064,2.81,10.7,178,1938,87741,1
35829,"Logan Stanley",2600,D,WPG,DAL,8405820,920227,3,2,,0.049,0.2349,1.0592,1.3407,0,0,0,0,0.0133,0.0636,0.2839,0.0769,5.53,2.13,5.06,7.2,11,0.29,12.01,0,,35829,1.562,4.45,17.2,169,53599,82920,0
4200188,"Nick Blankenburg",3000,D,NSH,STL,8405840,1382727,3,2,,0.0861,0.288,1.3251,1.037,0,0,0,0,0.0237,0.0789,0.3741,0.1026,5.99,2,5.67,8.11,12,0.12,13.25,0,,4200188,1.053,4.61,17.5,173,1959,184512,1
18484,"Adam Lowry",2500,C,WPG,DAL,8405820,607959,2,,,0.1347,0.1825,1.1087,0.6848,0,0,0,0,0,0,0.3172,0,4.91,1.96,5.2,7.36,13,0,11.57,0,,18484,1.877,4.27,14.9,169,53599,30843,0
14246,"Casey Cizikas",2500,C,NYI,WSH,8405770,521884,4,,,0.107,0.1202,0.9041,0.6872,0,0,0,0,0,0,0.2272,0,4.04,1.62,5.01,7.06,14,0,10.45,0,,14246,1.749,3.59,11.3,156,2135,30928,0
37907,"Connor Clifton",2500,D,PIT,OTT,8405860,744943,3,,,0.04,0.1976,0.8687,1.7141,0,0,0,0,0,0,0.2376,0,5.77,2.31,4.93,6.93,15,0.66,12.08,0,,37907,3.372,5.3,17.1,159,1927,82491,1
34585,"Mike Matheson",3900,D,MTL,MIN,8405830,659869,2,,,0.1007,0.2684,1.7107,1.919,0,0,0,0,0,0,0.3691,0,8.34,2.14,6.04,8.46,16,2.08,16.07,0,,34585,0.894,5.75,24.2,162,2017,30000,0
31745,"Vincent Hinostroza",2500,W,MIN,MTL,8405830,681550,3,,,0.0922,0.1651,0.9126,0.3081,0,0,0,0,0,0,0.2573,0,3.53,1.41,5.11,7.28,17,0,10.07,0,,31745,0.716,2.79,9.9,178,1938,30786,1
34514,"Phillip Danault",2900,C,MTL,MIN,8405830,600128,4,,,0.127,0.1932,1.0924,0.5606,0,0,0,0,0,0,0.3202,0,4.66,1.61,5.18,7.34,18,0,11.29,0,,34514,0.786,3.58,13.7,162,2017,31116,0
17453,"Jake McCabe",3400,D,TOR,CGY,8405940,660793,1,,,0.0487,0.2895,0.9008,2.6074,0,0,0,0,0,0,0.3382,0,8.09,2.38,5.55,7.87,19,2.34,15.19,0,,17453,2.109,6.01,22.3,164,2146,30280,0
1394916,"Noah Ostlund",3300,C,BUF,FLA,8405800,1394916,3,2,,0.17,0.2434,1.0158,0.5508,0,0,0,0,0.0323,0.0531,0.4134,0.0854,5.16,1.56,5.82,8.3,20,0,12.61,0,,1394916,0.392,3.8,13.8,161,2004,204710,0
2578776,"Justin Brazeau",4200,W,PIT,OTT,8405860,956418,1,2,,0.2964,0.2867,1.8055,0.6525,0,0,0,0,0.0387,0.0435,0.5831,0.0822,7.96,1.9,7.13,10.11,21,0.57,17.09,0,,2578776,2.083,6.47,15.4,159,1927,82518,1
31735,"Bo Horvat",7300,C,NYI,WSH,8405770,741412,1,1,,0.3847,0.4396,2.9252,0.5224,0,0,0,0,0.1057,0.1446,0.8243,0.2503,11.47,1.57,8.37,11.83,22,2.8,22.18,0,,31735,0.942,8.11,19.9,156,2135,31049,0
