PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
35181,"Jaylen Brown",9900,SF,BOS,HOU,159129,883436,-,36,27.63,7.81,4.32,2.36,3.49,1.01,0.42,31.95,35.44,39.76,1.43,12.13,15.7,7.45,6.73,7.47,5.64,22.43,9.81,44.28,44.28,46.45,4.69,18.78%,125,141,WED,28025,2,35181,36.72,56.69,19.38,19.38,10.44,36.7,42.09,46.45,50.81,56.97,59.79,71.86,
37858,"Derrick White",7900,PG/SG,BOS,HOU,159129,796009,-,36,15.66,4.69,5.44,2.76,1.76,0.99,1.16,21.1,20.35,25.79,2.15,10.13,6.38,2.57,7.78,2.55,2.23,14.16,5.33,34.14,34.14,34.57,4.38,2.61%,125,141,WED,38299,4,37858,25.75,44.04,4.87,4.87,5.73,25.49,30.53,34.57,38.1,43.91,46.68,57.78,
37880,"Chris Boucher",3000,PF/C,BOS,HOU,159129,901190,Q,1,0.37,0.17,0.03,0.05,0.02,0.04,0.05,0.4,0.54,0.57,0.09,0.2,0.16,0.07,0.17,0.1,0.08,0.33,0.12,0.87,0.87,0.82,0.27,0.00%,125,141,WED,38328,5,37880,0.12,1.64,0,0,0,0.35,0.59,0.82,1.05,1.41,1.49,1.56,
2439093,"Payton Pritchard",6900,PG,BOS,HOU,159129,945610,,34,17.69,3.64,4.48,3.03,1.14,0.39,0.17,22.17,21.33,25.81,0.56,8.12,7.34,3.53,7.99,1.8,1.54,15.33,6.56,29.32,29.32,31.05,4.5,1.01%,125,141,WED,73477,6,2439093,22.44,40.45,3.59,3.59,7.52,22.33,27.2,31.05,34.64,40.54,43.11,53.89,
3005208,"Luka Garza",4100,C,BOS,HOU,159129,1061057,,18,7.97,4.34,1.19,0.76,0.55,0.41,0.58,9.16,12.31,13.5,0.99,5.53,3.61,2.02,1.89,2.13,1.64,5.5,2.78,17.38,17.38,17.27,4.21,0.26%,125,141,WED,72919,8,3005208,11.55,24.02,0.12,0.12,3.58,11.51,14.65,17.27,19.89,24.07,25.64,33.23,
3005606,"Neemias Queta",5600,C,BOS,HOU,159129,1142902,,27.5,11.17,7.92,1.99,0,1.08,1.17,1.2,13.16,19.09,21.08,2.37,9.91,7.49,4.65,0,2.74,1.87,7.49,4.65,29.69,29.69,28.43,5.08,2.93%,125,141,WED,86307,9,3005606,21.56,36.31,3.33,3.33,10.94,21.51,25.36,28.43,31.25,36.37,38.16,46.36,
3022247,"Sam Hauser",5000,SF/PF,BOS,HOU,159129,922378,,28,10.73,4.04,1.49,3.08,0.5,0.54,0.24,12.22,14.77,16.26,0.78,5.53,1.42,0.63,7.57,0.25,0.23,8.99,3.71,19.65,19.65,20.87,4.17,0.35%,125,141,WED,72761,10,3022247,13.73,29.12,2.29,2.29,5.04,13.57,17.74,20.87,24,29,31.57,40.7,
3588057,"Josh Minott",3000,PF,BOS,HOU,159129,1324299,,1,0.33,0.12,0.06,0.05,0.04,0.06,0.01,0.39,0.45,0.51,0.07,0.18,0.12,0.06,0.12,0.06,0.05,0.24,0.11,0.73,0.73,0.72,0.24,0.05%,125,141,WED,179736,11,3588057,0.11,1.44,0,0,0,0.31,0.51,0.72,0.93,1.23,1.31,1.37,
4878181,"Jordan Walsh",3400,PF,BOS,HOU,159129,1401388,,15.5,4.61,2.83,0.61,0.74,0.48,0.43,0.42,5.22,7.44,8.05,0.85,3.44,2.03,0.86,2.15,0.9,0.65,4.18,1.6,10.99,10.99,10.89,3.2,0.35%,125,141,WED,245001,12,4878181,6.39,16.35,0.18,0.18,0.42,6.22,8.82,10.89,12.96,16.34,17.63,24.11,
6412744,"Baylor Scheierman",3500,SG/SF,BOS,HOU,159129,1177129,,26,5.74,4.86,1.57,1.41,0.83,0.72,0.01,7.31,10.6,12.17,0.73,6.43,1.42,0.56,3.77,0.51,0.39,5.19,1.97,15.29,15.29,15.92,4.55,0.05%,125,141,WED,90655,13,6412744,10.16,22.7,0.26,0.26,8.56,10.08,13.27,15.92,18.57,22.82,24.68,33.43,
