PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,SDK,SFD,REFID
942480,"Cale Makar",,D,CAN,CZE,,1057102,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,942480,0,0,,,,87789,1,1.15,1.15,1
31733,"Connor McDavid",,C,CAN,CZE,,878032,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,31733,0,0,,,,31006,1,1.15,1.15,2
17128,"Tom Wilson",,W,CAN,CZE,,659860,1,,,0.2171,0.2194,1.4421,0,0,0,0,0,0,0,0.4365,0,5.19,0,13.36,0,,17128,2.221,4.73,12.9,,,30148,1,6.38,9.03,3
35733,"Devon Toews",,D,CAN,CZE,,831460,1,,,0.0877,0.3666,1.4431,0,0,0,0,0,0,0,0.4543,0,4.83,0,12.68,0,,35733,0.75,3.81,15.9,,,83302,1,6.13,8.95,4
6418266,"Macklin Celebrini",,C,CAN,CZE,,1497708,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,6418266,0,0,,,,449320,1,1.15,1.15,5
16668,"Nathan MacKinnon",,C,CAN,CZE,,741404,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,16668,0,0,,,,30677,1,1.15,1.15,6
31680,"Colton Parayko",,D,CAN,CZE,,680852,2,,,0.0621,0.1838,1.1096,0,0,0,0,0,0,0,0.2459,0,3.16,0,9.14,0,,31680,1.105,2.77,16.2,,,30565,1,4.67,6.64,7
37779,"Nick Suzuki",,C,CAN,CZE,,1057111,2,,,0.1616,0.2684,1.1859,0,0,0,0,0,0,0,0.43,0,4.55,0,12.23,0,,37779,0.63,3.54,12.6,,,40159,1,6,8.61,8
1279531,"Brandon Hagel",,W,CAN,CZE,,920496,2,,,0.2952,0.296,1.8838,0,0,0,0,0,0,0,0.5912,0,7.03,0,16.11,0,,1279531,0.596,5.14,13.6,,,92058,1,7.09,10.06,9
34600,"Josh Morrissey",,D,CAN,CZE,,741443,2,,,0.0724,0.2621,1.2697,0,0,0,0,0,0,0,0.3345,0,3.88,0,10.42,0,,34600,0.72,3.11,16.1,,,30599,1,5.11,7.38,10
17172,"Mark Stone",,W,CAN,CZE,,556369,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,17172,0,0,,,,31019,1,1.15,1.15,11
14383,"Drew Doughty",,D,CAN,CZE,,456625,3,,,0.0394,0.1314,0.6627,0,0,0,0,0,0,0,0.1708,0,1.99,0,7.61,0,,14383,0.567,1.71,15.8,,,29920,1,4.39,6.24,12
