PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
409154,"Michael Porter Jr.",,,BKN,DET,158829,1061724,-,33,24.9,7.55,1.93,3.94,3.06,1.16,0.13,26.83,32.45,34.38,1.29,9.48,10.3,4.94,9.97,3.88,3.2,20.27,8.88,37.67,37.67,40.53,30.85,51.06,0,0,0,30.59,36.2,40.53,44.86,50.98,53.79,66.02,0%,126,132,SUN,75295,1,409154,
1115132,"Nic Claxton",,,BKN,DET,158829,1061682,-,29,12.08,6.98,2.36,0.04,1.59,1,2.02,14.44,19.06,21.42,3.02,9.34,8.62,4.96,0.22,3.51,2.01,8.84,5,31.47,31.47,29.74,22.68,38.05,0,0,0,22.68,26.63,29.74,33.02,38.06,40.33,49.4,0%,126,132,SUN,71024,3,1115132,
1115590,"Terance Mann",,,BKN,DET,158829,879504,-,27.5,8.34,2.69,2.31,1.02,1.33,1.08,0.21,10.65,11.03,13.34,1.29,5,4.17,2.04,2.71,1.49,1.19,6.88,3.06,17.57,17.57,17.59,11.66,24.63,0,0,0,11.64,15,17.59,20.44,24.83,26.64,34.92,0%,126,132,SUN,74628,4,1115590,
3005094,"Day'Ron Sharpe",,,BKN,DET,158829,1243725,,18,6.56,6.23,1.67,0.14,1.38,1.1,0.35,8.23,12.79,14.46,1.45,7.9,4.1,2.35,0.57,2.06,1.42,4.67,2.49,19.51,19.51,19.16,13.44,25.69,0,0,0,13.28,16.61,19.16,21.71,25.8,27.33,34.74,0%,126,132,SUN,148967,5,3005094,
3005097,"Cam Thomas",,,BKN,DET,158829,1232020,,24,13.56,2.2,2.53,1.42,2.06,0.08,0.06,16.09,15.76,18.29,0.14,4.73,6.86,2.82,4.13,4.22,3.66,10.99,4.24,18.36,18.36,20.07,13.54,27.56,0,0,0,13.46,17.02,20.07,22.86,27.44,29.47,37.6,0%,126,132,SUN,149404,6,3005097,
4878198,"Jalen Wilson",,,BKN,DET,158829,1174884,,8,2.99,0.73,0.34,0.5,0.21,0.3,0.26,3.33,3.72,4.06,0.56,1.07,1.1,0.45,1.45,0.76,0.6,2.55,0.95,5.85,5.85,5.68,2.32,10.18,0,0,0,2.16,4.33,5.68,7.3,10.28,11.36,17.04,0%,126,132,SUN,90541,13,4878198,
8985497,"Drake Powell",,,BKN,DET,158829,1542179,,17,4.16,1.33,1.13,0.57,1.08,0.65,0.1,5.29,5.49,6.62,0.75,2.46,1.83,0.77,1.86,0.99,0.89,3.69,1.34,8.62,8.62,8.76,4.51,13.91,0,0,0,4.51,6.9,8.76,10.88,14.07,15.4,22.04,0%,126,132,SUN,503267,16,8985497,
8985498,"Egor Demin",,,BKN,DET,158829,1523978,,27,9.87,2.74,3.49,1.89,2.25,0.82,0.27,13.36,12.61,16.1,1.09,6.23,3.85,1.6,4.71,1.18,1,8.56,3.49,19.41,19.41,20.53,13.56,28.59,0,0,0,13.51,17.67,20.53,23.91,28.85,30.67,38.72,0%,126,132,SUN,455367,17,8985498,
8985499,"Danny Wolf",,,BKN,DET,158829,1415928,,26.5,10.47,6.38,2.08,1.56,1.08,1.09,0.93,12.55,16.85,18.93,2.02,8.46,5.21,2.08,4.68,2.06,1.64,9.89,3.64,26.23,26.23,25.91,18.67,34.35,0,0,0,18.54,22.61,25.91,28.96,34.29,36.32,46.49,0%,126,132,SUN,247158,18,8985499,
8998169,"Ben Saraf",,,BKN,DET,158829,1590554,,11,2.87,0.86,1.28,0.41,0.91,0.67,0.23,4.15,3.73,5.01,0.9,2.14,1.58,0.55,1.6,0.68,0.54,3.18,0.96,7.61,7.61,7.42,3.48,12.03,0,0,0,3.45,5.83,7.42,9.28,12.45,13.52,19.35,0%,126,132,SUN,622358,19,8998169,
8998170,"Nolan Traore",,,BKN,DET,158829,1590550,,19,4.9,1.38,2.47,0.7,1.17,0.47,0.24,7.37,6.28,8.75,0.71,3.85,2.7,0.97,2.27,1.08,0.86,4.97,1.67,11.22,11.22,11.52,6.73,17.05,0,0,0,6.66,9.47,11.52,13.57,17.15,18.43,25.6,0%,126,132,SUN,622357,20,8998170,
35181,"Jaylen Brown",,,BOS,MIL,158824,883436,,34.5,27.52,8.12,4.3,2.35,3.16,0.95,0.31,31.82,35.64,39.94,1.26,12.42,15.75,7.35,6.81,7.63,5.78,22.56,9.7,44.33,44.33,46.66,36.97,57.53,0,0,0,36.92,42.49,46.66,50.83,57.66,60.19,71.82,0%,125,134,SUN,28025,22,35181,
37858,"Derrick White",,,BOS,MIL,158824,796009,,33.5,14.46,5.57,5.73,2.55,1.47,1.09,1.07,20.19,20.03,25.76,2.16,11.3,5.86,2.38,7.14,2.34,2.04,13,4.93,34.75,34.75,35.01,26.44,44.23,0,0,0,26.38,31.46,35.01,38.82,44.4,46.93,57.08,0%,125,134,SUN,38299,24,37858,
409191,"Anfernee Simons",,,BOS,MIL,158824,1121307,,25,13.44,2.87,2.36,2.29,1.09,0.92,0.2,15.8,16.31,18.67,1.12,5.23,5.37,2.32,6.07,2.14,1.93,11.44,4.61,22.69,22.69,23.41,16.13,31.16,0,0,0,16.11,20.39,23.41,26.43,31.47,33.48,42.54,0%,125,134,SUN,75325,26,409191,
2439093,"Payton Pritchard",,,BOS,MIL,158824,945610,,32.5,16.85,4.32,4.98,2.89,1.24,0.61,0.14,21.83,21.17,26.15,0.75,9.3,6.98,3.35,7.59,1.72,1.47,14.57,6.24,30.51,30.51,32.1,23.72,41.66,0,0,0,23.44,28.28,32.1,35.67,41.78,44.07,54.52,0%,125,134,SUN,73477,27,2439093,
3005208,"Luka Garza",,,BOS,MIL,158824,1061057,,17.5,8.38,4.36,1.27,0.77,0.47,0.33,0.59,9.65,12.74,14.01,0.92,5.63,3.86,2.14,1.98,2.29,1.78,5.84,2.91,17.81,17.81,17.73,12,24.09,0,0,0,11.82,15.16,17.73,20.3,24.15,25.95,33.4,0%,125,134,SUN,72919,29,3005208,
3005606,"Neemias Queta",,,BOS,MIL,158824,1142902,,25.5,11.11,7.63,1.47,0,0.72,0.84,0.86,12.58,18.74,20.21,1.7,9.1,7.43,4.6,0,2.81,1.92,7.43,4.6,26.85,26.85,26.08,19.72,33.38,0,0,0,19.69,23.27,26.08,28.89,33.49,35.54,43.98,0%,125,134,SUN,86307,30,3005606,
3022247,"Sam Hauser",,,BOS,MIL,158824,922378,,28.5,12.22,4.61,1.99,3.5,0.52,0.62,0.24,14.21,16.83,18.82,0.86,6.6,1.59,0.73,8.54,0.28,0.27,10.13,4.23,22.8,22.8,24.19,16.58,32.67,0,0,0,16.47,20.59,24.19,27.54,32.94,35.26,45.03,0%,125,134,SUN,72761,31,3022247,
4878181,"Jordan Walsh",,,BOS,MIL,158824,1401388,,13,3.49,2.81,0.46,0.56,0.27,0.32,0.18,3.95,6.3,6.76,0.5,3.27,1.48,0.66,1.58,0.66,0.48,3.06,1.22,8.78,8.78,8.84,4.83,13.65,0,0,0,4.68,7.02,8.84,10.66,13.52,14.82,20.54,0%,125,134,SUN,245001,33,4878181,
