PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
13563,"Kirk Cousins",5100,QB,ATL,NOS,147585,,33.09,21.16,215.14,1.66,0.71,0.67,1.46,0.04,0,0,0,0,15.17,2.97,35.22,2.21,1.81%,MAIN,403308,2307,1,13563,15.16,15.16,216.6,1.7,216.6,1.7,1.46,0.04,0,9.04,23.24,1.9,
3491931,"Tyler Allgeier",4700,RB,ATL,NOS,147585,,0,0,0,0,0,9.08,38.68,0.39,0.9,0.71,5.37,0.04,7.68,1.63,18,0.78,0.79%,MAIN,1131198,125422,2,3491931,7.64,7.28,44.05,0.43,38.68,0.39,44.05,0.43,0,3.15,17.06,1.4,
4687512,"Bijan Robinson",8700,RB,ATL,NOS,147585,,0,0,0,0,0,16.68,81.42,0.66,7.64,5.56,44.75,0.31,25.28,2.91,68.94,53.65,42.29%,MAIN,1228244,123168,3,4687512,25.19,22.41,126.17,0.97,81.42,0.66,126.17,0.97,0,15.93,37.06,38.02,
8261767,"Nate Carter",4000,RB,ATL,NOS,147585,,0,0,0,0,0,0.11,0.53,0,0.04,0.03,0.21,0,0.1,0.03,,0,0.00%,MAIN,1214132,134222,4,8261767,0.11,0.09,0.74,0,0.53,0,0.74,0,0,0,0.2,,
982204,"David Sills",3400,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,2.31,1.34,13.51,0.1,3.28,0.96,4.22,0.03,0.01%,MAIN,866973,65587,5,982204,3.27,2.6,13.51,0.1,0,0,13.51,0.1,0,0,9.02,0.08,
1844218,"Darnell Mooney",3900,WR,ATL,NOS,147585,,0,0,0,0,0,0.01,0.04,0,3.74,2.21,26.44,0.16,5.82,1.49,15.38,0.43,0.45%,MAIN,912027,62802,6,1844218,5.81,4.7,26.48,0.16,0.04,0,26.48,0.16,0,1.89,13.06,0.84,
3491928,"Drake London",6900,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,8.3,5.76,61.08,0.49,15.1,2.19,33.42,5.83,7.25%,MAIN,1178741,140160,7,3491928,15.06,12.18,61.08,0.49,0,0,61.08,0.49,0,7.94,26.14,9.54,
4773069,"Dylan Drummond",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,1.87,1.15,10.12,0.08,2.63,0.88,5.78,0.07,0.02%,MAIN,1108534,48414,8,4773069,2.63,2.05,10.12,0.08,0,0,10.12,0.08,0,0,7.23,0.1,
3515974,"Deven Thompkins",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.08,0.05,0.35,0,0.08,0.03,,0.01,0.00%,MAIN,1130833,49660,9,3515974,0.09,0.06,0.35,0,0,0,0.35,0,0,0,0.16,,
1849814,"Charlie Woerner",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,1.17,0.78,6.3,0.07,1.82,0.73,4.46,0.01,0.00%,MAIN,922040,58179,10,1849814,1.81,1.42,6.3,0.07,0,0,6.3,0.07,0,0,3.64,0.1,
2862126,"Kyle Pitts",5500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,6.87,4.54,47.01,0.4,11.7,2.13,27.4,3.28,3.59%,MAIN,1123026,54917,11,2862126,11.65,9.38,47.01,0.4,0,0,47.01,0.4,0,5.22,21.67,6.26,
3491690,"Teagan Quitoriano",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.16,0.1,1.05,0.01,0.26,0.1,,0,0.00%,MAIN,1128538,63778,12,3491690,0.26,0.21,1.05,0.01,0,0,1.05,0.01,0,0,0.52,,
36842,"Zane Gonzalez",,K,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0,0,0,0,8.49,21,,0,0.00%,MAIN,732774,33774,13,36842,8.49,8.49,0,0,0,0,0,0,7.51,3.58,15.09,,
18433,"New Orleans Saints",2500,DST,NOS,ATL,147585,,0,0,0,0,0,0,0,0,0,0,0,0,5.19,2.08,33.48,0.58,2.66%,MAIN,350,8482,14,18433,5.19,5.19,0,0,0,0,0,0,0,0.6,11.1,4.56,
35493,"Jacoby Brissett",5600,QB,ARI,LAR,147586,,36.23,22.92,244.85,1.35,0.52,3.39,11.02,0.09,0,0,0,0,16.82,3,40.9,3.16,3.96%,MAIN,607047,26395,15,35493,16.78,16.78,255.87,1.44,255.87,1.44,11.02,0.09,0,10.63,25.28,3.46,
2861839,"Michael Carter",5100,RB,ARI,LAR,147586,,0,0,0,0,0,11.19,44.81,0.31,3.09,2.2,16.58,0.07,10.62,2.08,25.32,1.88,1.93%,MAIN,976329,162975,16,2861839,10.57,9.47,61.39,0.38,44.81,0.31,61.39,0.38,0,5.51,18.64,2.28,
