PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
31729,"Andrew Copp",4100,C,DET,MIN,8405130,744810,2,2,,0.1799,0.3521,1.5332,0.7147,0,0,0,0,0.0219,0.06,0.532,0.0819,6.91,1.69,6.33,9.1,1,0.35,15.01,2.7,,31729,0.569,5.06,17.7,172,2075,30594,0,
18501,"Shea Theodore",5300,D,VGK,BOS,8405010,741466,1,2,,0.1156,0.4145,1.8924,1.5416,0,0,0,0,0.017,0.0675,0.5301,0.0845,8.78,1.66,6.43,9.25,2,2.12,17.01,0.5,,18501,0.402,6.03,22.1,185,180961,30663,0,
16760,"Hampus Lindholm",2800,D,BOS,VGK,8405010,659813,3,,,0.0648,0.2773,1.4237,1.4324,0,0,0,0,0,0,0.3421,0,6.63,2.37,5.38,7.64,3,1.06,13.52,1.6,,16760,0.738,4.72,20.8,160,2153,31037,1,
17172,"Mark Stone",7500,W,VGK,BOS,8405010,556369,1,1,,0.4366,0.695,2.2425,0.6783,0,0,0,0,0.136,0.2518,1.1316,0.3878,12.26,1.63,9.55,13.9,4,2.37,24.48,3.7,,17172,0.671,8.85,19.7,185,180961,31019,0,
31746,"Radek Faksa",2500,C,DAL,CBJ,8404960,659857,4,,,0.0818,0.1238,0.802,0.6692,0,0,0,0,0,0,0.2056,0,3.66,1.46,4.98,7.03,5,0,10.03,0.1,,31746,1.202,3.06,11.9,181,1954,30523,0,
17211,"Marcus Foligno",3000,W,MIN,DET,8405130,522049,2,,,0.1786,0.1867,1.0625,0.6022,0,0,0,0,0,0,0.3653,0,5.1,1.7,5.66,8.02,6,0,12.34,0.4,,17211,2.89,4.93,13.3,178,1938,30272,1,
34547,"Nick Jensen",2500,D,OTT,NSH,8405020,733469,2,,,0.031,0.2002,0.7258,1.2997,0,0,0,0,0,0,0.2312,0,4.61,1.84,4.99,7.14,7,0,11,0.1,,34547,0.842,3.43,16.5,163,2050,30618,0,
37698,"Alex DeBrincat",7200,W,DET,MIN,8405130,920337,2,1,,0.4187,0.4687,3.2012,0.4454,0,0,0,0,0.107,0.1524,0.8874,0.2594,12.36,1.72,9.26,13.09,8,2.77,24.21,3.8,,37698,0.644,8.49,17.7,172,2075,37837,0,
2075138,"Nico Sturm",2500,C,MIN,DET,8405130,1163937,4,,,0.1188,0.1412,0.9673,0.4223,0,0,0,0,0,0,0.26,0,3.91,1.56,4.97,7.02,9,0,10.27,0.1,,2075138,1.151,3.24,11.4,178,1938,87741,1,
35829,"Logan Stanley",2500,D,WPG,FLA,8405030,920227,3,2,,0.0571,0.2757,1.1041,1.3539,0,0,0,0,0.018,0.0855,0.3328,0.1035,5.9,2.36,5.26,7.55,10,0.45,12.63,2.6,,35829,1.55,4.73,16.7,169,53599,82920,1,
