PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
1115314,"PJ Washington",,,DAL,MIL,158457,1067857,,24,11.57,5.06,1.44,1.19,0.94,0.86,0.82,13.01,16.63,18.07,1.68,6.5,6.6,3.01,3.55,2.82,1.96,10.15,4.2,23.9,23.9,23.57,17.21,31.18,2.89,2.89,0.51,17.2,20.53,23.57,26.61,31.43,33.45,42.32,2.05%,140,134,SUN,69997,29,1115314,
1203483,"Caleb Martin",,,DAL,MIL,158457,842969,,20.5,4.73,3.36,2.27,0.51,0.9,0.58,0.19,7,8.09,10.36,0.77,5.63,2.61,1.22,1.66,1.13,0.76,4.27,1.73,13.58,13.58,13.68,8.77,19.43,1.09,1.09,0.48,8.78,11.62,13.68,16,19.62,21.17,27.36,1.62%,140,134,SUN,73187,30,1203483,
2484012,"Naji Marshall",,,DAL,MIL,158457,1060704,,31.5,16.59,4.8,4.18,1.3,1.82,0.88,0.19,20.77,21.39,25.57,1.07,8.98,9.06,4.81,4.23,3.83,3.06,13.29,6.11,30.01,30.01,30.78,23.05,39.39,10.38,10.38,5.28,22.96,27.5,30.78,34.06,39.36,41.4,50.96,11.49%,140,134,SUN,70165,31,2484012,
3267960,"Brandon Williams",,,DAL,MIL,158457,1134688,,22,12.09,3.2,3.42,0.7,1.96,0.74,0.27,15.51,15.29,18.71,1.01,6.62,6.61,3.32,2.74,4.25,3.36,9.35,4.02,22.13,22.13,22.62,16.17,29.79,22.1,22.1,9.61,16.27,19.82,22.62,25.42,29.99,31.77,40.92,26.43%,140,134,SUN,87233,32,3267960,
3588176,"Max Christie",,,DAL,MIL,158457,1340703,,32,15.46,3.74,2.64,2.72,1.12,0.69,0.28,18.1,19.2,21.84,0.97,6.38,5.18,2.41,6.57,2.93,2.5,11.75,5.13,25.7,25.7,26.84,19.05,35.31,29.92,29.92,15.78,18.99,23.55,26.84,30.13,35.45,37.73,47.1,23.93%,140,134,SUN,179747,34,3588176,
8985575,"Cooper Flagg",,,DAL,MIL,158457,1519128,,33,19.06,6.68,4.22,1.1,1.75,0.95,0.55,23.28,25.74,29.96,1.5,10.9,12.3,5.84,3.89,5.1,4.07,16.19,6.94,36.16,36.16,36.62,28.46,45.55,7.73,7.73,6.59,28.34,32.86,36.62,40.13,45.65,47.91,57.94,7.65%,140,134,SUN,458047,36,8985575,
9147605,"Ryan Nembhard",,,DAL,MIL,158457,1323621,,12,4.52,1.25,3.07,0.63,0.82,0.31,0.01,7.59,5.77,8.84,0.32,4.32,2.86,1.24,1.59,0.22,0.16,4.45,1.87,10.77,10.77,11.23,6.73,16.84,0.41,0.41,0.01,6.53,9.14,11.23,13.32,16.98,18.28,24.81,0.46%,140,134,SUN,179441,38,9147605,
3005500,"Jeremiah Robinson-Earl",,,DAL,MIL,158457,1176176,,1,0.25,0.29,0.03,0.03,0.03,0.02,0,0.28,0.54,0.57,0.02,0.32,0.14,0.06,0.1,0.04,0.04,0.24,0.09,0.67,0.67,0.7,0.18,1.4,0,0,0,0.3,0.5,0.7,0.9,1.2,1.28,1.33,0.03%,140,134,SUN,90424,41,3005500,
13301,"Jonas Valanciunas",,,DEN,MEM,158455,599780,Q,24,13.71,8.08,2.04,0.21,1.87,0.46,0.81,15.75,21.79,23.83,1.27,10.12,9.18,5.2,0.9,3.28,2.68,10.08,5.41,28.41,28.41,28.9,21.63,36.67,0,0,0,21.61,25.63,28.9,32.17,36.94,38.95,47.25,0%,145,142,SUN,12323,43,13301,
16879,"Tim Hardaway Jr.",,,DEN,MEM,158455,551771,,24,13.26,1.83,1.26,2.67,0.42,0.63,0.23,14.52,15.09,16.35,0.86,3.09,3.77,1.53,7.18,2.52,2.18,10.95,4.2,19.51,19.51,20.28,13.27,28.06,0,0,0,13.18,17.24,20.28,23.32,28.39,30.42,39.04,0%,145,142,SUN,12479,44,16879,
35211,"Jamal Murray",,,DEN,MEM,158455,891352,Q,36,27.14,4.27,6.97,3.21,2.12,1.19,0.35,34.11,31.41,38.38,1.54,11.24,13.29,6.45,7.65,5.23,4.61,20.94,9.66,45.22,45.22,46.83,36.8,58.07,0,0,0,36.62,42.35,46.83,51.06,58.04,60.78,73.48,0%,145,142,SUN,28062,47,35211,
408913,"Bruce Brown",,,DEN,MEM,158455,941834,,21,7.23,3.04,2.36,0.51,0.92,0.83,0.32,9.59,10.27,12.63,1.15,5.4,4.88,2.19,1.53,1.65,1.32,6.41,2.7,16.95,16.95,16.67,11.34,22.87,0,0,0,11.37,14.14,16.67,18.94,22.98,24.75,32.08,0%,145,142,SUN,75331,48,408913,
2439457,"Zeke Nnaji",,,DEN,MEM,158455,1193676,,24,7.66,5.58,1.07,0.57,0.72,0.68,0.77,8.73,13.24,14.31,1.45,6.65,4.27,2,2.03,2.65,1.95,6.3,2.57,19.59,19.59,19.09,13.44,25.45,0,0,0,13.31,16.58,19.09,21.35,25.62,27.13,34.41,0%,145,142,SUN,92620,50,2439457,
3588036,"Peyton Watson",,,DEN,MEM,158455,1326502,Q,35,20,6.36,2.64,1.99,2.05,1.26,1.03,22.64,26.36,29,2.29,9,10.35,5.01,5.34,5.63,4.01,15.69,7,36.41,36.41,36.61,28.33,45.82,0,0,0,28.39,32.87,36.61,40.35,46.07,48.32,59.52,0%,145,142,SUN,180124,51,3588036,
4878294,"Jalen Pickett",,,DEN,MEM,158455,1136567,,33,10.81,5,5.51,2.19,1.57,0.9,0.21,16.32,15.81,21.32,1.11,10.51,4.42,1.88,5.49,0.58,0.48,9.91,4.07,26.84,26.84,27.94,20.23,36.53,0,0,0,19.96,24.45,27.94,31.18,36.67,38.92,49.39,0%,145,142,SUN,87084,53,4878294,
4878295,"Julian Strawther",,,DEN,MEM,158455,1241584,,6,2.14,0.77,0.45,0.25,0.19,0.3,0.01,2.59,2.91,3.36,0.31,1.22,1.22,0.49,0.83,0.52,0.41,2.05,0.74,4.48,4.48,4.43,1.57,8.13,0,0,0,1.38,3.05,4.43,6.09,8.31,9.41,14.12,0%,145,142,SUN,149531,54,4878295,
4878296,"Hunter Tyson",,,DEN,MEM,158455,1132015,,4,1.44,0.85,0.4,0.25,0.08,0.06,0.02,1.84,2.29,2.69,0.08,1.25,0.59,0.19,0.96,0.39,0.31,1.55,0.44,3.22,3.22,3.35,0.92,6.63,0,0,0,1.12,1.95,3.35,4.75,6.7,7.82,12.28,0%,145,142,SUN,89546,55,4878296,
6412857,"DaRon Holmes",,,DEN,MEM,158455,1334228,,1,0.37,0.18,0.07,0.1,0.02,0,0.03,0.44,0.55,0.62,0.03,0.25,0.05,0.02,0.24,0.06,0.05,0.29,0.12,0.76,0.76,0.8,0.21,1.6,0,0,0,0.34,0.57,0.8,1.03,1.37,1.46,1.52,0%,145,142,SUN,179465,56,6412857,
6863241,"Spencer Jones",,,DEN,MEM,158455,1176586,,32,6.7,4.55,2.06,1.01,0.72,1.15,0.43,8.76,11.25,13.31,1.58,6.61,3.06,1.34,2.93,1.33,0.98,5.99,2.35,19.27,19.27,18.79,12.68,25.32,0,0,0,12.61,16.07,18.79,21.26,25.22,27.2,35.11,0%,145,142,SUN,89746,57,6863241,
13332,"Tobias Harris",,,DET,SAC,158454,552523,,28.5,14.01,4.3,2.41,1.31,1.23,1.45,0.16,16.42,18.31,20.72,1.61,6.71,8.17,3.8,3.83,2.88,2.48,12,5.11,26.39,26.39,26.27,18.97,34.45,0,0,0,18.99,23.15,26.27,29.65,34.59,36.44,46.56,0%,132,154,SUN,12337,63,13332,
555145,"Duncan Robinson",,,DET,SAC,158454,854591,,28.5,12.47,2.58,1.73,3.03,0.6,0.77,0.39,14.2,15.05,16.78,1.16,4.31,2.62,1.15,7.76,1.31,1.07,10.38,4.18,21.04,21.04,21.83,14.6,30.01,0,0,0,14.55,18.71,21.83,25.21,30.15,32.49,41.58,0%,132,154,SUN,74104,65,555145,
1193057,"Javonte Green",,,DET,SAC,158454,624174,,16.5,5.61,1.93,0.26,0.8,0.45,1,0.47,5.87,7.54,7.8,1.47,2.19,2.29,1.07,2.29,1.42,1.06,4.58,1.87,12.28,12.28,11.53,6.52,17.26,0,0,0,6.44,9.38,11.53,13.68,17.16,18.77,26.28,0%,132,154,SUN,92980,66,1193057,
2439495,"Isaiah Stewart",,,DET,SAC,158454,1177050,,23,8.51,4.75,1.45,0.67,1.03,0.44,1.39,9.96,13.26,14.71,1.83,6.2,4.57,2.46,1.93,2.1,1.57,6.5,3.13,20.85,20.85,20.11,13.88,27.47,0,0,0,13.97,17.32,20.11,23.18,27.65,29.89,37.43,0%,132,154,SUN,90783,68,2439495,
3005207,"Cade Cunningham",,,DET,SAC,158454,1232182,,35,24.66,4.43,8.95,1.98,3.01,1.37,0.71,33.61,29.09,38.04,2.08,13.38,14.45,6.53,5.79,6.77,5.67,20.24,8.51,46.63,46.63,47.93,37.85,58.71,0,0,0,37.61,43.26,47.93,51.86,58.5,61.2,72.26,0%,132,154,SUN,122680,69,3005207,
3587772,"Jalen Duren",,,DET,SAC,158454,1344765,,29,19.92,10,1.77,0,1.8,1.47,0.62,21.69,29.92,31.69,2.09,11.77,11.98,7.57,0,6.56,4.79,11.98,7.57,39.05,39.05,39.04,30.79,47.61,0,0,0,30.83,35.56,39.04,42.27,47.74,49.73,58.93,0%,132,154,SUN,179734,70,3587772,
3587774,"Jaden Ivey",,,DET,SAC,158454,1231418,,17.5,8.41,2.3,1.43,1.01,1.1,0.31,0.46,9.84,10.71,12.14,0.77,3.73,4.12,1.85,2.75,2.24,1.67,6.87,2.86,14.53,14.53,14.93,9.47,21.28,0,0,0,9.21,12.44,14.93,17.17,21.15,22.89,29.12,0%,132,154,SUN,149339,71,3587774,
4874246,"Ausar Thompson",,,DET,SAC,158454,1429338,,25.5,10.64,6.82,2.15,0.23,1.09,1.55,0.72,12.79,17.46,19.61,2.27,8.97,7.59,3.9,1,3.66,2.15,8.59,4.13,27.77,27.77,26.62,19.97,34.09,0,0,0,19.9,23.63,26.62,29.61,34.08,36.07,44.78,0%,132,154,SUN,266068,72,4874246,
6412876,"Ronald Holland II",,,DET,SAC,158454,1501942,,19,7.41,4.75,1.19,0.58,1.11,1.16,0.36,8.6,12.16,13.35,1.52,5.94,4.27,1.9,2.43,2.42,1.87,6.7,2.48,18.35,18.35,17.91,12.17,24.52,0,0,0,12.03,15.24,17.91,20.32,24.59,26.2,33.68,0%,132,154,SUN,368369,75,6412876,
6447997,"Daniss Jenkins",,,DET,SAC,158454,1182387,,17.5,7.15,1.52,3.38,0.96,1.24,1.07,0.55,10.53,8.67,12.05,1.62,4.9,3.56,1.5,2.52,1.64,1.26,6.08,2.46,17.66,17.66,17.22,11.05,24.53,0,0,0,10.8,14.59,17.22,20.14,24.81,26.56,35.61,0%,132,154,SUN,91330,76,6447997,
1079,"Stephen Curry",,,GSW,MIN,158425,n/a,Q,32.5,28.36,3.57,5.55,5.2,2.9,0.96,0.25,33.91,31.93,37.48,1.21,9.12,8.32,3.8,13.14,5.56,5.15,21.46,9,41.7,41.7,44.8,34.64,56.1,0,0,0,34.73,40.27,44.8,49.33,56.38,59.4,71.73,0.00%,150,146,SAT,12231,83,1079,
13976,"Draymond Green",,,GSW,MIN,158425,n/a,,27.5,9.97,6.07,5.83,1.42,1.82,0.88,0.53,15.8,16.04,21.87,1.41,11.9,4.68,2.08,4.33,2.28,1.57,9.01,3.5,28.41,28.41,29.08,21.65,37.57,0,0,0,21.38,25.6,29.08,32.56,37.53,39.77,49.46,0.00%,150,146,SAT,12401,85,13976,
35206,"Buddy Hield",,,GSW,MIN,158425,n/a,,17,7.45,2.54,1.27,1.65,1.15,0.72,0.2,8.72,9.99,11.26,0.92,3.81,2.14,0.97,4.44,0.61,0.54,6.58,2.62,14.01,14.01,14.62,9.1,21.5,0,0,0,8.9,12.2,14.62,17.29,21.61,23.14,31.53,0.00%,150,146,SAT,27988,86,35206,
3005536,"Moses Moody",,,GSW,MIN,158425,n/a,,25,10.91,2.84,1.71,1.99,0.87,1.08,0.36,12.62,13.75,15.46,1.44,4.55,3.61,1.62,5.21,2.13,1.7,8.82,3.61,20.33,20.33,20.47,13.85,28.02,0,0,0,13.73,17.47,20.47,23.47,28,30.21,38.44,0.00%,150,146,SAT,149270,87,3005536,
3588138,"Gui Santos",,,GSW,MIN,158425,n/a,,18,4.86,3.18,1.68,0.81,0.91,0.86,0.12,6.54,8.04,9.72,0.98,4.86,1.64,0.81,2.32,1.17,0.83,3.96,1.62,13.23,13.23,13.27,8.32,19.32,0,0,0,8.34,10.87,13.27,15.67,19.21,20.73,27.3,0.00%,150,146,SAT,195274,89,3588138,
4878333,"Trayce Jackson-Davis",,,GSW,MIN,158425,n/a,,1,0.31,0.28,0.09,0,0.02,0.03,0.02,0.4,0.59,0.68,0.05,0.37,0.2,0.13,0,0.1,0.05,0.2,0.13,0.91,0.91,0.89,0.23,1.78,0,0,0,0.38,0.64,0.89,1.14,1.53,1.62,1.7,0.00%,150,146,SAT,91712,90,4878333,
4878334,"Brandin Podziemski",,,GSW,MIN,158425,n/a,,31,14.86,4.7,4.41,2.26,1.64,0.94,0.14,19.27,19.56,23.97,1.08,9.11,6.85,3.14,5.95,2.5,1.8,12.8,5.4,28.72,28.72,29.88,21.98,38.75,0,0,0,21.91,26.39,29.88,33.12,38.84,41.09,50.55,0.00%,150,146,SAT,179628,91,4878334,
6412896,"Quinten Post",,,GSW,MIN,158425,n/a,,10,4.43,2.29,0.59,0.98,0.48,0.24,0.28,5.02,6.72,7.31,0.52,2.88,1.31,0.59,2.66,0.37,0.29,3.97,1.57,9.14,9.14,9.47,5.17,14.75,0,0,0,5.12,7.68,9.47,11.52,15.1,16.38,23.29,0.00%,150,146,SAT,92403,92,6412896,
8998311,"Will Richard",,,GSW,MIN,158425,n/a,,16,4.98,1.79,1.07,0.91,0.52,0.5,0.1,6.05,6.77,7.84,0.6,2.86,1.63,0.73,2.49,0.98,0.8,4.12,1.64,10.01,10.01,10.22,5.74,15.76,0,0,0,5.62,8.18,10.22,12.26,15.84,17.12,24.02,0.00%,150,146,SAT,180292,95,8998311,
1499,"Al Horford",,,GSW,MIN,158425,n/a,Q,23,8.23,5.8,2.22,1.8,0.77,0.93,0.68,10.45,14.03,16.25,1.61,8.02,2.56,1.14,4.76,0.62,0.56,7.32,2.94,22.58,22.58,22.59,16.01,30,0,0,0,15.96,19.64,22.59,25.54,30.2,31.92,41.25,0.00%,150,146,SAT,12158,96,1499,
36041,"Gary Payton II",,,GSW,MIN,158425,n/a,,16,5.99,3.41,1.87,0.52,1.07,0.35,0.37,7.86,9.4,11.27,0.72,5.28,3.53,2.04,1.59,0.58,0.37,5.12,2.56,13.98,13.98,14.22,9.18,19.96,0,0,0,9.23,11.97,14.22,16.47,20.21,21.45,28.44,0.00%,150,146,SAT,31188,98,36041,
409081,"De'Anthony Melton",,,GSW,MIN,158425,n/a,Q,22.5,12.9,2.87,2.29,1.89,1.28,1.23,0.3,15.19,15.77,18.06,1.53,5.16,5.82,2.52,5.86,2.79,2.19,11.68,4.41,23.09,23.09,23.29,16.32,31.25,0,0,0,16.28,20.03,23.29,26.3,31.3,33.06,41.82,0.00%,150,146,SAT,75321,99,409081,
3888921,"Pat Spencer",,,GSW,MIN,158425,n/a,,0.5,0.17,0.06,0.13,0.01,0.02,0.02,0,0.3,0.23,0.36,0.02,0.19,0.13,0.05,0.03,0.03,0.02,0.16,0.06,0.48,0.48,0.48,0.16,0.96,0,0,0,0.21,0.34,0.48,0.62,0.82,0.87,0.91,0.00%,150,146,SAT,90408,101,3888921,
1037,"James Harden",,,LAC,BKN,158460,395388,,36.5,24.95,4.41,7.88,3.24,3.11,1.54,0.17,32.83,29.36,37.24,1.71,12.29,8.37,3.4,9.35,9.55,8.44,17.72,6.64,44.08,44.08,46.19,36.32,57.16,0,0,0,36.15,41.67,46.19,50.46,57.24,60.25,72.55,0%,151,126,SUN,12228,104,1037,
1315,"Nicolas Batum",,,LAC,BKN,158460,456451,,16,3.18,1.71,0.87,0.9,0.34,0.58,0.35,4.05,4.89,5.76,0.93,2.58,0.42,0.17,2.25,0.18,0.15,2.67,1.07,8.99,8.99,8.76,4.44,13.94,0,0,0,4.38,6.7,8.76,10.82,13.91,15.2,21.64,0%,151,126,SUN,12208,106,1315,
1498,"Brook Lopez",,,LAC,BKN,158460,330047,,16,5.53,2.54,0.97,1.27,0.42,0.4,0.69,6.5,8.07,9.04,1.09,3.51,1.2,0.52,3.57,0.82,0.68,4.77,1.79,12.88,12.88,12.77,7.69,19.04,0,0,0,7.66,10.47,12.77,15.07,18.9,20.43,28.09,0%,151,126,SUN,12193,107,1498,
13310,"Kawhi Leonard",,,LAC,BKN,158460,512591,Q,30,23.48,5.55,2.73,2.27,2.35,1.63,0.45,26.21,29.03,31.76,2.08,8.28,12.15,6.15,5.6,4.89,4.38,17.75,8.42,38.13,38.13,38.72,29.98,48.67,0,0,0,29.73,34.72,38.72,42.47,48.46,51.21,61.7,0%,151,126,SUN,12333,108,13310,
35215,"Kris Dunn",,,LAC,BKN,158460,698968,,30,7.75,2.8,3.93,1.25,1.01,1.46,0.39,11.68,10.55,14.48,1.85,6.73,3.82,1.74,3.52,0.68,0.51,7.34,2.99,21.55,21.55,20.97,14.46,28.46,0,0,0,14.4,17.94,20.97,23.75,28.3,30.32,38.66,0%,151,126,SUN,28005,110,35215,
35226,"Ivica Zubac",,,LAC,BKN,158460,920093,,31,15.19,10.12,1.87,0,1.69,0.39,0.85,17.06,25.31,27.18,1.24,11.99,10.45,6.48,0,3.15,2.23,10.45,6.48,32.17,32.17,33.01,25.4,41.19,0,0,0,25.26,29.51,33.01,36.26,41.26,43.26,51.77,0%,151,126,SUN,27986,111,35226,
37823,"John Collins",,,LAC,BKN,158460,880468,,27.5,11.86,5.37,0.77,1.02,0.98,0.89,1.34,12.63,17.23,18,2.23,6.14,5.75,3.4,2.55,2.45,2.01,8.3,4.42,25.17,25.17,24.26,17.44,31.92,0,0,0,17.33,21.29,24.26,27.23,31.93,33.91,42.33,0%,151,126,SUN,38281,113,37823,
4878391,"Jordan Miller",,,LAC,BKN,158460,1134092,,23,8.8,2.91,2.27,0.71,0.78,0.9,0.24,11.07,11.71,13.98,1.14,5.18,4.56,2.26,2.18,2.64,2.16,6.74,2.97,18.34,18.34,18.09,12.09,24.57,0,0,0,12.06,15.33,18.09,20.6,24.62,26.13,33.42,0%,151,126,SUN,89573,116,4878391,
6412955,"Cam Christie",,,LAC,BKN,158460,1460155,,8,2.16,1,0.49,0.23,0.22,0.22,0.06,2.65,3.16,3.65,0.28,1.49,1.02,0.42,0.88,0.88,0.64,1.9,0.65,4.72,4.72,4.71,1.86,8.28,0,0,0,1.57,3.4,4.71,5.76,8.11,8.9,13.87,0%,151,126,SUN,289019,118,6412955,
8985681,"Yanic Konan Niederhauser",,,LAC,BKN,158460,1405278,,1,0.42,0.25,0.06,0,0.04,0.02,0.03,0.48,0.67,0.73,0.05,0.31,0.23,0.14,0,0.21,0.14,0.23,0.14,0.92,0.92,0.9,0.24,1.91,0,0,0,0.39,0.64,0.9,1.16,1.54,1.64,1.71,0%,151,126,SUN,245826,120,8985681,
8998366,"Kobe Sanders",,,LAC,BKN,158460,1231938,,21,6.26,2.68,1.93,0.99,0.7,0.56,0.17,8.19,8.94,10.87,0.73,4.61,2.68,1.18,2.52,1.07,0.92,5.2,2.17,13.86,13.86,14.11,8.75,20.06,0,0,0,8.72,11.8,14.11,16.42,20.01,21.55,29.25,0%,151,126,SUN,149027,121,8998366,
16869,"Kentavious Caldwell-Pope",,,MEM,DEN,158455,602730,,21.5,9.37,3.1,3.04,1.66,1.19,0.93,0.32,12.41,12.47,15.51,1.25,6.14,3.45,1.48,4.75,1.59,1.43,8.2,3.14,20.21,20.21,20.54,14,28.08,0,0,0,13.95,17.75,20.54,23.58,28.15,30.18,39.05,0%,142,145,SUN,12463,124,16869,
409099,"Jaren Jackson",,,MEM,DEN,158455,1078662,,31.5,20.6,5.81,1.97,1.84,2.29,0.97,1.67,22.57,26.41,28.38,2.64,7.78,11.05,5.21,5.11,5.91,4.64,16.16,7.05,36.16,36.16,35.97,27.69,45.17,0,0,0,27.54,32,35.97,39.69,45.15,47.38,57.55,0%,142,145,SUN,75291,125,409099,
1158073,"John Konchar",,,MEM,DEN,158455,852907,,21,4.54,5.01,1.84,0.79,0.52,1.15,0.52,6.38,9.55,11.39,1.67,6.85,1.8,0.85,2.49,0.63,0.48,4.29,1.64,17.8,17.8,17.04,11.76,23.23,0,0,0,11.53,14.53,17.04,19.3,23.3,24.81,31.82,0%,142,145,SUN,70850,129,1158073,
3012652,"Jock Landale",,,MEM,DEN,158455,850308,,28,15.09,9.59,2.35,1.13,1.12,0.6,0.81,17.44,24.68,27.03,1.41,11.94,8.69,4.61,2.91,3.52,2.47,11.6,5.74,33.23,33.23,34.05,25.76,42.61,0,0,0,25.79,30.54,34.05,37.56,42.81,45.07,54.33,0%,142,145,SUN,74198,131,3012652,
3587970,"Vince Williams",,,MEM,DEN,158455,1134869,,24.5,8.96,3.49,4.82,1.45,1.8,0.71,0.35,13.78,12.45,17.27,1.06,8.31,3.69,1.42,4.48,2.2,1.78,8.17,2.87,21.76,21.76,22.52,15.9,30.28,0,0,0,15.87,19.71,22.52,25.59,30.45,32.76,41.46,0%,142,145,SUN,89766,133,3587970,
